htid,author,title,year,authgender,female_category,clubs
uc2.ark:/13960/t45q4tn90,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,,1.714604140769
uiuo.ark:/13960/t2s47b39b,"Wallace, Ellen.","Lena, or, The silent woman",1852,f,,1.7137666878031226
uiuo.ark:/13960/t16m3mq7h,"Gascoigne, Caroline Leigh Smith,",Evelyn Harcourt,1847,f,high_female,1.7133262515848269
uc1.b3327537,"Normanby, Constantine Henry Phipps,","Historiettes; or, Tales of continental life",1827,m,mixed,1.7130034088767836
mdp.39015059376296,,The New British novelist;,1830,u,,1.71294472327378
uiuo.ark:/13960/t8cg02x5k,"Betham-Edwards, Matilda,",Next of kin wanted,1887,f,,1.712475383166367
uc1.b4973453,"Bainbridge, Beryl,",An awfully big adventure / | $c: Beryl Bainbridge.,1989,f,,1.7115667682196283
nyp.33433074868310,"Hoare, Edward N.",Foxholt,1887,m,mixed,1.7113031573543254
inu.30000035441025,"Bolger, Dermot,",Night shift / | $c: Dermot Bolger.,1993,m,,1.71109818281373
nyp.33433074877170,"Kingsley, Henry,",Hornby Mills;,1872,m,,1.7108493511603835
mdp.39015014878428,"Gordon, Victor.",Mrs Rushworth : | a novel / | $c: by Victor Gordon.,1989,m,,1.7106298539122105
mdp.39015021856847,"Galloway, Janice.",Blood / | $c: Janice Galloway.,1991,f,high_female,1.7104250406225947
uc2.ark:/13960/t5gb22r88,"Marguerite,",The fortunate lovers;,1887,f,high_female,1.7096062776742516
mdp.39015055116282,"Byatt, A. S. (Antonia Susan),",The game / | $c: A.S. Byatt.,1983,f,high_female,1.7091679770287824
mdp.39015034797020,"Campbell, John,",Lost among the Affghans,1862,m,high_male,1.7079711011289689
mdp.39015024873955,"Crane, Stephen,",The third violet,1897,m,,1.7076211130274415
uc1.$b163403,"De Polnay, Peter,",Out of the square.,1950,m,mixed,1.7071546852860338
mdp.39015009011118,"O'Brien, Darcy.","A way of life, like any other / | $c: Darcy O'Brien.",1977,m,,1.7069507032636897
nyp.33433074930573,"Brougham and Vaux, Henry Brougham,",Albert Lunel;,1844,m,,1.7069215669539985
mdp.39015082722607,"Rickman, Philip.",To dream of the dead / | $c: Phil Rickman.,2008,m,mixed,1.7069215669539985
uc1.$b794636,"Matheson, Jean.",The island.,1952,f,mixed,1.7059315239086303
mdp.39015027233769,"Lartéguy, Jean,",Yellow fever / | $c: Jean Lartéguy ; translated from the French by Xan Fielding.,1965,f,high_male,1.705844222305619
inu.39000003774465,"Kazantzakis, Nikos,",God's pauper : | St. Francis of Assisi : a novel / | $c: by Nikos Kazantzakis ; [translated from the Greek by P.A. Bien],1962,u,high_male,1.7058345226790699
mdp.39015017711089,,Forgiveness: | Ireland's best contemporary short stories / | $c: edited by Augustine Martin.,1989,u,,1.7055096489208388
mdp.39015020911676,"Pinget, Robert.",No answer. | $c: Translated by Richard N. Coe.,1961,m,,1.705495105229048
inu.30000095825646,"Charlesworth, Monique,",The children's war / | $c: Monique Charlesworth.,2004,f,mixed,1.7054466280477751
mdp.39015030034899,"Redgrove, Peter.",The glass cottage : | a nautical romance / | $c: by Peter Redgrove with Penelope Shuttle.,1976,m,,1.705087982539899
uiuo.ark:/13960/t71v63747,"Tytler, Sarah,",Buried diamonds,1886,f,high_female,1.704971697469822
wu.89005896576,"Gotthelf, Jeremias,","Ulric, the farm servant",1886,f,,1.704942628680545
uc1.b3346146,"Allister, William,",A handful of rice.,1961,m,high_male,1.7045067157564602
mdp.39015050023426,"Baricco, Alessandro,",City / | $c: Alessandro Baricco ; translated by Ann Goldstein.,2001,m,high_male,1.703983914391848
uc1.b3326033,"Sladen, Douglas Brooke Wheelton,",Playing-- the game,1905,m,,1.7037081207247575
nyp.33433008142055,"Balfour, Clara Lucas,",Drift,1861,f,,1.7036936077415838
mdp.39015062492338,"Ragged, Edgar Rider.",King Dong / | $c: by Edgar Rider Ragged.,2005,m,mixed,1.7025043839487886
nyp.33433074878178,"Leighton, Robert,",Olaf the Glorious;,1894,m,high_male,1.7015194568749894
uiuo.ark:/13960/t3nw02p9m,"Ponsonby, Emily,",The young Lord,1856,f,,1.7013168192180748
mdp.39015016926555,,Stories of the forties / | $c: edited by Reginald Moore and Woodrow Wyatt.,1945,u,mixed,1.7011142298205324
mdp.39015064701926,"Kay, Jackie,",Wish I was here / | $c: Jackie Kay.,2006,u,,1.7006802721088434
nyp.33433074947924,"Ashby-Sterry, J.",A tale of the Thames,1896,u,high_female,1.700159815022612
mdp.39015003756957,"Gibbons, Stella,","Enbury heath, | $c: by Stella Gibbons.",1935,f,,1.6999575010624735
mdp.39015012193952,"Quiller-Couch, Arthur,","Historical tales from Shakespeare, | $c: by Sir A. T. Quiller-Couch. Illustrated.",1930,m,high_male,1.699914154335206
mdp.39015073661368,"Rush, Christopher,",Hellfire and herring : | a childhood remembered / | $c: Christopher Rush.,2007,m,mixed,1.6996107891292893
uiuo.ark:/13960/t57d3822s,"Fothergill, Jessie,",From Moor isles,1888,f,high_female,1.6990332500807042
njp.32101068169547,"Gaspey, Thomas William,","Calthorpe; or, Fallen fortunes",1821,m,mixed,1.69785052124011
mdp.39015014882693,"Levey, Michael.",Men at work / | $c: by Michael Levey.,1989,m,,1.6972453707632513
uc1.$b790389,"Peterkiewicz, Jerzy,","That angel burning at my left side, | a novel | $c: by Jerzy Peterkiewicz.",1963,u,mixed,1.696928559307653
uc1.32106010387279,"Thomas, Rosie.",All my sins remembered / | $c: Rosie Thomas.,1991,f,,1.6967270135907835
uc1.32106013464307,"Galloway, Janice,",Blood,1991,f,high_female,1.6958350291683626
nyp.33433074964960,"O'Keeffe, Adelaide,","Zenobia, queen of Palmyra;",1814,f,high_female,1.695317532973926
inu.30000048017366,"Booth, Martin.",Toys of glass / | $c: Martin Booth.,1995,m,,1.693494441104497
mdp.39015009178263,"London, Jack,","Moon-face, and other stories",1906,m,mixed,1.6929927032014491
mdp.39015056943023,"Colquhoun, Keith.",Killing Stalin / | $c: Keith Colquhoun.,2002,m,,1.6929640414437597
uc1.$b302122,"Noyes, Alfred,",The return of the scare-crow / | $c: by Alfred Noyes.,1929,u,mixed,1.6925628787109441
uc2.ark:/13960/t28916t30,"Belcher, Edward,",Horatio Howard Brenton,1856,m,mixed,1.6920473773265652
nnc1.0044025238,"Sienkiewicz, Henryk,",Without dogma,1898,m,high_female,1.6919614909564658
mdp.39015084096679,"Shaw, Fiona.",Tell it to the bees / | $c: Fiona Shaw.,2009,f,,1.6914606608536802
njp.32101063581225,"Hook, Theodore Edward,",Peregrine Bunce;,1842,m,,1.6911889058007779
njp.32101072908120,"Sudermann, Hermann,",Regina,1898,m,,1.690888646528183
mdp.39015078812800,"Hall, John.",Sherlock Holmes at the Raffles Hotel / | $c: John Hall.,2008,m,,1.690702825164421
uiuo.ark:/13960/t9b56z20v,"Eiloart,",Meg,1868,f,,1.6899885080781452
uc2.ark:/13960/t9p26s900,"Prévost, Marcel,",Guardian angels,1913,m,high_female,1.6896743997431696
mdp.39015024822465,"(Izrailʹ) Metter, I.",The fifth corner of the room / | $c: Israel Metter ; translated from the Russian by Michael Duncan.,1991,u,high_female,1.6889894775955545
uc1.$b311886,"Saint-Laurent, Cécil,",Goribon's folly / | $c: Jacques Laurent ; translated from the French by Jean Stewart & Robin Chancellor.,1951,u,,1.688903901368012
mdp.39015030947660,"Brooke-Rose, Christine,",Go when you see the green man walking.,1970,f,,1.6887327749256957
uc1.32106017968279,"Thomas, Leslie,","Dover beach : | love, life and death in wartime England / | $c: Leslie Thomas",2005,m,,1.688533171234149
mdp.39015063958071,"Cooper, James Fenimore,",The headsman;,1833,m,,1.688191103232886
uc1.$b474070,"Simmel, Johannes Mario.",Dear Fatherland; | $c: translated from the German by Richard & Clara Winston.,1969,m,,1.6876592728438746
uiuo.ark:/13960/t8kd2ht61,"Roche, Regina Maria,",The discarded son;,1807,f,,1.687336539272758
hvd.hxgeyk,"Byron, Medora Gordon.",Celia in search of a husband,1809,f,high_female,1.6872795991023672
uc2.ark:/13960/t9x064z1m,"Braddon, M. E.",The trail of the serpent,1890,f,,1.686681959249764
mdp.39015032855374,"Zola, Émile,",His excellency <Son exc. Eugène Rougon>,1897,m,high_male,1.6866629934894808
uiuo.ark:/13960/t09w13v7r,,Wedded life in the upper ranks,1831,u,,1.6863690787365724
uc2.ark:/13960/t7tm73t7d,"Howitt, William,","The year-book of the country; or, The field, the forest, and the fireside",1850,m,,1.6863027250652036
uiuo.ark:/13960/t41r7dx2g,"Riddell, J. H.,",The head of the firm,1892,f,mixed,1.6857720836142953
uiuo.ark:/13960/t9b576s8d,"Skene, Felicia,",The tutor's ward,1851,f,high_female,1.6856584181781404
uiuo.ark:/13960/t9t15n146,"Roy, Gordon.",His cousin Adair,1891,f,,1.6855163579362538
uc1.b3462129,"Lambert, Gavin.",In the night all cats are grey / | $c: Gavin Lambert.,1976,m,high_female,1.6854027269816123
inu.30000001664782,"Gore,",Castles in the air,1847,f,mixed,1.6853175138196037
nyp.33433074877220,"Kingsley, Henry,",Oakshott castle and The grange garden,1895,m,mixed,1.6845509829354985
uc1.$b188543,"Gascar, Pierre,",The fugitive. | $c: Translated by Merloyd Lawrence.,1964,m,,1.6845367944949337
uiuo.ark:/13960/t8z89wr7v,"Wallace, Ellen.","Lena, or, The silent woman",1852,f,,1.684409109284463
mdp.39015055226602,"Grieg, Nordahl,",The ship sails on / | $c: by Nordahl Grieg ; translated from the Norwegian by A.G. Chater.,1927,u,high_male,1.6835300257580095
inu.32000002548255,"Scott, Paul,",Chinese love pavilion / | $c: Paul Scott.,1967,m,high_male,1.6834308320356888
uc1.$b119986,"Serumaga, Robert,",Return to the shadows.,1969,m,high_male,1.6833316500016833
njp.32101013971989,"Balzac, Honoré de,",Comedy of human life,1887,f,mixed,1.6827226452399984
mdp.39015013955102,"Wakefield, Tom.",Lot's wife / | $c: Tom Wakefield.,1989,m,high_female,1.6827084875816114
uc1.$b313819,"Vring, Georg von der,",Private Suhren; | the story of a German rifleman | $c: [by] Georg von der Vring; translated by Fred Hall ...,1929,u,high_male,1.6826518593303046
inu.39000002489586,"Boldrewood, Rolf,",A modern buccaneer,1894,m,,1.682076355052677
njp.32101017879931,"Moore, George,",Esther Waters,1894,m,high_female,1.6813127690100431
inu.30000110627159,"Gemmell, Nikki.",The book of rapture / | $c: Nikki Gemmell.,2009,f,high_male,1.681039554860726
uiuo.ark:/13960/t0sq9bf6f,"Hardy, Iza Duffus.",Glencairn,1877,f,,1.6807570129586367
uc1.$b322696,"Bennett, Rolf.","Mr. Pyecroft goes to heaven, | $c: by Rolf Bennett.",1933,u,mixed,1.6803616138192938
uc1.$b120267,"Blake, Katherine.",Are you trying to annoy me? | $c: [by] Katherine Blake.,1969,f,high_female,1.6798252981689905
uc1.$b783857,"Gunn, Neil M.,","The key of the chest,",1945,m,high_male,1.6791624337780315
inu.30000110600941,"Schreiber, Claudia,",Emma's luck / | $c: Claudia Schreiber ; translated from the German by Anthea Bell.,2008,f,,1.6779086546528408
uc2.ark:/13960/t12n5553w,"Rawnsley, H. D.",Lake country sketches;,1903,m,high_male,1.6778805013506939
mdp.39015028913195,"Connaughton, Shane.",The Run of the country / | $c: Shane Connaughton.,1991,u,,1.6778241975805774
nyp.33433074892997,"Ramsay-Laye, Elizabeth.","Social life in Sydney; or, Colonial experience",1866,f,mixed,1.677796047112513
uiuo.ark:/13960/t9s18k343,"Payn, James,",For cash only,1882,m,mixed,1.6774020397208802
mdp.39015000550361,"Poole, Josephine.",The lilywhite boys.,1968,f,high_female,1.6773739034168107
njp.32101064789926,"Pickering, Ellen,","The prince and the pedlar, or, The siege of Bristol",1839,f,high_male,1.6772332360538056
mdp.39015059593296,"Evans, Lissa.",Odd one out / | $c: Lissa Evans.,2004,f,mixed,1.6768254340881843
uc1.$b804001,"Thomas, Gwyn,",Now lead us home.,1952,m,,1.6766989151758018
mdp.39015011249813,"Williamson, Henry,",Love and the loveless; | a soldier's tale.,1958,m,high_male,1.675902752949589
njp.32101064912080,"Marks, Mary A. M.",Five-chimney farm,1877,f,high_female,1.675350567106167
mdp.39015015495636,"Cook, David,","Walter ; and, June : | two novels / | $c: by David Cook.",1989,m,high_male,1.6750792870862554
nyp.33433043292097,"Pettman, Grace.",A gentleman in khaki,1917,f,high_female,1.674817444898506
uc2.ark:/13960/t8jd4zv1w,"Martin, Frederick Townsend,",Things I remember,1913,m,,1.674368762976358
uiuo.ark:/13960/t7gq79p0n,"Griffin, Gerald,","Talis qualis, or, Tales of the jury room",1842,m,,1.6738923017693041
uiuo.ark:/13960/t80k31t81,"West,",The infidel father,1802,f,high_female,1.6733601070950468
uc2.ark:/13960/t3hx19j1b,,Tales from  Blackwood.,1889,u,mixed,1.672856234735187
inu.39000002591076,"Hanson, S. E.",Underground out of Holland / | $c: S. E. Hanson.,1977,u,high_male,1.6727862764613879
uiuo.ark:/13960/t46q2m09j,"Lee, Holme,",Mr. Wynyard's ward,1867,f,high_female,1.672156915204923
mdp.39015059376072,,The New British novelist;,1830,u,high_female,1.6719332564244036
inu.30000039139013,"Perriam, Wendy,",After purple / | $c: Wendy Perriam.,1993,f,,1.6714954312458212
mdp.39015002754417,"St. John, Robert,","The man who played God, | a novel.",1963,m,,1.6712253981694511
mdp.39015030712072,"Sinclair, Andrew.",The Raker / | $c: Andrew Sinclair.,1964,m,high_male,1.6711509216397333
mdp.39015016443791,"Cary, Joyce,",The moonlight | $c: [with a new prefatory essay by the author],1952,f,high_female,1.6709647593532253
mdp.39015030716958,"Thubron, Colin,",The god in the mountain : | a novel / | $c: [by] Colin Thubron.,1977,m,mixed,1.6706297717362855
mdp.39015016414883,"Melville, Herman,","Typee; or, A narrative of a four month's residence among the natives of a valley of the Marquesas Islands; or, A peep at Polynesian life",1847,m,high_male,1.6705925591807413
uc1.32106019033940,,Bengal partition stories : | an unclosed chapter / | $c: edited by Bashabi Fraser ; translated by Sheila Sen Gupta ... [et al.],2006,u,,1.6702075065806177
uc2.ark:/13960/t7vm4bq74,"Weyman, Stanley John,",A gentleman of France,1893,m,high_male,1.6700903518880372
mdp.39015016437264,"Stern, James,",The stories of James Stern.,1968,m,mixed,1.669978791269351
uva.x000425261,"Delafield, E. M.,",Zella sees herself,1917,f,high_female,1.6698672455539785
uc1.b4316247,"Malone, Desmond,","The last landfall,",1936,u,,1.6696720764041941
uc2.ark:/13960/t15m63w5d,"Smythies,Gordon,","A lover's quarrel, or, The county ball",1858,f,high_female,1.6695326977978864
uc1.32106007984609,"Fauset, Jessie Redmon.",Plum bun : | a novel without a moral / | $c: Jessie Redmon Fauset.,1985,f,high_female,1.6693236735136758
mdp.39015064755526,,Bengal partition stories : | an unclosed chapter / | $c: edited by Bashabi Fraser ; translated by Sheila Sen Gupta ... [et al.],2006,u,,1.6691927116369438
uiuo.ark:/13960/t97661p1n,"Merrywhistle, Marmaduke.",Isn't it odd?,1822,m,,1.6682793366921358
mdp.39015043041667,"Fane, Julian,",The social comedy / Julian Fane,1998,m,,1.667959335151409
uiuo.ark:/13960/t6251wg1p,"Blessington, Marguerite,","Grace Cassidy, or, The repealers",1833,f,,1.667695078631823
mdp.39015059976921,"Maitland, Sara,",On becoming a fairy godmother / | $c: Sara Maitland.,2003,f,high_female,1.6668889185224696
uiuo.ark:/13960/t6f19hd76,"Middleton, Colin.",Innes of Blairavon,1893,m,high_male,1.6668333500016668
mdp.39015019568487,,The Reach and other stories : | lesbian feminist fiction / | $c: edited by Lilian Mohin & Sheila Shulman.,1984,u,high_female,1.6666388893518442
mdp.39015055800117,"Storey, David,",As it happened / | $c: David Storey.,2002,m,,1.6665925958846273
mdp.39015020666460,"Francis, Dick.",Banker / | $c: Dick Francis.,1982,m,,1.665195743759679
mdp.39015029518993,"Maraini, Dacia.",Memoirs of a female thief. | $c: Translated by Nina Rootes.,1973,f,,1.6651818794907873
uc1.b3327073,"Massie, W.",Fitzwiggins,1840,u,,1.6646136431734195
mdp.39015062401578,"Gary, Romain.",The roots of heaven.,1958,m,,1.6641981061425553
wu.89099229502,"Le Sage, Alain René,",Asmodeus,1841,m,,1.663561352142667
inu.30000007194081,"Rabelais, François,","Five books of the lives, heroic deeds and sayings of Gargantua and his son Pantagruel; | $c: translated into English by Sir Thomas Urquhart of Cromarty and Peter Antony Motteux.",1970,u,high_male,1.6634183802186286
uiuo.ark:/13960/t9086vj76,"Payn, James,",Less black than we're painted,1878,m,mixed,1.6627591825875858
uiuo.ark:/13960/t4cn7n03t,"Manning, Anne,",Poplar house academy,1859,f,high_female,1.66237220513673
njp.32101066909290,"La Motte-Fouqué, Friedrich Heinrich Karl,",Thiodolf the Icelander,1845,m,,1.6620544655248353
umn.319510020548500,"Delafield, E. M.,",Zella sees herself / | $c: by E.M. Delafield.,1930,f,high_female,1.6619577862722288
nyp.33433074892724,"Maugham, W. Somerset",Orientations,1899,m,mixed,1.661874927292972
njp.32101063605610,"Chamier, Frederick,",The perils of beauty,1843,m,high_female,1.6616263999202419
inu.39000002830466,"Corelli, Marie,",The soul of Lilith,1892,f,,1.661019201381968
nyp.33433074867494,"Jackson, Wilfrid Scarborough.",Nine points of the law,1903,u,high_male,1.660715768496222
mdp.39015049860557,"Kavanagh, P. J. (Patrick Joseph),",Only by mistake / | $c: P.J. Kavanagh.,1986,m,high_male,1.660605456749531
mdp.39015056878278,"Forster, Margaret,",Diary of an ordinary woman / | $c: Margaret Forster.,2003,f,high_female,1.660403256604254
uiuo.ark:/13960/t6pz5tn4k,"Riddell, J. H.,",Susan Drummond,1884,f,mixed,1.6594480675727252
mdp.39015051323247,"Beaty, David.",The blood brothers / | $c: David Beaty.,1987,m,,1.6587186398507152
uiuo.ark:/13960/t9v12c96m,"Cox, Annie.",A romance of Regent Street,1881,f,high_female,1.658649859014762
mdp.39015030735255,"Belloc, Hilaire,",A change in the Cabinet,1909,m,,1.6583610417824064
inu.39000000493481,"Fox, Ralph,","Storming heaven, | $c: by Ralph Fox.",1928,m,,1.658182300562124
uiuo.ark:/13960/t2j67qh6b,"Bisset, Robert,",Modern literature;,1804,m,,1.6578249336870026
uc1.32106018190436,"Dobbs, Michael,",Churchill's hour / | $c: Michael Dobbs,2004,m,,1.6572479740143518
uc1.b3321919,"Besant, Walter,",The chaplain of the fleet,1881,m,mixed,1.6571930464179772
mdp.39015002966581,"Blackwood, Algernon,",Tales of the uncanny and supernatural.,1949,m,mixed,1.6571655839851518
uiuo.ark:/13960/t84j0tn5m,"Cox, Annie.",A romance of Regent Street,1881,f,high_female,1.6558758755443692
uc2.ark:/13960/t6542nw90,"Cannan, Gilbert,",Annette and Bennett;,1922,m,mixed,1.6556565506051424
uiuo.ark:/13960/t58d05x5c,"Bradshaw, John,",Roger North,1885,f,high_female,1.6552728717329053
uc1.b3579182,"Lever, Charles James,",A day's ride,1864,m,mixed,1.654068180690408
umn.31951001772102w,"Karlsson, Elis.",Mother sea.,1964,m,high_male,1.6538083070791265
uc1.31822029821618,"(Francis Downes), Ommanney, F. D.","South latitude, | $c: by F. D. Ommanney; with 16 illustrations",1938,u,high_male,1.6532888047548586
uiuo.ark:/13960/t23b6pk6s,"Smythies, Gordon,",The breach of promise;,1845,f,,1.6528925619834711
mdp.39015059395049,"Crawford, F. Marion",To leeward,1884,m,,1.6526194017517766
mdp.39015053230317,"Wakefield, Tom.","Trixie Trash, star ascending / | $c: Tom Wakefield.",1977,m,high_female,1.6522371290727644
uc1.32106006075318,"Fitzgerald, F. Scott (Francis Scott),",The Bodley Head Scott Fitzgerald / | $n: Scott Fitzgerald with an introd. by J.B. Priestley.,1963,m,,1.6521825331262598
uc2.ark:/13960/t00001c80,"Robinson, F. W.",Coward conscience,1879,m,mixed,1.6506825572374177
uiuo.ark:/13960/t3jw8wd54,"Lytton, Rosina Bulwer Lytton,","The world and his wife, or, A person of consequence",1858,f,mixed,1.6503828888302086
