htid,author,title,year,authgender,female_category,england_as_such_intensity
uiuo.ark:/13960/t9g456t7h,"Lockhart, Laurence W. M.",Fair to see,1871,m,mixed,4.356475901427472
uiuo.ark:/13960/t8x92v932,"Stephenson, Eliza Tabor.",St. Olave's,1863,f,high_female,4.356286120872419
uiuo.ark:/13960/t4mk6x70x,"Lee, Holme,",Annis Warleigh's fortunes,1863,f,high_female,4.356096356851413
nyp.33433074930649,"Mills, George,","The beggar's benison, or, A hero, without a name, but, with an aim",1866,m,,4.355666286271811
mdp.39015059375629,"Burke, Thomas,","The Winsome Wench; | the story of a London inn, 1825-1900.",1938,m,mixed,4.355248946029755
uc1.b4457279,"Tomkies, Mike.",Golden eagle years / | $c: Mike Tomkies.,1982,m,,4.354679974568669
uc2.ark:/13960/t55d8qv6p,"Dowdall, Mary Frances Harriet Borthwick,",Joking apart,1914,f,high_female,4.352557127312297
uiuo.ark:/13960/t2f76rp04,"Harding, Anne Raikes,",Realities,1825,f,high_female,4.348487813362903
mdp.39015047113249,"Ekman, Kerstin,",Witches' rings / | $c: Kerstin Ekman ; translated by Linda Schenck.,1997,f,,4.347788280101912
mdp.39015064876413,"Newland, Courttia.",Music for the off-key : | twelve macabre short stories / | $c: Courttia Newland.,2006,u,,4.347700066664735
uc1.$b120401,"Gordon, Richard,",The facemaker | $c: [by] Richard Gordon.,1967,m,,4.34593654932638
inu.30000062332857,,A view across the valley : | short stories by women from Wales c. 1850-1950 / | $c: edited by Jane Aaron.,1999,u,high_female,4.344992396263306
uc2.ark:/13960/t5q81761w,"Young, Filson,",The Wagner stories,1907,m,mixed,4.343797057801459
mdp.39076006480441,"Kessel, Joseph,",The magic touch. | $c: Translated from the French by Denise Folliot. With an introd. by H. R. Trevor-Roper.,1961,m,high_male,4.342350948803682
umn.31951002092177u,"Walsh, J. M. (James Morgan),",King's messenger.,1933,m,high_male,4.342068127048913
njp.32101069166021,"Grant, James,",Morley Ashton,1876,m,,4.341471179867151
uc1.$b445470,"Beneš, Bohuš.",God's village : | a novel / | $c: by Bohus Benes ; foreword by Thomas Mann.,1947,u,high_female,4.341062836884564
mdp.39015001067886,"Grex, Leo,",These crimes made headlines / | $c: by Leo Grex.,1980,m,,4.338834010673532
inu.39000005785865,"Roberts, Hilda A. E.",North Wales / | $c: by Hilda A. E. Roberts ; illustrated by Cora E. M. Paterson.,1931,f,high_male,4.338771259979174
nyp.33433075761068,"Farjeon, B. L.",A secret inheritance,1887,m,mixed,4.338018393197987
mdp.39015013248656,"Mackenzie, Compton, Sir,","The red tapeworm, | $c: by Compton Mackenzie.",1941,m,,4.3367391191215505
uc1.$b284294,"De la Mare, Walter,",The nap and other stories / | $c: by Walter de la Mare.,1936,m,,4.336419418486156
mdp.39015014846300,"Bergengruen, Werner,","The last captain of horse, | a portrait of chivalry.",1953,u,,4.336287790748097
mdp.39015029186064,"Weldon, Fay.",Life force / | $c: Fay Weldon.,1992,f,high_female,4.334915577519128
uc1.$b50003,"Houlson, Jane Harvey.",Blue blaze : | danger and delight in strange islands of Honduras / | $c: by Jane Harvey Houlson.,1934,f,high_male,4.334211011063074
inu.30000110628306,"Christensen, Lars Saabye,",Beatles / | $c: by Lars Saabye Christensen ; translated from the Norwegian by Don Bartlett.,2009,m,high_male,4.3338822917569555
uc1.32106019365714,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,mixed,4.333757078469895
uc2.ark:/13960/t55d8qw45,"Tagore, Rabindranath,",The king of the dark chamber,1914,m,high_female,4.333318888937037
uiuo.ark:/13960/t88g93671,"Hatton, Joseph,",Under the great seal,1893,m,,4.333225002708265
uc2.ark:/13960/t8mc8v67t,"Reeve, James Knapp,",The three Richard Whalens;,1897,m,,4.328816934331847
njp.32101067179364,"Trollope, Frances Milton,","The Laurringtons, or, Superior people",1844,f,high_female,4.328629555882608
uc1.b3073046,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,mixed,4.32850464592832
inu.32000001379330,"Hadath, Gunby.",Men of the Maquis.,1947,u,high_male,4.326132725752026
mdp.39015018989353,"Kennedy, E. L.,",Twelve in Arcady / | $c: E.L. Kennedy.,1986,u,mixed,4.324885390537151
uc2.ark:/13960/t3028rd57,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,,4.323950361049855
mdp.39015006984754,"Alington, Cyril Argentine,",Eton fables,1921,m,high_male,4.323576462449738
uc1.32106019990925,"Day, Sallie",The palace of strange girls / | $c: Sallie Day,2008,f,,4.321073008849558
uc2.ark:/13960/t05x27j4d,"Watson, Henry Breneton Marriott,",The heart of Miranda,1898,m,,4.320338714555222
uc1.b2850773,"Bullock, Lotte.",Aquarius Angel / | $c: by Lotte Bullock.,1970,f,mixed,4.319747726732759
uiuo.ark:/13960/t0sq9d34t,"MacCabe, William Bernard,",Bertha,1851,m,,4.317851437124887
mdp.39015049970992,"Robertson, James,",The fanatic / | $c: James Robertson.,2000,m,,4.315335984867555
uiuo.ark:/13960/t78s57g82,"Knight, Wynter Frore.",Our vicar,1879,u,mixed,4.313784699005673
dul1.ark:/13960/t9z03n328,"Braddon, M. E.",Joshua Haggard's daughter,1876,f,,4.313195502774822
uc2.ark:/13960/t6vx0864f,"Glossop, Bertram Robert Mitford.",Sporting trips of a subaltern,1906,m,high_male,4.313009474244145
uc1.b3327356,"Scargill, William Pitt,",Truckleborough hall;,1827,m,,4.312761461163583
mdp.39015082679369,"Donovan, Gerard,",Country of the grand : | a collection of stories / | $c: Gerard Donovan.,2008,m,mixed,4.31102616792884
uc2.ark:/13960/t7jq0zc1x,"Craik, Dinah Maria Mulock,",The head of the family,1852,f,,4.310406758717797
uiuo.ark:/13960/t5w676591,"Hardy, Thomas,",The trumpet-major,1880,m,high_female,4.309508931457261
uiuo.ark:/13960/t9280q47h,"Gambier, James W.",Swifter than a weaver's shuttle,1887,m,,4.307745326096321
mdp.39015065646914,,The ninth wave.,1955,u,mixed,4.307240231538092
uc1.$b300333,"George, Walter Lionel,","A bed of roses, | $c: by W.L. George ...",1923,m,high_female,4.3065703908930395
coo.31924013532498,"Pater, Walter,",Gaston de Latour;,1896,m,high_male,4.306168586500162
mdp.39015059400468,"Fortescue, J. W.",The drummer's coat,1899,m,,4.305056288610974
nyp.33433074865662,"Buckrose, J. E.,",Voices,1908,f,high_female,4.303555597634766
mdp.39015008410360,"Sharpe, Tom.",Vintage stuff / | $c: Tom Sharpe.,1982,m,high_male,4.301352775447878
uc1.32106014919937,"Foley, Michael,",Getting used to not being remarkable / | $c: Michael Foley,1998,m,,4.301013605539706
nyp.33433066722590,,"Rosemay Lodge, or, Domestic vicissitudes",1820,u,mixed,4.3008902842888475
njp.32101066111103,"Bremer, Fredrika,",New sketches of every-day life,1844,f,,4.300659076003398
uc2.ark:/13960/t5t729m0k,"Scott, P. E. S.",Souls in pawn,1913,f,,4.300335426163241
uiuo.ark:/13960/t2891tt3f,,The second wife,1857,u,high_female,4.300150505267684
uc1.$b244024,"Raddall, Thomas H.,",Tidefall.,1954,m,high_female,4.298597797398489
mdp.39015031453106,"Scott, Walter,",Waverley novels,1829,m,,4.297563281619322
uc1.$b800689,"Dragadze, Tamara.",Like milk on the fire; | a novel.,1965,f,high_female,4.297440158145798
uc1.$b396590,"Kops, Bernard,",Settle down Simon Katz / | $c: Bernard Kops.,1977,m,mixed,4.2963323642717
mdp.39015000547029,"Plunkett, James,",Farewell companions / | $c: James Plunkett.,1977,m,high_male,4.296293909466346
uc1.$b115274,"Day Lewis, C. (Cecil),",The Otterbury incident; | $c: illus. by Edward Ardizzone.,1948,u,high_male,4.2935039285560945
uc1.b4402151,,The ninth wave.,1955,u,mixed,4.29339127821414
inu.32000005765484,"Ireland, Annie Elizabeth Nicholson,",Life of Jane Welsh Carlyle,1891,f,high_female,4.292950974499871
uiuo.ark:/13960/t6f19dv0d,,James Hatfield and the Beauty of Buttermere,1843,u,mixed,4.2919836475423025
uc1.b4315954,"Baynes, Dorothy Julia",Fountains of youth;,1936,f,high_female,4.291231583464454
mdp.39015048707544,"Caute, David.",News from nowhere / | $c: David Caute.,1986,m,mixed,4.289820256531251
uc1.32106012237076,"Hawes, James",A white Merc with fins / | $c: James Hawes,1996,m,mixed,4.28968224178794
uc1.b3322710,"Ainsworth, William Harrison,",Auriol,1890,m,high_male,4.288716387185316
uc2.ark:/13960/t7np1zk41,"Tremlett, Horace,",Curing Christopher,1914,f,,4.2881186951254815
uc1.b4097246,"Rive, Richard,","Emergency, | a novel.",1964,m,,4.285637756468635
mdp.39015049862462,"Kennaway, James,",The bells of Shoreditch / | $c: James Kennaway ; introduction by Frank Delaney.,1981,m,,4.2855918402331366
uc1.32106007812370,"Duncan, Ronald Frederick Henry,",The uninvited guest and other stories / | $c: Ronald Duncan.,1981,m,mixed,4.283847752050892
nyp.33433074873310,"Knowles, James Sheridan,",George Lovell,1852,m,,4.283817166683326
uiuo.ark:/13960/t3029fh8p,"Phillpotts, Mary Charlotte.",Janet's choice,1872,f,,4.282930380966658
uc2.ark:/13960/t0zp3wz8p,"Grier, Sydney C.,",The path to honour,1909,m,high_male,4.282508522191959
uc2.ark:/13960/t6445pf3h,"Barrett, Frank,",Little Lady Linton,1884,m,high_female,4.282471842747634
uiuo.ark:/13960/t5r79152f,"Farebrother, A.",The Sedgeborough world,1872,f,high_female,4.281005180016268
mdp.39015016437462,"McIlwain, David,",The isotope man | $c: [by] Charles Eric Maine [pseud.],1957,m,high_male,4.2809440908701735
mdp.39015063761194,"Black, William,",Macleod of Dare,1878,m,,4.280577592603162
mdp.39015040539515,,Finbar's hotel / | $c: devised and edited by Dermot Bolger.,1997,u,,4.280501246695988
mdp.39015049991212,,Something wicked : | Scottish crime fiction / | $c: edited by Susie Maguire and Amanda Hargreaves.,1999,u,,4.278318905891245
mdp.39015008720362,"Strachey, Julia.",Cheerful weather for the wedding and An integrated man : | two short novels / | $c: by Julia Strachey.,1978,f,mixed,4.276702662247407
mdp.39015063239993,"Unsworth, Tania.",Before we began / | $c: Tania Unsworth.,2006,f,high_female,4.274097898212359
uiuo.ark:/13960/t4th95b5w,"Gascoigne, Gwendolen Trench,", A step aside,1893,f,,4.273960893257827
mdp.39015055116282,"Byatt, A. S. (Antonia Susan),",The game / | $c: A.S. Byatt.,1983,f,high_female,4.272919942571956
mdp.39015047576163,"Davies, Stevie.",Impassioned clay / | $c: Stevie Davis.,1999,m,,4.27240878407246
mdp.39015070739357,"Thewlis, David,",The late Hector Kipling / | $c: David Thewlis.,2007,m,mixed,4.272378361827723
hvd.32044010414142,"Niemcewicz, Julian Ursyn,","Levi and Sarah, or, The Jewish lovers",1830,m,mixed,4.271982912068352
mdp.39015030709813,"Newby, P. H. (Percy Howard),",Mariner dances : | a novel / | $c: by P.H. Newby.,1948,m,high_female,4.271313856142149
uc1.b4948549,"Ellis, Alice Thomas.",The 27th Kingdom / | $c: Alice Thomas Ellis.,1982,f,high_female,4.270857801789489
mdp.39015063238458,"Roberts, Michael Symmons,",Patrick's alphabet / | $c: Michael Symmons Roberts.,2006,m,high_male,4.269854824935952
uc1.$b794470,"Collins, Norman,",Anna / | $c: by Norman Collins.,1942,m,high_female,4.269166184409005
nyp.33433067377444,"Surtees, Robert Smith,",Mr. Sponge's sporting tour,1860,m,high_male,4.268560769365393
njp.32101075686376,"Bulgarin, Faddeĭ,",Ivan Vejeeghen;,1831,m,high_male,4.268487888165617
inu.30000111138677,"Glover, Miranda.",Soulmates / | $c: Miranda Glover.,2007,f,high_female,4.268062797430626
mdp.39015009044689,"Čapek, Karel,","Fairy tales, | with one extra as a makeweight | $c: by Joseph Čapek; illustrated by Joseph Čapek.",1933,u,,4.266575646386211
mdp.39015024573860,"Körmendi, Ferenc,",Escape to life / | $c: by Ferenc Körmendi ; [translated from the Hungarian by E. I. Holt and M. L. Elting],1933,u,,4.261775285112766
uiuo.ark:/13960/t9m33b51w,"Johnston, Henry.",The Dawsons of Glenara,1877,m,,4.26075841499787
mdp.49015000927757,"Squire, Roger.",Wizards and wampum; | legends of the Iroquois. | $c: Retold by Roger Squire. Illustrated by Charles Keeping.,1973,m,high_male,4.26003237624606
mdp.39015031010583,,Short stories of the First World War. / | $c: Edited by George Bruce.,1971,u,high_male,4.259971884185564
uiuo.ark:/13960/t7mp5np79,"Riddell, J. H.,",Far above rubies,1867,f,,4.258762403645501
mdp.39015009194203,"Masters, John,",The Himalayan concerto : | a novel of adventure / | $c: by John Masters.,1976,m,high_male,4.258611266865875
uc1.b3326092,"A. L. O. E.,",The young pilgrim,1874,f,,4.2579766095151586
uiuo.ark:/13960/t77s8256t,"Deccan, Hilary.",Light in the offing,1892,f,high_female,4.257855743847398
inu.32000013013364,"Trollope, Anthony,",An editor's tales,1881,m,,4.2574931880108995
uc1.$b289587,"Körmendi, Ferenc,",Escape to life. | $c: Translated from the Hungarian by E.I. Holt and M.L. Elting.,1933,u,mixed,4.257311933245349
uiuo.ark:/13960/t1dj60n41,"Oliphant,",Madam,1885,f,,4.254655302009615
uc1.b3630362,"Holmes, John Henry.","Way back in Papua, | $c: by J. H. Holmes.",1926,m,high_male,4.25419676510878
mdp.39015051321159,"Bainbridge, Beryl,",Mum and Mr. Armitage : | selected stories / | $c: of Beryl Bainbridge.,1985,f,,4.250164693881888
uc2.ark:/13960/t4bn9zg2s,"Cushing, Paul.",The bull i' th' thorn,1840,m,,4.249171411574743
mdp.39015000534068,"Sartre, Jean-Paul,",Iron in the soul. | $c: Translated from the French by Gerard Hopkins.,1950,u,high_male,4.245589136143914
uc2.ark:/13960/t6g16076f,"Marriott, Charles,",An order to view;,1922,m,mixed,4.245067761894149
uc2.ark:/13960/t92808h53,"Fittis, Robert S.",Gilderoy,1866,m,mixed,4.24476529479895
mdp.39015054151363,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,4.244362072380521
uc1.32106005184848,"Fraser, Antonia,",A splash of red / | $c: Antonia Fraser.,1981,f,high_female,4.24425698976073
uc1.b3750555,"Boulle, Pierre,",Sacrilege in Malaya / | $c: by Pierre Boulle ; translated from the French by Xan Fielding.,1959,m,high_male,4.244157916627762
mdp.39015049860375,"Kayira, Legson.",The detainee.,1974,u,high_male,4.2440018107741055
mdp.39015014882693,"Levey, Michael.",Men at work / | $c: by Michael Levey.,1989,m,,4.2431134269081285
uc1.32106005850737,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,4.242801380324716
mdp.39015063942398,"Lustgarten, Edgar,",A case to answer.,1947,m,mixed,4.241961482989734
uc1.b3752018,"Sartre, Jean-Paul,",Iron in the soul. | $c: Translated from the French by Gerard Hopkins.,1950,u,high_male,4.241730141128421
uc2.ark:/13960/t0sq8sr2j,"Dwyer, Vera G.",The Kayles of Bushy Lodge,1922,f,high_female,4.240582373312602
mdp.39015013115574,"Bates, H. E. (Herbert Ernest),","The triple echo, | $c: by H. E. Bates; drawings by Ron Clarke,",1970,m,,4.239623521431297
mdp.39015003676460,"Fleetwood, Hugh.",An Artist and a magician / | $c: Hugh Fleetwood.,1977,m,,4.239443784975411
mdp.39015018943913,"Treherne, John.",The walk to Acorn Bridge.,1989,m,high_female,4.237198364441431
njp.32101075727980,,"Early English poetry, ballads and popular literature of the middle ages",1840,u,high_male,4.234910484579633
uiuo.ark:/13960/t9b576b8k,"Riddell, J. H.,",Far above rubies,1867,f,,4.2341782871337434
mdp.39015003682351,"Gainham, Sarah.",To the opera ball / | $c: Sarah Gainham.,1975,f,high_female,4.233751466692472
uc2.ark:/13960/t2z31q14h,"Brunner, Ethel Houston.",Celia once again,1919,f,,4.232961009137904
uc1.b4974547,"Murray, John,",Kin / | $c: John Murray.,1986,m,mixed,4.231192350004231
mdp.39015022004983,"Dyer, Geoff.",But beautiful : | a book about jazz / | $c: Geoff Dyer.,1991,m,high_male,4.2282702146551845
uc1.$b119620,"Rathbone, Julian,",Hand out.,1968,m,,4.228091439524198
inu.30000011825480,"Greene, Graham,",Brighton Rock : | an entertainment / | $c: Graham Greene.,1943,m,,4.227078665933973
uc1.32106005619801,,Pulsar 2 : | an original anthology of science fiction and science futures / | $c: edited by George Hay.,1979,u,high_male,4.2260663774159015
mdp.39015011955906,"Morgan,",The O'Briens and the O'Flahertys;,1827,f,mixed,4.225233092025577
mdp.39015034414063,"Kak, Manju.",First light in Colonelpura : | short stories / | $c: Manju Kak.,1994,u,high_female,4.225173584214751
mdp.39015030855368,"Barstow, Stan,",Joby.,1964,m,,4.2250248220208295
uiuo.ark:/13960/t4bp0r84h,"Whyte-Melville, G. J.",Cerise,1866,m,,4.223508045782827
uc1.32106016032150,"Matesis, Paulos",The daughter : | a novel / | $c: Pavlos Matesis ; translated from the Greek by Fred A. Reed,2002,u,high_female,4.22217061791467
mdp.39015032647276,,"Women : | a collection of writings by women about women, with a sequence of photographs.",1984,u,high_female,4.221546774738264
uc1.b3810764,"Birtles, Dora,",The overlanders : | a novel / | $c: by Dora Birtles.,1946,f,mixed,4.221056741555248
uc1.$b792347,"Rubens, Bernice.",The elected member.,1969,f,,4.220388697799067
uva.x030751450,"Blackwood, Algernon,",A prisoner in fairyland (the book that 'Uncle Paul' wrote),1913,m,,4.2199688928007335
mdp.39015032139258,"Yeomans, Sara.",Travels with a pram and hot flush and the toy boy / | $c: Sara Yeomans.,1994,f,,4.217985490129914
uc1.b3346986,"Punshon, E. R. (Ernest Robertson),",The golden dagger.,1951,m,mixed,4.217096107620293
uiuo.ark:/13960/t0ms43w0q,,Modern French life,1842,f,mixed,4.216977551622834
uc1.32106013490377,,"Women : | a collection of writings by women about women, with a sequence of photographs / | $c: compiled and edited by Maura Healy.",1984,u,high_female,4.2167997301248175
mdp.39015043789869,"Chambers, Clare.",Learning to swim / | $c: Clare Chambers.,1998,f,,4.211442489243274
uva.x001130580,"Strachery, Ray,",The world at eighteen,1907,m,,4.210614960314954
hvd.hn2hep,"Kilner, Dorothy,","The rational brutes, or, Talking animals",1803,f,,4.209285684219388
mdp.49015002625425,,The Diva book of short stories / | $c: edited by Helen Sandler.,2000,u,high_female,4.209108510817408
uiuo.ark:/13960/t5r790j9b,"Rhodes, Henrietta.",Rosalie,1811,f,high_female,4.209019929709367
uiuo.ark:/13960/t2x35cd31,"Oliphant,",The son of his father,1887,f,mixed,4.207750676746567
mdp.39015074267256,"Ewing, Barbara.","The mesmerist : | or the Misses Preston, of Bloomsbury / | $c: Barbara Ewing.",2007,f,high_female,4.207573632538569
uc1.$b119540,"Alexander, Joan.",Where have all the flowers gone?,1969,f,high_female,4.207337596768765
mdp.39015030201027,"Urquhart, Fred,",The collected stories of Fred Urquhart.,1967,m,high_female,4.207160587319618
mdp.39015059376155,,The New British novelist;,1830,u,high_male,4.2065411715217165
njp.32101066121326,"Campbell, Harriette,",The only daughter,1839,f,high_female,4.205833491052089
mdp.39015032226253,"Cooper, Fiona,",A skyhook in the midnight sun / | $c: Fiona Cooper.,1994,f,high_female,4.20559765047278
uc1.$b787095,"March, Richard.","The darkening meridian, | $c: by Richard March.",1945,m,high_male,4.204684017996048
uc1.32106019830956,"Groves, Annie",Daughters of Liverpool / | $c: Annie Groves,2008,f,,4.204389382515346
inu.30000111282186,"Oakes, Andy,",Citizen one / | $c: Andy Oakes.,2007,m,high_female,4.204094788323827
mdp.39015030663762,"Wittlin, Tadeusz.",A reluctant traveller in Russia. [Translated from the Polish by Noel E. P. Clark],1952,m,,4.203976962206247
mdp.39015037453415,"Naipaul, Seepersad.",The adventures of Gurudeva / | $c: Seepersad Naipaul ; with a foreword by V.S. Naipaul.,1995,u,high_male,4.202386955790889
uc1.b4974565,"Rawlinson, Jane.",The lion and the lizard / | $c: Jane Rawlinson.,1986,f,high_female,4.200374673420869
mdp.39015025301287,"Lispector, Clarice.",Discovering the world / | $c: Clarice Lispector ; [translated and introduced by Giovanni Pontiero].,1992,f,high_female,4.197941329571978
uiuo.ark:/13960/t1zc8846k,"Cresswell, Henry.",Cancelled bonds,1895,m,,4.196303057006777
uc2.ark:/13960/t6m04fp1c,"Oliphant,",Effie Ogilvie,1886,f,high_female,4.1959509073743835
uiuo.ark:/13960/t63491f4b,"Garvice, Charles,",Maurice Durant,1875,m,,4.195774854721296
mdp.39015030719739,"Wells, H. G.",The wonderful visit,1896,m,,4.195598816841134
mdp.39015065801287,"Dorat, Claude Joseph,","Chevalier de Versenai, a novel",1810,f,high_male,4.195070791819612
hvd.hn2gtm,,Tales of the academy,1820,u,high_male,4.195070791819612
uc1.31158002020120,"Hinton, Charles Howard,",Scientific romances,1909,m,,4.194865484646792
mdp.39015046406461,"Eskelund, Karl,","Sun, slaves, and sinners; | travels in the Philippines.",1964,m,high_male,4.194542899687507
uc2.ark:/13960/t85h7kb78,"Lynd, Sylvia Dryhurst,",The chorus,1915,f,high_female,4.194454930581771
uiuo.ark:/13960/t6zw22b5k,"Ponsonby, Emily,",The two brothers,1858,f,mixed,4.193223750419322
uiuo.ark:/13960/t6xw5019g,"Mudford, William 1782-1848.",The premier,1831,m,,4.1926963230053245
umn.31951002076536k,"Watts, Stephen.",The sound of a trumpet.,1946,m,mixed,4.1926963230053245
