htid,author,title,year,authgender,female_category,gb_intensity
mdp.39015064708145,"Ali, Monica,",Alentejo Blue / | $c: Monica Ali.,2006,f,,50.708867713241354
uc1.$b250312,"Lewis, D. B. Wyndham (Dominic Bevan Wyndham),","The nonsensibus, | $c: driven by D. B. Wyndham Lewis.",1936,m,,50.703511218151846
mdp.39015032488358,"Kearney, Colbert.",The consequence / | $c: Colbert Kearney.,1993,m,,50.69514854372977
nyp.33433074880356,"Marryat, Frederick,","Rattlin, the reefer",1856,m,,50.683653369887
mdp.39015005544039,"Amis, Kingsley.",Ending up.,1974,m,mixed,50.67601808120325
uc1.b3716770,"Raeburn, Anna.",Keeper of dreams.,1990,f,high_female,50.67202737950856
uiuo.ark:/13960/t3rv0z56s,"Gray, Arnold.",Like lost sheep,1885,m,high_female,50.67176279823952
uc2.ark:/13960/t9x06697t,"Steevens, Christina,",A motley crew;,1901,f,mixed,50.65721065401125
mdp.39015043790321,"Mills, Magnus.",The restraint of beasts : | a novel / | $c: Magnus Mills.,1998,m,high_male,50.6475652991824
nyp.33433074954961,"Cullen, Margaret.",Home,1802,f,high_female,50.64664918151398
hvd.32044090343690,"Gore,","Mary Raymond, and other tales",1838,f,,50.6416527593946
inu.39000001323786,"Dark, Eleanor,",Storm of time / | $c: by Eleanor Dark.,1949,f,,50.61918605455255
uc2.ark:/13960/t6sx69c95,"Wood, Henry,",Bessy Rane,1870,f,,50.61490266891014
njp.32101067633279,"Diehl, Alice M.",The knave of hearts,1884,f,,50.60172045849559
uc1.b3325343,"Fraser-Tytler, M. E.",Transplanted,1883,f,high_female,50.59099480292508
mdp.39015063626512,"Ferrier, Susan,",Novels,1894,f,high_female,50.57169723357013
uiuo.ark:/13960/t9b576s8d,"Skene, Felicia,",The tutor's ward,1851,f,high_female,50.56975254534422
inu.30000095182923,"Lawrenson, Deborah.",The art of falling / | $c: Deborah Lawrenson.,2003,f,,50.56044973091557
uiuo.ark:/13960/t25b0g42w,"Ouida,",Friendship,1878,f,high_female,50.56004978220286
mdp.39015066047484,"Rendell, Ruth,",Harm done / | $c: Ruth Rendell.,1999,f,,50.538682902466284
uc1.b3578247,,A. E. Housman; | catalogue of an exhibition on the centenary of his birth. | $c: Assembled by John Carter [and] Joseph W. Scott.,1959,u,,50.538414609933696
nyp.33433074935010,"Carey, Rosa Nouchette,",Averil,1891,f,high_female,50.5129469493788
uc1.$b251262,"Lehmann, John,",English stories from New writing.,1951,m,,50.47785704670884
mdp.39015017990600,"Harvey, John,",The legend of Captain Space / | $c: John Harvey.,1990,m,mixed,50.472607139579694
uiuo.ark:/13960/t9280vb6c,"Mainwaring, Kate.",Is it for ever?,1873,f,high_female,50.470092864970866
uiuo.ark:/13960/t7rn3n53s,"Caffyn, Mannington,",A yellow aster,1894,f,high_female,50.46906543165895
nc01.ark:/13960/t1gj09x17,"Moore, Edith Mary.",The blind marksman,1920,f,high_female,50.446868905905305
njp.32101067647519,"James, G. P. R.",Eva St. Clair and other collected tales,1843,m,mixed,50.43829135939892
mdp.39076006275007,"Queen, Ellery.",Rogues' gallery; | the great criminals of modern fiction.,1947,m,high_male,50.432212912416055
inu.30000118457237,"Morris, John I.,","Short stories since 1930, | a selection from the British Isles, | $c: by John I. Morris.",1965,m,mixed,50.40101678572994
uc1.$b120267,"Blake, Katherine.",Are you trying to annoy me? | $c: [by] Katherine Blake.,1969,f,high_female,50.39475894506971
nyp.33433074892534,"Mathew, Frank James,",At the rising of the moon,1893,m,,50.3868994061544
uiuo.ark:/13960/t9474wz74,"Lucy, Henry W.",Gideon Fleyce,1883,m,high_male,50.37695862140848
njp.32101068606126,"Whitechurch, Victor L.",The locum tenens,1906,m,mixed,50.37164444990478
uiuo.ark:/13960/t22b9nv4t,"Strangford, George Augustus Frederick Percy Sydney Smythe,",Angela Pisani,1875,m,mixed,50.35831880689521
uiuo.ark:/13960/t56d6484m,"Carey, Rosa Nouchette,",The search for Basil Lyndhurst,1889,f,,50.35777442059282
inu.30000042783757,"Grant, James,",The Cameronians,1881,m,mixed,50.3218865501744
uiuo.ark:/13960/t6zw22b5k,"Ponsonby, Emily,",The two brothers,1858,f,mixed,50.31868500503187
uiuo.ark:/13960/t08w3xf3t,"Marryat, Florence,",Véronique,1869,f,,50.31254764445799
njp.32101067644094,"Fetherstonhaugh,",Kilcorran,1877,f,mixed,50.29436998905358
uc1.b3900541,"Whitlock, Ralph.",The farmer's wife; | $c: illustrated by Kenneth Lindley.,1960,m,mixed,50.279135892367975
uiuo.ark:/13960/t5db8pt0d,"Viles, Edward.",Black Bess;,1866,m,high_male,50.277674418140656
uc2.ark:/13960/t9n29rb96,"Horton, Samuel.",Mustard and cress,1921,m,,50.263885398341294
mdp.39015025200729,"Weldon, Fay.",Growing rich / | $c: Fay Weldon.,1992,f,high_female,50.253868681442455
wu.89050149053,"MacDougall, James,",Folk tales and fairy lore in Gaelic and English,1910,m,high_male,50.25383313676222
mdp.39015058135206,"Armitage, Simon,",The white stuff / | $c: Simon Armitage.,2004,m,high_female,50.23973088978932
mdp.39015073632484,,The children's hours : | stories about childhood / | $c: edited by Richard Zimler and Raša Sekulović.,2008,u,mixed,50.23656856834913
mdp.39015014134657,"Neuburg, Paul,",The long birth.,1967,m,mixed,50.235929454401926
uiuo.ark:/13960/t9z03pw6x,"Walsh,","The officer's daughter; or, A visit to Ireland in 1790",1810,f,high_female,50.23322569070685
njp.32101066454933,"Blenkinsop, Adam.","Paddiana, or, Scraps and sketches of Irish life, present and past",1847,m,,50.2235759186054
uiuo.ark:/13960/t9s18h07c,"MacDonald, George,",The vicar's daughter,1872,m,high_female,50.221166290007915
inu.39000002910078,"White, Antonia,",Beyond the glass.,1954,f,high_female,50.21609384647047
inu.32000002538702,"Thompson, Edward John,",An Indian day.,1928,m,,50.206348090652575
mdp.39015005099216,"Forester, C. S. (Cecil Scott),","Captain Hornblower, RN.",1965,m,mixed,50.200803212851405
uiuo.ark:/13960/t23b6pc82,"Sheppard, Elizabeth Sara,",Rumour,1858,f,high_female,50.19748748365279
uiuo.ark:/13960/t5z614h53,"Gunning,",The exile of Erin,1808,f,,50.17246785826277
uc1.$b299928,"Burke, Fielding,","Call home the heart, | a novel | $c: by Fielding Burke [pseud.]",1932,u,mixed,50.17117223468304
dul1.ark:/13960/t2697ts06,"Scrymsour, Ella M.,",The perfect world;,1922,f,high_male,50.17006802721088
uiuo.ark:/13960/t11n8mb1c,"Maberly,",The love-match,1841,f,high_female,50.16815622735464
mdp.39015061325174,"McCabe, Brian,",Selected stories / | $c: Brian McCabe.,2003,m,,50.167717565586905
mdp.39015059406291,"Phillpotts, Eden,","Stormbury, | $c: by Eden Phillpotts.",1931,m,,50.158191218458214
uiuo.ark:/13960/t0ks76v3s,"Marsh-Caldwell, Anne,","Time, the avenger",1851,f,,50.14477281182771
mdp.39015049638961,"Ballard, J. G.,",Super-Cannes / | $c: J.G. Ballard.,2000,m,mixed,50.12814448202094
uc1.$b301028,"Keable, Robert,",Numerous Treasure; | a romantic novel | $c: by Robert Keable.,1925,m,,50.12572517954871
uc2.ark:/13960/t9r20v82p,"Borden, Mary,",Collision,1913,f,,50.123029253622526
njp.32101068167186,"Dallas, Robert Charles,",Percival,1801,m,,50.11657551260541
inu.32000005270915,,"The romance of Violette; with an introduction by John Frederick Savage; together with, Sweet seventeen.",1970,u,high_female,50.11454753722795
mdp.39015003686774,"Freemantle, Brian.",Face me when you walk away.,1974,m,high_male,50.10224948875256
uc2.ark:/13960/t5r787m0d,"Wylie, I. A. R.",The rajah's people,1910,f,,50.08204229296677
mdp.39015002299959,"O'Brien, Edna.",Girls in their married bliss / | $c: Edna O'Brien.,1974,f,high_female,50.08030117256981
uiuo.ark:/13960/t3jw91b96,"Roberts, Margaret,",Mademoiselle Mori,1860,f,high_female,50.07943634730953
inu.30000056308426,"Abaidoo, Kodwo.",Osimbe / | $c: by Kodwo Abaidoo.,1993,u,high_male,50.07658772239897
uc1.32106009246999,"Thomas, Leslie,",Orders for New York / | $c: Leslie Thomas.,1989,m,,50.0603669130422
uva.x030751450,"Blackwood, Algernon,",A prisoner in fairyland (the book that 'Uncle Paul' wrote),1913,m,,50.03677401463726
uc2.ark:/13960/t86h4f73h,"Ballantyne, R. M.",Digging for gold,1869,m,high_male,50.02640282371251
uc1.b3327615,"Prior, James.",Three shots from a popgun,1880,m,mixed,50.00378816577013
mdp.39015070493674,"Jacks, L. P.",The legends of Smokeover,1921,m,high_male,49.99375078115236
nyp.33433075756704,"Sinclair, Catherine,","Modern accomplishments ; or, The march of intellect",1836,f,high_female,49.98731091338352
uiuo.ark:/13960/t4vh5v01j,"Old Sailor,","Topsail-sheet blocks, or, The naval foundling",1838,m,,49.97739118018039
inu.39000004742065,,A Century of Australian short stories / | $c: edited by Cecil Hadgraft & Richard Wilson.,1963,u,mixed,49.96668887408394
uc1.$b395354,"Wood, Christopher (Christopher Hovelle)","""Terrible hard"", says Alice: | a novel.",1970,m,,49.96252810392206
uiuo.ark:/13960/t3dz0mk8x,"Eyre, Mary.",A family history,1861,f,high_female,49.95759413521082
mdp.39015016424528,"Hickling, R. H.",Festival of hungry ghosts.,1957,u,mixed,49.95129748495217
mdp.39015063539004,"Hope, Anthony,",Quisante | [a novel] | $c: by Anthony Hope [pseud.],1925,m,mixed,49.93867180655336
uc2.ark:/13960/t7pn9035n,"Webster, F. A. M.",The hound of Cullan,1918,u,,49.93385953692915
mdp.39015014564432,"Phillips, Caryl.",Higher ground : | a novel in three parts / | $c: Caryl Phillips.,1989,f,,49.93214349729854
inu.39000003458853,,The New improved sun : | an anthology of utopian science fiction / | $c: edited by Thomas M. Disch.,1976,u,,49.92303532054749
uiuo.ark:/13960/t6g16bp0h,"De La Voye, Marin J. George.","Eugénie, the young laundress of the Bastille",1851,m,mixed,49.906944343359775
uc1.b4948469,"Amis, Kingsley.",Ending up.,1974,m,mixed,49.88360492184901
njp.32101064790742,"Stepney, Catherine Pollock Manners,",The courtier's daughter,1838,f,,49.87608909116414
uc2.ark:/13960/t7fq9wq9x,"Fullerton, Georgiana,",Lady-bird,1852,f,high_female,49.8688633593144
uc1.b4562676,,The Tristan legend : | texts from Northern and Eastern Europe in modern English translation / | $c: edited by Joyce Hill.,1977,u,,49.86431153687562
mdp.39015027228645,"Townsend, John Rowe.",Hell's edge.,1963,m,mixed,49.85597163749169
mdp.39015015453767,,Love.,1989,u,high_female,49.850926556163785
uiuo.ark:/13960/t09w1328x,"Parker, Emma.",Aretas,1823,f,,49.84720747274657
mdp.39015078572453,"Campe, Joachim Heinrich,",The new Robinson Crusoe;,1811,m,high_male,49.84346038223703
uiuo.ark:/13960/t8tb1hb3d,"Grattan, Thomas Colley,",Agnes de Mansfeldt,1836,m,,49.84314070425425
uiuo.ark:/13960/t6057xr4s,"Gaskell, Elizabeth Cleghorn,",Sylvia's lovers,1863,f,,49.84104747023008
nyp.33433075762405,"Ellis, A. B.",South African sketches,1887,u,mixed,49.83588527435516
uc2.ark:/13960/t6n011s6b,"Graham, Alan.",Follow the little pictures!,1920,m,mixed,49.835266757108435
yale.39002088372082,"Haviland, Maud D.",A summer on the Yenesei (1914),1915,f,,49.8269170250708
uiuo.ark:/13960/t53f53t6c,"Daniel, Mackenzie,",The student's wife,1852,f,high_female,49.82230046168665
uc1.$b728512,"Haliburton, Thomas Chandler,",The old judge;,1849,m,,49.81902476717232
mdp.39015050154023,"Neeson, Eoin,",Deirdre and other great stories from Celtic mythology / | $c: Eoin Neeson.,1997,u,,49.81764282595191
nyp.33433074877204,"Kingsley, Henry,",Mademoiselle Mathilde,1868,m,mixed,49.81280028280817
njp.32101066120252,"Blessington, Marguerite,",The memoirs of a femme de chambre,1846,f,high_female,49.812072635058655
mdp.39015051144924,"Byrne, Donn,","The golden goat, | $c: by Donn Byrne.",1930,m,high_female,49.80315894322441
uc1.$b396517,"Hill, Susan,",I'm the king of the castle,1973,f,,49.802953531679016
mdp.39015063948056,"Moncrieff, A. R. Hope",Cap and gown comedy,1893,u,high_male,49.793017261579315
uiuo.ark:/13960/t2r49zr88,"Cambridge, Ada,",A mere chance,1882,f,high_female,49.78839930296241
uiuo.ark:/13960/t5j96p68b,"Maberly,",The love-match,1841,f,high_female,49.74077404296838
mdp.39015063938644,"Duchess,",Beauty's daughters,1886,f,,49.73531275336054
nyp.33433074850946,"Hamilton, Rowan.",The story of Sylvia,1893,m,,49.72117146979682
inu.30000007145497,,The story of Burnt Njal. | $c: Translated by Sir George Webbe Dasent; introduction by E. O. G. Turville-Petre.,1960,u,,49.71350996500932
mdp.39015041196430,"Kilworth, Garry.",In the hollow of the deep-sea wave : | a novel and seven stories / | $c: Garry Kilworth.,1989,m,mixed,49.71237838221718
uiuo.ark:/13960/t3320k41j,"Russell, William Clark,",The tale of the ten;,1896,m,high_male,49.7116723006562
uc1.b4948945,"Maitland, Sara,",Virgin territory / | $c: Sara Maitland.,1984,f,high_female,49.711178055497555
inu.39000005816090,"Ellis, Mark.",Bannerman.,1973,m,high_male,49.69630038652677
uiuo.ark:/13960/t55d96b1q,"Garvice, Charles,",Maurice Durant,1875,m,,49.67984102450871
mdp.39015064952370,"Bandele-Thomas, Biyi,",Burma boy / | $c: Biyi Bandele.,2007,u,high_male,49.6514847703619
uiuo.ark:/13960/t85h81r5f,"Lauder, Thomas Dick,",Lochandhu,1825,m,mixed,49.650982797394775
nyp.33433075770176,"Wingfield, Lewis,",My lords of Strogue;,1879,m,mixed,49.62955085256478
njp.32101064791096,"Stepney, Catherine Pollock Manners,",The new road to ruin,1833,f,,49.616671201523715
mdp.39015063869773,"Gleig, G. R.",The Chelsea pensioners,1829,m,,49.60462198360131
njp.32101072041773,"Neil, Ross,","Abbot's Cleve, or, Can it be proved?",1864,f,high_female,49.60392021284591
uc2.ark:/13960/t6tx3bd58,"Trollope, Frances Milton,",The abbess,1833,f,high_female,49.60176865735098
uc1.$b792387,"Hon., Benson, Theodora,",The man from the tunnel and other stories / | $c: by Theodora Benson.,1950,m,mixed,49.596574207362075
njp.32101067645539,"Griffiths, Arthur,",A son of Mars,1880,m,,49.58725899133682
wu.89087924775,"Austin, F. Britten (Frederick Britten),","The war god walks again,/ | $c: by F. Britten Austin.",1926,m,high_male,49.58677685950414
mdp.39015020726702,"Bowen, Elizabeth,","The cat jumps, | and other stories.",1949,f,,49.58230662900414
uiuo.ark:/13960/t8gf12d5t,"Alexander, G. G.",Doctor Victoria,1881,u,high_female,49.56163587578829
uc1.31158010006079,"Blundell, Peter.",Princess of Yellow Moon,1922,m,mixed,49.5589255624938
mdp.39015022236924,"Massie, Allan,",The sins of the father / | $c: Allan Massie.,1991,m,mixed,49.55878911358599
uiuo.ark:/13960/t9183xf2f,"Roberts,",Duty,1814,f,high_female,49.55303165447662
mdp.39015011237651,,Unwinding threads : | writing by women in Africa / | $c: selected and edited by Charlotte H. Bruner.,1983,u,,49.53764861294584
inu.30000111494716,"Suckling, Maurice.",Photocopies of heaven : | fiction / | $c: Maurice Suckling.,2006,m,,49.5319233245827
uiuo.ark:/13960/t05x2z418,"Roche, Regina Maria,",Contrast,1828,f,high_female,49.523015169681486
nyp.33433074920996,"Baldwin, Alfred,",The story of a marriage,1895,f,mixed,49.52107019781293
mdp.39015066302327,"Sowande, Bode.",Without a home / | $c: Bode Sowande.,1982,u,high_female,49.48698492296526
inu.30000117470645,"Clare, Jai.",The cusp of something : | stories / | $c: Jai Clare.,2007,u,,49.467572704314094
mdp.39015067349194,"Rankin, Reginald, Sir,","The collected works of Lt. Colonel Sir Reginald Rankin, bt.",1930,m,,49.4585589337776
uiuo.ark:/13960/t11n8ns61,,The Observant pedestrian mounted; or A donkey tour to Brighton,1815,u,mixed,49.45481948990886
uc1.32106014321092,"Marshall, Sybil",A late lark singing / | $c: Sybil Marshall,1997,f,mixed,49.45306722441257
uiuo.ark:/13960/t58d08w6n,"Ferrier, Susan,",Destiny,1894,f,,49.4524339371316
uc2.ark:/13960/t5db7xt79,"Bradley, Shelland.",An American girl in India,1911,u,high_female,49.428128053336394
uc1.32106005854119,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,49.4268174184598
uiuo.ark:/13960/t8ff4985r,"Manning, Anne,",The ladies of Bever Hollow,1858,f,high_female,49.42026230754612
uiuo.ark:/13960/t4mk6x70x,"Lee, Holme,",Annis Warleigh's fortunes,1863,f,high_female,49.36909204431602
mdp.39015063944964,"Mayne, Ethel Colburn,","Nine of hearts, | $c: by Ethel Colburn Mayne.",1923,f,high_female,49.348036517547015
mdp.39015047457042,"Trevor, William,",Death in summer / | $c: William Trevor.,1998,m,,49.332600391841794
mdp.39015030846748,"Boyle, Kay,","Wedding day, | and other stories, | $c: by Kay Boyle.",1932,f,high_female,49.33211900425015
uc1.b3322558,"Meadows, Lindon.",Whittlings from the West,1854,f,high_male,49.32544825812951
mdp.39015064876421,"Swann, David,",The last days of Johnny North : | stories / | $c: David Swann.,2006,m,,49.31480866802598
mdp.39015016716030,"Salkey, Andrew.",The late emancipation of Jerry Stover / | $c: Andrew Salkey.,1982,m,,49.304327957959046
nyp.33433074937164,"Beazley, Samuel,",The Oxonians,1830,m,high_female,49.29751047572097
uc1.$b244114,"Mottram, R. H. (Ralph Hale),",Home for the holidays / | $c: by R. H. Mottram.,1932,m,,49.28629651394233
mdp.39015048919545,,12 Irish ghost stories / | $c: selected and introduced by Patricia Craig.,1998,u,mixed,49.284603181937186
uc2.ark:/13960/t8kd1sf7h,"Howard, Sidney.",The little blind god a-wheel,1898,m,high_female,49.27277040713908
njp.32101064911900,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,,49.27071520744535
uc1.$b270466,"Thompson, R. W. (Reginald William)","Argentine interlude, | the first roll of a rolling stone, | $c: by R. W. Thompson.",1931,m,high_male,49.2665638955549
njp.32101063605628,"Chamier, Frederick,",The perils of beauty,1843,m,high_female,49.2663926223577
uiuo.ark:/13960/t3029fh8p,"Phillpotts, Mary Charlotte.",Janet's choice,1872,f,,49.25369938111657
uc2.ark:/13960/t8nc5wj5x,"Lever, Charles James,",[Charles Lever's novels,1872,m,mixed,49.25318427563457
mdp.39015063608387,"Oliphant, Laurence,",Masollam; a problem of the period,1886,m,mixed,49.22228785193936
mdp.39015064708152,"Haig, Matt,",The dead fathers club / | $c: Matt Haig.,2006,m,mixed,49.220885198761714
uiuo.ark:/13960/t48p6kn5h,"Oliphant,",Innocent,1873,f,high_female,49.220454424519765
mdp.39015064875985,"Spence, Alan,",The pure land / | $c: Alan Spence.,2006,m,high_male,49.20270822794021
nyp.33433067367551,"Richardson, Samuel,",The history of Clarissa Harlowe,1811,m,high_female,49.19516706678736
mdp.39015049647970,"Creer, Gareth,",Cradle to grave / | $c: Gareth Creer.,1999,m,,49.17629702483403
uiuo.ark:/13960/t7np2gb6f,"Hardy, Duffus,",In sight of land;,1885,m,,49.17456972251493
inu.30000092668809,"Mulrine, Stephen.",Moscow stations : | a play / | $c: by Stephen Mulrine ; translated and adapted from Moscow-Petushki by Venedikt Yerofeev.,1993,m,,49.17111548187693
uc1.32106008232248,"Deighton, Len,","Winter : | a Berlin Family, 1899-1945 / | $c: Len Deighton.",1987,m,high_male,49.1612106615041
mdp.39015069768946,"Ėrenburg, Ilʹi͡a,",A soviet writer looks at Vienna / | $c: Ilya Ehrenburg ; translated by Ivor Montagu.,1934,u,high_male,49.1561527117811
uc1.b4282199,,The Oxford book of science fiction stories / | $c: edited by Tom Shippey.,1992,u,,49.1478120447245
mdp.39015005712370,"Taylor, Elizabeth,","The blush, | and other stories.",1968,f,high_female,49.1444977561657
mdp.39015062688018,"Ritchie, Anne Thackeray,",The works of Miss Thackeray,1875,f,high_female,49.14422886089348
