htid,author,title,year,authgender,female_category,walking
mdp.39015058691323,,Tales from  Blackwood.,1858,u,,41.97330497803397
mdp.39015020705060,"Stewart, J. I. M. (John Innes Mackintosh),",The Appleby file : | detective stories / | $c: by Michael Innes [i.e. J. I. M. Stewart].,1976,m,high_male,41.97129704847008
mdp.39015031332862,"Beresford, J. D.",Goslings,1913,m,high_female,41.96963496909986
uc1.$b557176,"Rogers, Stanley Reginald Harry,",Barenetha Rock. | A true drama of the sea / | $c: Stanley Rogers.,1957,m,high_male,41.96604565397088
uiuo.ark:/13960/t10p1mg3h,,The Gables,1857,u,mixed,41.96461543626414
mdp.39015063870193,"Gillies, R. P.",Tales of a voyager to the Arctic Ocean,1826,m,,41.96113074204947
uc1.b2799778,"Hill, Pamela.",Maddalena / | $c: Pamela Hill.,1963,f,mixed,41.9565482729159
mdp.39015042984644,"Meredith, Christopher,",Sidereal time / | $c: Christopher Meredith.,1998,m,mixed,41.95371842430666
inu.32000002540344,"Innes, Michael,","Mark Lambert's supper, | $c: by J.I.M. Stewart.",1954,m,,41.95284500221751
wu.89100339175,"Lever, Charles James,",Tom Burke of  Ours,1843,m,high_male,41.95193985769902
uiuo.ark:/13960/t46q2gj8k,"Marsh-Caldwell, Anne,",Emilia Wyndham,1846,f,high_female,41.947565543071164
mdp.39015010783788,"Porter, Anna Maria,",Don Sebastian,1809,f,,41.946308724832214
uiuo.ark:/13960/t2x352f66,"Chamier, Frederick,",Count Königsmark,1845,m,mixed,41.942399105228816
uc2.ark:/13960/t6k07392m,"Barker, Bernard.",Eliot the younger;,1878,m,mixed,41.94018964259664
uc1.$b250722,"Garnett, Martha Roscoe,",Unrecorded : | a tale of the days of chivalry / | $c: by Mrs. R. S. Garnett.,1931,u,high_female,41.93927193423922
uc2.ark:/13960/t8bg2m16g,"Farjeon, B. L.",Devlin the barber,1888,m,,41.930852212805426
uc1.b3321465,"Butler, Alfred,",Elphinstone,1844,m,,41.92466460268318
inu.30000048964963,"Kingsley, Henry,",The Hillyars and the Burtons,1865,m,,41.92432659050414
uiuo.ark:/13960/t05x2kj0m,"Alford, Elizabeth M.",Netherton-on-Sea,1869,f,,41.92369886806013
njp.32101068170891,"Howitt, William,",The life and adventures of Jack of the mill,1844,m,high_male,41.921530516968694
mdp.39015063972171,"Erichsen, Erich Anton,",Forced to fight;,1917,m,,41.92132030095095
mdp.39015063927142,"Trollope, Thomas Adolphus,",Diamond cut diamond;,1875,m,,41.9211203136153
uc1.$b188734,"Lesort, Paul-André,",The wind bloweth where it listeth; | $c: translated by Antonia White.,1955,u,mixed,41.91907153366266
uiuo.ark:/13960/t04x5zj5d,"Dutton, Ralph,",Woman's temptation,1860,f,high_female,41.91895668374476
mdp.39015063256237,"Kelly, Maggie.",Burning issues / | $c: Maggie Kelly.,1995,f,,41.91700433142378
mdp.39015064735015,"Binchy, Maeve.",Whitethorn Woods / | $c: Maeve Binchy.,2006,f,,41.91020738068688
mdp.39015063938628,"Duchess,",Green pleasure and grey grief,1886,f,high_female,41.91019890353858
njp.32101068166592,"Cunningham, Allan,",Lord Roldan;,1836,m,,41.908708862527796
mdp.39015000546088,"Phillpotts, Adelaide Eden,","The youth of Jacob Ackner,",1931,f,mixed,41.90719032947315
mdp.39015049526307,"Pekárková, Iva,",Gimme the money / | $c: Iva Pekárková ; translated by Raymond johnston and Iva Pekárková.,2000,f,mixed,41.904761904761905
njp.32101072577735,"Martineau, Harriet,",Illustrations of taxation,1824,f,,41.89501336111237
mdp.39015017941991,"Holbrook, David.",A Little Athens / | $c: David Holbrook.,1990,m,,41.89359028068706
uc1.$b392090,"Canning, Victor.",The python project.,1967,m,high_male,41.88891060906476
mdp.39015053230010,"Ulasi, Adaora Lily.",Many thing you no understand.,1970,f,high_male,41.88632916877302
mdp.39015063977204,"Stuart, Augusta Amelia.",Cava of Toledo;,1812,f,high_male,41.88439905859827
mdp.39015055116282,"Byatt, A. S. (Antonia Susan),",The game / | $c: A.S. Byatt.,1983,f,high_female,41.87461543720517
uiuo.ark:/13960/t71v5tb4w,"Coleridge, Christabel R.",An English squire,1881,f,mixed,41.873855011777025
uc1.$b493663,"Monteiro, Luís de Sttau.",The rules of the game | $c: [by] Luis Monteiro. Translated from the Portuguese by Ann Stevens.,1964,u,mixed,41.870605391201394
uc2.ark:/13960/t3rv0kp5g,"Tearle, Christian",The pilgrim from Chicago,1913,m,high_male,41.870103326899056
uc1.b3339472,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,41.86891135961987
mdp.39015031597142,"Maugham, W. Somerset (William Somerset),",Theatre; | [a novel],1951,m,high_female,41.867892195045954
mdp.39015025927370,"Koš, Erih.",The strange story of the great whale also known as Big Mac. | $c: Translated from the Serbo-Croat by Lovett F. Edwards.,1962,u,,41.867796276228944
mdp.39015061751114,"Edwards, Ruth Dudley.",Carnage on the committee / | $c: Ruth Dudley Edwards.,2004,f,,41.867767633889635
uiuo.ark:/13960/t8jd5g342,"Phillpotts, Mary Charlotte.",Janet's choice,1872,f,,41.866819443832355
uc1.$b244796,"Swinnerton, Frank,","English maiden, | parable of a happy life.",1945,m,high_female,41.86530883515012
nyp.33433074915459,"Martyn, Edward,",Morgante the lesser,1890,m,high_male,41.86289900575615
nyp.33433075772578,"Williamson, William Henry.",The prince's marriage,1908,m,mixed,41.85993890711619
mdp.39015002751173,"Rubens, Bernice.",Madame Sousatzka / | $c: Bernice Rubens.,1982,f,mixed,41.856456974024375
uiuo.ark:/13960/t6k07ks0q,"Marryat, Florence,",Nelly Brooke,1868,f,high_female,41.85117183281132
njp.32101068166162,"Chetwynd, Henry Wayland,",Sara,1886,f,high_female,41.85063508338739
mdp.39015063977212,"Stuart, Augusta Amelia.",Cava of Toledo;,1812,f,high_male,41.849759363883656
mdp.39015018841307,"Charteris, Leslie,",Enter the Saint / | $c: by Leslie Charteris.,1930,m,high_male,41.84713242525056
uiuo.ark:/13960/t6f19dv0d,,James Hatfield and the Beauty of Buttermere,1843,u,mixed,41.846840563537455
uiuo.ark:/13960/t74t6w67b,"Buxton, Bertha H. (Leopold),",A noble name,1883,f,mixed,41.843922170304765
uiuo.ark:/13960/t48p6974b,"Capes, J. M.",The mosaic-worker's daughter,1868,m,high_female,41.841765358656694
uc1.b3796816,"Bates, Ralph,","Lean men, | an episode in a life,",1934,m,,41.83948191806738
mdp.39015033319909,"Wilson, Paul.",The fall from grace of Harry Angel / | $c: Paul Wilson.,1994,m,high_male,41.83857283979313
nyp.33433074943717,"Austen, Jane,",The novels of Jane Austen,1892,f,high_female,41.83537778840264
mdp.39015068639692,"Thackeray, William Makepeace,",The Yellowplush correspondence;,1911,m,,41.82883640144529
mdp.39015080887147,"Welsh, Irvine.",Reheated cabbage : | tales of chemical degeneration / | $c: Irvine Welsh.,2009,m,,41.823953328757725
uc1.b3322603,"Harte, Bret,",The complete works of Bret Harte,1880,m,mixed,41.81731950981942
mdp.39015002712217,"(John Boynton), Priestley, J. B.",Low notes on a high level; | a frolic.,1954,m,mixed,41.81359499351889
mdp.39015002754979,"Sayers, Dorothy L. (Dorothy Leigh),",Clouds of witness ...,1936,f,,41.81223518917714
uiuo.ark:/13960/t6d22mh0s,"Collins, Wilkie,",The two destinies,1876,m,,41.805260192304196
uiuo.ark:/13960/t2k653z0c,"Shipton, Helen.",Alston Crucis,1893,f,,41.801651165221024
uc2.ark:/13960/t83j3cg3v,"Patterson, J. H.",The man-eaters of Tsavo and other East African adventures,1907,u,,41.800559082477726
uc1.$b242904,"Hay, Catherine.",Halo round the moon.,1964,f,,41.79913615118621
uiuo.ark:/13960/t8hd8c284,"Marsh-Caldwell, Anne,",Emilia Wyndham,1846,f,high_female,41.797283176593524
uiuo.ark:/13960/t7hq4gp4t,"Braddon, M. E.",Asphodel,1881,f,high_female,41.796700847079805
inu.39000001845168,"Ramdoyal, Ramesh Dutt,",Tales from Mauritius / | $c: by Ramesh Ramdoyal ; edited by Rodney Phillips ; cover design and illustrations by Nazal Rosunally.,1979,u,high_male,41.796489094916026
uc1.32106017093730,"Enquist, Per Olov",Plays / | $c: Per Olov Enquist,2004,m,mixed,41.79268627990102
mdp.39015012304930,"Balchin, Nigel,",The fall of the sparrow.,1955,m,,41.78955743251388
uc1.31158009967646,"Caird, Mona Alison.",The stones of sacrifice,1915,f,high_female,41.78418468609631
uiuo.ark:/13960/t4bp0kq7q,"Marryat, Florence,",On circumstantial evidence,1889,f,high_female,41.78378789029856
mdp.39015059372006,"Lockhart, J. G.",Reginald Dalton,1823,m,,41.78363909381733
mdp.39015078793349,"Bedell, Geraldine.",The gulf between us / | $c: Geraldine Bedell.,2009,f,,41.78337640632012
uiuo.ark:/13960/t8df7873r,"Lytton, Rosina Bulwer Lytton,",Bianca Capello,1843,f,mixed,41.78313114139988
mdp.39015063914710,"Farjeon, B. L.",Miser Farebrother,1888,m,mixed,41.78226426446502
mdp.39015031293221,"McNeill-Moss, Geoffrey,",Sweet pepper. | 151st thousand.,1935,m,high_female,41.780491724248755
njp.32101065605295,"Wood, Henry,",Mildred Arkell,1882,f,,41.77569490070677
nyp.33433074871793,"Kenealy, Edward Vaughan,",Edward Wortley Montagu,1869,m,mixed,41.77109440267335
inu.39000002644297,"Story, Jack Trevor.",Morag's flying fortress / | $c: Jack Trevor Story.,1976,m,,41.769931218846594
mdp.39015000599137,"Raven, Simon,",The survivors / | $c: [by] Simon Raven.,1976,m,high_male,41.76977759563703
mdp.39015033565766,"Brod, Max,",The kingdom of love. | $c: Translated by Eric Sutton.,1930,m,mixed,41.76876809979951
uc1.32106011377782,"Andrić, Ivo,",The bridge over the Drina / | $c: Ivo Andrić ; translated from the Serbo-Croat by Lovett F. Edwards ; with an introduction by William H. McNeill,1944,u,high_male,41.76237210273543
mdp.39015000635394,"Leslie, Shane,","The Anglo-Catholic; | a sequel to ""The Cantab.""",1929,u,mixed,41.760058634531305
nyp.33433074870266,"Hamel, Felix John.","Harry Roughton, or, Reminiscences of a revenue officer",1859,m,,41.7547430778465
uc1.$b244982,"Stoll, Dennis Gray,","The dove found no rest, | a novel of peasant India, | $c: by Dennis Gray Stoll ...",1946,m,high_female,41.74994448145681
mdp.39015077642877,"Brownlee, Nick.",Bait / | $c: Nick Brownlee.,2008,m,high_male,41.748811318566624
uc1.b3435477,"Middleton, Stanley,",Distractions / | $c: [by] Stanley Middleton.,1975,m,high_female,41.74337457721454
hvd.32044011625852,"Trollope, Frances Milton,","Life and adventures of Michael Armstrong, the factory boy",1840,f,,41.741702345883674
mdp.39015050980864,"Tinniswood, Peter.",Uncle Mort's north country.,1986,m,high_male,41.74087266251113
njp.32101064911884,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,mixed,41.74028394828779
mdp.39015003941732,"Glanville, Brian.","A bad streak, and other stories.",1961,m,,41.73878883855682
njp.32101067628766,"Baring-Gould, S.",Jacquetta and other stories,1890,m,,41.73714386134481
uiuo.ark:/13960/t6vx0zb4h,"Phillpotts, Eden,",Some every-day folks,1894,m,,41.7299571016041
uc2.ark:/13960/t4sj1b18c,"Hutten zum Stolzenberg, Betsey Riddle,",What became of Pam,1906,f,high_female,41.719624717422306
mdp.39076005268813,"Gardner, John,",Every night's a bullfight; | $c: [by] John Gardner.,1971,m,,41.716067272647436
mdp.39015030705829,"Mason, Philip,",The island of Chamba / | $c: by Philip Woodruff [pseud.].,1950,m,high_male,41.71483737172687
mdp.39015003929760,"Gibbs, Philip,","The age of reason, | a novel, | $c: by Philip Gibbs.",1928,m,high_female,41.71215066073822
uiuo.ark:/13960/t8w95tb5w,"Smith, M. E.",Love and liking,1887,f,high_female,41.71169633885065
uiuo.ark:/13960/t7qn6qt3z,"Braddon, M. E.",Mount Royal,1882,f,,41.706815468914044
mdp.39015063524923,"Castle, Agnes,",The star dreamer,1903,f,mixed,41.70669764878492
uiuo.ark:/13960/t2p564c04,"Montgomery, Florence,",Seaforth,1878,f,,41.70373665480427
mdp.39015066885149,"Malouf, David,",Every move you make / | $c: David Malouf.,2007,m,mixed,41.70290847998856
nyp.33433082397815,"Sherard, Robert Harborough,","Oscar Wilde, the story of an unhappy friendship",1902,m,high_male,41.70228737046227
uiuo.ark:/13960/t75t3wx5z,"Blessington, Marguerite,",Meredith,1843,f,,41.70220832148612
mdp.39015010692674,"Summers, Montague,","The grimoire, and other supernatural stories,",1936,u,,41.69888853508014
wu.89002447233,"Bennett, Arnold,",The card,1912,m,,41.698128092141594
mdp.39015004753219,"Fielding, Gabriel,","Eight days, | $c: by Gabriel Fielding [pseud.]",1958,m,,41.69580889869263
uc1.32106015650531,"Faqīh, Aḥmad Ibrāhīm",Valley of ashes / | $c: Ahmed Fagih ; translated from the Arabic,2000,u,,41.695158358211444
uiuo.ark:/13960/t2f76q96p,"Ouida,",Chandos,1866,f,high_male,41.69185549602885
mdp.39015066740286,"Amis, Martin.",House of meetings / | $c: Martin Amis.,2006,m,high_female,41.68924834285238
mdp.39015027913014,"Kuncewiczowa, Maria Szczepańska,","Polish millstones, | $c: by Maria Kuncewiczowa; translated by Stephen Garry. The cover designed by Janina Konarska.",1942,f,high_female,41.68403501458941
uc2.ark:/13960/t5p844d2n,"Frederic, Harold,",Mrs. Albert Grundy,1896,m,high_female,41.67969157028238
uc1.b3750786,"Aimard, Gustave,",Collected novels,1885,m,high_male,41.675583739764136
mdp.39015000631559,"Laumer, Keith,","Envoy to new worlds, | $c: by Keith Laumer.",1972,m,high_male,41.673770150215
dul1.ark:/13960/t3vt2bt5q,"Stutfield, Hugh E. M.",The brethren of Mount Atlas,1891,m,high_male,41.67157364544738
nyp.33433074919618,"Allardyce, Alexander,",The city of sunshine,1877,m,high_male,41.67148975575877
nyp.33433074854682,"Frankau, Julia,",The heart of a child;,1908,f,high_female,41.67049234746128
uc1.$b302115,"Niven, Frederick,","The Lost cabin mine, | $c: by Frederick Niven.",1929,m,high_male,41.6704207586269
inu.30000110609926,"Cleverly, Barbara.",Folly du jour / | $c: Barbara Cleverly.,2007,f,,41.66962195900418
mdp.39015019985244,"Bates, H. E. (Herbert Ernest),","How sleep the brave, | and other stories, | $c: by Flying officer ""X"" [pseud.]",1943,m,high_male,41.666666666666664
uc1.b3548193,"Conrad, Joseph,",The works of Joseph Conrad.,1923,m,,41.662081217476064
uc2.ark:/13960/t5gb2389w,"Allen, Grant,",The tents of Shem,1889,m,,41.66193235617165
uc1.b3325303,"Wingfield, Lewis Strange,",Lady Grizel,1878,m,mixed,41.66136255800766
njp.32101062932932,"Wedgwood, Julia,",Framleigh Hall,1858,f,,41.655276551984485
uc2.ark:/13960/t5fb52k2z,"Trollope, Frances Eleanor,",A charming fellow,1876,f,,41.65393907417178
uva.x004385674,"Harland, Henry,",Comedies and errors,1899,m,mixed,41.65179102701416
njp.32101065768515,"Southey, Caroline Bowles,",Chapters on churchyards,1829,f,mixed,41.65179102701416
mdp.39015025250260,"Barillé, Elisabeth.","Anaïs Nin, naked under the mask / | $c: Elisabeth Barillé ; translated by Elfreda Powell.",1992,f,,41.65165706051873
uiuo.ark:/13960/t1bk1n75t,"Besant, Walter,",The chaplain of the fleet,1881,m,mixed,41.642039653968084
njp.32101067178515,"Trollope, Frances Milton,",A romance of Vienna,1838,f,,41.64126054044407
mdp.39015008398441,"Amis, Kingsley.",Russian hide-and-seek : | a melodrama / | $c: Kingsley Amis.,1980,m,mixed,41.64105411354127
uiuo.ark:/13960/t4jm2zc1t,"Burdett, C. D.,",At home,1828,f,,41.63919636351019
mdp.39015062495265,"Jeffries, Roderic,",A traitor's crime / by Roderic Jeffries.,1968,m,mixed,41.63024020648599
mdp.39015012296037,"Raven, Simon,",Close of play / | $c: Simon Raven.,1986,m,,41.62966252220249
uc1.b4097885,"Bates, H. E. (Herbert Ernest),",When the green woods laugh.,1960,m,,41.629373686072896
mdp.39015016424528,"Hickling, R. H.",Festival of hungry ghosts.,1957,u,mixed,41.62608123746014
uc1.$b302095,"Naughton, Bill.",Rafe Granite : | a novel / | $c: by Bill Naughton.,1947,m,,41.62597460815549
mdp.39015025220347,"Warner, Marina,","Indigo, or, Mapping the waters / | $c: Marina Warner.",1992,f,mixed,41.618723529267754
njp.32101064791096,"Stepney, Catherine Pollock Manners,",The new road to ruin,1833,f,,41.61398229805214
inu.39000005543884,"Brabourne, Edward Hugessen Knatchbull-Hugessen,",Queer folk,1874,m,mixed,41.608876560332874
njp.32101067300663,"Bowen, Marjorie,",God's playthings,1912,f,,41.60762881496975
uc1.32106014490715,,The anarchist banker and other Portuguese stories / | $c: edited by Eugénio Lisboa,1997,u,high_female,41.60638468885043
mdp.39015060009431,"Rygg, Pernille,",The golden section / | $c: Pernille Rygg ; translated from the Norwegian by Don Bartlett.,2003,u,mixed,41.60632416127251
uc1.b3477705,"Braine, John.",The queen of a distant country.,1972,m,mixed,41.60625354598752
uc2.ark:/13960/t7zk5719v,"Darton, F. J. Harvey",A wonder book of old romance,1907,m,,41.60418815494093
njp.32101038084727,"Maturin, Charles Robert,",The wild Irish boy,1808,m,,41.60310636527527
uc1.b3322035,"Erroll, Henry.",By woman's favour,1890,m,mixed,41.60039153309678
uc1.b3933650,"Merezhkovsky, Dmitry Sergeyevich,",The death of the gods,1901,m,high_male,41.60022186784996
uc1.32106014725045,"Lawrence, D. H. (David Herbert),",Short novels.,1956,m,high_female,41.600169426144575
uc2.ark:/13960/t6057g26d,"Pratt, Ambrose,",The golden kangaroo,1913,m,high_male,41.5940104624934
uc1.$b245454,"White, Stanley,",Brave Captain Kelso | $c: [by] Dillon White [pseud.],1959,m,high_male,41.593266784106476
nyp.33433068177785,,"Hafed, prince of Persia",1876,m,high_male,41.5921474025704
uc1.$b242755,"Edwards, R. A.","Plain tales from the slums, | $c: by R.A. Edwards.",1933,u,,41.58782308540059
inu.30000118485758,"Maddock, Llywelyn W.,","West Country folk tales, | $c: by Llywelyn W. Maddock. Illus. by Harold W. Hailstone.",1965,u,mixed,41.586329439340666
nyp.33433074878459,"Lee, Mary,","The oak staircase; or, The stories of Lord and Lady Desmond",1872,f,high_female,41.585361952592685
uc1.$b244951,"Stern, G. B. (Gladys Bronwyn),",The dark gentleman / | $c: by G.B. Stern.,1927,f,mixed,41.583499667332
mdp.39015021818292,"Kelly, Maeve,",Orange horses / | $c: Maeve Kelly.,1990,f,high_female,41.57913165266106
uiuo.ark:/13960/t0bv84p5k,"Wallace, Ellen.","Lena, or, The silent woman",1852,f,,41.57860088008039
mdp.39015000614779,"Smith, Emma,",The opportunity of a lifetime / | $c: by Emma Smith.,1978,f,,41.57418645352073
mdp.39015003928861,"Gerhardie, William Alexander,",Works.,1970,m,,41.565102221971735
hvd.hn2gic,"Sandham, Elizabeth.",The adopted daughter,1815,f,high_female,41.55628279050439
inu.30000005016724,"Wodehouse, P. G. (Pelham Grenville),","Bring on the girls! : | the improbable story of our life in musical comedy, with pictures to prove it / | $c: by P. G. Wodehouse and Guy Bolton.",1954,m,mixed,41.553302003462775
njp.32101066909290,"La Motte-Fouqué, Friedrich Heinrich Karl,",Thiodolf the Icelander,1845,m,,41.55136163812088
mdp.39015077135427,"Jones, John Sam.",Crawling through thorns / | $c: John Sam Jones.,2008,m,high_male,41.54549231408392
uc1.b4095578,"Green, Henry,","Party going, | a novel.",1947,m,high_female,41.54549231408392
uiuo.ark:/13960/t6zw21s7z,,Out of the meshes,1868,u,,41.53526651796016
uiuo.ark:/13960/t62525v57,,"The mountain chief, or, The descendant of William Tell, the deliverer of Switzerland",1811,u,high_male,41.531935091518584
njp.32101068174737,"Jameson, Margaret.",Training,1887,f,high_female,41.52883389898469
mdp.39015018022502,"Macfie, Harry,",Wasa-wasa; | a tale of trails & treasure by Harry Macfie and Hans G. Westerlund. | $c: Translated from the Swedish by F.H. Lyon & illustrated by Jack Robinson.,1953,m,high_male,41.52700738587488
