htid,author,title,year,authgender,female_category,farm
uiuo.ark:/13960/t17m0xn5j,"Robinson, Emma,","Whitefriars, or, The days of Charles the Second",1844,f,high_male,3.271359249768279
umn.31951002026868p,"Gloag, John,",Kind Uncle Buckby.,1946,m,,3.2710471439669626
inu.30000107499703,,London noir : | capital crime fiction / | $c: edited by Cathi Unsworth.,2006,u,,3.2702894206137243
uiuo.ark:/13960/t2697np18,"Lytton, Rosina Bulwer Lytton,","Miriam Sedley; or, The tares and the wheat",1851,f,,3.270182476182171
uc1.b3477398,"Mackay, Mercedes.",Black argosy.,1954,f,,3.269719131126636
mdp.39015037769836,"Head, Bessie,","The cardinals, with meditations and short stories / | $c: Bessie Head ; edited by M.J. Daymond.",1995,f,,3.269469692015955
uc1.b4105552,"Trollope, Anthony,",Tales of all countries,1867,m,high_female,3.266250764069375
uc2.ark:/13960/t1cj88m4b,,"The fisherman's children; or, The sunbeam of Hardrick Cove",1882,u,,3.26594598125347
uiuo.ark:/13960/t9s18bt0p,"Fisher,",Family failings,1849,f,mixed,3.2636010574067424
uc1.b3741281,"Rubens, Bernice.",Brothers : | a novel / | $c: by Bernice Rubens.,1983,f,,3.2634472155543146
inu.32000003474824,"Howard, Elizabeth Jane.",The sea change / | $c: Elizabeth Jane Howard.,1959,f,mixed,3.263388049472963
uiuo.ark:/13960/t2f771c94,"Yates, Edmund Hodgson,",The rock ahead,1868,m,mixed,3.2633348018339943
uc2.ark:/13960/t5db81w0f,"Wood, Henry,",Lord Oakburn's daughters,1864,f,high_female,3.262997607135088
uiuo.ark:/13960/t9w09r522,"Austin, Alfred,",Jessie's expiation,1867,m,mixed,3.261950972876878
uc2.ark:/13960/t2h70p02n,,Elegant extracts,1810,u,high_male,3.2606569136795427
inu.39000005588921,"M'Sparran, Archibald.",The Irish legend of the M'Donnell and the Norman de Borgos / | $c: Archibald M'Sparran.,1986,m,mixed,3.260275982361907
mdp.39015047111987,"Dunmore, Helen,",Love of fat men / | $c: Helen Dunmore.,1997,f,high_female,3.2598774286086845
njp.32101069186110,,"Blighted ambition, or, The rise and fall of the Earl of Somerset",1822,u,,3.2595586557580103
mdp.39015030046224,"Wassermann, Jakob,","Faber; | or, The lost years, | $c: by Jacob Wassermann; authorized translation by Harry Hansen.",1930,m,mixed,3.259098316132537
mdp.39015064868196,"Hardy, Justine.",The wonder house / | $c: Justine Hardy.,2005,f,mixed,3.258894745846946
uc2.ark:/13960/t3mw2ft21,"Trollope, Frances Milton,",Gertrude;,1855,f,high_female,3.258602711157456
mdp.39015030760956,"Middleton, Stanley,",Still waters / | $c: [by] Stanley Middleton.,1976,m,,3.2579657262005606
uiuo.ark:/13960/t1hh6vt65,"Eliot, George,",The mill on the Floss,1899,f,,3.2568250840667976
uc1.b3326044,"Valentine, Laura Jewry,",The cup and the lip,1851,f,,3.2565864460872116
uiuo.ark:/13960/t1cj8qs01,"Beale, Anne.","Simplicity and fascination, or, Guardians and wards",1855,f,,3.2562683165092805
uc1.32106018534807,"Vickers, Salley",The other side of you / | $c: Salley Vickers,2006,f,mixed,3.2562329726150807
uiuo.ark:/13960/t13n2j57j,"Gore,",The birthright and other tales,1844,f,,3.2553143005957224
uc1.$b301768,"Mackenzie, Kenneth,","Dead men rising, | a novel, | $c: by Seaforth Mackenzie [pseud.]",1951,m,high_male,3.2544137987145065
uiuo.ark:/13960/t9g450k2g,"Beale, Anne.",Country landlords,1860,f,high_female,3.253778450225324
uiuo.ark:/13960/t7kp88t2z,"Brooke, Laurence.",The queen of two worlds,1879,m,,3.2531433497617073
coo.31924014164572,"Mackenzie, Compton,",Sinister street.,1949,m,,3.252480016012209
inu.30000111567495,"Peltz, Daniel.",Daffodils before swallows / | $c: Daniel Peltz.,2007,m,mixed,3.2519532043933888
nyp.33433075742373,"Reid, Grace Stuart.",Americans in exile,1898,f,,3.250816767712888
uiuo.ark:/13960/t0ft92w8v,"Marryat, Florence,",Véronique,1869,f,,3.2506582582973054
uc1.b4395433,"Zŏng, In-sŏb,",Folk tales from Korea.,1952,u,high_male,3.2490740139060366
mdp.39015016869177,"Cieza de León, Pedro de,",The war of Chupas,1918,m,high_male,3.24842316125714
mdp.39015060845842,"Cameron, Allan,",The golden menagerie / | $c: Allan Cameron.,2004,m,mixed,3.2483879874612223
mdp.39015001064651,"Ribnikar, Jara.",I and you and she / | $c: Jara Ribnikar ; translated by Eva Tucker.,1972,u,mixed,3.2473858543872183
uc2.ark:/13960/t3319w05g,"Lever, Charles James,",[Charles Lever's novels,1872,m,mixed,3.2464721669119556
mdp.39015049862678,"Kennaway, James,",Silence.,1972,m,mixed,3.245067497403946
inu.39000003808560,"Daudet, Alphonse,",Artists' wives,1896,m,,3.24485690181063
inu.30000054049519,"Shields, Carol.",Larry's party / | $c: Carol Shields.,1997,f,,3.24430421840656
mdp.39015050740219,"Scannell, Vernon.",Feminine endings / | $c: Vernon Scannell.,2000,m,mixed,3.242717397178836
uiuo.ark:/13960/t2697hc03,"Edmonds,","Mary Myles, a study",1888,f,,3.24238444952418
uiuo.ark:/13960/t2w38874v,"Keary, C. F.",The two Lancrofts,1893,u,mixed,3.2420690884922756
mdp.39015001600769,"Čapek, Karel,",The absolute at large | $c: [by] Karel Čapek.,1944,u,high_male,3.2416487025301066
uc1.b3176860,"Lamming, George,",Of age and innocence.,1958,m,,3.2415085981015563
inu.30000060903774,"Ainsworth, William Harrison,",Windsor castle ;,1863,m,mixed,3.2413860166607242
uc1.$b396589,"Kops, Bernard,",The passionate past of Gloria Gaye.,1971,m,high_female,3.2406507226651113
uc2.ark:/13960/t5cc15k3w,"Milne, A. A.",Once on a time,1917,m,,3.2406507226651113
nyp.33433074911037,"Murray, Charles Augustus,",The prairie-bird,1844,m,,3.240510704487027
uiuo.ark:/13960/t5j96qq51,"Oliphant,",Merkland,1851,f,high_female,3.2390237582392665
uc1.$b119568,"Laski, Audrey Louise,",The Keeper | $c: [by] Audrey Laski.,1968,f,,3.2387614976033166
mdp.39015003916395,"Klíma, Ivan.",A ship named Hope: | two novels; | $c: translated from the Czech by Edith Pargeter.,1970,m,mixed,3.237084034701541
uc2.ark:/13960/t05x26z1x,"Ouida,","Strathmore, or, Wrought by his own hand",1870,f,high_female,3.236618381115411
mdp.39015061381748,"Edric, Robert,",Siren song / | $c: Robert Edric.,2004,m,,3.2350105784845917
nyp.33433074943675,"Austen, Jane,",The novels of Jane Austen,1892,f,,3.2347454794431925
mdp.39015011574202,"Pasternak, Boris Leonidovich,",The last summer / | $c: translated from the Russian by George Reavey.,1959,u,high_female,3.233420635690497
uiuo.ark:/13960/t3dz0v47h,"Phillpotts, Eden,",Some every-day folks,1894,m,,3.233368361490583
uiuo.ark:/13960/t5z611s9c,"Liardet, Frederick.",Tales by a barrister,1844,m,high_male,3.23335093713288
nyp.33433069632945,"Weber, Henry,",Tales of the East,1812,m,,3.2326740217697503
nyp.33433081879516,"Ramaswami Raju, P. V.",The tales of the sixty mandarins,1886,u,high_male,3.232410300614158
uc1.b3324541,"Lever, Charles James,",Barrington,1863,m,,3.230749349234774
mdp.39015063972924,"A. L. O. E.,",The golden fleece,1871,f,,3.2300784909073292
uc1.32106008513100,,Egyptian short stories / | $c: selected and translated from The Arabic by Denys Johnson-Davies.,1978,u,,3.2300263247145464
mdp.39015002385220,"Lewis, Norman.",The volcanoes above us.,1957,m,,3.2284794937744152
uc2.ark:/13960/t17m08s21,"Marryat, Frederick,",The king's own,1830,m,,3.2279410577962846
njp.32101065859017,"Maberly,","Melanthe; or, The days of the Medici",1843,f,mixed,3.2265870775187544
mdp.49015002584218,,The Oxford book of spy stories / | $c: edited by Michael Cox.,1997,u,,3.2262921299980643
mdp.39015059236144,"Harris, Joanne,","Sleep, pale sister / | $c: Joanne Harris.",2004,f,,3.223778590886378
mdp.39015015327607,"Morrison, Nancy Brysson.",The gowk storm / | $c: Nancy Brysson Morrison ; introduced by Edwin Morgan.,1988,f,high_female,3.223726627981947
mdp.39015008008206,"Braine, John.",Stay with me till morning.,1970,m,mixed,3.2234148857299423
mdp.39015051278334,"Hill, Reginald,",Dialogues of the dead / | $c: Reginald Hill.,2001,m,,3.2230339492909326
uc1.$b120255,"Lane, Margaret,",The day of the feast: | a novel.,1968,f,,3.2227656163136396
uc1.$b322997,"Hay, Ian.","A man's man, | $c: by Ian Hay [pseud.]",1923,m,,3.2224107929278825
mdp.39015000547029,"Plunkett, James,",Farewell companions / | $c: James Plunkett.,1977,m,high_male,3.22222043209976
mdp.39015010460916,"Malgonkar, Manohar,","The devil's wind, Nana Saheb's story; | a novel.",1972,m,,3.2215975902450027
uiuo.ark:/13960/t3nw02j0g,"Mackay, Charles,","The twin soul; or, The strange experiences of Mr. Rameses",1887,m,high_male,3.2215456976257206
mdp.39015015470480,,The Freezer counter : | stories by gay men / | $c: edited by David Rees and Peter Robins.,1989,u,high_male,3.2212343770132716
njp.32101063877300,Moira.,Philip Graham,1884,u,,3.2200933827080984
uva.x030446087,"La Motte-Fouqué, Friedrich Heinrich Karl,",The magic ring,1825,m,mixed,3.219626845248636
uc1.$b137095,"Sørensen, Villy,","Strange stories / | $c: by Villy Sørensen, translated from the Danish by Maureen Neiiendam, with an introduction by Angus Wilson.",1956,u,,3.2193158953722336
uc1.$b244596,"Royde-Smith, Naomi Gwladys.",Miss Bendix / | $c: by Naomi Royde Smith ; illus. by H. Wessenborn.,1947,f,high_female,3.2192640762321734
mdp.39015032287677,"Thornley, Richard,","Coyote : | comprising a final bid from the maggot, sundry tricks, and the passing of the soul through death / | $c: by Richard Thornley.",1994,m,high_male,3.218884120171674
mdp.39015061184837,"Ali, Tariq.",A sultan in Palermo / | $c: Tariq Ali.,2005,u,,3.218366142788178
uiuo.ark:/13960/t1pg22j1b,"Feilden, Phoebe M.","Grantham secrets, a novel",1875,f,high_female,3.2155374770892955
uiuo.ark:/13960/t5s75n27r,"Baldwin, Alfred,",Richard Dare,1894,f,,3.2153823893506535
mdp.39015063268331,"Denby, Joolz.",Billie Morgan / | $c: Joolz Denby.,2004,u,,3.215304851091194
mdp.39015011684399,"Carrington, Leonora,",The hearing trumpet / | $c: Leonora Carrington ; ill. by Pablo Weisz-Carrington.,1977,f,high_female,3.214865538248863
uiuo.ark:/13960/t58d0974k,"Gore,","Fascination, and other tales",1842,f,,3.2140389220113454
mdp.39015022025574,"Trocchi, Alexander,",Invisible insurrection of a million minds : | a Trocchi reader / | $c: Alexander Trocchi ; edited by Andrew Murray Scott.,1991,m,mixed,3.213883978788366
uc1.b3290868,"(Goodwin, William)",Cloudesley,1830,m,high_male,3.213677411061478
nyp.33433082345947,"Kingston, William Henry Giles,",Saved from the sea;,1890,m,high_male,3.213505291572047
mdp.39015014292042,"Caute, David.","Veronica, or, The two nations / | $c: David Caute.",1989,m,mixed,3.213290168135408
uiug.30112041679504,"Cleaver, Hylton.","Captains of Harley, a school story / | $c: with illustrations by H.M. Brock.",1928,u,high_male,3.212610567347026
uiuo.ark:/13960/t2b85xs8f,"Austin, Alfred,",Jessie's expiation,1867,m,mixed,3.21228377314852
mdp.39015030855533,"Batchelor, David.",Brogan & sons / | $c: [by] David Batchelor.,1976,m,mixed,3.2122321801419806
mdp.39015063938347,"Duchess,",Nora Creina,1893,f,high_female,3.2121909069299805
uc2.ark:/13960/t3vt1nq85,"Whyte-Melville, G. J.",The White Rose,1868,m,,3.2105820785308374
mdp.39015011422295,"Edgeworth, Maria,",Belinda,1893,f,high_female,3.209625207479344
uc1.32106014159039,"Tezel, Naki.","Fairy tales from Turkey; | $c: tr. from the Turkish by Margery Kent, illus. by Olga Lehmann.",1946,u,mixed,3.2096031325726573
njp.32101064919028,"Maxwell, W. H.",My life,1835,m,mixed,3.2085218339910804
uiuo.ark:/13960/t45q5fm3g,,Magic and mesmerism,1843,u,high_female,3.2075441438262793
wu.89092530534,,"Blighted ambition, or, The rise and fall of the Earl of Somerset",1822,u,,3.206772703950744
hvd.hwadvh,"Scott, Walter,",The Waverley novels,1829,m,,3.20589885389116
uiuo.ark:/13960/t4kk9wv4b,"Prior, Herman L.",Overmatched,1876,m,mixed,3.203895937459951
dul1.ark:/13960/t6ww8471s,"Edwards, Amelia Ann Blanford,",In the days of my youth,1873,f,mixed,3.2035880185808105
mdp.39015001107518,"Ibn Ṭufayl, Muḥammad ibn ʻAbd al-Malik,",The journey of the soul : | the story of Hai bin Yaqzan / | $c: as told by Abu Bakr Muhammad bin Tufail ; a new translation by Riad Kocache.,1982,u,high_male,3.202459488887466
njp.32101067645992,"Hofland,",Tales of the manor,1822,f,high_female,3.202459488887466
nyp.33433066579156,"Boswell, Thomas Alexander.",The journal of an exile,1825,m,,3.2019980467811915
uiuo.ark:/13960/t4cn7g63f,"Ouida,",The tower of Taddeo,1892,f,high_female,3.2012292720404636
uiuo.ark:/13960/t6834ft9z,"Tayleure, Floyd.",Professions,1852,m,high_female,3.2011780335163342
uiuo.ark:/13960/t8w95tm1j,"Tayleure, Floyd.",Professions,1852,m,high_female,3.2002560204816386
uiuo.ark:/13960/t00z7t48p,"Speight, T. W.",In the dead of night,1874,m,,3.19959045242209
uc2.ark:/13960/t0gt5t679,"Jones, Doris Egerton.",The coconut planter,1916,f,,3.1994368991057573
mdp.39015063559390,"Oliphant,",A little pilgrim in the unseen,1883,f,high_female,3.1992833605272417
uc1.$b267821,"Borden, Mary.","The technique of marriage, | $c: by Mary Borden.",1933,f,,3.1992833605272417
mdp.39015073749023,,The British essayists;,1823,m,high_male,3.1986437750393835
uiuo.ark:/13960/t0ht2wt6w,"Bishop, M. C.",Elizabeth Eden,1878,u,high_female,3.1985158886276768
uiuo.ark:/13960/t6sx6kb15,,"Caprice; or, Anecdotes of the Listowel family",1824,u,high_female,3.197953309881676
nyp.33433034410674,"Parr, Louisa,",Adam and Eve,1881,f,mixed,3.1977283337916744
mdp.39015037263749,"Saramago, José",Manual of painting and calligraphy : | a novel / | $c: Josʹe Saramago ; translated from the Portuguese by Giovanni Pontiero.,1995,u,high_female,3.1975783673164857
uiuo.ark:/13960/t5db8cm5d,"Curling, Henry,",John of England,1846,m,mixed,3.196266760423825
mdp.39015070494375,"Richardson, Samuel,",The works of Samuel Richardson,1883,m,mixed,3.195763330898466
uc1.$b252068,"Duckworth, Marilyn,",The matchbox house / | $c: Marilyn Duckworth.,1960,f,mixed,3.1957560359842128
mdp.39015001012916,"Maugham, Robin,",The deserters : | a novel / | $c: Robin Maugham.,1981,m,high_male,3.194530962991359
nyp.33433022469641,"Wood, Henry,",Within the maze,1873,f,,3.1944507826404416
uiuo.ark:/13960/t07w6wk9x,"Lever, Charles James,",The fortunes of Glencore,1857,m,high_male,3.1939697850458333
uc2.ark:/13960/t17m08h7v,"Collingwood, Harry,",The secret of the sands,1879,m,,3.1924403013663643
mdp.39015063946860,"Oliphant,",The heir presumptive and the heir apparent,1892,f,high_female,3.191676108708488
uc2.ark:/13960/t1kh0kw82,"Burke, Thomas,",Whispering windows;,1921,m,,3.1907595603133325
uc2.ark:/13960/t48p5zg8w,"J©đkai, M©đr,",The baron's sons;,1908,u,mixed,3.1892501009929197
mdp.39015055105798,"Béalu, Marcel.",The experience of the night / | $c: Marcel Béalu ; translated from the French by Christine Donougher.,1997,m,high_female,3.187250996015936
inu.32000001029240,,Sir Gawain and the Green Knight. | $c: Translated into modern English by M. R. Ridley. Illustrated by John G. Galsworthy.,1962,u,high_male,3.18694626808592
uva.x000673702,,The British novelists,1810,m,,3.18631795071961
inu.30000107396693,"Mars, Alastair,",Arctic submarine.,1955,u,high_male,3.185169849182208
uiuo.ark:/13960/t03x8wg41,"Russell, William Clark,",The frozen pirate,1887,m,,3.184257033227722
mdp.39015063536547,"Collins, Mortimer,",[Works,1883,m,high_female,3.1839275338093307
nyp.33433082170634,"Archer, Agatha.",The king's daughter and the king's son,1897,f,,3.183091418385536
mdp.39015055803038,,"Women who did : | stories by men and women, 1890-1914 / | $c: edited with an introduction and notes by Angelique Richardson.",2002,u,high_female,3.182787485279608
uc2.ark:/13960/t39023q38,"Donovan, Dick,",The chronicles of Michael Danevitch of the Russian secret service,1897,m,mixed,3.1824633539344793
mdp.39015010916396,"Mackenzie, Compton, Sir,","The south wind of love; | being volume two of ""The four winds of love.""",1949,m,,3.181876034109711
uiuo.ark:/13960/t12n5pq4r,"Oliphant,",For love and life,1874,f,mixed,3.1817241763311537
uc1.32106007059766,"Deighton, Len,",Mexico set / | $c: Len Deighton.,1984,m,,3.1814508688542324
uc1.$b243175,"Herbert, A. P. Sir, (Alan Patrick),",Made for man.,1958,m,mixed,3.1814458080474672
uc1.$b244085,"(Percy Howard), Newby, P. H.","Agents and witnesses, | a novel.",1947,u,,3.1812686899535536
uc1.$b322939,"Barke, James,",The well of the silent harp : | a novel of the life and loves of Robert Burns.,1954,m,,3.1801811113142895
uc2.ark:/13960/t6pz52j25,"Ballantyne, R. M.","The world of ice, or, Adventures in the polar regions",1860,m,high_male,3.1797513434449427
mdp.39015063943040,"Henty, G. A.",In Greek waters,1893,m,high_male,3.1776294884016525
inu.30000110628389,"Phelps, Jeff.",Box of tricks / | $c: Jeff Phelps.,2009,m,mixed,3.177528518318452
mdp.39015022238409,"Davie, Elspeth.",Death of a doctor & other stories / | $c: by Elspeth Davie.,1992,f,,3.177276121181311
mdp.39015059389513,"Baker, George Edward,",Son of Hylas.,1952,m,,3.176014736708378
uiuo.ark:/13960/t9668zn67,"Linton, E. Lynn",Through the long night,1889,f,high_female,3.1759643021612436
mdp.39015017892467,"Brownjohn, Alan,",The way you tell them : | a yarn of the nineties / | $c: Alan Brownjohn.,1990,m,high_male,3.1757121534504114
uc1.b4974793,,Celeste goes dancing and other stories : | an Argentine collection / | $c: edited by Norman Thomas di Giovanni ; translated by Norman Thomas di Giovanni and Susan Ashe.,1989,u,mixed,3.1757121534504114
mdp.39015031224150,"Berckman, Evelyn.",Wait; | a novel.,1973,f,,3.1755608834410376
mdp.39015010826231,"Kavan, Anna,",My soul in China : | a novella and stories / | $c: Anna Kavan [i.e. H. W. Edmonds] ; edited and with an introduction by Rhys Davies.,1975,f,high_male,3.1753087987806814
njp.32101067644052,"Ferrier, Susan,",The novels of Susan Edmonstone Ferrier,1894,f,high_female,3.1747039588558366
uc1.32106012730898,,"The story of Sir Gawain and the Green knight, | $c: in modern English by M.R. Ridley...With eight colour plates by Hope Bourne",1944,u,,3.1745023967493093
uiuo.ark:/13960/t0cv54b6r,"Riddell, J. H.,",The head of the firm,1892,f,mixed,3.174250480105385
njp.32101072041765,"Neil, Ross,","Abbot's Cleve, or, Can it be proved?",1864,f,high_female,3.1733439111463704
nyp.33433040405437,"Balzac, Honoré de,",Parisians in the country (Les Parisiens en province),1898,m,mixed,3.1729579371542798
uc1.$b244170,"Priestley, J. B. (John Boynton),",I'll tell you everything : | a frolic / | $c: J.B. Priestley & Gerald Bullett.,1933,m,,3.1725217317738625
uiuo.ark:/13960/t7vm4x602,"Walker,","Cousin George, and other tales",1845,f,high_female,3.1716832122807572
njp.32101069165353,"Bury, Charlotte (Campbell)",The devoted,1836,f,,3.1712808803475725
uc1.32106011483796,"Hegarty, Frances",Let's dance / | $c: Frances Hegarty,1995,f,mixed,3.1712138349488908
mdp.39015019487167,"(Audrey Lillian), Barker, A. L.",Any excuse for a party / | $c: A.L. Barker.,1991,u,,3.170451393017081
mdp.49015002147305,,Italian short stories I : | Racconti italiani / | $c: edited by Raleigh Trevelyan.,1965,u,,3.1696725728232273
uc1.b4974497,"Frame, Ronald.",Penelope's hat / | $c: Ronald Frame.,1989,m,high_female,3.169514702020339
mdp.39015064708145,"Ali, Monica,",Alentejo Blue / | $c: Monica Ali.,2006,f,,3.1693042320775846
