htid,author,title,year,authgender,female_category,gb_england_suba1_intensity
uiuo.ark:/13960/t3dz0rt4s,"Lytton, Rosina Bulwer Lytton,","Miriam Sedley; or, The tares and the wheat",1851,f,,30.299751109187305
uiuo.ark:/13960/t7kp8kf94,"James, G. P. R.","Beauchamp: or, The error",1848,m,,30.29802236544924
inu.32000009191729,"Barry, Paul.",Unwilling to school.,1961,m,,30.29223093371347
mdp.39015078793505,"Brookmyre, Christopher,",A snowball in hell / | $c: Christopher Brookmyre.,2008,m,,30.28559314334171
uiuo.ark:/13960/t23b6jq3g,"Kelty, Mary Ann,",Osmond,1822,f,,30.268961342212226
uiuo.ark:/13960/t4gm8jv5q,"Davus,","The black squire; or, A lady's four wishes",1879,u,,30.265362373669134
uiuo.ark:/13960/t3320g23c,"Manning, Anne,",Poplar house academy,1859,f,high_female,30.2623366306671
uiuo.ark:/13960/t3rv0w958,,"The count, or, Sublinary life",1848,u,,30.258850713833795
uc1.32106019365664,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,mixed,30.251171152483185
mdp.39015055894680,"Byatt, A. S. (Antonia Susan),",A whistling woman / | $c: A. S. Byatt.,2002,f,mixed,30.24973980096697
mdp.39015059404080,"Evans, Caradoc,",Mother's marvel.,1949,m,mixed,30.245855597643704
nyp.33433074919444,"Ainsworth, William Harrison,",John Law,1864,m,mixed,30.23545863411316
uc1.$b675646,"Garnett, Edward,",Papa's war & other satires / | $c: by Edward Garnett.,1923,m,high_male,30.23396437043584
inu.30000066054192,"Praed, Campbell,",The head station;,1885,f,,30.219305819374895
njp.32101064710419,"Parry, Edward Abbott,",Butterscotia,1896,m,high_female,30.216615361371833
uiuo.ark:/13960/t3dz0mk8x,"Eyre, Mary.",A family history,1861,f,high_female,30.20691738408096
mdp.39015019857526,"Lewis, Alun,",Collected stories / | $c: Alun Lewis ; edited by Cary Archard.,1990,u,mixed,30.19091312712743
uc1.b3474834,"Burgess, Anthony,",Enderby outside | $c: [by] Anthony Burgess.,1968,m,,30.18682289279206
uiuo.ark:/13960/t3mw30v4f,"James, G. P. R.",A whim and its consequences,1850,m,,30.18195406594038
mdp.39015031224150,"Berckman, Evelyn.",Wait; | a novel.,1973,f,,30.167828392689863
mdp.39015059403843,"Elton, Godfrey Elton, baron,","Against the sun, | $c: by Godfrey Elton.",1928,m,,30.163553490034857
uc2.ark:/13960/t9n29rb96,"Horton, Samuel.",Mustard and cress,1921,m,,30.158331239004777
uiuo.ark:/13960/t40s0db27,"Russell, William Clark,",The death ship,1888,m,,30.15226895823911
njp.32101072041765,"Neil, Ross,","Abbot's Cleve, or, Can it be proved?",1864,f,high_female,30.146767155890515
mdp.39015009035422,"Lyly, John,",Euphues. | The anatomy of wit.,1928,m,high_female,30.13112233235664
mdp.39076006608280,"Huxley, Aldous,",Collected works.,1970,m,high_male,30.12984078262262
uc2.ark:/13960/t8sb40745,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_male,30.12672051817959
uc1.$b115404,"Stern, G. B. (Gladys Bronwyn),",Credit title / | $c: G.B. Stern ; Illustrated by Kiddell-Monroe.,1961,f,mixed,30.123884474903043
dul1.ark:/13960/t3708t937,"Reeve, Clara,",The two mentors,1803,f,,30.12246665348808
njp.32101068169448,"Fullerton, Georgiana,",Grantley Manor,1847,f,high_female,30.121048965530225
mdp.39015050742645,"Litt, Toby,",Deadkidsongs / | $c: Toby Litt.,2001,m,high_male,30.114950971390805
uc1.$b244108,"Mottram, R. H. (Ralph Hale),","Ten years ago : | Armistice & other memories : | $c: forming a pendant to ""The Spanish farm trilogy"" / by R.H. Mottram ; with a foreword by W.E. Bates.",1928,m,high_male,30.10862264631632
njp.32101063693509,"Neale, W. Johnson",Gentleman Jack,1837,m,,30.10377881644617
uc1.$b301768,"Mackenzie, Kenneth,","Dead men rising, | a novel, | $c: by Seaforth Mackenzie [pseud.]",1951,m,high_male,30.103327638109185
uc1.$b794305,"Blake, George,",The westering sun.,1946,m,,30.09700910971972
umn.31951002102922y,"Goddard, Constance Felicity.","Come wind, come weather.",1945,f,,30.096912056822973
uc1.32106018542511,,Russian short stories from Pushkin to Buida / | $c: edited and translated by Robert Chandler,2005,u,mixed,30.094031514864483
uiuo.ark:/13960/t4dn4t87k,"Bird, M. A.",The Hawkshawes,1865,f,high_female,30.08370348086146
nyp.33433074940713,"Blagden, Isa,",The cost of a secret,1863,u,high_female,30.078957262814892
