htid,author,title,year,authgender,female_category,urban_intensity
mdp.39015064414876,"Yonge, Charlotte M.","Magnum bonum, or Mother Carey's brood",1879,f,,44.85629574521623
uc2.ark:/13960/t1hh6dn90,"Crichton, Madeline.",Like a sister,1893,f,high_female,44.85472855654589
mdp.39015031224572,"Benson, Stella,","Mundos; | an unfinished novel, | $c: by Stella Benson.",1935,f,,44.85328255207308
mdp.39015047130904,,So that you can know me : | an anthology of Pakistani women writers / | $c: edited by Yasmin Hameed & Asif Aslam Farrukhi.,1997,u,high_female,44.85155859166106
nyp.33433074873468,"Craig, Isa,",Esther West;,1870,u,high_female,44.849753326356705
uc1.b3548121,"Hall, Thomas,",Rowland Bradshaw,1848,m,high_male,44.845369715576865
mdp.39015073624796,"Smalley, Peter.",The Hawk : | a sea story / | $c: Peter Smalley.,2008,m,high_male,44.840815106372375
nyp.33433074859889,"Gwynne, Talbot.",The life and death of Silas Barnstarke: a story of the seventeenth century,1862,m,high_male,44.83299708585519
uiuo.ark:/13960/t0bv7w31r,"Green, Sarah,",Who is the bridegroom?,1822,f,high_female,44.83256013410784
mdp.39015049548541,"Saleh, Nabil A.",Open house / | $c: Nabil Saleh.,2000,u,,44.83181476549005
uiuo.ark:/13960/t4cn7g63f,"Ouida,",The tower of Taddeo,1892,f,high_female,44.817209808566496
uiuo.ark:/13960/t3rv15x6h,"Edgeworth, Maria,",Tales of real life,1810,f,high_female,44.81445093679439
mdp.39015048860822,"Thomas, Ruth,",The dance settee and other stories / | $c: Ruth Thomas.,1999,f,high_female,44.809921158760346
mdp.39015004743541,"Kazakov, I͡Uriĭ,","The smell of bread, and other stories",1965,u,mixed,44.78588899989665
mdp.39015000545619,"Petry, Ann,",Country place.,1948,f,,44.77767364365303
inu.30000025896469,"Ryman, Geoff.","""Was- "" : | a novel / | $c: Geoff Ryman.",1992,m,,44.77665404960061
uc2.ark:/13960/t16m34w2j,"Ebers, Georg,",Cleopatra,1894,m,,44.76979853590659
uc2.ark:/13960/t3xs5xp5c,"Pearse, Mark Guy,",Gold and incense,1895,m,high_female,44.76776720761052
uiuo.ark:/13960/t3jw8pr16,"Crommelin, May.",Bay Ronald,1893,f,mixed,44.7660971424308
mdp.39015066058440,"Masters, John,",Thunder at sunset.,1974,m,high_male,44.76526215656651
uc2.ark:/13960/t5r78jq1z,"Soutar, Andrew,",The chosen of the gods,1910,m,,44.76275738585496
hvd.32044036303709,"Gibbs, A. Hamilton (Arthur Hamilton),","The grey wave, | $c: by Major A. Hamilton Gibbs ... with introduction by Philip Gibbs.",1920,m,high_male,44.739393035567815
mdp.39015053121862,"Gibson, Richard,",A mirror for magistrates : | a novel / | $c: by Richard Gibson.,1958,m,high_male,44.73105453461065
uiuo.ark:/13960/t56d65s95,"Crommelin, May.",Dust before the wind,1894,f,high_female,44.726930320150664
uc1.b3475721,"Harriott, Ted,",Keep on running / | $c: [by] Ted Harriott.,1980,m,high_male,44.72271914132379
nyp.33433074856778,,Getting on,1859,u,,44.72236824554934
hvd.hweccr,"Lytton, Edward Bulwer Lytton,","Godolphin, or, The oath",1833,m,,44.7140246510362
pst.000060919915,"Hawks, Tony.",A piano in the Pyrenees / | $c: Tony Hawks.,2007,m,,44.71233630555723
mdp.39015002320029,"Greene, Graham,",The collected edition.,1970,m,high_male,44.70897253192499
uiuo.ark:/13960/t2r49wr31,"Baring-Gould, S.",Red spider,1887,m,,44.7083639031548
njp.32101069157475,"Cottin,",Amelia Mansfield,1809,f,,44.70672389127325
mdp.39015063812930,"Peacock, William,","English prose,",1921,m,mixed,44.70226214238191
mdp.39015032715149,"Francis, Dick.",Wild horses / | $c: Dick Francis.,1994,m,,44.699268479279304
uiuo.ark:/13960/t5h99ss05,"Dutton, Ralph,",Woman's temptation,1860,f,high_female,44.69692600495992
mdp.39015082722680,"Arnold, Gaynor.",Girl in a blue dress / | $c: Gaynor Arnold.,2008,u,,44.6915485089516
njp.32101066714195,"Boldrewood, Rolf,",Nevermore,1892,m,,44.6891060147474
mdp.39015060028241,"Binebine, Mahi.",Welcome to paradise / | $c: Mahi Binebine ; translated by Lulu Norman.,1999,u,,44.68750664992658
yale.39002031044390,"Harbord, Maurice Assheton,",Froth and bubble,1915,m,high_male,44.67984857593136
mdp.39015000550643,"Okoye, Ifeoma.",Behind the clouds / | $c: Ifeoma Okoye.,1982,u,high_female,44.67095778594489
uiuo.ark:/13960/t7br9fp5k,"Trollope, Frances Milton,",The Robertses on their travels,1846,f,high_female,44.66748994981476
uc2.ark:/13960/t7wm15p2c,"Jones, C. A.",Little Sir Nicholas,1892,m,mixed,44.665012406947895
mdp.39015008096771,"Huxley, Aldous,",Those barren leaves.,1928,m,,44.66279589102278
wu.89096955281,"Price, Nancey.",A vagabond's way : | haphazard wanderings on the fells / | $c: by Nancy Price ; with illustrations by A.S. Hartrick.,1936,u,high_male,44.65614766299494
uc1.b3314282,"Kingsley, Henry,",Leighton court,1866,m,,44.65325774636949
uc1.b4282907,"Niẓāmī Ganjavī,",The story of the seven princesses / | $c: [by] Nizami ; [translated from the Persian and edited by R. Gelpke ; English version by Elsie and George Hill].,1976,u,high_male,44.64919935867513
uiuo.ark:/13960/t6543c86j,"Rhodes, Henrietta.",Rosalie,1811,f,high_female,44.636214848980806
uc1.b3327074,"Massie, W.",Fitzwiggins,1840,u,,44.63252553972295
uiuo.ark:/13960/t2988tq27,"Lytton, Rosina Bulwer Lytton,",Very successful!,1856,f,mixed,44.62780411369181
uiuo.ark:/13960/t68349r1j,"Marryat, Florence,",On circumstantial evidence,1889,f,high_female,44.62655685829039
uc1.$b803362,"Hyams, Edward,",The Slaughterhouse informer.,1955,m,mixed,44.62293618920125
mdp.39015030709318,"Moorman, Frederic William,",Tales of the Ridings,1920,m,mixed,44.62127691220764
uc1.$b787171,"Moore, John,",The blue field.,1948,m,high_male,44.61781653153842
mdp.39015048921046,"Corcoran, Patrick,",Last light breaking / | $c: Patrick Corcoran.,1998,m,mixed,44.61696336947307
umn.31951002134535d,"Carter, Reginald.",Nest for cuckoos.,1946,m,mixed,44.61394545585378
njp.32101010941746,"Reynolds, George W. M.",The mysteries of the court of London,1850,m,,44.605980505534454
mdp.39015050976862,"Overton, Robert.",Palm court / | $c: Robert Overton ; ill. by John Lawrence.,1979,m,,44.60212873796249
inu.30000054510130,"Braddon, M. E.",Milly Darrell,1873,f,,44.59891732283464
nnc1.0022771514,"Stretton, Hesba,",Max Krömer,1871,m,high_female,44.59805998439067
uc2.ark:/13960/t9p26w66s,"Henty, G. A.",A search for a secret,1867,m,,44.59754559714576
uc1.$b399772,"Storm, Julie.",Madeleine. | $c: Translated by Peter Wiles.,1964,f,high_female,44.58963882392552
mdp.39015014641297,"Ṭarābīshī, Jūrj.","Woman against her sex : | a critique of Nawal el-Saadawi / | $c: Georges Tarabishi, with a reply by Nawal el-Saadawi ; translated by Basil Hatim and Elisabeth Orsini.",1988,u,high_male,44.58730817088345
njp.32101062933468,"West, Jane,",Alicia de Lacy,1814,f,,44.586460578137775
uiuo.ark:/13960/t3pv6vw4n,"Fothergill, Jessie,",Borderland,1886,f,,44.58480401263236
uiuo.ark:/13960/t4bp0pp3k,"Reeve, Sophia.",The mysterious wanderer,1807,f,mixed,44.5844727143027
njp.32101066459692,"Gore,",Hungarian tales,1829,f,,44.581776814401465
uiuo.ark:/13960/t5m90w22g,"Spender, John Kent",A strange temptation,1893,f,high_female,44.58105539782726
uc1.$b103171,"Mitchison, Naomi,",Five men and a swan; | [Scottish tales & verse],1957,f,high_male,44.572250179726815
mdp.39015065957246,"Yonge, Charlotte M.","Magnum bonum, or Mother Carey's brood",1879,f,,44.56957745866443
inu.32000009196025,"Kingsley, Henry,",Stretton,1869,m,,44.568245125348184
hvd.hwadvg,"Scott, Walter,",The Waverley novels,1829,m,,44.56600574988859
inu.32000002548420,"Scott, Paul,","The bender; | pictures from an exhibition of middle class portraits, a novel.",1963,m,mixed,44.56412493125747
uiuo.ark:/13960/t76t11v96,"Fothergill, Caroline.",Put to the proof,1883,f,high_female,44.54809884436991
uiuo.ark:/13960/t7fr0666d,"Clarke, Cecil.",Love's loyalty,1890,m,high_female,44.544723871130174
uiuo.ark:/13960/t6nz8v77w,"Wood, Henry,",The house of Halliwell,1890,f,high_female,44.543429844098
uc1.b4948564,"Mankowitz, Wolf.",The devil in Texas / | $c: Wolf Mankowitz ; illustrated by Ralph Steadman.,1984,u,high_male,44.54130410575378
mdp.39015019754103,"Hugo, Victor,","The novels of Victor Hugo, fully translated;",1895,m,high_male,44.54012322767427
uiuo.ark:/13960/t7cr6gh6d,"Smart, Hawley,",Long odds,1889,m,high_male,44.53892094341533
mdp.39015064732129,"Campbell, Noreen.",The shore fields / | $c: Noreen Campbell & Denis O'Sullivan.,2006,f,,44.5302063232893
mdp.39015065781018,"Marryat, Frederick,",The novels of Captain Marryat,1896,m,mixed,44.52359750667854
uiuo.ark:/13960/t3hx1ws20,"Murray, David Christie,",Time's revenge,1893,m,high_male,44.516801912950584
uc1.32106007607176,"Rifʻat, Alīfah.",Distant view of a minaret and other stories / | $c: Alifa Rifaat ; translated by Denys Johnson-Davies.,1983,u,,44.51666036013978
inu.30000039146844,"Whitaker, Terence W.",Scotland's ghosts and apparitions / | $c: Terence Whitaker.,1991,m,mixed,44.512587170483215
njp.32101068178399,"Henty, G. A.",Tales of daring and danger,1890,m,,44.510774225643445
njp.32101067178564,"Trollope, Frances Milton,","Second love, or, Beauty and intellect",1851,f,,44.50853673734622
uc2.ark:/13960/t1gh9h54c,"Le Queux, William,",The veiled man,1899,m,mixed,44.50449018517047
mdp.39015080896841,"Mostert, Natasha.",The keeper / | $c: Natasha Mostert.,2009,f,,44.50147993293731
uc1.b4973405,"Martin, Kenneth,",Aubade / | $c: Kenneth Martin.,1989,m,,44.49529621154335
njp.32101068601176,"Peacock, Thomas Love,",Gryll grange,1891,m,mixed,44.494403072455626
uc1.b3927699,"Morgan, Charles,","Portrait in a mirror, | $c: by Charles Morgan.",1929,m,high_female,44.49388209121246
uc1.b4948949,"Massie, Allan,",The death of men / | $c: Allan Massie.,1981,m,,44.48964026948011
mdp.39015077638164,"Marston, Edward.",Murder on the Brighton Express / | $c: Edward Marston.,2008,m,,44.4853350049035
uc1.$b244045,"Peters, Ellis,","The eighth champion of Christendom; | lame crusade, | $c: by Edith Pargeter.",1945,m,mixed,44.48194883267592
njp.32101068605599,"Warner, Susan,",Queechy,1852,f,,44.47755551354896
mdp.39015040052121,"Hamilton, Julia,",After Flora / | $c: Julia Hamilton.,1997,f,high_female,44.46995852165687
njp.32101037078985,"Ford, Emanuel.","The famous and pleasant history of Parismus, the valiant and renowned Prince of Bohemia",1835,m,mixed,44.46780126935359
uc2.ark:/13960/t55d8sg91,"Grimmelshausen, Hans Jakob Christoph von,",Simplicissimus the vagabond,1912,m,high_male,44.46538316985248
mdp.39015014752474,"Lustig, Arnošt.",Dita Sax. | $c: Translated from the Czech by George Theiner.,1966,u,mixed,44.453034402783146
uiuo.ark:/13960/t1pg29b6z,"Robertson,","Florence, or, The aspirant",1829,f,,44.45291166571411
mdp.39015031241113,"Jacobson, Dan.",The wonder-worker; | a novel.,1973,m,,44.44788002937426
uiuo.ark:/13960/t8gf12d5t,"Alexander, G. G.",Doctor Victoria,1881,u,high_female,44.434570095534326
mdp.39015062688018,"Ritchie, Anne Thackeray,",The works of Miss Thackeray,1875,f,high_female,44.41882223965372
mdp.39015050245581,"Chambers, Aidan.",Postcards from no man's land : | a novel / | $c: Aidan Chambers.,1999,m,mixed,44.41846873173583
nyp.33433074854690,"Francis, Francis.",The real salt,1854,m,mixed,44.41743033476716
uc1.b3810587,"Close, Robert S.,",Eliza Callaghan.,1957,m,high_female,44.41221789177921
uc1.$b164875,"Bacchelli, Riccardo,",Love town. | $c: Translated by Orlo Williams.,1930,m,mixed,44.411852800528806
nyp.33433074951967,"Dallas, Robert Charles,",Aubrey,1804,m,mixed,44.40579495624179
mdp.39015003976233,"Morgan, Charles,",The gunroom.,1968,m,,44.40497335701599
mdp.39015046013465,"English, Lucy.",Selfish people / | $c: Lucy English.,1998,f,,44.38938783937235
mdp.39015056885810,"Heller, Zoë.",Notes on a scandal / | $c: Zoe Heller.,2003,u,high_female,44.36653248495867
mdp.39015030856127,"Lee, Laurie.","The voyage of Magellan, | a dramatic chronicle for radio. | $c: With drawings by Edward Burra.",1948,f,,44.36557231588287
uc1.b2801501,"Heym, Stefan,",The Lenz papers / | $c: Stefan Heym.,1964,m,high_male,44.363507757409174
mdp.39015084109050,"Graham, Robert,",The only living boy / | $c: Robert Graham.,2009,m,mixed,44.35573297848747
uc1.b3872937,"Hartley, L. P. (Leslie Poles),",Simonetta Perkins / | $c: by L. P. Hartley,1952,m,high_female,44.35573297848747
uiuo.ark:/13960/t2b85z60c,"Austen, Jane,",Northanger Abbey,1818,f,high_female,44.34098215275469
inu.32000007509732,"Malgonkar, Manohar,","Combat of shadows, | a novel.",1962,m,high_male,44.339688688712044
mdp.39015080829131,"Heath, Rachel.",The finest type of English womanhood / | $c: Rachel Heath.,2009,f,,44.335234488303755
uc2.ark:/13960/t7pn91j9t,"Loane, M.",The next street but one;,1908,u,,44.33060782188947
uiuo.ark:/13960/t3tt5933r,"Austin, Alfred,",Jessie's expiation,1867,m,mixed,44.32769660154326
uiuo.ark:/13960/t2x359b2t,"Linton, E. Lynn",Sowing the wind,1867,f,,44.326241134751776
uiuo.ark:/13960/t9s18j533,"Moriarty, Henrietta Maria.",Brighton in an uproar;,1811,f,high_female,44.32378525126046
mdp.39015028687088,"(Herbert George), Wells, H. G.",The stolen bacillus and other incidents ...,1926,m,high_male,44.30660168365087
mdp.39015050555005,"Armitage, G. E.",A season of peace : | a novel / | $c: by G.E. Armitage.,1985,u,,44.30333013364838
uc2.ark:/13960/t15m6751q,"Montgomery, Florence,","Transformed, or, Three weeks in a life-time",1886,f,high_male,44.28186368887178
nyp.33433059334262,"Meredith, George,",One of our conquerors,1891,m,,44.27751313057286
inu.30000026295174,"Gustafsson, Lars,",The death of a beekeeper / | $c: Lars Gustafsson ; translated from the Swedish by Janet K. Swaffar and Guntram H. Weber ; with an afterword by Janet K. Swaffar.,1990,m,mixed,44.275949857486786
uiuo.ark:/13960/t1pg2cj2j,"Edgeworth, Maria,",Popular tales,1804,f,mixed,44.27544535889155
uiuo.ark:/13960/t0tq6857p,"Dalrymple, J. Elphinstone,",The Livingstones,1851,f,high_female,44.26972659016858
uiuo.ark:/13960/t0ms43w92,"Grant, James,",Derval Hampton,1881,m,mixed,44.26247648555937
uc2.ark:/13960/t0wp9wh4k,"Mansfield, Katherine,",In a German pension,1911,f,,44.25469880772635
mdp.39015030026838,"Kielland, Alexander Lange,",Tales of two countries,1891,m,mixed,44.25134765467858
mdp.39015043000499,"Mackay, Shena.",The artist's widow / | $c: Shena Mackay.,1998,f,mixed,44.25105096246036
uc2.ark:/13960/t24b2zw4z,"Johns, Richard.","Legend and romance, African and European",1839,m,mixed,44.24935395943219
inu.32000009139116,"Machen, Arthur,",The Caerleon edition of the works of Arthur Machen.,1923,m,,44.24778761061947
dul1.ark:/13960/t1dj65z82,"Riddell, J. H.,","Home, sweet home",1873,f,high_female,44.245612310112584
mdp.39015060861799,"Nokes, David.",The nightingale papers / | $c: David Nokes.,2005,m,,44.24370909761268
uiuo.ark:/13960/t7pn9m92b,"Lewis, Helen Prothero.",Hooks of steel,1894,f,,44.24191479007211
uc1.b3880650,"Quinn, Niall.",Stolen air,1988,u,,44.24182968819128
mdp.39015043789869,"Chambers, Clare.",Learning to swim / | $c: Clare Chambers.,1998,f,,44.22014613705437
uc1.$b322371,"Baerlein, Henry,","Over the hills of Ruthenia, | $c: by Henry Baerlein.",1923,m,,44.21983575489577
mdp.39015073951454,"Parsons, Julie.",I saw you / | $c: Julie Parsons.,2007,f,high_female,44.21723851709345
inu.30000114317583,"Fink, Jon Stephen.",Further adventures / | $c: Jon Stephen Fink.,1991,m,mixed,44.21050245047101
mdp.39015059551542,"Magrs, Paul.",To the devil - a diva! / | $c: Paul Magrs.,2004,m,high_female,44.20662915242997
mdp.39015001526873,"Huxley, Elspeth Joscelin Grant,",The prince buys the manor : | an extravaganza / | $c: by Elspeth Huxley.,1982,m,,44.202151171357
uiuo.ark:/13960/t0vq3m335,"Walker, George,",The three Spaniards,1832,m,,44.19889502762431
uc1.b3123798,"Riddell, J. H.,",Daisies and buttercups,1882,f,mixed,44.19889502762431
uc1.b4180718,"Mahoff, Alexis.","Smell of smoke,",1936,m,,44.197016701372675
wu.89000066993,"Barry, John Arthur,",South sea shipmates,1914,m,high_male,44.189553973697606
uc2.ark:/13960/t09w0bc8g,"Bryce, Charles,",Mrs. Vanderstein's jewels,1914,f,mixed,44.18451453268851
mdp.39015010908401,"Hartley, L. P. (Leslie Poles),","Poor Clare, | $c: by L. P. Hartley.",1968,m,,44.18262150220913
uc1.$b253948,"Val Baker, Denys,",One and all; | a selection of stories from Cornwall.,1951,m,high_female,44.17152409080281
nyp.33433075767693,"Whitelaw, David.",MacStodger's affinity;,1906,m,high_male,44.1678377835776
mdp.39015047457802,"Hamilton, Hugo.",Sad bastard / | $c: Hugo Hamilton.,1998,m,high_male,44.16046810096187
uiuo.ark:/13960/t0tq6913c,"Gleig, G. R.",The light dragoon,1844,m,high_male,44.15985868845219
uiuo.ark:/13960/t0zp4k66h,"Braddon, M. E.",Taken at the flood,1874,f,,44.14420440104341
njp.32101072858184,,Society novelettes,1883,u,,44.140005558371065
mdp.39015015477014,"Berger, John.",Once in Europa / | $c: John Berger.,1989,m,mixed,44.13532804724002
mdp.39015011249813,"Williamson, Henry,",Love and the loveless; | a soldier's tale.,1958,m,high_male,44.13210582767251
nyp.33433034410674,"Parr, Louisa,",Adam and Eve,1881,f,mixed,44.1286510063251
hvd.hwjrdr,"Smollett, T.","The miscellaneous works of Tobias Smollett, M.D",1824,m,mixed,44.11446455028216
mdp.39015034653686,"Powell, Anthony,","Books do furnish a room, | a novel.",1971,m,,44.113155900417354
njp.32101063606550,"Crawfurd, Archibald.",Tales of my grandmother,1825,m,high_male,44.112415510494486
uiuo.ark:/13960/t20c5kz2k,"Stanhope, Louisa Sidney.",The confessional of Valombre,1812,f,mixed,44.11224114691827
uc2.ark:/13960/t0pr7r048,"Aikman, Henry G.",Zell,1921,m,,44.10866565631434
uc2.ark:/13960/t0wp9vk7h,"Mathews, Basil,",Yarns on African pioneers to be told to boys,1920,m,mixed,44.10791737116813
mdp.39015027247447,,Love.,1989,u,high_female,44.10650762754931
uc2.ark:/13960/t5j96272f,,"Makanna, or, The land of the savage",1834,u,,44.104906670867145
njp.32101075689024,"Defoe, Daniel,",Romances and narratives,1899,m,high_male,44.09916432083613
uc1.32106015834119,"Nobbs, David",Going gently / | $c: David Nobbs,2000,m,high_female,44.09414099101581
uc1.b3578739,"Cholmondeley, Mary,",A devotee,1897,f,mixed,44.09041474383469
mdp.39015057581020,"Blumenfeld, Simon.",Jew boy / | $c: by Simon Blumenfeld; [introduction by Ken Worpole].,1986,m,,44.088470864868825
inu.30000039915339,"Coetzee, J. M.,",Dusklands / | $c: J.M. Coetzee.,1983,m,,44.08722487876013
mdp.39015063554326,"Sullivan, Arabella Jane,",Recollections of a chaperon,1883,f,high_female,44.086527157300736
mdp.39015043787442,"Sillitoe, Alan.",The broken chariot / | $c: Alan Sillitoe.,1998,m,mixed,44.08555536778375
nyp.33433074934682,"Bowen, Marjorie,",Ferriby,1907,f,,44.08084946389907
mdp.39015064753596,"Jepson, Nigel.",Cut and run / | $c: Nigel Jepson.,2006,m,,44.07731487527752
mdp.39015013110617,"Moravia, Alberto,",Erotic tales / | $c: Alberto Moravia ; translated from the Italian by Tim Parks.,1985,m,high_female,44.0737727149444
