htid,author,title,year,authgender,female_category,vertical
uc1.b3834735,"Du Maurier, Daphne,",The scapegoat.,1957,f,,390.33197289290666
uc1.$b244280,"Dunsany, Edward John Moreton Drax Plunkett, Baron,",Jorkens borrows another whiskey / | $c: Lord Dunsany.,1954,m,high_male,390.28292809496526
uc2.ark:/13960/t53f4r152,"Craik, Dinah Maria Mulock,",The head of the family,1852,f,,390.27851694163564
mdp.39015078779694,"Harvey, Samantha.",The wilderness / | $c: Samantha Harvey.,2009,f,,390.25747175337693
mdp.39015038139229,"Dudint͡sev, Vladimir,",A New Year's tale / | $c: Vladimir Dudintsev; Trans. by Max Howard. Decorations by William McLaren.,1960,m,high_male,390.2374495667703
uc1.32106006623703,"Sharpe, Tom.",The throwback / | $c: [by] Tom Sharpe.,1978,m,,390.2111011492379
mdp.39015059417876,"Strong, L. A. G. (Leonard Alfred George),","Darling Tom, | and other stories.",1952,m,mixed,390.1741484091722
uc1.$b783616,"McFee, William,",Race / | $c: by William McFee.,1924,m,high_female,390.1451582207305
mdp.39015050488132,"Welsh, Irvine.",Glue / | $c: Irvine Welsh.,2001,m,mixed,390.1103159635208
uiuo.ark:/13960/t40s04d2t,"Downes, Joseph.",The mountain Decameron,1836,m,mixed,390.1013297262044
uc1.$b115271,"Marshall, Peter,",Excluded from the cemetery.,1966,m,high_male,390.09536941284614
mdp.39015018991326,"Footman, David,",Pig and pepper : | a comedy of youth / | $c: David Footman.,1990,m,mixed,390.08021810936924
mdp.39015047519585,"Stevenson, Jane,",Several deceptions / | $c: Jane Stevenson.,1999,f,high_female,389.98468882284067
uc1.b3687340,"De Camp, Etta,",Return of Frank R. Stockton,1913,f,,389.98413168015924
uc1.b4948851,,"The Most beautiful lies : | a collection of stories by five major contemporary fiction writers, Bail, Carey, Lure, Moorhouse and Wilding / | $c: edited by Brian Kiernan.",1977,u,mixed,389.95995777018993
uva.x000592874,,Fairy and folk tales of the Irish peasantry,1888,m,high_male,389.9326479971641
inu.32000005556503,"Peis, Günter,",The man who started the war.,1960,u,high_male,389.9074414249991
mdp.39015002148933,"Smith, Stevie,","Novel on yellow paper; | or, Work it out for yourself, | $c: by Stevie Smith.",1969,u,,389.9026676796491
mdp.39015014622024,"Moorcock, Michael,",The Runestaff / | $c: Michael Moorcock.,1977,m,high_male,389.90052267745745
uc1.b4545939,"Ward, Graham.",Intersections.,1969,m,high_male,389.87474760740025
mdp.39015000639925,"Leff, Vera.",Wife of the prisoner.,1964,f,,389.86554243497125
mdp.39015063975521,"Yonge, Charlotte M.",The Carbonels,1895,f,high_female,389.85571319480727
uc1.$b116738,,"The English review book of short stories, | $c: compiled by Horace Shipp; with a foreword by Ford Madox Ford.",1932,u,,389.80070339976555
mdp.39015033585244,"Strati, Saverio,",The lights of Reggio. | $c: Translated from the Italian by Angus Davidson.,1965,m,,389.7861324390316
mdp.39015053493808,"Fowler, Christopher.",The devil in me / | $c: Christopher Fowler.,2001,m,,389.7646296696178
mdp.39015005658284,"Powell, Anthony,","Afternoon men,",1931,m,,389.754210352217
nyp.33433074937370,"Baynton, Barbara.",Bush studies,1902,f,mixed,389.75039389667467
inu.30000029791955,"Sinclair, Iain,","Downriver, (or the vessels of wrath) : | a narrative in twelve tales / | $c: Iain Sinclair.",1991,m,,389.7409485512234
mdp.39015003686378,"Frederic, Harold,",Illumination,1896,m,,389.73486603657415
uc1.$b807770,"Lauchlan, Agnes.",A dog at all things; | an anthology.,1953,f,,389.7116134060795
uiuo.ark:/13960/t16m3mt2f,"Gilliat, Edward,",Asylum Christi,1877,m,,389.7049376900347
uc1.b5015128,"Croxford, Leslie,",Solomon's folly / | $c: by Leslie Croxford.,1974,m,high_male,389.60201251370705
uc1.b3586833,"Maron, Monika.",Flight of ashes / | $c: by Monika Maron ; translated by David Newton Marinelli.,1986,f,high_female,389.5725199743395
mdp.39015053476100,"Chinodya, Shimmer,",Can we talk and other stories / | $c: Shimmer Chinodya.,2001,u,mixed,389.57147138148036
mdp.39015056330742,"Glastra van Loon, Karel,",A father's affair / | $c: Karel van Loon ; translated from the Dutch by Sam Garrett.,2002,f,,389.5339370483097
mdp.39015034409881,"Zameenzad, Adam.","Gorgeous white female : | the comic adventures of a demented nonager, or, A chronicle of wisdom and enlightenment, or, The story of a love / | $c: Adam Zameenzad.",1995,m,,389.50221148092965
nyp.33433075767693,"Whitelaw, David.",MacStodger's affinity;,1906,m,high_male,389.4800240915479
inu.32000001616103,"Moravia, Alberto,",Conjugal love / | $c: Alberto Moravia ; tr. by Angus Davidson.,1964,m,,389.47634904870404
inu.32000002548487,"Scott, Paul,",The birds of paradise / | $c: Paul Scott.,1967,m,,389.4704858713366
uc1.32106018254216,"Murdoch, Iris",The unicorn / | $c: Iris Murdoch,1966,f,high_female,389.47001706164525
uc1.$b120269,"Grossman, Alfred,",The do-gooders.,1968,m,high_female,389.4673345747331
uiuo.ark:/13960/t2988w74r,"Tottenham, G. L.","Terence McGowan, the Irish tenant",1870,u,mixed,389.44423355406525
mdp.39015030948338,"Brown, Geoff,",My struggle / | $c: Geoff Brown.,1975,u,,389.4080996884735
uc2.ark:/13960/t1rf5n38b,"Diver, Maud,",Desmond's daughter,1916,f,,389.3813978547289
uc1.32106019522462,"Jansson, Tove",Fair play : | a novel / | $c: Tove Jansson ; translated from the Swedish by Thomas Teal ; introduced by Ali Smith,2007,f,high_female,389.3794456708364
uiuo.ark:/13960/t84j16577,"Gray, Maxwell,",The last sentence,1893,f,,389.3462469733656
mdp.39015003686972,"Freeling, Nicolas.","Valparaiso, | $c: by F. R. E. Nicolas.",1964,m,mixed,389.32306631421676
uc1.$b243680,"Mortimer, Penelope,",The pumpkin eater.,1962,f,,389.322307564623
mdp.39076006275007,"Queen, Ellery.",Rogues' gallery; | the great criminals of modern fiction.,1947,m,high_male,389.30129265724673
mdp.39015016452107,"Bowen, John,",After the rain.,1958,m,mixed,389.27122513673766
uiuo.ark:/13960/t8hd8g29v,"Roy, Gordon.",His cousin Adair,1891,f,,389.2318244170096
uc1.$b242783,"Jones, A. Miles,",Penelope / | $c: by Ann Bullingham [pseud.],1953,m,high_female,389.23161991911786
mdp.39015024085261,"Denney, Diana",The golden hen and other stories / | $c: by Diana Ross [pseud.] with illustrations by GRI.,1951,f,,389.2312682452157
mdp.39015080823209,"James, Eloisa.",Duchess by night / | $c: Eloisa James.,2009,f,high_female,389.19284787636076
uiuo.ark:/13960/t9g452p34,"Fenn, George Manville,",The sapphire cross,1871,m,,389.1860392515973
uc2.ark:/13960/t9n29qj04,"Reid, Mayne,",The white chief,1855,m,high_male,389.1728624535316
njp.32101068175031,"Tindal, Henrietta Euphemia,",The heirs of Blackridge Manor,1856,f,mixed,389.1647336234496
mdp.39015069332156,"Treasure, Joe,",The male gaze : | a novel / | $c: Joe Treasure.,2007,m,high_female,389.1414248693657
uiuo.ark:/13960/t22b9pm43,"Curwen, Henry,",Lady Bluebeard,1888,m,high_female,389.1001744674976
njp.32101068162740,"Adams, F. Colburn","Our world, or, The democrat's rule",1855,m,high_male,389.099279720799
nyp.33433066579156,"Boswell, Thomas Alexander.",The journal of an exile,1825,m,,389.04276268391476
uc1.$b396668,"Sinclair, Andrew,",Magog: | a novel.,1972,m,mixed,389.0320743051262
uiuo.ark:/13960/t72v2sz4q,"Armstrong, F. C.",The frigate and the lugger,1861,m,,389.02709832534686
uiuo.ark:/13960/t2m626t6w,"Hardy, Thomas,",The trumpet-major,1880,m,high_female,388.9886295631359
mdp.39076005036558,"Freeman, R. Austin (Richard Austin),",The famous cases of Dr. Thorndyke; | thirty-seven of his criminal investigations as set down | $c: by R. Austin Freeman.,1929,m,high_male,388.968889582491
inu.30000005481464,"Christie, Agatha,",They came to Baghdad / | $c: by Agatha Christie.,1951,f,high_female,388.93790925556124
inu.30000003963828,"Priest, Christopher,",The glamour / | $c: Christopher Priest.,1985,m,,388.9021064768214
uc1.$b236154,"Davies, Rhys,",The painted king.,1954,m,high_female,388.8925302047148
uc1.32106012883820,"Oakley, Ann",A proper holiday / | $c: Ann Oakley,1996,f,,388.89102096685474
umn.31951002043504u,"Llewelyn, Michael Gareth.",The Aleppo merchant.,1946,m,,388.8833845239275
uiuo.ark:/13960/t4vh64163,"Warden, Florence,",A prince of darkness,1885,f,mixed,388.81760566118436
uc1.$b396481,"Glanville, Brian.",The artist type.,1967,m,high_female,388.80340173610705
uc1.$b745616,"Burton, Reginald.",The road to three pagodas.,1963,m,high_male,388.8014421977372
umn.319510020976254,"Gaskell, Catherine Milnes,",Prose idyls of the West Riding,1907,f,high_female,388.78019160707055
mdp.39015059403843,"Elton, Godfrey Elton, baron,","Against the sun, | $c: by Godfrey Elton.",1928,m,,388.7746894271159
uiuo.ark:/13960/t08w4053f,"Oliphant,",The laird of Norlaw,1858,f,,388.74646022889124
njp.32101065605469,"Wood, Eric,",How we baffled the Germans,1920,m,high_male,388.74403964954314
mdp.39015063761202,"Black, William,",Madcap Violet,1876,m,,388.69113375066485
uc2.ark:/13960/t7vm44m4v,"Viebig, Clara,",The son of his mother,1913,f,,388.6729594669628
mdp.49015002277755,"Sheppard-Jones, Elisabeth.",Stories of Wales / | $c: told for children by Elisabeth Sheppard-Jones ; with illustrations by Paul Hogarth.,1976,f,,388.6671004730835
uc1.b4105357,"Gaskell, Elizabeth Cleghorn,",A dark night's work,1863,f,,388.65480158480597
uiuo.ark:/13960/t0gt63p4t,"Jeaffreson, John Cordy,",Miriam Copley,1859,m,,388.576858466394
uc2.ark:/13960/t42r3r47h,"Knight, Arthur Lee.","The brother-middies and slavers, ahoy!",1894,m,high_male,388.5743695316521
mdp.39015046883206,"Fowler, Bo,","Scepticism, Inc. / | $c: Bo Fowler.",1998,m,,388.49596561881856
uc1.32106006909912,"Kay, Susan.",Legacy / | $c: Susan Kay.,1985,f,,388.4921932405874
uc1.b4938233,"Lessing, Doris May,",Landlocked.,1965,f,,388.4710935764251
mdp.39015073645478,,"The Dedalus book of Russian decadence : | perversity, despair and collapse / | $c: edited by Kirsten Lodge ; poetry translated by Kirsten Lodge ; prose translated by Margo Shohl Rosen with Grigory Dashevsky.",2007,u,,388.46484152400217
mdp.39015009352967,"Ekwensi, Cyprian.",Beautiful feathers.,1963,m,high_male,388.4640416531077
dul1.ark:/13960/t2k65772k,"Lyall, Edna,",Donovan,1882,f,,388.4360672440143
inu.39000003271397,"Dawson, W. J.",London idylls,1895,u,,388.42223530041196
uc1.$b120002,"Villa-Gilbert, Mariana,",A jingle jangle song.,1968,f,high_female,388.3970747751846
nyp.33433074902093,"Mitford, Bertram,",The induna's wife,1898,m,high_male,388.38369023173954
uiuo.ark:/13960/t0rr2bv7p,"Keary, Annie,",Clemency Franklyn,1866,f,high_female,388.3421935678468
njp.32101067633568,"Gunter, Archibald Clavering,","M. S. Bradford, special",1899,m,,388.3324740288946
inu.30000027256373,"Anthony, Evelyn.","The Evelyn Anthony omnibus : | The Poellenberg inheritance, The occupying power, The grave of truth.",1991,f,mixed,388.30185219687763
wu.89086155256,"Oliver, Marjorie Mary,","Ponies and caravans, | being further adventures from Bunts, | $c: by Marjorie Mary Oliver and Eva Ducat.",1942,f,high_female,388.2894162997144
wu.89006984728,"Wodehouse, P. G.",William Tell told again,1904,m,high_male,388.25118163403107
nyp.33433082300249,"Bertz, Eduard,",The French prisoners,1884,m,high_male,388.24994505897
uiuo.ark:/13960/t50g42968,"Grant, James,",The romance of war,1846,m,high_male,388.20713007095566
uiuo.ark:/13960/t19k4v47r,"De Jongh, Bertha.",Loving and loth,1875,f,high_female,388.20375335120644
mdp.39015016445804,"Charles, Gerda.",The crossing point.,1960,f,,388.1722564000794
uc1.b3324490,"Howitt, William,","Tallangetta, the squatter's home",1857,m,,388.1409513115014
mdp.39015050740219,"Scannell, Vernon.",Feminine endings / | $c: Vernon Scannell.,2000,m,mixed,388.0451818624007
mdp.39015031234910,"Holme, Constance.","The old road from Spain, | $c: by Constance Holme.",1932,f,mixed,388.0435549493192
uiuo.ark:/13960/t3611b029,"Baring-Gould, S.",The queen of love,1894,m,mixed,388.0384478462086
uc1.b3834532,"Ford, Ford Madox,",Some do not ... | $c: by Ford Madox Ford.,1927,m,,388.003137342005
nyp.33433067352884,"Watson, E. H. Lacon",A conversational tour in America,1914,u,,387.99414348462665
mdp.39015063955168,"Somerville, E. Œ.",An enthusiast,1921,f,,387.98149283683597
inu.32000009098031,"Kennedy, Margaret,",The oracles.,1955,f,mixed,387.9620905614366
mdp.39015014890928,"Torres, Antônio,",The land / | $c: Antônio Torres ; translated by Margaret A. Neves.,1987,u,high_male,387.95779019242707
uc1.$b312658,"Thurston, E. Temple (Ernest Temple),","Sally Bishop, | a romance.",1931,m,high_female,387.9208727148031
uc2.ark:/13960/t52f7qb22,"Clarke, Forester.",The ivory cross,1918,u,,387.915494988824
mdp.39015007034245,Homer.,"Odyssey, | $c: a new translation for children by George Kerr; with drawings by Ann Buckmaster.",1947,m,high_male,387.89525318843863
uc1.$b242643,"Manning, Rosemary.",Man on a tower | $c: [by] Rosemary Manning.,1965,f,,387.8929475371044
njp.32101075385037,"Carlyle, Thomas,",German romance,1827,m,mixed,387.88633063679737
umn.31951002090656s,"Oppenheim, E. Phillips (Edward Phillips),",A monk of Cruta.,1927,m,,387.8653553123701
inu.39000002305253,"Norman, Barry,",A series of defeats / | $c: Barry Norman.,1977,m,high_male,387.86219484371435
wu.89006523229,"Thompson, Leigh.",The lion and the adder,1918,m,high_female,387.83880171184023
mdp.39015014966595,"Chaplin, Sid.",Sam in the morning / | $c: Sid Chaplin ; foreword by Alan Plater.,1989,m,mixed,387.83299279077835
mdp.39015030747250,"Gubsky, Nikolai,",The greatest of these / | $c: by Nikolai Gubsky.,1931,u,high_female,387.7975051943863
inu.39000005931964,"Yeats, W. B.",Fairy and folk tales of the Irish peasantry,1888,m,high_male,387.78649765697554
uc2.ark:/13960/t8v98589w,"Whyte-Melville, G. J.",The Brookes of Bridlemere,1864,m,mixed,387.73595319571695
inu.30000001742802,"Shell, Ray.",Iced / | $c: Ray Shell.,1993,m,,387.7260809669822
uiuo.ark:/13960/t3fx7sh77,"Le Fanu, Joseph Sheridan,",In a glass darkly,1872,m,high_male,387.70151890658354
mdp.39015019385841,"Selvan, Samuel.",Those who eat the cascadura. -,1972,m,,387.65369603154517
inu.32000001873746,"Ouida,",A village commune,1881,f,,387.643308288682
uc1.b3462129,"Lambert, Gavin.",In the night all cats are grey / | $c: Gavin Lambert.,1976,m,high_female,387.6426272057708
uiuo.ark:/13960/t43r17n3n,"Gaskell, Elizabeth Cleghorn,",Sylvia's lovers,1863,f,,387.5968992248062
uc1.b4282068,,Shakespeare stories / | $c: edited and introduced by Giles Gordon ; illustrations by Robin Jacques.,1982,u,high_male,387.58116883116884
mdp.39015024784376,,"Secret lives : | three novellas / | $c: Tom Wakefield, Patrick Gale, Francis King.",1991,u,high_female,387.5787999066075
uc2.ark:/13960/t1bk1cd1t,"Reid, Forrest,",The spring song,1916,m,,387.56319640261853
mdp.39015049991782,"Martín Gaite, Carmen.",The farewell angel / | $c: Carmen Martin Gaite ; translated from the Spanish by Margaret Jull Costa.,1999,f,,387.56126367603275
uc2.ark:/13960/t9p26w66s,"Henty, G. A.",A search for a secret,1867,m,,387.5372927751976
mdp.39015070426385,"Clift, C Winifred Lechmere.",Very Far East,1909,f,mixed,387.530632016869
mdp.39015032488358,"Kearney, Colbert.",The consequence / | $c: Colbert Kearney.,1993,m,,387.5053820191947
njp.32101067707503,"Gowing, Aylmer.",An unruly spirit,1890,u,high_female,387.5041860020093
mdp.39015064872859,"Ballard, J. G.,",Kingdom come / | $c: J.G. Ballard.,2006,m,mixed,387.49652308194015
pst.000021175879,"Irwin, Robert,",The Arabian nightmare / | $c: Robert Irwin.,1987,m,,387.434554973822
mdp.39015022268208,,"A New book of Dubliners : | short stories of modern Dublin / | $c: edited by Ben Forkner, with a preface by Benedict Kiely.",1989,u,,387.4273076586503
mdp.39076002819253,"Mouradian, Kay,",A gift in the sunlight : | an Armenian story : a novel / | $c: by Kay Mouradian.,2005,f,high_female,387.3926105518368
mdp.39015010916289,"Mackenzie, Compton, Sir,","The south wind of love; | being volume two of ""The four winds of love.""",1949,m,high_male,387.37809269821497
mdp.39015006697174,"Howerd, Gareth.",DEW line doctor.,1960,m,,387.3621342949305
mdp.39015017665764,"Saxton, Josephine.",The power of time.,1985,f,,387.3610298420129
uc2.ark:/13960/t17m0bg1b,"Thynne, Arthur Christopher,",Sir Bevill,1904,m,,387.33252131546897
mdp.39015004984913,,Soviet humour : | stories and cartoons from Crocodile / | $c: selected and translated by Peter Tempest.,1949,u,mixed,387.3293449915631
mdp.39015030740776,"Courage, James.",The fifth child.,1948,m,high_female,387.2645688645003
uc1.b3472579,"Wheldon, David,",The course of instruction / | $c: by David Wheldon.,1984,m,high_male,387.25971657078713
inu.30000025878756,"Burmeister, Jon.",The Plekhanov original / | $c: by Jon Burmeister.,1989,m,,387.23260272942593
wu.89092583749,"Toole, Millie.",Resurrection road / | $c: by Millie Toole.,1949,f,high_female,387.23102997018
njp.32101038064893,"Miller, Thomas,",Lady Jane Grey,1840,m,mixed,387.2183074024977
uc1.b4357761,"Redmon, Anne.",Music and silence / | $c: Anne Redmon.,1979,f,high_female,387.21106138157535
njp.32101067707297,"Blackmore, R. D.",Cradock Nowell,1866,m,,387.19975840460756
mdp.39015028895970,"Lively, Penelope,",Cleopatra's sister / | $c: Penelope Lively.,1993,f,,387.1645824842882
mdp.39015050981698,"Willis, Ted.",The most beautiful girl in the world / | $c: Ted Willis.,1982,m,mixed,387.1241061450474
mdp.39015000618796,"Greene, Graham,",The collected edition.,1970,m,high_male,387.121397998964
mdp.39015003682351,"Gainham, Sarah.",To the opera ball / | $c: Sarah Gainham.,1975,f,high_female,387.08584838331177
uc1.b4948380,"Lloyd-Jones, Robin,",Lord of the dance / | $c: Robin Lloyd-Jones.,1983,u,,387.07505890272637
njp.32101068971868,"Kingsley, Henry,",Stretton,1869,m,,387.0380207938074
mdp.39015042471758,"Bester, Alfred.",Tiger! Tiger!,1955,m,high_male,387.0209368346345
mdp.39015012363548,"Dumitriu, Petru.",The prodigals. | $c: Translated by Norman Denny.,1962,u,,387.0079823837049
mdp.39015000609738,"Spark, Muriel.",Robinson : | a novel / | $c: by Muriel Spark.,1958,f,high_male,387.00301704392876
nyp.33433084128234,"Ward, Harriet.",Jasper Lyle: a tale of Kafirland,1851,f,mixed,387.0021092532021
uc1.32106001968434,"Beckett, Samuel,",More pricks than kicks.,1966,m,,386.97498820198206
uiuo.ark:/13960/t12n5sm4n,"Wills, W. G.",Notice to quit,1861,m,mixed,386.9653767820774
mdp.39015003673079,,Where monsoons meet : | the story of Malaya in the form of an anthology / | $c: edited by Donald Moore.,1956,u,high_male,386.9600223467359
