htid,author,title,year,authgender,female_category,political_content
mdp.39015011559807,"Inchbald,",Nature and art,1893,f,,11.867826322838784
njp.32101067179018,"Trollope, Anthony,",Frau Frohmann and other stories,1892,m,,11.866243701002302
uc1.32106005935736,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,mixed,11.86408504176158
mdp.39015053605450,"Drieu La Rochelle, Pierre,",Will o' the wisp: | a novel; | $c: translated [from the French] by Martin Robinson.,1966,m,,11.86211477782259
uc1.32106019834404,"Beard, G. S",Lieutenant Fury / | $c: G.S. Beard,2007,u,high_male,11.857894986482
mdp.39015069332529,"Pryce, Malcolm.",Don't cry for me Aberystwyth / | $c: Malcolm Pryce.,2007,m,,11.856301624313323
mdp.39015053382977,"Aboulela, Leila,",Coloured lights / | $c: Leila Aboulela.,2001,f,high_female,11.855833069870377
uiuo.ark:/13960/t0bv85013,"Yates, Edmund Hodgson,",Land at last,1866,m,mixed,11.851500696275666
mdp.49015002095835,"Defoe, Daniel,",The Shakespeare head edition of the novels and selected writings of Daniel Defoe.,1927,m,,11.851290012917906
inu.39000004024738,"Defoe, Daniel,","The fortunes and misfortunes of the famous Moll Flanders, &c ... / | $c: written from her own memorandums.",1981,m,mixed,11.851290012917906
mdp.39015040341102,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,mixed,11.850728227249565
mdp.39015063525862,"Baring-Gould, S.",Dartmoor idylls,1896,m,mixed,11.849745230477545
mdp.39015063536836,"Browne, Thos. Alex.",A modern buccaneer,1894,m,high_male,11.847218273149464
mdp.39015031840443,"Day, Christopher.",Places of the soul : | architecture and environmental design as a healing art / | $c: Christopher Day.,1993,m,mixed,11.844910636729752
uc2.ark:/13960/t8rb6zm3n,"Streeter, Edward.","""Thats me all over, Mable,""",1919,m,high_male,11.835720203574388
nyp.33433074866421,"Knight, Arthur Lee.",Leaves from a middy's log,1896,m,high_male,11.834494593115283
uc1.$b395224,"La Guma, Alex.","A walk in the night, | and other stories.",1967,m,high_male,11.833852707979961
njp.32101068971348,"Kennedy, Grace,","Dunallan, or, Know what you judge",1825,f,high_female,11.829769615236744
mdp.39015059172737,"Ferguson, Alex.",The pineapple king of Jarrow & other stories / | $c: Alex Ferguson.,2004,m,,11.828860052756715
mdp.39015030855491,"Bean, David,",The hard case / | $c: David Bean.,1976,m,,11.826901470083852
njp.32101066111103,"Bremer, Fredrika,",New sketches of every-day life,1844,f,,11.826812459009343
mdp.39015025198444,"Hill, Niki.",Death Grows on You / | $c: Niki Hill.,1992,f,high_female,11.826108894810703
uiuo.ark:/13960/t9v12jj5b,"Stuart, Esmè,",A mine of wealth,1896,u,high_female,11.825922421948912
mdp.39015065768049,"Eliot, George,",The works of George Eliot,1878,f,mixed,11.820505622127987
umn.31951002090141p,"Ward-Jackson, C. H.",No bombs at all : | some short stories of the Royal air force / | $c: with wood engravings by Biro.,1944,u,,11.81893393215932
uc2.ark:/13960/t52f7rw91,"Holme, Constance.",The lonely plough,1914,f,,11.817459640092702
uiuo.ark:/13960/t1hh73j8t,"Tytler, Sarah,",Buried diamonds,1886,f,high_female,11.817071729625399
mdp.39015046878776,"Thorpe, Adam,",Pieces of light / | $c: Adam Thorpe.,1998,m,,11.81619454909856
uc1.$b322997,"Hay, Ian.","A man's man, | $c: by Ian Hay [pseud.]",1923,m,,11.81550624073557
mdp.39015013512598,"Parkin, Ray.",The sword and the blossom.,1968,m,high_male,11.815174319264187
nyp.33433067304075,"Yates, Edmund Hodgson,",The impending sword,1874,m,mixed,11.814977453084694
uc1.b3117906,,Loaf sugar and other Soviet stories. | $c: [Translated by Tatiana Shebunina],1957,u,mixed,11.814628479161948
mdp.39015060000554,"Baylis, Matthew.",The last Ealing comedy / | $c: Matthew Baylis.,2003,m,mixed,11.813134388034204
njp.32101068170883,"Howard, Edward,","Outward bound, or, A merchant's adventures",1838,m,,11.812476928755999
mdp.39015000618770,"Greene, Graham,",The collected edition.,1970,m,mixed,11.805399789863884
mdp.39015061094952,"Home, Stewart,",Down & out in Shoreditch and Hoxton / | $c: Stewart Home.,2004,m,,11.802891708468575
uiuo.ark:/13960/t9183mc58,"Clutton-Brock, Ellen.",Marjory,1880,f,high_female,11.80205591814094
mdp.39015063560687,"Hewlett, J.",The parish clerk,1841,m,,11.800280256656096
uva.x000996253,,Paston Carew,1891,u,,11.79863041498143
uc1.32106012237076,"Hawes, James",A white Merc with fins / | $c: James Hawes,1996,m,mixed,11.796626164916834
uc1.b4450849,"Fine, Anne.",Taking the devil's advice / | $c: Anne Fine.,1990,f,,11.793689065939827
mdp.39015054151413,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,11.79332203139972
uc1.32106009467207,"Troyat, Henri,",Sylvie-happiness / | $c: Henri Troyat ; translated by Anthea Bell.,1989,m,high_female,11.7932872608911
mdp.39015000613615,"Middleton, Stanley,",Blind understanding / | $c: Stanley Middleton.,1982,m,,11.79036726994046
uc1.b4936736,"Saint Pierre, Isaure de,",Richard Dadd - his journals / | $c: by Isaure de Saint Pierre ; translated by Dominic di Bernardi an,1984,u,,11.788977306218685
njp.32101073479972,"Francillon, R. E.",Strange waters,1878,f,,11.787356096027661
uc1.32106019365060,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,11.78715347610523
wu.89008374258,"Schlumberger, Jean,",Stefan the proud / | $c: Jean Schlumberger ; tr. by W. G. Corp.,1946,f,high_male,11.786892975011787
mdp.39015019834483,"Brodkey, Harold.",The abundant dreamer / | $c: Harold Brodkey.,1989,m,,11.783461565120954
uiuo.ark:/13960/t8w95qf50,"Braddon, M. E.",Sir Jasper's tenant,1865,f,,11.782726522917404
mdp.39015014301629,"Mortimer, John,",Summer's lease / | $c: John Mortimer.,1988,m,high_female,11.782610830183122
mdp.39015022276011,,Disorderly conduct : | the VLS fiction reader / | $c: edited by M. Mark.,1991,u,mixed,11.775491837060837
uiuo.ark:/13960/t11n8ns61,,The Observant pedestrian mounted; or A donkey tour to Brighton,1815,u,mixed,11.774957021406872
uc1.$b300607,"Hamilton, Harry,","Banjo on my knee; | a novel, | $c: by Harry Hamilton.",1936,m,,11.774615739944025
uc1.b4948651,"Symons, Julian,",The name of Annabel Lee / | $c: Julian Symons.,1983,m,mixed,11.770090891257437
uc1.b2801756,"Vyvyan, C. C. (Clara Coltman)",Coloured pebbles /cC.C. Vyvyan.,1964,f,high_female,11.763494934344994
mdp.39015003964148,"Murdoch, Iris.",The Flight from the enchanter.,1962,f,mixed,11.761108366852492
nyp.33433075762215,"Vachell, Horace Annesley,",John Charity,1907,m,mixed,11.761058067551241
uc1.$b392292,"Bourne, John,",Computer takes all.,1967,m,,11.760739515300722
mdp.39015054403087,"Gunn, Daniel.",Body language : | a novel / | $c: Dan Gunn.,2002,m,mixed,11.758669346217985
uiuo.ark:/13960/t55d9316v,"Banim, John,",Father Connell,1842,m,mixed,11.757197084215123
uc2.ark:/13960/t83j3cg3v,"Patterson, J. H.",The man-eaters of Tsavo and other East African adventures,1907,u,,11.75640724194686
uc1.b3148809,"Kellermann, Bernhard,",The tunnel / | $c: by Bernhard Kellerman.,1936,u,mixed,11.755237862716907
uc2.ark:/13960/t3vt1jb61,"Robinson, Emma,","The armourer's daughter, or, The border riders",1850,f,mixed,11.754630484794546
nyp.33433067303705,"Griffin, Gerald,",The invasion,1832,m,high_male,11.754564689287673
mdp.39015082681654,"Ghosh, Amitav.",Sea of poppies / | $c: Amitav Ghosh.,2008,u,,11.749611087872992
mdp.39015012837020,,Fairy tales from the Arabian nights.,1910,u,high_male,11.748304328075314
mdp.39015019819849,"Forbes, Caroline,",The needle on full / | $c: Caroline Forbes.,1985,f,high_female,11.747994830882275
inu.30000041996913,,The Dedalus book of Portuguese fantasy / | $c: edited by Eugňio Lisboa & Helder Macedo ; translated by Margaret Jull Costa.,1995,u,mixed,11.74758948500375
mdp.39015082695043,"Shaffer, Mary Ann.",The Guernsey Literary and Potato Peel Pie Society / | $c: Mary Ann Shaffer.,2008,f,,11.747568253371552
mdp.39015070685469,"Rendell, Ruth,",Not in the flesh / | $c: Ruth Rendell.,2007,f,,11.744087303738233
uc1.32106012744568,"Colvin, Clare",A fatal season / | $c: Clare Colvin,1996,f,mixed,11.741223435481977
uiuo.ark:/13960/t3708px63,"Williams, F.,",Seymour and his friends;,1857,u,,11.739615331937623
mdp.39015016732037,"Pudney, John,",The pick of today's short stories.,1949,m,mixed,11.739385638818236
mdp.39015057979646,"Carroll, Lewis,",Sylvie and Bruno,1889,f,mixed,11.738604749439482
uc1.32106001985073,"Gilbert, Michael Francis,",Death has deep roots.,1951,m,,11.735987231245893
inu.32000001014457,"Machen, Arthur,",The Caerleon edition of the works of Arthur Machen.,1923,m,high_male,11.733990436797795
njp.32101066458165,"Corelli, Marie,",Ardath,1889,f,high_male,11.730663955579885
mdp.39015038528884,"Healy, Dermot,",The bend for home / | $c: Dermot Healy.,1996,m,,11.728617827499098
mdp.39015080891867,"Clements, Rory.",Martyr / | $c: Rory Clements.,2009,m,,11.727939401047236
mdp.39015033860191,"Hugo, Victor,","The novels of Victor Hugo, fully translated;",1895,m,,11.727453969743168
mdp.39015055804275,"Brookner, Anita.",The next big thing / | $c: Anita Brookner.,2002,f,,11.727453969743168
uiuo.ark:/13960/t3jw90w6h,"Norris, W. E.",No new thing,1883,f,mixed,11.723482134715836
mdp.39015069313578,"Woodward, Gerard,",A curious Earth / | $c: Gerard Woodward.,2007,m,,11.72195522213105
uc1.b4104688,"Machen, Arthur,",The Caerleon edition of the works of Arthur Machen.,1923,m,high_male,11.718864442035567
uiuo.ark:/13960/t52f8d896,"Alexander,",The admiral's ward,1883,f,,11.714215733256658
mdp.39015082702856,"Rooney, Jennie,",Inside the whale / | $c: Jennie Rooney.,2008,f,high_female,11.714021683955695
uc2.ark:/13960/t87h1tb1m,"Lowndes, Marie Belloc,",The Red cross barge,1916,f,,11.713716762328687
uc2.ark:/13960/t00001n8k,"Perrin, Alice,",Tales that are told,1917,f,high_female,11.712859255354973
mdp.39015019965998,"Dangarembga, Tstsi.",Nervous conditions / | $c: Tstsi Dangarembga.,1988,u,mixed,11.711658956491187
uc1.$b398528,"Sitwell, Constance,",Seek paradise / | $c: by Constance Sitwell.,1948,f,,11.711247482081792
uc2.ark:/13960/t1kh0kp10,"Oliphant,",A country gentleman and his family,1886,f,,11.704291085719301
mdp.39015064989349,"Turnbull, Peter,",Once a biker / | $c: Peter Turnbull.,2007,m,high_male,11.70343495816022
mdp.39015065498795,"Ėrenburg, Ilʹi͡a,",The spring.,1961,u,high_female,11.69942505682578
mdp.39015070756153,"Doyle, Roddy,",The deportees and other stories / | $c: Roddy Doyle.,2007,m,,11.698490894674586
inu.30000054051390,"Mhlope, A.",A picture of innocence / | $c: A. Mhlope.,1996,u,high_male,11.69645363525779
uc1.b3324470,"Lawrence, George A.","Maurice Dering, or, The quadrilateral",1864,m,,11.693399076221473
mdp.39015050608044,"Middleton, Stanley,",An after-dinner's sleep / | $c: Stanley Middleton.,1986,m,mixed,11.69248757673195
njp.32101064919150,"Maxwell,",The Venetians A novel,1892,f,high_female,11.691120593908925
uiuo.ark:/13960/t42r4d665,"Murray, David Christie,",Hearts,1883,m,high_male,11.69082771060191
uiuo.ark:/13960/t9d515s4d,"Braddon, M. E.",The fatal three,1888,f,high_female,11.689851538885456
inu.32000009144462,"Johnston, Hamilton.",The fly in the ointment.,1962,m,mixed,11.688387586932382
nyp.33433082524731,"Ballantyne, R. M.",Martin Rattler;,1893,m,high_male,11.68679392286716
uiuo.ark:/13960/t0ks7d013,"Hamilton, Elizabeth,",Memoirs of modern philosophers,1800,f,high_female,11.685143800300892
uiuo.ark:/13960/t8ff41q77,"Armstrong, F. Claudius.",The warhawk,1855,m,,11.683997930263224
wu.89098013899,"Burnett, Frances Hodgson,", Theo,1877,f,high_female,11.68360789811894
uc1.$b803497,"Yeulett, M.","The graven image,",1939,u,mixed,11.678968513500887
uiuo.ark:/13960/t97661p1n,"Merrywhistle, Marmaduke.",Isn't it odd?,1822,m,,11.67795535684495
mdp.39015014117629,"Porter, Anna Maria,",The knight of St. John,1817,f,,11.676591769670887
mdp.39015060383638,"Atkinson, Kate.",Case histories / | $c: Kate Atkinson.,2004,f,high_female,11.675033774204847
mdp.39015008708953,"Davies, Rhys,",The best of Rhys Davies / | $c: Rhys Davies.,1979,m,,11.673787677149727
mdp.39015059976921,"Maitland, Sara,",On becoming a fairy godmother / | $c: Sara Maitland.,2003,f,high_female,11.668222429657288
mdp.39015055800117,"Storey, David,",As it happened / | $c: David Storey.,2002,m,,11.666148171192392
uc1.$b794772,"Frankau, Gilbert,","Martin Make-Believe, | a romance.",1930,m,mixed,11.663226859904361
mdp.39015014134657,"Neuburg, Paul,",The long birth.,1967,m,mixed,11.661912194771874
mdp.39015008980222,"Muschg, Adolf,",Blue man & other stories / | $c: Adolf Muschg ; translated by Marlis Zeller Cambon & Michael Hamburger.,1983,m,high_female,11.660277806118732
njp.32101067627404,"Allen, Grant,",The Duchess of Powysland,1892,m,mixed,11.659314820932357
mdp.39015019555559,"McDermid, Val.",Report for murder / | $c: Val McDermid.,1987,m,high_female,11.657852623546743
uiuo.ark:/13960/t50g49g7w,"Payn, James,",A prince of the blood;,1888,m,high_female,11.654785260581574
wu.89100009596,"Wynyard, Noel,","Winning hazard, | $c: by Noel Wynyard.",1947,m,high_male,11.653823182367766
uc1.b3927699,"Morgan, Charles,","Portrait in a mirror, | $c: by Charles Morgan.",1929,m,high_female,11.653159595317549
uiuo.ark:/13960/t09w0x65t,"Eliot, George,",Middlemarch;,1899,f,mixed,11.652295502213937
uc1.$b267541,"Stephensen, P. R. (Percy Reginald),","The bushwhackers; | sketches of life in the Australian outback, | $c: by P. R. Stephensen.",1929,m,high_male,11.652295502213937
uc1.$b119760,"Lerner, Laurence.",A free man: | a novel.,1968,m,high_female,11.648525167285765
uc1.b4594041,"Boschère, Jean de,",Weird islands,1921,f,,11.648223645894001
mdp.39015082691083,"Gaffney, David.",Never never / | $c: David Gaffney.,2008,m,,11.648223645894001
njp.32101075727980,,"Early English poetry, ballads and popular literature of the middle ages",1840,u,high_male,11.646003832593989
uc2.ark:/13960/t4sj1b18c,"Hutten zum Stolzenberg, Betsey Riddle,",What became of Pam,1906,f,high_female,11.642685967652737
inu.30000110585852,"Genney, Paul.",Pleading guilty / | $c: Paul Genney.,2007,m,high_female,11.642429245782266
mdp.39015060131888,"Reilly, Graham.",Saigon tea / | $c: Graham Reilly.,2004,m,,11.641443538998836
uiuo.ark:/13960/t2z32g882,"Ritchie, Leitch,",The magician,1836,m,high_male,11.63704070054985
mdp.39015057606355,"Thomas, David N.",The Dylan Thomas murders / | $c: David N. Thomas.,2002,m,mixed,11.636532895023928
inu.39000004066580,"Read, Miss.","Village diary, | $c: by 'Miss Read' [pseud.] Illustrated by J.S. Goodall.",1957,f,high_female,11.634535956533373
njp.32101034959088,"Gilbert, Rosa M.",The late Miss Hollingford,1887,f,high_female,11.633124491050804
mdp.39015077108242,"Anthony, Peter,",A town called Immaculate / | $c: Peter Anthony.,2007,m,mixed,11.632702699844545
uiuo.ark:/13960/t7mp5p18p,"Shee, Martin Archer,",Oldcourt,1829,m,,11.629996933909899
mdp.39015063542172,"Collins, Wilkie,", I say no,1884,m,high_female,11.62948462000659
mdp.39015054439123,"Graham, Laurie,",Mr Starlight / | $c: Laurie Graham.,2004,f,mixed,11.62472079911652
mdp.39015004058239,"Murdoch, Iris.",The philosopher's pupil / | $c: Iris Murdoch.,1983,f,,11.623372727818106
mdp.39015021039980,"Maturin, Charles Robert,",Melmoth the wanderer,1892,m,high_female,11.622378361244651
inu.30000111192971,"Bennett, Alan,",Four stories / | $c: by Alan Bennett.,2006,m,mixed,11.62236608128683
njp.32101018115053,"Hood, Tom,",Captain Master's children,1865,m,mixed,11.620571732129221
uc2.ark:/13960/t3gx4jc7q,"Merriman, Henry Seton,",Prisoners and captives,1891,m,mixed,11.620340243562332
uc1.$b361314,"Canaday, John,","The Cabinda affair, | $c: by Matthew Head [pseud.]",1950,m,,11.620250222721463
uc1.b3322600,"Harte, Bret,",The complete works of Bret Harte,1880,m,,11.61478728346718
uc2.ark:/13960/t4mk6789f,"Le Fanu, Joseph Sheridan,",The tenants of Malory,1867,m,,11.612547357419691
mdp.39015059896392,"Barclay, Marguerite",Letters from Fleet street,1910,f,high_male,11.611165296549162
uiuo.ark:/13960/t7sn0v67t,"Cleishbotham, Jedediah,",New landlord's tales,1825,m,mixed,11.609682475184304
mdp.39015056186706,"Warner, Marina,",Murderers I have known and other stories / | $c: Marina Warner.,2002,f,high_female,11.60604442793807
mdp.39015059722002,"Hulbert, William Davenport,",Forest neighbors;,1903,m,high_male,11.60573654978032
uiuo.ark:/13960/t2x35cg1z,"Parker, Hastings,",Bentley Priory,1859,f,high_female,11.604742471423322
mdp.39015060827642,"O'Farrell, John.",May contain nuts / | $c: John O'Farrell.,2005,m,,11.603171533552505
mdp.39015029276758,,"Fabulous tricks : | stories by gay men / | $c: edited by David Rees, Peter Robins, and Dave Royle.",1992,u,,11.602081744953095
inu.32000009097975,"Kersh, Gerald,",Guttersnipe; | little novels.,1954,m,mixed,11.602004826434008
uc2.ark:/13960/t8z894r87,"Cavalier, Z. L.",The soul of the Orient,1913,u,high_female,11.599582415033058
mdp.39015059978331,"Nicoll, Ruaridh,",Wide eyed / | $c: Ruaridh Nicoll.,2003,u,high_female,11.599492715518574
uc1.$b358676,"Boothby, Guy Newell,",Doctor Nikola,1896,m,high_male,11.598909702487965
mdp.39015049970919,"Lessing, Doris May,","Ben, in the world : | the sequel to The fifth child / | $c: Doris Lessing.",2000,f,,11.598068921524566
mdp.39015038889534,"Osman, Shaukat,",Janani / | $c: Shaukat Osman ; translated from the Bengali by Osman Jamal,1993,u,high_male,11.597968036000093
mdp.39015011039826,"Khan, Ismith.",The obeah man.,1964,u,high_male,11.595248524826715
uiuo.ark:/13960/t1xd1j22f,"Ormsby, Anne.",The soldier's family,1807,f,,11.591928451050853
mdp.39015059384290,"Aiken, Conrad,","King Coffin, | $c: by Conrad Aiken.",1935,m,high_male,11.590917871907479
njp.32101063693806,"Pardoe,",Flies in amber,1850,f,,11.589276056555667
uiuo.ark:/13960/t79s21p31,"Buxton, Bertha H. (Leopold),",A noble name,1883,f,mixed,11.588559773791314
mdp.39015019867129,"Crewe, Candida,",Mad about bees / | $c: Candida Crew.,1991,f,high_female,11.586254839675199
dul1.ark:/13960/t87h2bk96,"Riddell, J. H.,",Mitre Court,1885,f,mixed,11.585136270165378
njp.32101076515459,"Fisher, William,",The petrel,1850,m,,11.583842194972613
mdp.39015005021566,"Orwell, George,",A clergyman's daughter.,1960,m,high_female,11.5810854149592
uiuo.ark:/13960/t0ht38q9x,"Thomas, J. Meredith.",The professor and his daughters,1883,u,high_female,11.580999440251693
mdp.39015008510227,"(George Bagshawe), Harrison, G. B.","More new tales from Shakespeare, | $c: told by G. B. Harrison ... Illustrated by C. Walter Hodges.",1945,m,high_male,11.576179530007112
mdp.39015002141342,"Dowrick, Stephanie.",Greek island mythology.,1974,f,mixed,11.574341998657376
uiuo.ark:/13960/t9d514v0z,"Kelly, Isabella,","Jane de Dunstanville, or, Characters as they are",1813,f,,11.571395510298542
