htid,author,title,year,authgender,female_category,park
njp.32101076780996,"Smollett, T.",The expedition of Humphry Clinker,1820,m,mixed,1.064475266917173
uc1.$b244264,"Baron, Dunsany, Edward John Moreton Drax Plunkett,",His fellow men : | a novel / | $c: Lord Dunsany.,1952,m,,1.0640901497174842
inu.30000007412517,"Gaskell, Elizabeth Cleghorn,",Round the sofa,1859,f,mixed,1.0633320573348646
coo.31924003244104,"Singer, Burns.",Living silver; | an impression of the British fishing industry. | $c: Illustrated by Robert Frame.,1957,m,high_male,1.0632076976237308
uc1.b4948812,"Ruheni, Mwangi.",The future leaders.,1973,u,high_female,1.0630946685802372
uc2.ark:/13960/t48p5zg8w,"J©đkai, M©đr,",The baron's sons;,1908,u,mixed,1.06308336699764
uc1.32106018278074,"Hunt, Chris",N for Narcissus / | $c: Chris Hunt,1990,m,,1.0620841276837538
uc1.$b244085,"(Percy Howard), Newby, P. H.","Agents and witnesses, | a novel.",1947,u,,1.0604228966511844
uiuo.ark:/13960/t5z60wn25,"Ellis, Sarah Stickney,",Temper and temperament;,1846,f,high_female,1.0602317666641927
mdp.39015032641477,"Thackeray, William Makepeace,",Works,1883,m,,1.059507223190494
uc1.b3927699,"Morgan, Charles,","Portrait in a mirror, | $c: by Charles Morgan.",1929,m,high_female,1.059378145028868
mdp.39015080847570,"Gowers, Rebecca.",The twisted heart / | $c: Rebecca Gowers.,2009,f,mixed,1.0592098294672174
uc2.ark:/13960/t2x34qs5p,"Belloc, Hilaire,",The mercy of Allah,1922,m,high_male,1.0587948796679618
uc2.ark:/13960/t2z31q14h,"Brunner, Ethel Houston.",Celia once again,1919,f,,1.058240252284476
uiuo.ark:/13960/t3rv17w9b,"Collins, Wilkie,",Man and wife,1870,m,,1.057719767724739
uc1.$b300332,"Gaye, Phoebe Fenwick,","The good Sir John; | being an account of the rise and fall of Sir John Falstaff, knight, 1343-1413.",1930,f,high_male,1.057585532229919
uc2.ark:/13960/t9z030x9j,"Frankau, Gilbert,","Peter Jackson, cigar merchant",1920,m,,1.0571495020825845
inu.32000005759743,"Chesterton, G. K. (Gilbert Keith),",The innocence of Father Brown / | $c: by G. K. Chesterton.,1926,m,high_male,1.0570936267825242
uc2.ark:/13960/t9959dv5s,"Wilson, David.",Anecdotes of big cats and other beasts,1910,m,high_male,1.0564124234100993
inu.32000007466412,"Polevoĭ, Boris Nikolaevich.","From Belgorod to the Carpathians, | from a Soviet war correspondent's notebook, | $c: by Boris Polevoi. With 35 illustrations.",1945,u,,1.0563119923100488
uc1.$b244277,"Dundy, Elaine.",The old man and me / | $c: by Elaine Dundy.,1964,f,,1.0561334952738026
uc1.32106016032150,"Matesis, Paulos",The daughter : | a novel / | $c: Pavlos Matesis ; translated from the Greek by Fred A. Reed,2002,u,high_female,1.0555426544786675
uc1.$b243834,"Niall, Ian.","No resting place, | $c: by Ian Niall [pseud.]",1948,u,,1.0552085092014183
njp.32101067644045,"Ferrier, Susan,",The novels of Susan Edmonstone Ferrier,1894,f,high_female,1.0551639724813235
mdp.39015000545601,"Phelps, Gilbert.",The old believer.,1973,m,,1.0551639724813235
uc1.$b301161,"Lobb, Frances.",The strangers.,1947,f,,1.054652070282014
mdp.39015051352014,"Tennant, Kylie,",Speak you so gently.,1959,f,,1.054073995994519
mdp.39015053040500,,Yeats is dead! : | a novel by fifteen Irish writers / | $c: edited by Joseph O'Connor.,2001,u,,1.0538740409746228
mdp.39015063961489,"Winter, John Strange,",The other man's wife,1892,m,,1.0532746308272418
mdp.39015053476118,"Poland, Marguerite,",Iron love / | $c: Marguerite Poland.,2000,f,high_male,1.0531415211576132
uiuo.ark:/13960/t14m9rq7t,"Kavanagh, Julia,",Adèle,1858,f,,1.0530749789385003
mdp.39015050960239,"Lowndes, Marie Belloc,",The lodger | $c: [by] Mrs. Belloc Lowndes.,1932,f,high_female,1.0525651011515063
mdp.39015004272384,"Beauvoir, Simone de,",When things of the spirit come first : | five early tales / | $c: Simone de Beauvoir ; translated by Patrick O'Brian.,1982,u,high_female,1.0525540223351963
njp.32101013265762,"Doyle, Arthur Conan,",Round the red lamp;,1894,m,high_male,1.052376792986961
uc1.b3125474,"Plivier, Theodor,",Stalingrad; | the death of an army. | $c: Tr. from the German by H. Langmead Robinson.,1948,m,high_male,1.0514915407505547
mdp.39015059791692,"Fraser, James Baillie,",The Persian adventurer,1830,m,high_male,1.051369935025338
uc2.ark:/13960/t6c24sp9w,"Lytton, Edward Bulwer Lytton,",The last of the barons,1843,m,high_male,1.051171004499012
mdp.39015031234977,"Hollis, Christopher,","Fossett's memory, | $c: by Christopher Hollis.",1945,m,,1.0505636273860925
mdp.39015063626520,"Ferrier, Susan,",Novels,1894,f,high_female,1.0503981008802337
mdp.39015022266798,"Bedford, William.",All shook up / | $c: William Beford.,1992,m,mixed,1.0503429369689203
uc1.b4095564,"Green, Henry,",Concluding; | a novel.,1948,m,high_female,1.0500120751388642
mdp.39015031231874,"Duodu, Cameron,",The gab boys.,1967,m,high_male,1.0499018341785042
mdp.39015030783222,"(Colwyn Edward), Vulliamy, C. E.","Don among the dead men, | a satirical thriller.",1955,u,mixed,1.0498136580756916
mdp.39015018991326,"Footman, David,",Pig and pepper : | a comedy of youth / | $c: David Footman.,1990,m,mixed,1.0486027368531432
mdp.39015051324278,"Bascom, Harold A.,",Apata : | the story of a reluctant criminal / | $c: Harold Bascom.,1986,m,high_male,1.0484378276368211
uiuo.ark:/13960/t2j683d9c,"Taylor, Meadows,",Ralph Darnell,1865,m,,1.0483938606055523
mdp.39015033170096,"Morgan,",The princess;,1835,f,,1.0479543930248156
mdp.39015069332453,"Tan, Twan Eng,",The gift of rain / | $c: Tan Twan Eng.,2007,m,,1.0478939950434614
uc1.b4353959,"Aksenov, Vasiliĭ,","Colleagues, | $c: by Vasili Aksenov. Translated from the Russian by Alec Brown. Illus. by Y. Vechersky.",1962,u,high_male,1.0475372399488803
uc2.ark:/13960/t3ws8pd3r,"Hook, Theodore Edward,","Sayings and doings, or, Sketches from life",1828,m,mixed,1.0472410434709758
mdp.39015013767119,"Devilliers, Catherine,",Lieutenant Katia.,1964,f,high_male,1.0469011725293131
mdp.39015026815202,"Lavrin, Janko,","A second series of representative Russian stories, Leskov to Andreyev,",1946,u,,1.046364406868336
mdp.39015066681415,"Abruquah, Joseph W",The torrent; | a novel.,1968,m,high_male,1.0462220920256953
mdp.39015055796422,"Shute, Jenefer.",Free fall / | $c: Jenefer Shute.,2002,f,high_female,1.0461017020074692
mdp.39015008704606,"Moorcock, Michael,",The adventures of Una Persson and Catherine Cornelius in the twentieth century : | a romance / | $c: [by] Michael Moorcock.,1976,m,,1.045915699194645
njp.32101068142361,"Locke, William John,",Derelicts,1897,m,,1.0454892366883084
mdp.39015030745015,"Farmer, Philip José.",Hadon of ancient Opar / | $c: Philip José Farmer.,1977,m,high_male,1.0454564462844478
nyp.33433067345763,"Eliot, George,",Daniel Deronda,1876,f,,1.044648266928525
mdp.39015016435409,"Kennedy, Margaret,",The heroes of Clone.,1957,f,,1.0443646085721447
mdp.39015066059018,"Thirkell, Angela,",August folly;,1936,f,,1.0435798964768743
uc1.$b322954,"Batchelor, Paula.",Bed majestical.,1954,f,,1.0434383380114152
nyp.33433075757140,"Vachell, Horace Annesley.",The waters of Jordan,1908,m,mixed,1.0432206307311933
uc1.b3739978,"Bascom, Harold A.,",Apata : | the story of a reluctant criminal / | $c: Harold Bascom.,1986,m,high_male,1.0431444546440791
mdp.39015048880812,"Linklater, Eric,",White-maa's saga.,1952,m,,1.0429703796412182
uc1.$b118707,"Hodder-Williams, Christopher,",The higher they fly : | a novel / | $c: by Christopher Hodder-Williams.,1963,m,,1.0424593701460485
uiuo.ark:/13960/t2f76q96p,"Ouida,",Chandos,1866,f,high_male,1.0422963874007212
uc2.ark:/13960/t0bv7pr85,"Ackworth, John.",Beckside lights,1897,m,mixed,1.0418620157946281
uc1.$b808697,"Wilde, Oscar,",The picture of Dorian Gray,1891,m,high_male,1.0414713907808952
mdp.39015009373690,"Freeling, Nicolas.",A city solitary / | $c: Nicolas Freeling.,1985,m,mixed,1.0409293417162844
mdp.39015000674310,"Orwell, George,",Coming up for air.,1954,m,,1.0406368697642958
mdp.39015061750793,"Lam, Po Wah.",The locust hunter / | $c: by Po Wah Lam.,2004,u,,1.0404203298132446
mdp.39015068050759,"Fielding, Henry,",Works;,1893,m,mixed,1.0400956888033699
uc1.32106009502961,"Miller, Miranda,",A thousand and one coffee mornings : | scenes from Saudi Arabia / | $c: Miranda Miller.,1989,f,high_female,1.0395874916833001
mdp.39015063812930,"Peacock, William,","English prose,",1921,m,mixed,1.0395874916833001
uc1.b3752039,"Mallet-Joris, Françoise,",The underground game / | $c: Françoise Mallet-Joris ; translated by Herma Briffault.,1974,u,mixed,1.0394146016963246
uc1.$b244444,"Brand, Christianna,",Cat & mouse | $c: [by] Christianna Brand [pseud.],1950,f,high_female,1.0391121825512282
mdp.39015016746391,"Mitford, Mary Russell,",Stories of American life;,1830,f,,1.0389070697626097
mdp.39015003349779,"Engel, Marian.",One way street : | a novel / | $c: by Marian Engel.,1975,f,,1.0388531061707875
mdp.39015011507582,"Graham, Winston.","The loving cup : | a novel of Cornwall, 1813-1815 / | $c: Winston Graham.",1984,m,,1.0387829618818591
mdp.39015011404855,"Norris, Kathleen Thompson,","Josselyn's wife, | $c: by Kathleen Norris.",1929,f,high_female,1.0384431660055244
njp.32101075385037,"Carlyle, Thomas,",German romance,1827,m,mixed,1.0371292263015972
mdp.39015014641297,"Ṭarābīshī, Jūrj.","Woman against her sex : | a critique of Nawal el-Saadawi / | $c: Georges Tarabishi, with a reply by Nawal el-Saadawi ; translated by Basil Hatim and Elisabeth Orsini.",1988,u,high_male,1.0369141435089175
uiug.30112046430838,"Lawrence, D. H. (David Herbert),","The Prussian officer, and other stories, | $c: by D.H. Lawrence.",1932,m,high_female,1.036666908555612
uiuo.ark:/13960/t1dj5sf30,"Deacon, William Frederick,",Annette;,1852,m,high_male,1.0365701965337093
mdp.39015063617453,"Hood, Tom,",Merry thoughts,1883,m,,1.036532591175998
uva.x030564017,"Rabelais, François,",The works of François Rabelais,1897,m,high_male,1.0360976418417671
inu.30000124990932,"Van Niekerk, Marlene.",The way of the women / | $c: Marlene van Niekerk ; translated by Michiel Heyns.,2008,f,,1.0355826187813264
uc2.ark:/13960/t7br8rp8c,"Tremlett, Horace,",Looking for Grace,1915,f,high_female,1.0352931432535122
uc1.b3548121,"Hall, Thomas,",Rowland Bradshaw,1848,m,high_male,1.0348931472825431
uc1.b3310869,"Finn, F. E. S. (Frederick Edward Simpson)",Contact: short stories of the 1960s; | $c: collected by F. E. S. Finn.,1969,m,mixed,1.0346611484738748
mdp.39015033584486,"Bezzola, Reto R.,","The curly-horned cow: | anthology of Swiss- Romansh literature; | $c: edited and with a preface, and bibliographical note by R. Bezzola; translated from the Ladin by Elizabeth Maxfield Miller, and from the Surselvan by W. W. Kibler, in consultation with [others]",1971,u,,1.034222419873618
uiuo.ark:/13960/t4xh05m31,"O'Keeffe, Adelaide,",Dudley,1819,f,mixed,1.0337733762004693
uc1.b3261857,"Delafield, E. M.,","The time and tide album, | $c: edited by E.M. Delafield [pseud.] with a foreword by John Galsworthy.",1932,f,high_female,1.0335062733830795
mdp.39015059421944,"Graham, Stephen,","Midsummer music, | $c: by Stephen Graham.",1926,m,,1.0333887918651634
uiuo.ark:/13960/t75t47v24,"Rhys, J.","The modern pedagogue, or, Rustic reminiscences",1868,u,,1.0332820136599883
mdp.39015063154465,"McDonald, Ian.",The humming-bird tree / | $c: Ian McDonald.,1974,m,,1.0331005413446837
nyp.33433074943741,"Austen, Jane,",The novels of Jane Austen,1892,f,high_female,1.0322154440074733
uc1.b3472873,"Williams, Raymond.",The fight for Manod / | $c: by Raymond Williams.,1979,m,mixed,1.0321834809355712
mdp.39015019831612,"Cunningham, John,",Leeds to Christmas / | $c: John Cunningham.,1990,m,,1.0318320177475107
nyp.33433082353826,"Kingston, William Henry Giles,",In the eastern seas;,1872,m,high_male,1.0314435568299614
inu.30000007084035,"Wodehouse, P. G. (Pelham Grenville),","Very good, Jeeves! | $c: [by] P. G. Wodehouse.",1958,m,,1.0305135048794813
mdp.39015012076280,"Mzamane, Mbulelo,",The children of Soweto : | a trilogy / | $c: by Mbulelo Vizikhungo Mzamane.,1982,u,,1.0304816471218647
nyp.33433074945613,"Wylde, Katharine,",Lady Julia's emerald,1908,f,high_female,1.0301525655949646
uc2.ark:/13960/t42r3qj9f,"Strang, Herbert.",Duty and danger in India / Herbert Strang,1911,m,high_male,1.0300464550951247
njp.32101065549618,"Sala, George Augustus,",Terrible tales,1873,m,,1.0300146262076921
dul1.ark:/13960/t3vt27q8k,"Riddell, J. H.,",Did he deserve it?,1897,f,high_male,1.0283939571571077
njp.32101068138450,"Brent, John,",The sea-wolf,1834,m,,1.0280556383711486
mdp.39015001669053,"Marsh, Ngaio,",Black as he's painted.,1974,f,,1.0274430025994308
mdp.39015055894680,"Byatt, A. S. (Antonia Susan),",A whistling woman / | $c: A. S. Byatt.,2002,f,mixed,1.0254149085073547
inu.30000039942168,"Conton, Paul,",The price of liberty / | $c: Paul Conton.,1992,m,mixed,1.025315028042366
mdp.39015013934156,"Pym, Barbara.",No fond return of love / | $c: Barbara Pym.,1981,f,,1.0242333613290453
mdp.39015002206210,"Robbe-Grillet, Alain,",Jealousy; | a novel. | $c: Translated by Richard Howard.,1965,m,high_male,1.0235624065999305
mdp.39015062625499,"Lee, Seung-U.",The reverse side of life / | $c: Lee Seung-U ; translated by Yoo-Jung Kong.,2005,u,,1.022588990806925
mdp.49015000357567,"Desai, Anita,",Baumgartner's Bombay / | $c: Anita Desai.,1988,f,high_male,1.0225262533615551
uc2.ark:/13960/t87h1gf5r,"Jesse, William,",Beaux & belles of England,1844,m,high_male,1.0221917836224432
mdp.39015005611028,"Flaubert, Gustave,",Sentimental education;,1898,m,high_male,1.0217531240101767
wu.89005755905,"Schwab, Günther,",Dance with the devil: a dramatic encounter.,1963,u,high_male,1.020428988346701
mdp.39015023536017,"Jerrold, Douglas William,",The barber's chair,1874,m,,1.0197630070771553
mdp.39015040371463,"England, Barry.",No man's land / | $c: Barry England.,1997,m,mixed,1.0195758564437194
uc2.ark:/13960/t7gq6tz6z,"Buckley, William,",Croppies lie down,1903,m,,1.0194719135487817
nyp.33433074880653,,"Magdalen Stafford; or, A gleam of sunshine on a rainy day",1857,u,,1.0189213698378896
uc2.ark:/13960/t2k64ct0h,"Young, Stuart.",Merely a negress,1904,u,mixed,1.0179774823380907
uc2.ark:/13960/t46q1z75h,"Anstey, F.,",The pariah,1889,m,high_female,1.0178945868365872
mdp.39015028183864,"McNeile, H. C.",Mufti,1919,m,,1.017863504504046
uc1.b3834727,"Eldershaw, M. Barnard.",Plaque with laurel.,1937,u,,1.0172422562433243
mdp.39015079208693,"Davis-Cooke, Graham.",Dawning gold / | $c: Graham Davis-Cooke.,2008,m,mixed,1.0171801731240655
uc2.ark:/13960/t0xp7069r,"Farley, Anthony.",Letters to my nephew,1917,m,high_male,1.0170249984744626
uc2.ark:/13960/t6154jc0j,"Ferrier, Susan,",Marriage;,1881,f,high_female,1.0167768174885612
uc1.$b728512,"Haliburton, Thomas Chandler,",The old judge;,1849,m,,1.016714791166782
uc1.b3862769,"Coward, Noel,",Collected short stories.,1962,m,high_female,1.016172383483134
mdp.49015000947144,"Coward, Noel,",The collected short stories of Noël Coward.,1969,m,high_female,1.0158884960786705
uc1.$b236293,"Clewes, Howard,",The unforgiven / | $c: Howard Clewes.,1947,m,,1.0158678559093033
njp.32101066714195,"Boldrewood, Rolf,",Nevermore,1892,m,,1.0156615003351683
mdp.39015073446208,"Lucas, Barbara,",The trembling of the sea / | $c: by Barbara Lucas.,1936,f,,1.0155892956888235
uc1.$b301784,"Lake, Elizabeth.",The lovers disturbed.,1949,f,high_female,1.0150738466223417
uc1.$b662369,"Asch, Sholem,",East River : | a novel / | $c: by Shalom Asch ; translation by A.H. Gross.,1948,m,,1.0147854236221752
uc1.$b244274,"Baron, Dunsany, Edward John Moreton Drax Plunkett,","The little tales of Smethers, and other stories / | $c: Lord Dunsany.",1952,m,high_male,1.0142090690574954
hvd.hnnq41,"Grey, Elizabeth Caroline.",De Lisle ;,1828,f,,1.0134690030505418
inu.30000125237242,,A Rhondda anthology / | $c: edited by Meic Stephens ; introduced by Dai Smith.,1993,u,,1.0124634247587805
nyp.33433074940184,"Boothby, Guy Newell,",The lust of hate,1898,m,mixed,1.0123404298397465
uc1.$b243988,"Powys, Theodore Francis,",Mr. Weston's good wine / | $c: by T. F. Powys.,1928,m,mixed,1.0117770852725727
uc1.$b795586,"Roberts, Lynette,",The Endeavour; | Captain Cook's first voyage to Australia.,1954,f,high_male,1.0109996764801035
mdp.39015030749249,"Hahn, Emily,","Steps of the sun, | $c: by Emily Hahn.",1945,f,high_female,1.0108463816753768
uc1.$b812567,"Begbie, Harold,",The little that is good,1917,m,high_male,1.0104480326576804
mdp.39015003344721,"Faulkner, William,",Sanctuary.,1957,m,mixed,1.0087967072875474
njp.32101068166014,"Chatterton, Georgiana,",Compensation,1856,f,high_female,1.007323239954469
nyp.33433076078926,"Scott, Walter,",The handy volume  Waverly,1877,m,,1.0073080196827986
uc1.l0061274726,"Mayo, Isabella Fyvie,",Premiums paid to experience;,1872,f,,1.0060868252930228
inu.30000120807353,"Smith, Paul,",Come trailing blood / | $c: Paul Smith.,1977,m,high_female,1.0059147788999316
mdp.39015058736599,"Bryant-Jefferies, Richard.",Counselling for progressive disability : | person-centred dialogues / | $c: Richard Bryant-Jefferies.,2004,m,,1.005874305946729
uc1.32106012097280,"Edmondson, Adrian",The gobbler / | $c: Adrian Edmondson,1995,m,mixed,1.004742384052729
inu.30000118486012,"Cluness, Andrew T.",Told round the peat fire.,1955,m,,1.00409671459555
mdp.39015024367099,"Warner, Rex,",The aerodrome; | a novel.,1946,m,high_male,1.0035626473982637
mdp.39015025303614,"(Jerry M.) O'Neill, J. M.",Commissar Connell / | $c: J.M. O'Neill.,1992,u,,1.0028782606079447
mdp.39015030041696,"Williamson, Henry,",The innocent moon.,1961,m,,1.0022701418713387
uc2.ark:/13960/t8bg2x096,"Shiel, M. P.",Shapes in the fire,1896,m,mixed,1.00182331843956
inu.32000009138761,"Kitchin, C. H. B. (Clifford Henry Benn),","Jumping Joan, | and other stories.",1954,m,,1.0013919347893572
mdp.39015037389247,,More stories from the Raj and after : | from Kipling to the present day / | $c: selected and introduced by Saros Cowasjee.,1986,u,,1.0009909810712605
nyp.33433066731575,"James, Henry,",The spoils of Poynton,1897,m,high_female,1.0007806088749225
inu.39000002836737,"O'Donnell, Peter.",Last day in Limbo / | $c: [by] Peter O'Donnell.,1976,m,,1.000770593356885
nyp.33433074926571,"Bennett, Arnold,",Teresa of Watling street,1904,m,,1.0006203846384758
njp.32101067632636,"Ouida,",Othmar,1885,f,high_female,1.0005903483055003
mdp.39015063942349,"Lucas, St. John,",The plunge,1921,m,high_female,1.0005102602327187
