htid,author,title,year,authgender,female_category,streets
nyp.33433075770176,"Wingfield, Lewis,",My lords of Strogue;,1879,m,mixed,34.2680232077233
uiuo.ark:/13960/t7mp5jt8b,"Marsh-Caldwell, Anne,","Time, the avenger",1851,f,,34.26711213912448
wu.89018093724,"Genevoix, Maurice,",The story of Reynard. | $c: Translated from the French by Margaret Crosland. Illustrated by Andre Pec.,1959,m,high_male,34.26535087719298
uc2.ark:/13960/t6057dn47,"Herbert, Alice.",Heaven and Charing Cross,1922,f,,34.26535087719298
inu.30000094670670,,Victorian novels of Oxbridge life / | $c: edited and introduced by Christopher Stray.,2004,u,,34.2647448934477
uiuo.ark:/13960/t6057tb45,"Allen, Grant,",In all shades,1886,m,,34.2641768031523
uc1.32106014434176,"Redmon, Anne",The head of Dionysos / | $c: Anne Redmon,1997,f,high_female,34.2608227491863
uiuo.ark:/13960/t7qn6gr2p,"Douglas, John,",Measure for measure,1886,m,,34.25961172440046
uiuo.ark:/13960/t2f77052n,,Rose Aylmer's home,1865,u,,34.25899802506952
nyp.33433074932397,"Banim, John,",The Anglo-Irish of the nineteenth century,1828,m,,34.25732964115447
mdp.39015049648168,"O'Farrell, John.",The best a man can get / | $c: John O'Farrell.,2000,m,,34.25160248568773
mdp.39015030147337,"Kirst, Hans Hellmut,",The Fox of Maulen; | $c: translated from the German by J. Maxwell Brownjohn.,1968,m,high_male,34.2454807380586
uc1.32106009986081,"Willis, Ted.",The plume of feathers / | $c: Ted Willis.,1993,m,high_female,34.24086251854713
mdp.39015014944246,"Ackroyd, Peter,",First light / | $c: by Peter Ackroyd.,1989,m,,34.238163643536055
inu.39000002802861,"Clarke, Anna,",The deathless and the dead / | $c: Anna Clarke.,1976,f,,34.237641841659055
mdp.39015004909001,"Amis, Kingsley.","Lucky Jim, | a novel.",1955,m,,34.237555965235714
nyp.33433084128234,"Ward, Harriet.",Jasper Lyle: a tale of Kafirland,1851,f,mixed,34.23715342524379
inu.32000005560844,"Charteris, Hugo.",A share of the world.,1953,m,mixed,34.236566322909276
inu.30000050938111,"Pienaar, Vincent.",Jimmy's place : | a man's pub is his castle / | $c: Vincent Pienaar ; with illustrations by Denise Hurry.,1993,m,,34.23631617237985
uiuo.ark:/13960/t9m33fz7b,"Murray, Eustace Clare Grenville,",That artful vicar,1879,m,mixed,34.23571926710201
inu.30000026317622,"Lewin, Michael Z.",Called by a panther / | $c: Michael Z. Lewin.,1991,m,mixed,34.23398293372554
uc1.32106017098341,"North, Freya",Sally / | $c: Freya North,1996,f,high_female,34.22868363688771
uc1.b4961679,"Kemp, Will,","Kemps nine daies wonder : | performed in a daunce from London to Norwich : containing the pleasure, paines and kinde entertainment of William Kemp between London and that Citty in his late Morrice : wherein is somewhat set downe worth note; to reproove the slaunders spred of him; many things merry, nothing hurtfull / | $c: map and drawings by Robert Yaxley.",1985,m,high_male,34.223134839151264
nyp.33433067304059,"Yates, Edmund Hodgson,",The impending sword,1874,m,mixed,34.213377430575356
mdp.39015065739065,"Smith, Horace,",Brambletye house;,1826,m,,34.20955404425348
inu.30000122549797,"Ṭaḥāwī, Mīrāl.",Gazelle tracks : | a modern Arabic novel from Egypt / | $c: Miral al-Tahawy ; translated by Anthony Calderbank.,2008,u,,34.20610734498414
nyp.33433075752414,,Almack's;,1827,u,high_female,34.2053415061296
umn.31951002458444z,"Curtis, Jean-Louis,",Lucifer's dream / | $c: Jean-Louis Curtis ; translated from the French by Robin Chancellor.,1952,u,,34.20387717498041
mdp.39015014498854,"Masefield, John,",Lost endeavour,1910,m,high_male,34.200080836554704
uc1.$b242904,"Hay, Catherine.",Halo round the moon.,1964,f,,34.1992932146069
uc1.b3854664,"Haig-Brown, Roderick Langmere,","The tall trees fall, | a novel of Pacific coast loggers, | $c: by Roderick L. Haig-Brown.",1943,m,,34.19757825313187
uiuo.ark:/13960/t83j43v3v,"Tabor, Eliza.",A man's mistake,1881,f,high_female,34.19258021009441
uiuo.ark:/13960/t2x354s13,"Ouida,",Friendship,1878,f,high_female,34.18959268798578
uc2.ark:/13960/t5n874w37,"Robinson, F. W.",Mattie,1864,m,mixed,34.1890967862249
uiuo.ark:/13960/t77s7zn2j,"Barrett Lennard,",Constance Rivers,1867,f,,34.18284021421247
njp.32101067633543,"Anstey, F.,",Love among the lions,1898,m,high_female,34.181356511548415
mdp.39015078569764,"Ross, Joseph Carne-","Quintura, its singular people and remarkable customs;",1886,m,,34.178686171303575
inu.32000009098031,"Kennedy, Margaret,",The oracles.,1955,f,mixed,34.17761273993608
uiuo.ark:/13960/t31267f8g,"Dering, Edward Henage,",Freville Chase,1890,m,mixed,34.17286674380542
uiuo.ark:/13960/t5t72p82m,"Besant, Walter,",The golden butterfly,1876,m,,34.170744375495474
uc2.ark:/13960/t7br8rp8c,"Tremlett, Horace,",Looking for Grace,1915,f,high_female,34.1646737273659
mdp.39015059168891,"Duffy, Maureen.",Alchemy / | $c: Maureen Duffy.,2004,f,mixed,34.15906299062596
inu.30000132088950,"Basnett, Fred.",Country matters.,1971,m,,34.15806073303198
uiuo.ark:/13960/t8pc3mf2c,"Riddell, J. H.,",The Earl's promise,1873,f,,34.154116384217545
mdp.39015059376122,,The New British novelist;,1830,u,high_male,34.1422776996299
uc1.b3294823,"Mezvinsky, Shirley.",The edge.,1965,f,high_female,34.14083838023988
mdp.39015034935109,"Forbes, Bryan,",Partly cloudy / | $c: Bryan Forbes.,1995,m,,34.14044855297022
uc2.ark:/13960/t0pr7q82g,"St. Clair, William.",Prince Baber and his wives,1901,m,,34.138811375645666
uiuo.ark:/13960/t5r78mb7r,"Barrett, Frank,",Folly Morrison,1881,m,mixed,34.13869621215648
uc1.32106006416074,"Beier, Ulli.",The origin of life and death: | African creation myths.,1966,u,mixed,34.13746017296313
uc1.b3123857,"Hudson, Marianne Spencer Stanhope.",Almack's,1826,f,high_female,34.135284961358856
uc2.ark:/13960/t4vh5fr99,"Capes, Bernard Edward Joseph,",Historical vignettes,1910,m,,34.123110247318365
mdp.39015018467772,"Malouf, David,",The great world / | $c: David Malouf.,1990,m,,34.11987449238324
uc2.ark:/13960/t2s46nr4s,"Allen, Grant,",The tents of Shem,1889,m,,34.11873319150644
mdp.39015028909961,"Carter, Angela,",American ghosts & old world wonders / | $c: Angela Carter.,1993,f,high_female,34.11150197207121
mdp.39015060008847,"Stevenson, Jane,",The Empress of the last days / | $c: Jane Stevenson.,2003,f,mixed,34.1108329183182
uiuo.ark:/13960/t3902ph5k,"Muir, Alan.",Children's children,1879,m,high_female,34.10932037179159
mdp.39015005349884,"Mphahlele, Es'kia,",Chirundu / | $c: Es'kia Mphahlele.,1979,u,mixed,34.10848935936948
hvd.hwkd1s,"Hope, Thomas,","Anastasius, or, Memoirs of a Greek ;",1820,m,high_male,34.10735520505895
mdp.39015002327065,"Gerhardie, William Alexander,",Works.,1970,m,high_male,34.10730683457956
mdp.39015051000902,"Villa-Gilbert, Mariana,",The sun in Horus / | $c: Mariana Villa-Gilbert.,1986,f,,34.10342106032408
mdp.39015016965918,,And thus will I freely sing : | an anthology of lesbian and gay writing from Scotland / | $c: edited by Toni Davidson ; with an introduction by Edwin Morgan.,1989,u,,34.095395327136345
njp.32101068174729,"Jameson, Margaret.",Training,1887,f,high_female,34.09326732086212
inu.32000006712584,"Ganier-Raymond, Philippe.",The tangled web; | $c: translated from the French by Len Ortzen.,1968,m,high_male,34.09270781331807
mdp.39015008860838,"Lind, Jakov,","Soul of wood, including Journey through the night, The pious brother, The judgment, The window, Hurrah for freedom [and] Resurrection. | $c: Translated from the German by Ralph Manheim.",1964,u,high_male,34.087035564140436
njp.32101069186433,,Confessions of a too-generous young lady,1859,u,high_female,34.07929115074406
uc1.32106011994172,"Binchy, Maeve.",London Transports / | $c: Maeve Binchy.,1983,f,high_female,34.07767817419373
mdp.39015055116340,"De Bernières, Louis.",The war of Don Emmanuel's nether parts / | $c: Louis de Bernières.,1991,m,,34.07619437061269
uiuo.ark:/13960/t3mw2pv1w,"Banks, G. Linnaeus","Wooers and winners, or, Under the scars",1880,f,,34.07508370618389
uc1.l0075944124,"Bjelke-Petersen, Marie.",Dusk,1921,f,,34.07368883548685
uc2.ark:/13960/t0tq5sz4c,"Savi, E. W.",Rulers of men,1922,u,,34.072324186807194
mdp.39015022884004,"Malouf, David,",Dream stuff / | $c: David Malouf.,2000,m,,34.06961558117086
mdp.39015058599609,"Jókai, Mór,",Timar's two worlds,1888,m,,34.069339217054136
mdp.39015066843254,"Keneally, Thomas.",The widow and her hero / | $c: Thomas Keneally.,2007,m,,34.06729426193207
mdp.39015016453576,"Beamish, North Ludlow,",Peace campaigns of a cornet,1829,m,,34.06677087090698
mdp.39015030760295,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,,34.06486776637694
inu.30000048964963,"Kingsley, Henry,",The Hillyars and the Burtons,1865,m,,34.06351535478461
njp.32101061960934,"Solly, Henry,",James Woodford,1881,m,,34.057423778004825
uiuo.ark:/13960/t5db8n46x,"Meeke, Mary,","What shall be, shall be",1823,f,mixed,34.0560790101033
uiuo.ark:/13960/t19k4xz4w,,"Piso and the praefect, or, The ancients off their stilts",1837,u,high_male,34.05350183510538
uc1.$b701365,"Mauriac, François,",That which was lost | $c: [translated by J.H.F. McEwen] The dark angels [translated by Gerard Hopkins.,1951,m,mixed,34.04982866416002
uc1.31158007652646,"Middleton, Jessie Adelaide.",The white ghost book,1916,f,,34.04564385986813
uc1.b4948981,"Price, Anthony.",Soldier no more : | a novel / | $c: by Anthony Price.,1981,m,high_male,34.04448479346346
uc1.32106018018249,"Currer-Briggs, Noel",Young men at war / | $c: Noel Currer-Briggs,1996,u,high_male,34.044390563891355
uc1.32106016290139,"North, Freya",Sally / | $c: Freya North,1996,f,high_female,34.04316314738002
inu.32000001792896,"Symington, Neville.",A priest's affair / | $c: by Neville Symington.,2004,m,high_male,34.03200753939859
uc1.b3528867,"Reichart, Elisabeth.",February shadows / | $c: Elisabeth Reichart ; translated by Donna L. Hoffmeister.,1988,f,high_female,34.02938901778809
mdp.39015002716150,"Reveley, Edith.","The Etruscan couple, and other stories / | $c: by Edith Reveley.",1976,f,high_female,34.02683258798367
inu.30000047789270,"Lustig, Arnošt",Diamonds of the night / | $c: Arnošt Lustig ; translated from the Czech by Jeanne Nĕmcová ; with an introduction by Mordecai Schreiber.,1989,u,high_male,34.02324922030054
uc1.32106012860455,"Evans, Martina,",Midnight feast / | $c: Martina Evans,1996,f,high_female,34.01874811006955
mdp.39015033791503,"Zangwill, Israel,",Children of the Ghetto,1892,m,,34.01874811006955
inu.39000002592520,"Eastlake, Elizabeth,",Livonian tales,1849,f,,34.01574803149607
mdp.39015028896069,"Rendell, Ruth,",Asta's book / | $c: Barbara Vine.,1993,f,,34.01484505023264
uc1.32106019365680,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,,34.012850942377796
nyp.33433074861299,"Maginn, William,",The red barn,1831,m,mixed,34.003732116939666
mdp.39015030742475,"Douglas, Norman,",They went,1920,m,high_female,34.002040122407344
uiuo.ark:/13960/t4gm8s73k,"Kavanagh, Julia,",Dora,1868,f,high_female,34.002040122407344
njp.32101066458959,"Gibbon, Charles,",By mead and stream,1884,m,mixed,33.99960632034787
mdp.39015030738127,"Firbank, Ronald,","Concerning the eccentricities of Cardinal Pirelli, | $c: by Ronald Firbank.",1926,m,high_female,33.99192691735713
uiuo.ark:/13960/t3tt54b0c,"Marryat, Florence,",A broken blossom,1879,f,,33.98470688190314
mdp.39015030851763,"Blackmore, R. D.",Mary Anerley,1880,m,mixed,33.982930112797185
uiuo.ark:/13960/t7fr05196,"Beale, Anne.",Restitution,1889,f,,33.978325405057404
mdp.39015066052542,"Freeling, Nicolas.",Tsing-boum; | a novel.,1969,m,,33.97687145821452
mdp.39015059415631,"James, G. P. R.",Heidelberg,1846,m,mixed,33.97592141221656
mdp.39015008779889,,"The restitution of the bride and other stories from the Chinese, | $c: translated by E. Butts Howell. With illustrations by a native artist.",1926,u,,33.97570057894594
mdp.39015028790379,"Wilson, Colin,","Spider world, the delta / | $c: Colin Wilson.",1987,m,high_male,33.97105003687102
uc1.b3477375,"Anthony, Michael,",All that glitters / | $c: Michael Anthony,1981,m,high_female,33.970538278620175
mdp.39015031325395,"Jenkins, Elizabeth,",Dr. Gully.,1972,f,high_female,33.968798415894085
uc1.$b726798,"Simpson, Alyse.","The convent,",1939,f,high_female,33.96540213864911
uc1.b3331970,"Scott, Walter,",Peveril of the peak,1823,m,,33.964381700581825
uc1.$b302140,"Oemler, Marie Conway,","The butterfly man, | a novel, | $c: by Marie Conway Oemler.",1937,f,mixed,33.954547208396036
uc1.$b301201,"Kingsmill, Hugh,","The dawn's delay, comprising the end of the world.",1948,m,,33.95344430055905
mdp.39015031241303,"Kingsmill, Hugh,",The dawn's delay ... | $c: [by] Hugh Kingsmill [pseud.],1948,m,,33.94701108409385
uiuo.ark:/13960/t50g49j69,"Tabor, Eliza.",Hagar,1870,f,high_female,33.944792189982216
uc1.b3529334,"Lind, Jakov,",Soul of wood. | $c: Translated from the German by Ralph Manheim.,1964,u,high_male,33.93857118615306
mdp.39015017665764,"Saxton, Josephine.",The power of time.,1985,f,,33.937975424224696
uiuo.ark:/13960/t6f19jz1w,"Pirkis, Catherine Louisa,",At the moment of victory,1889,f,,33.93774847280132
dul1.ark:/13960/t1vd7n98c,"Oliphant,",Salem Chapel,1863,f,,33.93416771463361
uc1.$b745621,"Gordon, Ernest.",Miracle on the River Kwai.,1963,m,high_male,33.93204542369814
uc2.ark:/13960/t7pn91j8b,"Lever, Charles James,",[Charles Lever's novels,1872,m,,33.92544544109864
uc2.ark:/13960/t1hh6fb5f,"Tagore, Rabindranath,",The wreck,1921,m,mixed,33.92307290851208
coo.31924079479493,"Samarow, Gregor,",For sceptre and crown,1875,m,high_male,33.92066333741638
uc1.$b254302,"Mack, Angela.",Continuity girl.,1958,f,,33.92053549218697
njp.32101066459718,"Gore,",Hungarian tales,1829,f,,33.917800946749054
mdp.39015067702061,"Hall, Steven,",The raw shark texts / | $c: Steven Hall.,2007,m,high_male,33.913720412205855
uc1.b3073043,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,,33.91029988499985
uc1.b4948944,"MacLean, Alistair,",River of death / | $c: Alistair MacLean.,1981,m,high_male,33.90858958113969
uiuo.ark:/13960/t6737dh00,"Shipton, Helen.",Alston Crucis,1893,f,,33.90677421657506
uc1.b4449967,"Epstein, Seymour,",The successor / | $c: Seymour Epstein.,1962,m,,33.90671518359246
inu.30000118521164,"Tremearne, Arthur John Newman,",Hausa superstitions and customs;,1913,m,mixed,33.906587351845666
njp.32101065704593,"Riddell, J. H.,",Mortomley's estate,1874,f,,33.90596745027125
uiuo.ark:/13960/t54f22v91,"Black, William,","Stand fast, Craig-Royston!",1890,m,,33.903801648019574
uiuo.ark:/13960/t7zk5mm4m,"Carter, Mary Elizabeth.",Mrs. Severn,1889,m,high_female,33.903412943569656
uc2.ark:/13960/t22b9145f,"Madden, Richard Robert,",The Mussulman,1830,m,high_male,33.89876472901327
mdp.39015002334871,"O'Faolain, Julia.",No country for young men / | $c: [by] Julia O'Faolain.,1980,f,,33.89702836051373
uiuo.ark:/13960/t6pz5kz6p,"Grant, James,",Love's labour won,1888,m,,33.89639003446133
uiuo.ark:/13960/t9p27hj5m,"Saunders, John,",Guy Waterman,1864,m,high_female,33.89508792385807
mdp.39015063943040,"Henty, G. A.",In Greek waters,1893,m,high_male,33.89471454295096
uiuo.ark:/13960/t0pr85z1q,"Grey, Herbert.",The three paths,1859,m,,33.89447520054231
mdp.39015065630033,"Holmsen, Sverre,",The island beyond the horizon;,1952,u,high_female,33.890646181653864
nyp.33433074795414,"Rider, Dan,",Adventures with Bernard Shaw,1907,u,high_male,33.88968906210285
mdp.39015080823795,,Midsummer nights / | $c: edited by Jeanette Winterson.,2009,u,,33.88526631987691
uiuo.ark:/13960/t9f48bd07,"Wilkins, W. H.",The forbidden sacrifice,1893,m,high_female,33.884521550555704
mdp.39015033860191,"Hugo, Victor,","The novels of Victor Hugo, fully translated;",1895,m,,33.87931146814693
uiuo.ark:/13960/t8w95qf50,"Braddon, M. E.",Sir Jasper's tenant,1865,f,,33.87533875338753
njp.32101072790536,"C.,","A winter in Paris; or, Memoirs of Madame de C****",1811,u,,33.87533875338753
uva.x000274092,,The British novelists,1810,m,,33.87527960201785
mdp.39015000543929,"Peake, Mervyn Laurence,",Titus alone.,1959,m,high_male,33.874228268589846
mdp.39015014828654,"Nzekwu, Onuora,",Wand of noble wood / | $c: Onuora Nzekwu.,1961,u,,33.87134778510839
uc1.$b792387,"Hon., Benson, Theodora,",The man from the tunnel and other stories / | $c: by Theodora Benson.,1950,m,mixed,33.87083116600336
njp.32101063605628,"Chamier, Frederick,",The perils of beauty,1843,m,high_female,33.87064492787092
uc2.ark:/13960/t10p10391,"Fitchett, W. H.",Ithuriel's spear,1906,m,,33.86697335092534
mdp.39015046832567,"Wilson, Angus,",Late call.,1964,m,high_female,33.860207771998326
mdp.39015009178263,"London, Jack,","Moon-face, and other stories",1906,m,mixed,33.85985406402899
inu.32000009190564,"Knowles, James Sheridan,",Fortescue,1847,m,,33.85942875866965
nyp.33433075727382,"Fitzgerald, Percy Hetherington,",Never forgotten,1865,m,mixed,33.85681173008308
nyp.33433074944913,"Graham, Winifred",Ezra the Mormon,1908,f,,33.847902034500684
uiuo.ark:/13960/t6640cf5g,"Maartens, Maarten,",God's fool;,1892,m,,33.84603813320297
hvd.hwe4lw,"Ritchie, Leitch,",The romance of history,1831,m,high_male,33.843810813097555
uiuo.ark:/13960/t9d51962g,"Tabor, Eliza.",A double wedding,1888,f,,33.8389267088658
mdp.39015073486428,"Henty, G. A.",A final reckoning,1887,m,,33.834029985409074
mdp.39015028706615,"Jones, Eva.",Taboo / | $c: Eva Jones.,1981,f,high_male,33.83113430960321
uc2.ark:/13960/t3hx17h9x,"Lytton, Edward Bulwer Lytton,",The disowned,1829,m,high_male,33.8282277767337
mdp.39015080891727,"Perry, Tasmina.",Guilty pleasures / | $c: Tasmina Perry.,2009,u,high_female,33.80970338487146
uiuo.ark:/13960/t4bp0qt7q,"Trollope, Frances Eleanor,",Among aliens,1890,f,,33.80486790097774
uiuo.ark:/13960/t59c7824j,"Besant, Walter",With harp and crown,1875,m,mixed,33.79816238139349
uiuo.ark:/13960/t9n30481x,"Besant, Walter,",All in a garden fair;,1883,m,,33.79104844407581
inu.30000001395387,"Lessing, Doris May,","Shikasta : | re, colonised planet 5 : personal, psychological, historical documents relating to visit by Johor (George Sherban) emissary (grade 9) 87th of the period of the last days / | $c: by Doris Lessing.",1979,f,,33.787226283244216
inu.30000121006161,"Monteiro, Mariana.",Legends and popular tales of the Basque people,1890,f,,33.786637384914265
mdp.39015030849429,"Adams, Francis William Lauderdale,",Essays in modernity criticisms and dialogues,1899,m,high_male,33.78595791234957
uiuo.ark:/13960/t8gf13w9f,"Cecil, Langford.","Fenacre grange, a novel",1870,m,,33.78378378378378
uiuo.ark:/13960/t4zg77s84,"Reynolds, Baillie,",The Ides of March,1892,f,,33.781098481837695
uc1.32106016400241,"Kurkov, Andreĭ",Death and the penguin / | $c: Andrey Kurkov ; translated from the Russian by George Bird,2001,u,,33.77693710734311
uc1.32106019365698,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,,33.77453217708809
njp.32101068163664,,"Frascati's, or, Scenes in Paris",1830,m,mixed,33.77237419790611
uiuo.ark:/13960/t2c82k511,"Chamier, Frederick,",Count Königsmark,1845,m,mixed,33.76890324475114
uc1.$b800284,"Walder, David.",The Fair Ladies of Salamanca.,1967,m,,33.76207538744704
