htid,author,title,year,authgender,female_category,gb_subcity_intensity
wu.89049301443,"Thynne, Robert.",Ravensdale,1845,m,,11.70343495816022
mdp.39015063276706,"Taylor, Chad,",Departure lounge / | $c: Chad Taylor.,2006,m,,11.70079398244881
mdp.49015000706649,"Murdoch, Iris.","The sea, the sea / | $c: Iris Murdoch.",1980,f,mixed,11.699962810832492
mdp.39015003928895,"Gerhardie, William Alexander,",The polyglots / | $c: William Gerhardi.,1947,m,high_female,11.693492915118998
uiuo.ark:/13960/t42r4d665,"Murray, David Christie,",Hearts,1883,m,high_male,11.690827710601912
uc1.32106013345324,"Hensher, Philip",Kitchen venom / | $c: Philip Hensher,1996,m,mixed,11.688545225678832
uc2.ark:/13960/t57d2s430,"Knowles-Foster, Frances G.",The written law,1912,f,,11.684600758436812
njp.32101065713834,"Mac-Erin O'Tara,",Thomas Fitz-Gerald,1825,u,high_male,11.67968464851449
mdp.39015042010309,"MacLaverty, Bernard.","A time to dance, and other stories / | $c: Bernard Mac Laverty.",1982,m,mixed,11.677565728012812
uiuo.ark:/13960/t9086wq6c,"Scargill, William Pitt,","Penelope, or, Love's labour lost",1828,m,,11.67191903023027
mdp.39015020080571,"(Colin Metcalfe), Enriquez, C. M.",Khyberie in Burma : | the adventures of a mountain pony / | $c: by C. M. Enriquez ; with twenty-two illustrations by K. F. Barker.,1939,u,,11.664754942939908
hvd.hweccr,"Lytton, Edward Bulwer Lytton,","Godolphin, or, The oath",1833,m,,11.66452816983553
mdp.39015080871844,"Doran, Bryony.",The china bird / | $c: by Bryony Doran.,2009,u,high_female,11.661493747645274
mdp.39015007028478,L. E. L.,Romance and reality,1831,f,high_female,11.65742707631729
mdp.39015020666460,"Francis, Dick.",Banker / | $c: Dick Francis.,1982,m,,11.656370206317751
mdp.39015064989281,,Jungfrau : | a selection of works from the Caine Prize for African writing.,2007,u,,11.65546447025914
njp.32101066455278,"Bodkin, M. McDonnell",The quests of Paul Beck,1908,m,high_male,11.655135146589812
mdp.39015063276946,"Doyle, Mogue.",Down a road all rebels run / | $c: Mogue Doyle.,2005,u,mixed,11.653823182367766
mdp.39015054251098,"Hadley, Tessa.",Accidents in the home / | $c: Tessa Hadley.,2002,f,high_female,11.652023956561257
uiuo.ark:/13960/t3cz3sz2v,"Palmer, Alicia Tindal,",The sons of Altringham;,1811,f,mixed,11.649580615097856
uc1.b4594041,"Boschère, Jean de,",Weird islands,1921,f,,11.648223645894
mdp.39015035309601,"Godden, Rumer,",The peacock spring / | $c: Rumer Godden.,1975,f,mixed,11.646345287261587
inu.30000110585852,"Genney, Paul.",Pleading guilty / | $c: Paul Genney.,2007,m,high_female,11.642429245782264
uc2.ark:/13960/t9862d842,"West, Rebecca,",The judge,1922,f,high_female,11.641130801536631
mdp.39015005712370,"Taylor, Elizabeth,","The blush, | and other stories.",1968,f,high_female,11.639486310670824
uiuo.ark:/13960/t20c5m89d,"Robinson, Emma,","The armourer's daughter, or, The border riders",1850,f,mixed,11.6393142781131
uiuo.ark:/13960/t16m3t75r,"Noel, Augusta,",Owen Gwynne's great work,1875,f,mixed,11.636992336209332
mdp.39015004928035,"Taylor, Elizabeth,","The blush, | and other stories.",1968,f,high_female,11.633317822242905
njp.32101063605610,"Chamier, Frederick,",The perils of beauty,1843,m,high_female,11.631384799441692
uc2.ark:/13960/t51g0x97w,"Merriman, Henry Seton,",Suspense,1890,m,,11.629800200032562
uc1.$b803996,"Tilsley, Frank,",Champion Road.,1949,m,mixed,11.62947437418891
mdp.39015063240017,"Caldwell, Lucy,",Where they were missed / | $c: Lucy Caldwell.,2006,f,,11.621900826446282
inu.30000011880030,"Graham, Winston.",After the act / | $c: Winston Graham.,1971,m,high_female,11.620782184284476
njp.32101068971306,"Kennedy, Grace,",Philip Colville,1825,f,,11.620306485583557
uc1.$b396531,"Hughes, Owain,",Hermit's reprieve: | a novel.,1969,u,mixed,11.60833478437518
mdp.39015063994241,"Galt, John,",Stanley Buxton;,1832,m,,11.602658666357264
hvd.32044087023867,"Voltaire,",Lord Chesterfield's ears,1826,m,high_male,11.60092807424594
uc2.ark:/13960/t81j9cd7j,,Tales from  Blackwood.,1889,u,mixed,11.600120641254671
uc2.ark:/13960/t8z894r87,"Cavalier, Z. L.",The soul of the Orient,1913,u,high_female,11.59958241503306
mdp.39015037702654,,The Oxford book of travel stories / | $c: edited by Patricia Craig.,1996,u,mixed,11.596633408116752
uiuo.ark:/13960/t2m62531n,"Wynne, Catherine Simpson.",The story of a kiss,1887,f,,11.591898918641428
uiuo.ark:/13960/t0pr8dt3s,"Smart, Hawley,",Broken bonds,1874,m,,11.588380716934488
umn.31951001697946m,"Bartlett, Vernon.","Mud and khaki, sketches from Flanders and France",1917,m,high_male,11.588022619820151
uc1.$b244108,"Mottram, R. H. (Ralph Hale),","Ten years ago : | Armistice & other memories : | $c: forming a pendant to ""The Spanish farm trilogy"" / by R.H. Mottram ; with a foreword by W.E. Bates.",1928,m,high_male,11.580239479352432
njp.32101064790601,"Smith, Horace,",Arthur Arundel,1844,m,,11.579434923575729
inu.32000009144025,"Hughes, Richard Arthur Warren,",The fox in the attic / | $c: Richard Hughes.,1961,m,mixed,11.575723037469723
uiuo.ark:/13960/t44q8kt63,"Hardy, Thomas,",Far from the madding crowd,1874,m,high_male,11.57300249976854
uiuo.ark:/13960/t9d514v0z,"Kelly, Isabella,","Jane de Dunstanville, or, Characters as they are",1813,f,,11.571395510298542
mdp.39015077137126,"Knight, Afsaneh,",Slaughterhouse heart / | $c: by Afsaneh Knight.,2008,u,mixed,11.56859651890414
mdp.39015038143403,"Merriman, Catherine.",State of desire / | $c: Catherine Merriman.,1996,f,mixed,11.566711005725525
uiuo.ark:/13960/t6qz2rm4g,"Marsh-Caldwell, Anne,","Time, the avenger",1851,f,,11.56623320830786
mdp.39015009195960,"Crisp, Robert.",The gods were neutral.,1960,m,high_male,11.56500173475026
uiuo.ark:/13960/t1kh1812m,"Yates, Edmund Hodgson,",Wrecked in port,1869,m,,11.564640835297483
mdp.39015077657081,"Gordon-Smith, Dolores.",Mad about the boy? / | $c: Dolores Gordon-Smith.,2008,f,high_male,11.563844813202609
inu.32000002363069,"Marsh-Caldwell, Anne,",The Wilmingtons,1850,f,mixed,11.559739080175047
uc1.b3827537,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1927,m,,11.558535089045176
mdp.39076000700687,"Lawrence, D. H. (David Herbert),","The woman who rode away, and other stories / | $c: D.H. Lawrence.",1950,m,high_female,11.556274612642566
uc2.ark:/13960/t00001c80,"Robinson, F. W.",Coward conscience,1879,m,mixed,11.554777900661922
uc1.b3578247,,A. E. Housman; | catalogue of an exhibition on the centenary of his birth. | $c: Assembled by John Carter [and] Joseph W. Scott.,1959,u,,11.5516376251277
wu.89018185587,"Detmers, Theodor.",The raider Kormoran.,1959,m,high_male,11.547344110854503
uc2.ark:/13960/t4hm57j35,"Gilbert, William,","The landlord of 'The Sun,'",1871,m,mixed,11.546510788771018
mdp.39015084096117,"Moyes, Jojo,",The horse dancer / | $c: Jojo Moyes.,2009,f,high_female,11.544617322173536
uc2.ark:/13960/t6h13098g,,Tales from  Blackwood.,1889,u,mixed,11.54457538163702
uc1.b3578479,"Doyle, Arthur Conan,",The tragedy of the Korosko,1898,m,,11.53440548378592
mdp.39015004280270,"Wilson, A. N.,",The healing art/ | $c: A. N. Wilson.,1980,m,,11.532081363269434
mdp.39015046832567,"Wilson, Angus,",Late call.,1964,m,high_female,11.526879241531342
uc1.$b301115,"Lehmann, John,",Evil was abroad / | $c: John Lehmann.,1938,m,high_male,11.525669312082194
mdp.39015021852036,"Middleton, Stanley,",Beginning to end / | $c: Stanley Middleton.,1991,m,mixed,11.524941895084613
mdp.39015050113540,"Kuppner, Frank,",In the beginning there was physics / | $c: Frank Kuppner.,1999,m,high_male,11.524720525527256
njp.32101067630614,"Forrester,",The light of other days,1894,f,high_female,11.52073732718894
mdp.39015030760378,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,high_male,11.514546710677823
mdp.39015074041149,,Sea stories : | a collection of new stories from the National Maritime Museum.,2007,u,mixed,11.511935784329117
uc1.b2801401,"Monsarrat, Nicholas,",A fair day's work.,1964,m,high_male,11.511233044912997
uc2.ark:/13960/t2b85575q,"Oliphant,",Harry Muir,1853,f,,11.510570540613127
mdp.39015015390928,"Humphreys, Emyr.",Open secrets / | $c: Emyr Humphreys.,1988,m,,11.507568143982692
uiuo.ark:/13960/t3bz6r290,"Middlemass, Jean.",Sackcloth and broadcloth,1881,f,,11.506950197919544
uiuo.ark:/13960/t17m0nz2t,"Gore,",The opera,1832,f,mixed,11.505399319537812
uiuo.ark:/13960/t1zc8fb6b,"Lockhart, Laurence W. M.",Fair to see,1871,m,mixed,11.505273250239693
uiuo.ark:/13960/t2q538d7s,"Whitehead, Charles,",Richard Savage,1844,m,mixed,11.504964392135207
mdp.39015067683600,"Govinden, Niven,",Graffiti my soul / | $c: Niven Govinden.,2007,u,high_male,11.503640902345596
uiuo.ark:/13960/t2c82zh12,"Whitehead, Charles,",Richard Savage,1844,m,mixed,11.503640902345593
mdp.39015031304903,"Symons, Arthur,",Spiritual adventures,1905,m,,11.500366574184552
mdp.39015003930784,"Godden, Rumer,",A fugue in time / | $c: Rumer Godden.,1976,f,,11.499833891288237
inu.30000007177755,"Plaidy, Jean,",The bastard king / | $c: Jean Plaidy [i.e. E. Hibbert].,1974,f,high_male,11.499628178688887
uc1.b3554686,,The Penguin new writing : | an anthology / | $c: edited by John Lehmann in association with Roy Fuller.,1985,u,,11.498164892883096
mdp.39015063961414,"Winter, John Strange,",Everybody's favourite,1897,m,,11.496234983043053
uiuo.ark:/13960/t2j682w4t,"Russell, William Clark,",An ocean tragedy,1890,m,mixed,11.495574203931486
uc1.b3123860,"Hume, Fergus,",The island of fantasy,1892,m,,11.49441802324746
mdp.39015005533776,"Haggard, H. Rider (Henry Rider),","She, | a history of adventure, | $c: by H. Rider Haggard. With illustrations.",1927,m,mixed,11.493196027951454
uiuo.ark:/13960/t6sx6wh90,"Peacock, Edward,","Ralf Skirlaugh, the Lincolnshire squire",1870,m,,11.490950876185003
uiuo.ark:/13960/t4rj53p7q,"Spender, John Kent,",Mr. Nobody,1884,f,,11.490856561279095
nyp.33433082120084,"Dickens, Charles,",The works of Charles Dickens,1897,m,,11.490818835750233
njp.32101066458991,"Gibbon, Charles,",Clare of Claresmede,1886,m,,11.488970588235292
mdp.39015060064774,"Williams, N. D. (Noel D.),",Julie Mango : | stories / | $c: N.D. Williams.,2004,m,,11.48820066057154
mdp.39015014513728,"Hamilton, Patrick,",The slaves of solitude.,1947,m,high_female,11.487770745869623
uiuo.ark:/13960/t8rb7ph0x,,St. Clyde,1816,u,mixed,11.487430836093507
uiuo.ark:/13960/t9r21986c,"Daniel, Mackenzie,",Elsie's married life,1865,f,,11.487085234172437
inu.32000006900031,"Collins, Mortimer,",You play me false,1878,m,high_female,11.484220680784604
mdp.39015059403850,"Eldershaw, M. Barnard, pseud.",A house is built.,1929,m,,11.481443960422787
mdp.39015049689139,"Trevor, William,",The hill bachelors / | $c: William Trevor.,2000,m,mixed,11.48061689181432
uc1.b3472664,"Clarke, Austin,",Amongst thistles and thorns / | $c: Austin C. Clarke.,1965,m,,11.47227533460803
mdp.39015029173054,"Theroux, Paul.",Travelling the world : | the illustrated travels of Paul Theroux / | $c: picture editor Jenny de Gex.,1990,m,,11.470433047082304
mdp.39015003675041,"Forster, E. M.",Where angels fear to tread,1905,m,,11.462631820265932
mdp.39015064543104,"Volkmann, Richard von,",Fantastic stories,1874,m,high_male,11.456065986940086
uiuo.ark:/13960/t79s28n4z,,Lynton Abbott's children,1879,u,,11.455278592375366
uc1.b3578348,"Crowe, Eyre Evans,",Today in Ireland,1825,m,,11.454941170694989
mdp.39015010908401,"Hartley, L. P. (Leslie Poles),","Poor Clare, | $c: by L. P. Hartley.",1968,m,,11.454753722794958
uiuo.ark:/13960/t3hx1ws20,"Murray, David Christie,",Time's revenge,1893,m,high_male,11.447177634758718
mdp.39015000674310,"Orwell, George,",Coming up for air.,1954,m,,11.447005567407253
njp.32101066477686,"Balfour, Frederic Henry.","Giraldi, or, The curse of love",1889,m,mixed,11.446886446886449
uc1.b3321858,"Disraeli, Benjamin,",Venetia,1837,m,,11.439029970258522
mdp.39015000636517,"Leach, Christopher,",The pheasant-shoot / | $c: by Christopher Leach.,1975,m,mixed,11.431837667905116
njp.32101068972924,"Lathrop, George Parsons,",Would you kill him?,1889,m,high_female,11.427700746609782
mdp.39015064808614,"Crosland, T. W. H.",Lovely woman,1903,m,,11.427004296553616
uc1.b3472730,"Lewis, Norman.",Cuban passage / | $c: Norman Lewis.,1982,m,high_male,11.423131841980007
uiuo.ark:/13960/t1tf0693z,"Green, Sarah,",Who is the bridegroom?,1822,f,high_female,11.42030530282843
uc2.ark:/13960/t2t43wz2k,"Mack, Louise,",Attraction,1913,f,mixed,11.418733750263511
uc1.b4974527,"Legge, Gordon,",The shoe / | $c: Gordon Legge.,1989,m,high_male,11.418457937255573
mdp.39015063913555,"Byron, Medora Gordon.",The Englishman,1812,f,mixed,11.41661116925126
uc1.$b115495,"Dathorne, O. R.,",The scholar-man | $c: [by] O.R. Dathorne.,1964,u,mixed,11.413082245523931
mdp.39015004909001,"Amis, Kingsley.","Lucky Jim, | a novel.",1955,m,,11.41251865507857
mdp.39015030376589,"Linton, E. Lynn",The autobiography of Christoper Kirkland,1885,f,,11.40706097074089
uiuo.ark:/13960/t8kd2582s,"Armstrong, F. C.",The wild gazelle,1868,m,,11.406193563104766
uc1.32106013853152,"Dunn, Suzannah,",Tenterhooks / | $c: Suzannah Dunn,1998,f,,11.405398555316182
nyp.33433067304059,"Yates, Edmund Hodgson,",The impending sword,1874,m,mixed,11.404459143525118
uc1.$b136126,"Kenneth, Claire, pseud.",May in Manhattan.,1965,f,high_female,11.40034201026031
uc1.b3326044,"Valentine, Laura Jewry,",The cup and the lip,1851,f,,11.39805256130524
hvd.32044086801990,,The English nights' entertainment,1826,u,,11.396129460030668
wu.89090339086,"Bensusan, S. L. (Samuel Levy),",These from God's own county.,1947,m,,11.39507352987725
uc1.b3575697,"Radcliffe, Ann Ward,",Gaston de Blondeville,1826,f,mixed,11.388548814167354
njp.32101068588803,"Swanston, Paul.",Memoirs of Serjeant Paul Swanston;,1850,m,mixed,11.387294255110053
uc1.b3339476,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,high_male,11.38665768385894
uc1.b4107550,"Defoe, Daniel,","Roxana, the fortunate mistress, or, A history of the life and vast variety of fortunes of Mademoiselle de Beleau, afterwards called the Countess de Wintselsheim in Germany, being the person known by the name of the Lady Roxana in the time of Charles II / | $c: Daniel Defoe ; edited, with an introduction by Jane Jack.",1964,m,,11.38529020505507
mdp.39015067138712,"Ritchie, Anne Thackeray,",The works of Miss Thackeray,1875,f,high_female,11.384733947525136
mdp.39015065444252,"[Scott, Caroline Lucy,",Trevelyan,1833,f,high_female,11.384551164070356
mdp.39015024482500,"Radcliffe, Ann Ward,",The posthumous works of Anne Radcliffe,1833,f,high_male,11.384335154826958
hvd.hwadap,"Scott, Walter,",The Waverley novels,1829,m,,11.38183621537686
mdp.39015010692674,"Summers, Montague,","The grimoire, and other supernatural stories,",1936,u,,11.372424145930944
nyp.33433074923156,"Lauder, Thomas Dick,",Highland rambles,1837,m,mixed,11.37087237332848
umn.31951002120785g,"Salmond, J. B. (James Bell),",Flower of the flax.,1944,m,,11.36945028707862
uiuo.ark:/13960/t70v94t43,"Vincent, Francis,",Arundel,1840,m,mixed,11.36596121934032
mdp.39015004251164,"Emecheta, Buchi.",Destination Biafra : | a novel / | $c: by Buchi Emecheta.,1982,f,high_female,11.36437431002013
uiuo.ark:/13960/t4jm2s41m,"Lewes, George Henry,","Rose, Blanche, and Violet",1848,m,mixed,11.36282934450678
mdp.39015061430610,,Childhood : | an anthology for grown-ups / | $c: compiled by Dewi Roberts.,2005,u,,11.349288541474555
uiuo.ark:/13960/t4hm5w02c,"Noble, Frances.",Violet Mortimer,1879,u,,11.34760970706956
mdp.39015011393140,"Sedgwick, Catharine Maria,",The Linwoods;,1835,f,,11.345586566825505
uc1.32106014725045,"Lawrence, D. H. (David Herbert),",Short novels.,1956,m,high_female,11.345500752584885
mdp.39015002757253,"Sansom, William,",The face of innocence.,1951,m,high_male,11.344442483676607
mdp.49015002155100,"Lawrence, D. H. (David Herbert),",Short novels.,1956,m,high_female,11.337097249620207
nyp.33433075909907,"Borrow, George Henry,",Wild Wales,1862,m,high_male,11.335169630813525
uc2.ark:/13960/t04x56d3j,"White, Hester.",Mountains of necessity,1901,u,,11.333628007661533
mdp.39015039533636,"Sparrow, Gerald,",The star sapphires.,1958,m,,11.330963273515293
uiuo.ark:/13960/t3708qr87,"Webber, Bryon.",Pigskin and willow,1879,m,mixed,11.326311020500624
uiuo.ark:/13960/t2j68335d,"Murray, Eustace Clare Grenville,",That artful vicar,1879,m,mixed,11.325455849597947
uiuo.ark:/13960/t9b574r5p,"Murray, David Christie,",Joseph's coat,1881,m,,11.324885807401444
mdp.39015032965983,"Oatley, Keith.",The case of Emily V. / | $c: Keith Oatley.,1993,m,,11.324349349516051
mdp.39015013402956,"Mansfield, Katherine,",The scrapbook of Katherine Mansfield.,1939,f,high_female,11.320541121865627
uc1.b4105357,"Gaskell, Elizabeth Cleghorn,",A dark night's work,1863,f,,11.320042764606
njp.32101067633501,"Anstey, F.,",Under the rose,1894,m,,11.31893941537678
nyp.33433074902119,,"The Miz Maze; or, The Winkworth puzzle",1883,f,,11.31852058229435
uc1.32106018070513,"Kingsley-Smith, Terence",Thorp Green : | a tale of the Brontës / | $c: Terence Kingsley-Smith,2004,m,high_female,11.31792038357461
njp.32101065599605,"Mordaunt, Elinor,",The garden of contentment,1908,f,,11.315289218792431
mdp.39015063552635,"Betham-Edwards, Matilda,",Felicia,1879,f,,11.314498792300236
njp.32101063693525,"Newby, C. J.,",Margaret Hamilton;,1858,f,high_female,11.31413701419924
mdp.39015032509047,"Gee, Maggie,",Lost children / | $c: Maggie Gee.,1994,f,high_female,11.312777074657255
mdp.39015024949052,"Mount, Ferdinand.",Of love and asthma.,1991,m,,11.308219662166938
uc2.ark:/13960/t2w37pm4c,"Lever, Charles James,",[Charles Lever's novels,1872,m,,11.302475780409043
uc2.ark:/13960/t0dv1hg1g,"Howe, Sonia Elizabeth,",Real Russians,1917,f,,11.300002511111668
mdp.39015049638961,"Ballard, J. G.,",Super-Cannes / | $c: J.G. Ballard.,2000,m,mixed,11.296483263554018
uc1.$b115404,"Stern, G. B. (Gladys Bronwyn),",Credit title / | $c: G.B. Stern ; Illustrated by Kiddell-Monroe.,1961,f,mixed,11.29645667808864
mdp.39015078794867,"Anderson, James,",The affair of the thirty-nine cufflinks / | $c: James Anderson.,2008,m,,11.296152853085465
uiuo.ark:/13960/t0qr56s9x,"Church, A. B.,",Greymore,1860,f,high_female,11.295733601418744
mdp.39015034282106,"Jones, J. D. F.",Freeland / | $c: J.D.F. Jones.,1994,u,,11.290823383295225
uc2.ark:/13960/t2r49mw40,"Herbert, George,",Gerald Fitzgerald,1858,m,,11.28686370305874
uc1.b3322070,"Fox, S. M.",George,1890,u,mixed,11.283710083875578
umn.31951002074823r,"Creighton, Basil.","The leaden cupid, or, The egoist revisited.",1950,m,high_female,11.28337056845621
mdp.39015056807418,"Lingard, Joan",The kiss / | $c: Joan Lingard,2002,f,mixed,11.281022812735022
mdp.39015077123803,"Rhys, Jean.",Wide Sargasso Sea / | $c: Jean Rhys ; introduction by Francis Wyndham.,2001,f,high_female,11.279326248245438
