htid,author,title,year,authgender,female_category,gb_scotland_intensity
uiuo.ark:/13960/t9v12q83v,"Wright, Thomas,",Johnny Robinson: the story of the childhood and schooldays of an  intelligent artisan.,1868,m,high_male,0.0
uc2.ark:/13960/t0tq5sz4c,"Savi, E. W.",Rulers of men,1922,u,,0.0
wu.89099780884,"De la Roche, Mazo,",Young Renny.,1949,f,,0.0
uc1.b3327356,"Scargill, William Pitt,",Truckleborough hall;,1827,m,,0.0
uc1.b3327326,"Montgomery, Florence,",Thrown together,1877,f,high_female,0.0
wu.89099789828,"Smith, Albert,",The adventures of Mr. Ledbury and his friend Jack Johnson,1856,m,high_male,0.0
uc1.b3327284,"Whyte-Melville, G. J.",Black but comely,1879,m,,0.0
uc1.b3327283,"Whyte-Melville, G. J.",Black but comely,1879,m,,0.0
uc2.ark:/13960/t0tq5tc83,"Benson, Margaret,",The court of the king,1913,f,high_male,0.0
wu.89099799983,"Fineman, Irving,","Lovers must learn,/ | $c: by Irving Fineman.",1932,m,,0.0
wu.89099916504,"Bretherton, Ralph Harold.",The child mind,1903,m,high_female,0.0
uc1.b3327209,"Roberts, Morley,",The degradation of Geoffrey Alwith,1895,m,,0.0
uc2.ark:/13960/t0tq5tn4r,"Douie, Marjorie.",The pointing man,1917,f,high_male,0.0
uiuo.ark:/13960/t9v12jj5b,"Stuart, Esmè,",A mine of wealth,1896,u,high_female,0.0
uc2.ark:/13960/t0tq5v83r,"Savage, M. W.","Clover cottage ; or, I can't get in",1856,m,high_male,0.0
wu.89099922346,"Dunning, Katherine.",Whatever the heart appoints.,1950,f,,0.0
wu.89100006006,"Aldor, Francis.","Germany's ""death space"" : | the Polish tragedy.",1940,m,high_male,0.0
wu.89100017912,"Meyer, Deon.",Devil's peak / | $c: Deon Meyer.,2007,u,,0.0
uc1.b3327179,"Roberts, Morley,",The reputation of George Saxon,1892,m,high_male,0.0
uc1.b3327127,"Rowcroft, Charles,",The man without a profession,1844,m,,0.0
wu.89100091255,"Aleksinskaia, Tatiana.",With the Russian wounded,1916,u,high_male,0.0
uc2.ark:/13960/t0vq2sq3x,"Reynolds, Stephen Sydney,",How 'twas;,1912,m,,0.0
uiuo.ark:/13960/t9t15p749,,Will is the cause of woe,1878,f,,0.0
uc1.b3334259,"Lethbridge, Mabel.","Fortune grass, | $c: by Mabel Lethbridge.",1934,f,,0.0
uc1.b3338160,"Dautert, Erich,","Big game in Antarctica, | $c: by Erich Dautert.",1937,m,high_male,0.0
wu.89095839858,"Higgs, Dorothy Pickard.","Guernsey diary, 1940-1945; | a human record of the occupation years.",1947,f,,0.0
uc2.ark:/13960/t0ht2jp5g,"Leblanc, Georgette,",The girl who found the blue bird;,1914,f,high_female,0.0
uc2.ark:/13960/t0ht2mh8h,"Craik, Dinah Maria Mulock,",A brave lady,1870,f,high_female,0.0
uc1.b3472555,"Tonks, Rosemary.",The Bloater.,1968,f,mixed,0.0
uc1.b3472508,"Braine, John.",These golden days / | $c: John Braine.,1985,m,high_female,0.0
uc1.b3470470,"Dibner, Martin.",The admiral: | a novel.,1968,m,high_male,0.0
uc1.b3466388,"Rutherford, Anna.",Commonwealth short stories; | $c: edited by Anna Rutherford and Donald Hannah; with illustrations by John Rochester.,1971,f,,0.0
uc2.ark:/13960/t0ht2v58x,"Gowing, Aylmer.",My only love;,1880,u,high_female,0.0
uc1.b3465279,"Fox, Sebastian.",Odd woman out / | $c: by Sebastian Fox.,1958,m,high_female,0.0
uc1.b3463032,"Harris, MacDonald,",Trepleff: | $c: a novel by MacDonald Harris.,1968,m,high_female,0.0
wu.89093089530,"Nieritz, Gustav,","The little drummer, or, Filial affection",1852,m,high_female,0.0
uc1.b3462129,"Lambert, Gavin.",In the night all cats are grey / | $c: Gavin Lambert.,1976,m,high_female,0.0
uc1.b3461266,"Zand, Herbert,","The last sortie, | the story of the cauldron. | $c: Translated from the German by C.M. Woodhouse.",1955,m,mixed,0.0
uc1.b3460485,"Waltari, Mika,",The sultan's renegade / | $c: by Mika Waltari ; translated by Naomi Walford.,1951,u,mixed,0.0
uc1.b3457588,"Farrington, Robert,",The killing of Richard the Third.,1971,m,,0.0
uc1.b3456907,"Zilahy, Lajos,","Two prisoners, | $c: translated by Joseph Collins, M. D., and Ida Zeitlin.",1931,u,,0.0
uc1.b3448391,"Faludy, György.",Karoton | $c: [by] George Faludy. [Translated from the Hungarian by Flora Papastavrou],1966,u,high_male,0.0
uc1.b3447332,"Fabricius, Johan,",The great ordeal; | $c: translated from the Dutch by Roy Edwards.  Illustrated by the author.,1951,m,,0.0
uc1.b3446056,"Konsalik, Heinz G.,",Certified insane / | $c: Heinz Konsalik ; translated by Anthea Bell.,1980,m,mixed,0.0
uc1.b3446055,"Konsalik, Heinz G.,",Front-line theatre / | $c: Heinz G. Konsalik ;translated from the German by Charles Lewis.,1978,m,mixed,0.0
uiuo.ark:/13960/t9x06n58w,"Braddon, M. E.",The Lovels of Arden,1871,f,,0.0
uc1.b3445681,"Meckel, Christoph.","The figure on the boundary line : | selected prose / | $c: Christoph Meckel : edited by Christopher Middleton ; graphics by the author ; translations by Christopher Middleton, Brian Harris and Margaret Woodruff.",1983,u,high_male,0.0
uc1.b3444529,,"Writings beyond the wall : | literature from the German Democratic Republic / | $c: edited by Edward Mackinnon, Gina Kalla, and John Green.",1980,u,,0.0
uc1.b3442899,"Duden, Anne,",Opening of the mouth / | $c: Anne Duden ; translated by Della Couling.,1985,f,high_male,0.0
uc1.b3442223,"Habe, Hans,",Palazzo : | a novel / | $c: by Hans Habe ; translated by Salomé Hangartner.,1977,m,,0.0
uc1.b3441797,"Kirst, Hans Hellmut,",Zero eight fifteen : | a novel by / | $c: Hans Hellmut Kirst ;translated from the German by Robert Kee.,1955,m,high_male,0.0
uc1.b3441796,"Kirst, Hans Hellmut,",Zero eight fifteen : | a novel by / | $c: Hans Hellmut Kirst ;translated from the German by Robert Kee.,1955,m,high_male,0.0
uiuo.ark:/13960/t9x06kd48,"Clayton, Ellen C.",Cruel fortune,1865,f,high_female,0.0
uc1.b3441234,"Döblin, Alfred,",Men without mercy. | $c: Trans. by Trevor and Phyllis Blewitt.,1937,u,,0.0
wu.89094365780,"May, William John,",Stories of Bible women / | $c: by William J. May.,1950,m,high_female,0.0
uc2.ark:/13960/t0js9km06,"Stern, G. B.",Twos and threes,1916,u,,0.0
uc1.b3472560,"Tracy, Honor,",The beauty of the world | $c: [by] Honor Tracy.,1967,f,,0.0
uc1.b3472565,"Tracy, Honor,",The quiet end of evening | $c: [by] Honor Tracy.,1972,f,,0.0
uc1.b3339460,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,0.0
uc1.b3472568,"Tripp, Miles,",A man without friends.,1970,m,,0.0
uc1.b3473223,"Sawkins, John.",Jangara.,1963,m,mixed,0.0
uc1.b3473209,"Sotabinda, Maurice.",The money-doublers / | $c: Maurice Sotabinda.,1985,m,mixed,0.0
uc1.b3473203,"Schlee, Ann.",The proprietor : | a novel / | $c: Ann Schlee.,1983,f,high_female,0.0
uc1.b3473182,"Royce, Kenneth.",Bones in the sand.,1967,m,high_male,0.0
uc1.b3473179,"Rushforth, Peter,",Kindergarten / | $c: P.S. Rushforth.,1979,m,,0.0
uc1.b3473131,"Selvon, Samuel.",Turn again tiger / | $c: Samuel Selvon ; introd. and study questions by Sandra Pouchet Paquet.,1979,m,high_male,0.0
uc1.b3472881,"Walton, Su,",Here before Kilroy.,1968,u,,0.0
uc1.b3472873,"Williams, Raymond.",The fight for Manod / | $c: by Raymond Williams.,1979,m,mixed,0.0
uc1.b3751224,"Dutourd, Jean,",A dog's head; | $c: translated from the French by Robin Chancellor.,1951,f,,0.0
uc1.b3472750,"Kydd, Lionel",Breakdown in communications / | $c: Lionel Kydd,1979,m,,0.0
uc1.b3472749,"Kops, Bernard,",By the waters of whitechapel.,1969,m,mixed,0.0
wu.89092547124,"Henderson, B. L. K.",Wonder tales of ancient Wales,1921,u,mixed,0.0
uc1.b3472726,"Mackay, Shena.",A bowl of cherries : | a novel / | $c: by Shena Mackay.,1984,f,,0.0
uc1.b3472716,"Masterton, Graham.",Solitaire / | $c: Graham Masterton.,1982,m,,0.0
uc1.b3472693,"Douglas-Home, Robin.",When the sweet talking's done / | $c: Robin Douglas-Home.,1968,u,mixed,0.0
uc1.b3472664,"Clarke, Austin,",Amongst thistles and thorns / | $c: Austin C. Clarke.,1965,m,,0.0
uc1.b3472662,"Cilento, Diane.",The manipulator / | $c: Diane Cilento.,1967,f,high_male,0.0
uc1.b3472656,"Freeman, Gillian.",The leather boys / | $c: by Eliot George [i.e. G. Freeman],1961,f,,0.0
uiuo.ark:/13960/t9x06pz2q,"Maitland, Edward,",By and by,1873,m,high_female,0.0
uc1.b3472637,"Butler, Michael D. (Michael David),",Street & sky : | a verse novella / | $c: Michael D. Butler.,1980,m,mixed,0.0
wu.89092582386,"Birmingham, George A.,",Good intentions / | $c: by George A. Birmingham.,1945,m,high_female,0.0
wu.89092582881,"Bibesco, Marthe,",Prince imperial / | $c: Princess Marthe Bibesco ; translated by Roland Grant.,1949,u,,0.0
uc2.ark:/13960/t0gt5t679,"Jones, Doris Egerton.",The coconut planter,1916,f,,0.0
uc2.ark:/13960/t0ht2hz9k,,Episodes in an obscure life,1871,u,mixed,0.0
uiuo.ark:/13960/t9x06nx3b,"Norris, W. E.",Marcia,1890,f,,0.0
uc1.b3472579,"Wheldon, David,",The course of instruction / | $c: by David Wheldon.,1984,m,high_male,0.0
wu.89092583749,"Toole, Millie.",Resurrection road / | $c: by Millie Toole.,1949,f,high_female,0.0
wu.89092586635,"Bemelmans, Ludwig,",The snow mountain / | $c: Ludwig Bemelmans.,1950,m,high_male,0.0
uc1.b3472573,"Val Baker, Denys,","Rose, a novel of Cornwall / | $c: Denys Val Baker",1980,m,high_female,0.0
uc1.b3440940,"Enzensberger, Christian.",Smut: | an anatomy of dirt; | $c: translated by Sandra Morris.,1972,m,high_male,0.0
wu.89094558533,"Mercier, Charles Arthur,",Spirit experience,1919,m,high_female,0.0
uc1.b3438232,"Schneider, Rolf,",November : | a novel / | $c: by Rolf Schneider ; translated from the German by Michael Bullock,1981,m,,0.0
uc1.b3438085,"Bienek, Horst,",The first polka : | a novel / | $c: [by] Horst Bienek ; translated from the German by Ralph R. Read,1978,u,,0.0
uc1.b3346974,"Mankowitz, Wolf.",The biggest pig in Barbados : | a fable / | $c: by Wolf Mankowitz ; illustrated by Ron Sandford.,1965,u,high_female,0.0
uc2.ark:/13960/t0ns0qn4r,"Swan, E. F. O.",Tales of the western tropics,1922,u,mixed,0.0
uc1.b3346922,"Forrest, David,",The last blue sea / | $c: David Forrest.,1959,m,high_male,0.0
uc1.b3346916,"Fitzgerald, Kevin.","Kill him gently, nurse : | a story for a journey / | $c: Kevin Fitzgerald.",1966,m,high_male,0.0
uc1.b3346911,"Fisher, A. E. (Arista Edward),",The best house in Stratford.,1965,m,high_male,0.0
uiuo.ark:/13960/t9w09qv6j,"Wallace, Ellen.",The clandestine marriage,1840,f,high_female,0.0
wu.89095289229,"Salten, Felix,",Little world apart / | $c: by Felix Salten.,1947,m,,0.0
uc1.b3346536,"Dale, Celia.",A helping hand / | $c: Celia Dale.,1966,f,high_female,0.0
uc1.b3346520,"Cozzens, James Gould,","A cure of flesh, | $c: by James Gould Cozzens ...",1958,m,mixed,0.0
uc1.b3346516,"Courtier, S. H. (Sidney Hobson)",Death in dream time.,1959,m,,0.0
uc1.b3346191,"(Herbert Ernest), Bates, H. E.","The story without an end ; | and, The country doctor / | $c: by H.E. Bates.",1932,u,high_male,0.0
uc1.b3346162,"Atiyah, Edward,",The thin line / | $c: by Edward Atiyah.,1951,m,mixed,0.0
uiuo.ark:/13960/t9w09qv52,"Walker, George,",The three Spaniards,1832,m,,0.0
wu.89095837944,"McMillan, Richard.","Miracle before Berlin, | $c: by Richard McMillan.",1946,m,high_male,0.0
uc1.b3339479,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,mixed,0.0
uc2.ark:/13960/t0pr7nz52,"Greer, Maria J.",My mother's diamonds,1882,f,mixed,0.0
uc1.b3339476,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,high_male,0.0
uc2.ark:/13960/t0pr7p682,"Sutton, Thomas,",Romance in a yacht,1867,m,,0.0
wu.89095838801,"Holmsen, Sverre,",Polynesian trade wind. | $c: Translated from the Swedish by Joan Bulman.,1949,u,high_male,0.0
uc1.b3339474,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,0.0
uc1.b3339472,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,0.0
uc1.b3339471,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,0.0
uc1.b3339470,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,0.0
uc1.b3339468,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,high_male,0.0
uc1.b3339467,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,mixed,0.0
uc1.b3339466,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,0.0
uiuo.ark:/13960/t9w09q43p,"Norris, W. E.",No new thing,1883,f,mixed,0.0
uc1.b3339464,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,0.0
uc1.b3339462,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,0.0
uc2.ark:/13960/t0ns0ns2r,"Smithes, M. F.",Children of the desert,1910,u,high_female,0.0
uc1.b3347020,"Pickthall, Marmaduke William,",Knights of Araby,1917,m,high_male,0.0
uc1.b3347023,"Powys, Theodore Francis,",The dewpond : | a story / | $c: by T. F. Powys.,1928,m,,0.0
uc1.b3435480,"Middleton, Stanley,",Him they compelled / | $c: Stanley Middleton.,1964,m,,0.0
uc2.ark:/13960/t0js9np1d,"Mann, Francis Oscar.",The devil in a nunnery,1914,m,,0.0
uiuo.ark:/13960/t9x06ck1k,"Buxton, Bertha H. (Leopold),",A noble name,1883,f,mixed,0.0
uc1.b3435609,"Cowlin, Dorothy.",A woman in the desert: | the story of Gertrude Bell; | $c: illustrated by Penny Carey.,1967,f,high_female,0.0
uc1.b3435599,"Kilpatrick, Sarah.",Ladies' Close.,1967,f,high_female,0.0
uiuo.ark:/13960/t9x06cj0n,"Chamier, Frederick,",The life of a sailor,1832,m,high_male,0.0
uc1.b3435566,"Shaw, Robert,",The man in the glass booth.,1967,m,high_male,0.0
wu.89094594793,"Skeat, Walter William,",Fables and folk-tales from an eastern forest,1901,m,high_male,0.0
uc1.b3435560,"Smith, Wilbur A.",Shout at the devil | $c: [by] Wilbur Smith.,1968,m,high_male,0.0
uc1.b3435551,"Storey, David,",Saville / | $c: David Storey.,1976,m,,0.0
uc1.b3435538,"King, Francis Henry.","The Brighton Belle, | and other stories | $c: [by] Francis King.",1968,m,,0.0
uc1.b3435511,"Christopher, John,",The pool of fire.,1968,m,high_male,0.0
uc2.ark:/13960/t0ks6wx42,"Quiller-Couch, Arthur,",Brother Copas,1911,m,high_male,0.0
wu.89094607942,"Warren, Edward Perry,","Alcmaeon, Hypermestra, Caeneus",1919,m,high_male,0.0
uiuo.ark:/13960/t9x06bv3q,"Ainsworth, William Harrison,",The Spanish match,1865,m,high_male,0.0
uc1.b3347055,"Sir, Hulton, Edward George Warris,",Conflicts / | $c: [by] Sir Edward Hulton.,1966,m,,0.0
uc2.ark:/13960/t0ms3qg7s,"James, G. P. R.",The smuggler,1845,m,mixed,0.0
uc1.b3435470,"Marlowe, Derek.",The memoirs of a Venus lackey.,1968,m,high_female,0.0
uc1.b3435455,"Khanna, Balraj.","Nation of fools, or, Scenes from Indian life / | $c: Balraj Khanna.",1984,u,high_male,0.0
wu.89094693660,"Metternich-Winneburg, Pauline Clementine Marie Walburga (Sándor von Szlavnicza) fürstin von,",My years in Paris,1922,f,,0.0
uc1.b3435276,,The poem. | $c: Translated by Alec Brown.,1959,u,,0.0
uc1.b3425684,"Wilson, Charles Augustus.","Legends and mysteries of the Maori, | $c: by Charles A. Wilson.",1932,m,mixed,0.0
uiuo.ark:/13960/t9w09r522,"Austin, Alfred,",Jessie's expiation,1867,m,mixed,0.0
uc1.b3425597,"Browne, Charles Robert.","Maori witchery; | native life in New Zealand, | $c: by C.R. Browne ...",1929,m,high_male,0.0
uc1.b3407022,"Household, Geoffrey,",The Spanish cave.,1960,m,high_male,0.0
uc1.b3407007,"Lewis, C. S. (Clive Staples),","The last battle, | a story for children; | $c: illustrated by Pauline Baynes.",1956,m,mixed,0.0
uc1.b3401746,"Disraeli, Benjamin,",Endymion,1880,m,,0.0
uc1.b3378150,"Chiang, Yee,",The men of the Burma road / | $c: written and illustrated by Chiang Yee.,1943,m,high_male,0.0
uc1.b3347153,"Lytton, David.",The grass won't grow till spring.,1965,m,high_female,0.0
uc1.b3750786,"Aimard, Gustave,",Collected novels,1885,m,high_male,0.0
uc1.b3762713,"Curval, Philippe,",Brave old world / | $c: Philippe Curval ; translated from French by Steve Cox.,1981,m,,0.0
uc1.b3751225,"Gary, Romain.",Nothing important ever dies.,1960,m,high_male,0.0
uc1.b4411990,"Irving, W.",Old Christmas,1908,u,high_male,0.0
uva.x001130580,"Strachery, Ray,",The world at eighteen,1907,m,,0.0
uva.x001180053,"Jacob, Violet,",The sheep-stealers,1903,f,mixed,0.0
uc1.b5076450,"Simenon, Georges,",Maigret and the flea; | $c: translated from the French by Lyn Moir.,1972,m,,0.0
uc1.b5076483,"Hermary-Vieille, Catherine.",The grand vizier of the night / | $c: Catherine Hermary-Vieille ; translated by Charles Penwarden.,1988,f,,0.0
uc1.b4411140,"Lidin, Vladimir Germanovich,","The apostate, | $c: by Vladimir Lidin; translated by Helen Chrouschoff Matheson.",1931,u,,0.0
uc1.b4411114,"(Veniamin), Kaverin, V.",Open book / | $c: by Venyamin Kaverin ; [English translation by Brian Pearce].,1955,u,,0.0
uc1.b4411111,"Kalinin, Anatoliĭ,","In the south, | $c: by Anatoly Kalinin. Translated from the Russian by Stephen Garry.",1946,u,,0.0
uc1.b4402186,,Alexei the gangster; | $c: translated from the Russian by Stephen Garry.,1940,u,high_male,0.0
uc1.b4402129,"(Pavel Petrovich), Bazhov, P. P.","The malachite casket; | tales from the Urals, | $c: by Pavel Bazhov,translated by Alan Moray Williams",1944,u,mixed,0.0
uva.x002014735,"Vance, Louis Joseph,",The private war,1907,m,high_male,0.0
uc1.b4400802,"I͡Ugov, Alekseĭ.","Immortatily, | a novel.",1945,u,high_male,0.0
uc1.b4399584,"Dobson, Margaret.",The  amblyopia reader : | a system of eye-sight development / | $c: by Margaret Dobson.,1935,f,mixed,0.0
uc1.b4398234,,"Brusilov's breakthrough, | a novel of the first world war, | $c: by S. Sergeyev-Tsensky, translated from the Russian by Helen Altschuler.",1945,u,high_male,0.0
uc1.b4398124,"Remizov, Alekseĭ,",On a field azure.,1946,u,high_female,0.0
uc1.b4398108,"Merezhkovsky, Dmitry Sergeyevich,","December the fourteenth, | $c: by Dmitri S. Merezhkovsky; translated from the Russian by Nathalie A. Duddington.",1923,m,high_male,0.0
uc1.b4398072,"Gorky, Maksim,",Twenty-six men and a girl,1902,m,,0.0
umn.31951002072387v,"Ross, Adelaide,",The Lodestar.,1946,f,high_female,0.0
uc1.b5091296,"Neznanskiĭ, Fridrikh.",Operation Faust / | $c: Fridrikh Neznansky.,1988,u,,0.0
uc1.b4396710,"Tai, Hou-ying.",Stones of the wall / | $c: Dai Houying ; translated by Frances Wood.,1985,u,mixed,0.0
uc1.b4395819,"Andreyev, Leonid,",He who gets slapped;,1922,m,mixed,0.0
uc1.b5106231,"Núñez Olivas, Oscar,",Cadence of the moon / | $c: by Oscar Núñez Olivas.,2008,m,,0.0
uc1.b4395433,"Zŏng, In-sŏb,",Folk tales from Korea.,1952,u,high_male,0.0
uc1.b4393843,"Lavin, Mary,","A memory, and other stories",1972,f,,0.0
uc1.b4392665,"Verma, Nirmal,",The world elsewhere : | and other stories / | $c: by Nirmal Verma.,1988,u,,0.0
uc1.b4392653,"Bhāduṛī, Satinātha,",The vigil / | $f: translated from the Bengali by Lila Ray.,1965,u,,0.0
uc1.b5170808,"Boileau, Pierre,",Choice cuts | $c: [by] Thomas Boileau [sic] and Pierre Narcejac [sic]; translated from the French by Brian Rawson.,1966,m,,0.0
uc1.b4391100,,Stories from central & southern Africa / | $c: edited and introduced by Paul A. Scanlon.,1983,u,,0.0
uc1.b4389739,"Criddle, Russell,",Love is not blind.,1954,m,high_female,0.0
uc1.b5171132,"Huré, Anne,",The Word made Flesh: | a novel; | $c: translated from the French by Emma  Craufurd.,1967,f,high_female,0.0
uc1.b4411184,"Panova, Vera Fedorovna,",Time walked.,1957,f,high_male,0.0
uc1.b4422523,"Masters, John,",Man of war / | $c: John Masters.,1983,m,,0.0
uc1.b3752018,"Sartre, Jean-Paul,",Iron in the soul. | $c: Translated from the French by Gerard Hopkins.,1950,u,high_male,0.0
uva.x000966281,"Ebner-Eschenbach, Marie von,",The two contesses,1893,f,,0.0
uc1.b4562676,,The Tristan legend : | texts from Northern and Eastern Europe in modern English translation / | $c: edited by Joyce Hill.,1977,u,,0.0
uc1.b4559309,,Hoops of fire : | fifty years of fiction by Pakistani women / | $c: edited by Aamer Hussein ; [translated by Yasmin Hameed ... et al.],1999,u,,0.0
uc1.b4553762,,Any woman's blues : | stories by contemporary black women writers / | $c: edited and with an introduction by Mary Helen Washington.,1980,u,,0.0
uc1.b4539006,"Warner, Marina,",The lost father / | $c: Marina Warner,1988,f,,0.0
uva.x000360194,"Gueullette, Thomas-Simon,",The thousand and one quarters of an hour (Tartarian tales),1901,m,high_male,0.0
uc1.b4538971,,Luuanda / | $c: ,1980,u,,0.0
uva.x000367723,"Skram, Amalie,",Professor Hieronimus,1899,f,high_male,0.0
uc1.b5032759,"Stead, Christina,",The little hotel : | a novel / | $c: Christina Stead.,1973,f,,0.0
uc1.b4510026,"Sykes, John.",Caïque; | a portrait of Greek islanders. | $c: With decorations by Margaret Eastoe.,1965,m,high_male,0.0
uc1.b4508870,"Endō, Shūsaku,","Wonderful fool | $c: [by] Shusaku Endo; a novel, translated from the Japanese by Francis Mathy.",1974,u,mixed,0.0
uva.x000393060,"Dawson, A. J.",Finn the wolfhound,1908,m,high_male,0.0
