htid,author,title,year,authgender,female_category,gb_strict_london_intensity
mdp.39015018842578,"Traba, Marta,",Mothers and shadows / | $c: Marta Traba ; translated by Jo Labanyi.,1989,f,high_female,11.279184890905215
uc1.b3325546,"Marks, Mary A. M.",The locket,1889,f,mixed,11.279043537108054
mdp.39015010460916,"Malgonkar, Manohar,","The devil's wind, Nana Saheb's story; | a novel.",1972,m,,11.275591565857509
njp.32101067634111,"Hall, S. C.,",Midsummer Eve,1848,f,,11.271300195710756
wu.89005070164,"Gould, Nathaniel,",The buckjumper,1909,m,high_male,11.263163822717802
uiuo.ark:/13960/t4bp0r84h,"Whyte-Melville, G. J.",Cerise,1866,m,,11.26268812208754
nyp.33433006838928,A. E.,A month in the coasting trade,1877,u,high_male,11.262167162738317
inu.30000054447648,"White, T. H. (Terence Hanbury),",The sword in the stone / | $c: T. H. White.,1957,m,high_male,11.26041588469334
njp.32101063581167,"Hewlett, J.",Dunster Castle,1846,m,high_male,11.260310221546604
uc1.b4084826,"Stewart, J. I. M. (John Innes Mackintosh),","The Aylwins, | $c: by J. I. M. Stewart.",1966,m,high_male,11.259852370824472
uiuo.ark:/13960/t8sb4kr00,"De Jongh, Bertha.",Loving and loth,1875,f,high_female,11.258091753447792
uiuo.ark:/13960/t1pg22j1b,"Feilden, Phoebe M.","Grantham secrets, a novel",1875,f,high_female,11.254381169812534
nyp.33433074947817,"Annesley, Maude.",The wine of life,1908,f,mixed,11.253196930946292
mdp.39015048881778,"MacGill, Patrick,",Moleskin Joe / | $c: by Patrick MacGill.,1983,m,mixed,11.252391133115788
mdp.39015032205018,"Appignanesi, Lisa.",Dreams of innocence / | $c: Lisa Appignanesi.,1994,f,high_female,11.24837701988713
mdp.39015004270404,"O'Faoláin, Seán,",Selected stories of Sean O'Faolain.,1978,m,mixed,11.24286078340254
mdp.39015074051635,,Contemporary Israeli women's writing / | $c: edited by Risa Domb,2008,u,high_female,11.241378854305117
mdp.39015029227561,"(Vidiadhar Surajprasad), Naipaul, V. S.",Miguel Street / | $c: V. S. Naipaul.,1971,u,,11.238480557428636
inu.32000002974469,"Mansfield, Katherine,",Collected stories of Katherine Mansfield.,1945,f,high_female,11.236460065620928
nyp.33433074950068,"Clarke, Marcus Andrew Hislop,",'Twixt shadow and shine,1893,m,mixed,11.234692731153803
nnc1.0315302903,"Wilson, John Mackay,",Wilson's Tales of the Borders and of Scotland,1885,m,mixed,11.234389815351568
uc1.32106014720913,"Magrs, Paul,",Could it be magic? / | $c: Paul Magrs,1997,m,high_female,11.231496110158512
uiuo.ark:/13960/t0dv1wh9b,"Davies, Edward William,",Frank Raleigh of Watercombe,1877,m,high_male,11.229466119096507
uiuo.ark:/13960/t8gf15x2b,"Fothergill, Caroline.",Diana Wentworth,1889,f,high_female,11.228805629374556
uc2.ark:/13960/t1bk19q11,"Janson, Gustaf,",Abraham's sacrifice,1903,m,high_male,11.227334817836493
uiuo.ark:/13960/t9z03qb5p,"Marryat, Florence,",The risen dead,1891,f,,11.223974409338346
mdp.39015030913548,"Warburton, Ernest.",Behind Boche bars,1920,m,high_male,11.22334455667789
uc1.$b562035,"McDougall, Ian.",African turmoil.,1954,m,high_male,11.22208506340478
uiuo.ark:/13960/t7br9d60g,"Praed, Campbell,",Outlaw and lawmaker,1893,f,,11.218937566612444
mdp.39015030711090,"Redgrove, Peter.",The sleep of the great hypnotist : | the life and death and life after death of a modern magician / | $c: Peter Redgrove.,1979,m,,11.218518033767738
hvd.hwad9y,"Scott, Walter,",The Waverley novels,1829,m,high_male,11.216275678800375
uc1.$b119605,"Born, Edith de,",Scars.,1968,f,high_female,11.211041630334588
nyp.33433074968748,"Drury, Anna H.",The brothers,1865,f,,11.2079701120797
mdp.39015049619086,"Lawrence, D. H. (David Herbert),","Fantasia of the unconscious, | $c: by D. H. Lawrence.",1923,m,high_male,11.206679180791753
uiuo.ark:/13960/t7jq1pv37,"Black, William,",Highland cousins,1894,m,,11.20358514724712
uc1.b3573464,"Anderson, A. J.",The romance of Fra Filippo Lippi,1909,u,mixed,11.200896071685737
uiuo.ark:/13960/t3126jd97,"West,",The loyalists,1812,f,high_male,11.196954428395475
uc2.ark:/13960/t2z31qm1p,"Swinton, E. D.",The great tab dope,1916,u,high_male,11.196327604545708
uiuo.ark:/13960/t6g16ns50,"Wood, Henry,",Anne Hereford,1868,f,,11.194447554013207
mdp.39015048890001,"Liyong, Taban lo.","Fixions, & other stories.",1969,f,high_male,11.193194537721066
nyp.33433074951975,"Dallas, Robert Charles,",Aubrey,1804,m,mixed,11.192881327475725
mdp.39015003344630,"Faulkner, William,",A fable.,1955,m,,11.18645692947738
uc1.$b792469,"Enright, D. J. (Dennis Joseph),",Figures of speech / | $c: D.J. Enright.,1965,m,high_male,11.185995134092115
uc1.32106013036923,"Fry, Stephen,",Making history / | $c: Stephen Fry,1996,m,high_male,11.185240745858172
uc1.$b252068,"Duckworth, Marilyn,",The matchbox house / | $c: Marilyn Duckworth.,1960,f,mixed,11.185146125944746
uc2.ark:/13960/t13n27x1s,"Barker,",Stories about --,1870,f,,11.180679785330948
njp.32101068169455,"Fullerton, Georgiana,",Grantley Manor,1847,f,high_female,11.179638152378468
inu.39000003449100,"Innes, Michael,",A night of errors / | $c: by Michael Innes [i.e. J. I. M. Stewart].,1974,m,,11.178929952824916
uc1.31822020605192,,The Oxford book of sea stories / | $c: selected by Tony Tanner,1994,u,,11.178071539657854
mdp.39015002984121,"Lewis, Wyndham,","The revenge for love, | $c: by Wyndham Lewis.",1937,m,mixed,11.178041358753028
mdp.39015051324393,"Bates, H. E. (Herbert Ernest),",The stories of Flying Officer 'X'.,1952,m,high_male,11.174076143347436
uiuo.ark:/13960/t9r21js7g,"Reid, Mayne,",The giraffe-hunters,1867,m,high_male,11.17037616241727
njp.32101067627636,"Appleton,",Edgar,1816,f,high_male,11.167101718337776
uiuo.ark:/13960/t7jq1jd1s,"Oliphant,",In trust;,1882,f,,11.165877079644606
uiuo.ark:/13960/t45q5f55m,"Carter, Mary Elizabeth.",Juliet,1883,m,high_female,11.16279069767442
inu.30000084068158,"Menen, Aubrey.",The prevalence of witches : | a novel / | $c: by Aubrey Menen.,1947,m,mixed,11.15743135643936
uc2.ark:/13960/t3qv3h130,"Swinton, Ernest Dunlop,",The green curve and other stories,1914,m,high_male,11.15374319621665
mdp.39015043790826,"Crewe, Candida,",The last to know / | $c: Candida Crewe.,1998,f,,11.152890191829712
nyp.33433045008178,"Lane, Amelia.",The fortress,1840,f,mixed,11.152623654714771
uc1.31158010006079,"Blundell, Peter.",Princess of Yellow Moon,1922,m,mixed,11.150758251561106
uiuo.ark:/13960/t11n8mb1c,"Maberly,",The love-match,1841,f,high_female,11.148479161634366
mdp.39015008192646,"Manning, Olivia.",School for love.,1951,f,high_female,11.146656560364718
mdp.39015002168923,"Robinson, Randall,",The emancipation of Wakefield Clay : | a novel / | $c: by Randall Robinson.,1978,m,high_male,11.140075306909074
mdp.39015059414907,"Manhood, H. A. (Harold Alfred),",Nightseed; | tales.,1929,m,mixed,11.139578923916677
mdp.39015006945003,"Martineau, Harriet,",Illustrations of political economy,1832,f,,11.138207569291374
nc01.ark:/13960/t8pc43f12,"La Motte-Fouqué, Friedrich Heinrich Karl,",Undine,1909,m,high_female,11.13647753215658
uc1.b3494227,"Fielding, Gabriel,",Pretty doll houses / | $c: Gabriel Fielding [i.e. A. G. Barnsley].,1979,m,mixed,11.136270834106686
uc1.$b302073,"Mottram, R. H. (Ralph Hale),","The crime at Vanderlynden's, | $c: by R. H. Mottram.",1926,m,high_male,11.13355494409365
mdp.39015010434234,"Schimanski, Stefan.","A new romantic anthology, | $c: ed. by Stefan Schimanski and Henry Treece.",1949,u,mixed,11.130899376669635
mdp.39015030711108,"Redgrove, Peter.","The terrors of Dr. Treviles : | a romance / | $c: [by] Peter Redgrove, Penelope Shuttle.",1974,m,,11.128952765544762
uc1.$b252040,"Taaffe, Michael.",The dark glass.,1963,m,high_male,11.12823146721452
mdp.39015051349788,"Boland, Bridget.",The wild geese : | a novel / | $c: by Bridget Boland.,1988,f,,11.127648032492733
uiuo.ark:/13960/t8v98s93w,"Slingsby, Henry.",My grandmother's guests and their tales,1825,m,,11.124295461287453
uc1.32106001633764,"Gbadamosi, Bakare.",Not even God is ripe enough: | Yoruba stories; | $c: told by Bakare Gbadamosi & Ulli Beier.,1968,u,high_male,11.124089215195506
mdp.39015063943040,"Henty, G. A.",In Greek waters,1893,m,high_male,11.121703209405783
uc1.$b795586,"Roberts, Lynette,",The Endeavour; | Captain Cook's first voyage to Australia.,1954,f,high_male,11.120996441281138
uc2.ark:/13960/t86h4f73h,"Ballantyne, R. M.",Digging for gold,1869,m,high_male,11.116978405269448
uc1.b3321967,"Cobbold, Richard,",Mary Anne Wellington,1846,m,,11.116934267155813
uiuo.ark:/13960/t72v2t63s,"Barclay, Florence L.",Guy Mervyn;,1891,f,high_female,11.116545866868249
mdp.39015003677377,"Fowler, H. W. (Henry Watson),","If wishes were horses, | $c: by H. W. Fowler.",1929,m,high_male,11.116545866868249
mdp.39015063934395,"Matheson, C. M.",The generation between,1915,u,high_female,11.1162575266327
mdp.39015037444760,"Banville, John.",Athena / | $c: John Banville.,1995,m,mixed,11.10753201746104
uiuo.ark:/13960/t9c54428b,"Lewis, Helen Prothero.",Hooks of steel,1894,f,,11.104695065073514
uc1.$b300860,"Hewitt, Frank.",Trust company.,1952,m,high_male,11.098779134295226
uiuo.ark:/13960/t2g740d8v,"Pinkney, Jane Vaughan.",Sir Arthur Bouverie,1850,f,high_female,11.09416169740674
uc2.ark:/13960/t4vh5d15j,"Silberrad, Una Lucy,","Sampson Rideout, Quaker",1911,f,,11.091771611890378
uiuo.ark:/13960/t6rx9wm38,"Savage, M. W.",My uncle the curate,1849,m,mixed,11.081911154735142
inu.30000063857555,"Coward, Roger, Vilven.",Sailors in cages | $c: [by] Roger V. Coward.,1967,m,high_male,11.073159513121697
yale.39002085618784,"Inglis, Henry D.",Rambles in the footsteps of Don Quixote,1837,m,high_male,11.06831363173507
mdp.39015058736599,"Bryant-Jefferies, Richard.",Counselling for progressive disability : | person-centred dialogues / | $c: Richard Bryant-Jefferies.,2004,m,,11.064617365414016
uiuo.ark:/13960/t1fj2t155,,The Curate of Sadbrooke,1865,u,mixed,11.06054860321072
mdp.39015063548260,"Brereton, F. S.",With Allenby in Palestine,1920,m,high_male,11.058429979403677
mdp.39015073748520,,The British essayists;,1823,m,high_male,11.057971415143893
uiuo.ark:/13960/t20c5gc55,"MacDonald, George,",The seaboard parish,1868,m,,11.056181195015242
mdp.39015012192517,Petronius Arbiter.,"The Satyricon of T. Petronius Arbiter. | $c: Burnaby's translation, 1694. With an introduction by C. K. Scott Moncrieff. Ornamented by Martin Travers.",1923,u,high_male,11.05583195135434
uiuo.ark:/13960/t7cr6dx7f,Author of Rare pale Margaret.,Pomegranate seed,1886,u,high_female,11.05277701022382
mdp.39015058209597,"Manguel, Alberto.",Stevenson under the palm trees / | $c: Alberto Manguel.,2004,m,high_female,11.05094485578517
inu.30000115299145,,The stories of the Bágh o bahár,1890,f,high_male,11.048502927853276
uc1.b3325461,"Lytton, Edward Bulwer Lytton,",The Parisians,1873,m,mixed,11.046197653296677
uc2.ark:/13960/t51g0q189,"St. Johnston, Alfred,",A South Sea lover,1890,m,mixed,11.045612566419011
uiuo.ark:/13960/t9m336n3g,"Gordon,",The fortunes of the Falconars,1844,f,,11.045452035124535
uc1.$b322835,"Blair, Andrew James Fraser,","1957, | $c: by Hamish Blair.",1930,m,high_male,11.04137116843187
uiuo.ark:/13960/t1jh46x85,"Walford, Lucy Bethia,",A stiff-necked generation,1889,f,,11.03961645218269
inu.30000039204940,"Moorhouse, Frank.",Grand days / | $c: Frank Moorhouse.,1993,m,high_female,11.034201781599196
uc1.$b794628,"Montague, John.","Death of a chieftain, | and other stories.",1964,m,high_male,11.033873993158998
uc1.b3977304,"Liksom, Rosa.",One night stands / | $c: Rosa Liksom ; translated by Anselm Hollo.,1993,f,,11.031135379608946
uc1.b3579185,"Banks, G. Linnaeus",The Manchester man,1876,f,mixed,11.02758734768145
uc1.b3321187,"Boyd, Archibald.",The crown ward,1856,m,mixed,11.025184671843252
mdp.39015060459230,,'Blackwood' tales from the outposts ...,1932,u,high_male,11.024264405957512
nyp.33433082289871,"A. L. O. E.,","The giant killer, or, The battle which all must fight",1861,f,high_female,11.019587316455
mdp.39015000540495,,"Panjabi sketches, by two friends",1899,u,,11.017462678345176
uc2.ark:/13960/t9377bp68,"Stretton, Hesba,",Highway of sorrow at the close of the nineteenth century,1895,m,high_male,11.01695693287919
mdp.39015038028505,"Doyle, Roddy,",The woman who walked into doors / | $c: Roddy Doyle.,1996,m,,11.015507386509675
coo.31924002887358,"Wordsworth, Jill.",Gorilla mountain / | $c: Jill Wordsworth.,1961,f,,11.013973979486474
mdp.39015006214699,,The Penguin Brontë sisters.,1984,u,,11.013670718779686
njp.32101071987307,"Hunt, Leigh,",A book for a corner;,1849,m,,11.012407312238455
inu.39000002836737,"O'Donnell, Peter.",Last day in Limbo / | $c: [by] Peter O'Donnell.,1976,m,,11.008476526925731
inu.30000068226764,"De Kretser, Michelle.",The rose grower : | a novel of love and the French Revolution / | $c: Michelle de Kretser.,2000,f,,11.008366358432408
mdp.39015003928895,"Gerhardie, William Alexander,",The polyglots / | $c: William Gerhardi.,1947,m,high_female,11.005640390700234
mdp.39015039284107,"Brontë, Charlotte,",Jane Eyre,1890,f,,11.002512240294868
inu.30000086849753,"Ellis, Ron,",Single shot / | $c: Ron Ellis.,2002,m,mixed,11.001980356464165
inu.30000121005353,Two friends.,Panjabi sketches,1899,u,,11.000192503368808
uc2.ark:/13960/t8hd7r52r,"Scott, P. E. S.",The interior,1916,f,high_female,10.997107760658944
uc2.ark:/13960/t38059v3c,Bartimeus.,"The navy eternal, which is the navy-that-floats",1918,u,high_male,10.996110126042913
uiuo.ark:/13960/t6xw53365,"Westall, William,",Roy of Roy's court,1892,m,,10.99481044946785
njp.32101064791328,"Webster, Grace.",Raymond Revilloyd,1849,f,,10.992980196931388
mdp.39015070528594,"Donatti, Arthur Louis.","The orphan of Novogorod, an Illyrian tale",1841,m,high_male,10.992876615952865
uc1.b4102523,"Bedingfield, Richard,",The miser's son,1845,m,mixed,10.985590567039566
mdp.39015041912638,"Jackson, Carl.",Nor the battle to the strong / | $c: Carl Jackson.,1997,m,mixed,10.984554027106498
inu.30000120843333,"Sisson, Rosemary Anne.",Escape from the dark / | $c: Rosemary Anne Sisson.,1976,f,mixed,10.982674830454958
nyp.33433074873260,"Knox,",Harry Mowbray,1843,u,mixed,10.979915201270291
njp.32101067645588,"Hill, G. D.","Scenes of 1792; or, A tale of revolution",1848,u,,10.97959990337952
uiuo.ark:/13960/t3pv6zv7w,"Cobbold, Richard,","Freston Tower, or, The early days of Cardinal Wolsey",1850,m,mixed,10.97333479644464
uc2.ark:/13960/t6rx9gb7n,"Lawrence, George A.","Maurice Dering, or, The quadrilateral",1864,m,,10.967517867914529
uc1.b3548239,"Disraeli, Isaac,","Despotism: or, The fall of the Jesuits",1811,m,high_male,10.96611470555982
njp.32101067172971,"Scott, Walter,",Novels and tales of the author of Waverley,1819,m,,10.960620057934706
uc1.32106012156532,,Oxford book of Scottish short stories / | $c: edited by Douglas Dunn,1995,u,,10.959767378937382
uc2.ark:/13960/t4vh5dw67,"Bailey, H. C.",My lady of Orange,1901,m,,10.955902492467818
njp.32101066458082,"Coppard, A. E. (Alfred Edgar),",The black dog and other stories / | $c: by A.E. Coppard.,1923,m,,10.955782461983436
uc1.b3327172,"Roberts, Morley,","Followers of the sea; | a set of sea-comedies, | $c: by Morley Roberts.",1923,u,mixed,10.949904188338351
uc1.$b33738,"Savile, Frank (Frank Mackenzie)","The River of the Giraffe; | a chronicle of desert, stream, and forest shooting in the southern Sudan.",1925,m,high_male,10.946222771270856
uiuo.ark:/13960/t8gf1cd7h,"Murray, Hamilton.",Mildred Vernon;,1848,m,,10.94481079158344
mdp.39015031097713,"Duthie, Eric,",Wild company; : | encounters between man and beast.,1965,m,,10.941747817962984
mdp.39015063973476,"Ward, Humphry,",Milly and Olly;,1881,f,high_female,10.937777717012343
njp.32101064909334,"Maginn, William,",Tales of military life,1829,m,high_male,10.935684505502016
uiuo.ark:/13960/t67371w1v,"Beaton, Patrick.",Marion Leslie,1863,m,mixed,10.935620440236836
mdp.39015022276011,,Disorderly conduct : | the VLS fiction reader / | $c: edited by M. Mark.,1991,u,mixed,10.934385277270776
mdp.39015063923638,"Hornung, E. W.",The unbidden guest,1894,m,high_female,10.93387435763488
nyp.33433073356564,"Gogolʹ, Nikolaĭ Vasilʹevich,",Cossack tales,1860,m,high_male,10.933263360447826
uc2.ark:/13960/t4mk67c3w,"Starkey, E. A. Henry.","Australian shooting sketches, and other stories",1907,m,,10.93271693634035
inu.30000026294847,"Gifford, Barry,",The wild life of Sailor and Lula / | $c: Barry Gifford.,1992,m,mixed,10.931025230793692
uiuo.ark:/13960/t1gh9rg2b,"Alford, Elizabeth M.",Netherton-on-Sea,1869,f,,10.92687190974404
uc1.$b244968,"Stern, G. B. (Gladys Bronwyn),","The patience of a saint; or, Example is better than precept; | being a faithful account of the almost incredible happenings at the millenary of St. Cedric in the ruins of Hallowbridge Abbey.",1958,f,mixed,10.918699364531696
nyp.33433067303812,"Mills, John,",The English fireside,1844,m,,10.914647456887142
mdp.39015064952297,"Jones, Gail,",Sorry / | $c: Gail Jones.,2007,f,high_female,10.911074740861975
uc2.ark:/13960/t6qz27q91,"Andreyev, Leonid,",Judas Iscariot,1910,m,high_male,10.907266420889597
mdp.39015008398441,"Amis, Kingsley.",Russian hide-and-seek : | a melodrama / | $c: Kingsley Amis.,1980,m,mixed,10.905990363070332
njp.32101068971637,"King, Katherine Douglas.",The child who will never grow old,1898,f,mixed,10.902483343428226
uc1.$b236188,"De la Mare, Walter,",The Walter De La Mare omnibus : | Henry Brocken ; The return ; Memoirs of a midget.,1933,m,,10.900744053644118
uc1.$b267542,"Sullivan, Alan,",Under the northern lights.,1940,u,high_male,10.8991825613079
mdp.39015030838687,"Montgomery, Robert Bruce,","Best SF three; | science fiction stories, | $c: edited with an introd. by Edmund Crispin [pseud.]",1958,m,high_male,10.894551634727472
uc2.ark:/13960/t45q4ts2d,"Thomas, Edward,",Light and twilight,1911,m,,10.893542852474196
mdp.39015062819795,"Brown, George Mackay.",Beside the ocean of time / | $c: George Mackay Brown.,2005,m,,10.893394517899209
mdp.39015002762105,"Mais, Roger.",The hills were joyful together / | $c: Roger Mais ; introduction by Daphne Morris.,1981,m,high_male,10.888185592752825
uc1.b3945575,"Sykes, John.",A summer in Turkey.,1970,m,high_male,10.8837614279495
uc1.b3548202,"Conrad, Joseph,",The works of Joseph Conrad.,1923,m,high_male,10.882689786336524
uiuo.ark:/13960/t9n309s64,"Harrison, Joanna.",A northern lily;,1886,f,high_female,10.880406201831534
mdp.39015066185250,"Conrad, Joseph,",The works of Joseph Conrad.,1925,m,high_male,10.877954530150063
mdp.39015081217856,"Shelley, Percy Bysshe,","The works of Percy Bysshe Shelley in verse and prose, now first brought together with many pieces not before published;",1880,m,high_female,10.872292381032032
mdp.39015061103803,"Shacklady, Helen,",Stoppage time / | $c: Helen Shacklady.,2003,f,high_female,10.866415531729931
