htid,author,title,year,authgender,female_category,urban_others
mdp.39015059418114,"Strong, L. A. G. (Leonard Alfred George),","Sea wall, | $c: by L. A. G. Strong.",1933,m,high_male,21.066548500279676
njp.32101067645562,"Griffiths, Arthur,",A wayward woman,1879,m,,21.061840804886348
inu.30000042041305,"Spence, Alan,",Its colours they are fine / | $c: Alan Spence.,1992,m,,21.06002106002106
uiuo.ark:/13960/t71v5vw11,"Drury, Anna H.",Deep waters,1863,f,high_female,21.054847878724075
uc1.b3774113,"Vázquez-Figueroa, Alberto.",Ebano / | $c: Alberto Vazquez-Figueroa ; [translated by Emiliano Piedra].,1977,m,,21.05122144928091
umn.31951002087402u,"Hutchinson, Horace G.",'Bert Edward the Golf Caddie,1903,m,,21.050785018857994
uiuo.ark:/13960/t6qz2mg41,"Gibbon, Charles,",The braes of Yarrow,1881,m,,21.048200378867605
inu.30000011865916,"West,",Ringrove;,1827,f,high_female,21.047567502555776
nc01.ark:/13960/t7rn45d40,"Penny, F. E.",The unlucky mark,1909,m,,21.043771043771045
uc1.$b244932,"Steni, L.",Soldier adrift / | $c: by L. Steni.,1954,u,high_male,21.04356016955097
uiuo.ark:/13960/t70v8vk1t,"Gibbon, Charles,",In honour bound,1874,m,mixed,21.04266400126256
nyp.33433082290853,"Young, Charles.",The last of the Vikings,1895,m,high_male,21.032951624211265
njp.32101066121326,"Campbell, Harriette,",The only daughter,1839,f,high_female,21.029167455260446
uiuo.ark:/13960/t0ks76v3s,"Marsh-Caldwell, Anne,","Time, the avenger",1851,f,,21.028453114637422
uc1.$b803497,"Yeulett, M.","The graven image,",1939,u,mixed,21.0221433243016
uiuo.ark:/13960/t7br9fp5k,"Trollope, Frances Milton,",The Robertses on their travels,1846,f,high_female,21.019995270501063
mdp.39015063560455,"Horne, R. H.",The dreamer and the worker,1851,m,,21.019995270501063
mdp.39015063973427,"Ward, Humphry,",Robert Elsmere,1888,f,,21.017991400638948
uiuo.ark:/13960/t5m90sg4k,"Oliphant,",Harry Muir,1853,f,,21.016431027894537
mdp.39015050245623,"Dunmore, Helen,",Ice cream / | $c: Helen Dunmore.,2000,f,mixed,21.016129879682655
uiuo.ark:/13960/t9s18mq71,"Sutherland, Alexander,",Macrimmon,1823,m,high_male,21.016029498863222
mdp.39015019139545,"Vincenz, Stanisław,","On the high uplands : | sagas, songs, tales and legends of the Carpathians / | $f: translated by H.C. Stevens; illus. by Z. Czermanski. -",1955,u,high_male,21.015415425314924
mdp.39015051313727,,Chartist fiction / | $c: edited by Ian Haywood.,1999,u,,21.01360631008578
mdp.39015034935109,"Forbes, Bryan,",Partly cloudy / | $c: Bryan Forbes.,1995,m,,21.009506801827825
uc1.$b305461,"Heidenstam, Verner von,",The tree of the Folkungs.,1925,u,,21.00554793589601
mdp.39015065767926,"Eliot, George,",The works of George Eliot,1878,f,,21.005049613927188
mdp.39015048751526,"Pearce, Brian Louis.",The goldhawk variations : | rites of passage / | $c: Brian Louis Pearce.,1999,m,high_male,21.004831111155564
inu.32000000855694,"Powys, John Cowper,","Morwyn; | or, The vengeance of God, | $c: by John Cowper Powys.",1937,m,high_male,21.00068252218197
uiuo.ark:/13960/t9t15cp7v,"Hawker, Edward,","Arthur Montague, or, An only son at sea",1850,m,,20.999212529530144
coo.31924003055195,"Browning, George Henry,","The children's story-book of bees, | $c: by Gareth H. Browning.",1933,m,,20.99737532808399
mdp.39015062087070,"Ali, Monica.",Brick Lane / | $c: Monica Ali.,2003,f,high_female,20.995171110644552
wu.89006931943,"Visiak, E. H.",The war of the schools,1912,u,high_male,20.9944364743343
mdp.39015014859014,"Thacker, Eric.",Musrum | $c: [by] Eric Thacker & Anthony Earnshaw.,1968,m,,20.990764063811923
inu.39000005534958,"Sheffield, John.",The original Robin Hood : | a translation of the early tales / | $c: John Sheffield ; illustrated by John Clark.,1982,m,high_male,20.98745999265439
nyp.33433075765499,"Vachell, Horace Annesley,",Brothers,1905,m,mixed,20.985037668142613
mdp.39015004762236,"Rilke, Rainer Maria,","The notebook of Malte Laurids Brigge | $c: [by] Rainer Maria Rilke, translated by John Linton.",1930,u,high_female,20.982230673398465
mdp.39015046311257,"McHardy, Stuart.",The silver chanter and other piper tales / | $c: by Stuart McHardy.,2004,m,high_male,20.981955518254303
mdp.39015042984644,"Meredith, Christopher,",Sidereal time / | $c: Christopher Meredith.,1998,m,mixed,20.97685921215333
mdp.39015059433303,"Tynan, Katharine,","Pat the adventurer, | $c: by Katharine Tynan.",1923,f,,20.97535395909806
uiuo.ark:/13960/t85h7wt97,"Hawker, Edward,","Arthur Montague, or, An only son at sea",1850,m,,20.971897657139433
uiuo.ark:/13960/t7jq1b680,"Ouida,",Guilderoy,1889,f,mixed,20.969771268187245
nyp.33433074930565,"Brougham and Vaux, Henry Brougham,",Albert Lunel;,1844,m,,20.96368444817132
inu.30000110569641,"Vernon, Roland,",A dark enchantment / | $c: Roland Vernon.,2008,m,high_male,20.957117206926043
njp.32101067632610,"Ouida,",Princess Napraxine,1884,f,mixed,20.94761786308113
nyp.33433074920582,"Bailey, H. C.",THe master of gray,1903,m,high_male,20.945640550760107
nyp.33433074902606,"MacWalter, J. G.",Tales of Ireland and the Irish,1854,u,,20.94240837696335
mdp.39015053654912,"Edgeworth, Maria,",Tales of fashionable life,1809,f,,20.93831572188333
uiuo.ark:/13960/t1sf3dv00,"Tottenham, G. L.","Harry Egerton, or, The younger son of the day",1869,u,,20.93701180525358
hvd.32044097914550,"Cooper, James Fenimore,",The spy; a tale of the neutral ground;,1825,m,,20.934988807832905
hvd.hwadc2,"Scott, Walter,",The Waverley novels,1829,m,mixed,20.934867440419367
uc1.$b164889,"Bacchelli, Riccardo,",Son of Stalin. | $c: Translated from the Italian by Kathleen Nott.,1956,m,high_male,20.932246125155803
mdp.39015011535948,"Williamson, Henry,",The gale of the world.,1969,m,,20.931762454398662
mdp.39015031918884,"Poli͡akov, A. (Aleksandr),","With a Soviet unit through the Nazi lines | $c: [by] A. Polyakov. Published by authority of Soviet war news, issued by the Press department of the Soviet embassy in London.",1941,u,,20.930354246245617
uc2.ark:/13960/t5t72927s,"O'Donovan, Gerald,",Father Ralph,1913,m,,20.915751353547908
mdp.39015055803038,,"Women who did : | stories by men and women, 1890-1914 / | $c: edited with an introduction and notes by Angelique Richardson.",2002,u,high_female,20.91546061755171
mdp.39015008921614,"Williamson, Henry,",Donkey boy / | $c: Henry Williamson.,1952,m,mixed,20.91520535429257
uiuo.ark:/13960/t7br93d5v,"Collins, Wilkie,",The frozen deep,1874,m,,20.911315112607433
inu.39000000175047,"Matthee, Dalene,",The mulberry forest / | $c: Dalene Matthee.,1989,f,mixed,20.910294835157174
uiuo.ark:/13960/t1bk1qm5k,"Davidson, Hugh Coleman,",The old Adam,1888,m,high_male,20.909764860189707
uc1.b2834851,"Szymański, Leszek,",On the wallaby track.,1967,u,mixed,20.909764860189707
mdp.39015008922067,"Sandel, Cora,",The leech. | $c: Translated from the Norwegian by Elizabeth Rokkan.,1960,f,,20.907926717716855
uiuo.ark:/13960/t73v07t79,"Yates, Edmund Hodgson,",Dr. Wainwright's patient,1871,m,,20.907016046134814
mdp.39015026867310,"Lao, She,","Heavensent, | $c: by Shu She-yu.",1951,u,mixed,20.904797651060917
mdp.39015030126505,"Roscoe, Thomas,",The German novelists,1826,m,,20.903883941636355
uc2.ark:/13960/t8sb4084m,"Cronin, Bernard.",The coastlanders,1918,m,high_male,20.902801970835615
njp.32101068971843,"Kingsley, Henry,",Stretton,1869,m,,20.897297818643604
uc2.ark:/13960/t6n016x1s,"Watson, Gilbert,",Sunshine and sentiment in portugal,1904,m,,20.89679394957443
njp.32101066121847,"Gore,",The diamond and the pearl,1849,f,high_female,20.895834266183076
uiuo.ark:/13960/t17m0z22w,"Williams, F.,","The secret marriage, or, Contrasts in life",1855,u,,20.893456430614137
uc1.b3339478,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,20.891397966887133
uc2.ark:/13960/fk78s4k46s,"Hutton, Samuel King,",By Eskimo dog-sled and kayak;,1919,m,high_male,20.890703636881586
uiuo.ark:/13960/t98635387,"Oliphant,",Within the precincts,1879,f,high_female,20.890637512621428
uiuo.ark:/13960/t9s18g576,"Cooper, Katherine,",The High Mills,1875,f,mixed,20.890423584059377
nyp.33433076078942,"Scott, Walter,",The handy volume  Waverly,1877,m,,20.886710482343766
njp.32101066456847,"Clifford, Charles Cavendish,",Travels,1865,m,,20.883511771339467
wu.89092530526,,"Blighted ambition, or, The rise and fall of the Earl of Somerset",1822,u,,20.881186051367717
mdp.39015008776349,"Campbell, Michael,",Lord dismiss us.,1967,m,,20.880160163110897
uc1.b3272172,"Kearton, Richard,","The adventures of Cock Robin and his mate, | $c: by R. Kearton...With upwards of 120 illustrations from photographs taken direct from nature by Cherry and Richard Kearton.",1923,u,,20.876204109629896
uc1.$b289593,"Linnankoski, Johannes,",The song of the blood-red flower / | $c: by Johannes Linnankoski [i. e. V. Peltonen].,1920,u,high_male,20.87477590314104
uiuo.ark:/13960/t82j72z1n,"Tabor, Eliza.",Hope Meredith,1874,f,high_female,20.874480145157925
nyp.33433074867304,"Jacob, Violet,",Irresolute Catherine,1908,f,,20.869565217391305
nyp.33433075859409,,The Italian novelists,1825,m,high_male,20.868597398381524
dul1.ark:/13960/t8df7h88h,"Morgan,",Florence Macarthy,1818,f,mixed,20.86777854471323
mdp.39015066836878,"Rickman, Philip.",The remains of an altar / | $c: Phil Rickman.,2006,m,mixed,20.86644859182158
mdp.39015065780770,"Marryat, Frederick,",The novels of Captain Marryat,1896,m,high_female,20.8656751297845
inu.32000009125503,"O'Connor, Frank,",Crab apple jelly; | stories and tales | $c: by Frank O'Connor [pseud.],1944,m,,20.865500980678547
uc2.ark:/13960/t3pv6qg0p,Bartimeus.,A tall ship on other naval occasions,1918,u,,20.86288909288158
mdp.39015073480686,"Henty, G. A.",The young buglers,1880,m,high_male,20.85747392815759
uiuo.ark:/13960/t7hq4mz42,"Burdon, Hannah D.",The ward of the crown,1845,f,mixed,20.85661080074488
mdp.39015037443309,"French, Sean,",The dreamer of dreams / | $c: Sean French.,1995,m,high_male,20.856416606921723
mdp.39015069302597,"Harris, Joanne,",The lollipop shoes / | $c: Joanne Harris.,2007,f,,20.856175811603183
nyp.33433074895115,"Marshall, Emma,",Under the dome of St. Paul's;,1898,f,mixed,20.85480151135973
uc2.ark:/13960/t1qf8mt9n,"Larrouy, Maurice,",The odyssey of a torpedoed tramp,1918,m,high_male,20.851951146857314
uc2.ark:/13960/t2s46jq43,"Halifax, Robert.",The grip of gold,1907,m,,20.84925985127528
nyp.33433074877428,"King, R. J.",Anschar,1850,u,high_male,20.848690627768967
wu.89017937079,"Jersild, P. C. (Per Christian),",A living soul / | $c: P.C. Jersild ; translated by Rika Lesser.,1988,m,mixed,20.846652027684353
uiuo.ark:/13960/t70v94b8r,"Sturgis, Julian,",Dick's wandering,1882,m,mixed,20.8425001736875
uc1.32106015471367,"Nicolson, Adam,",Perch Hill : | a new life / | $c: Adam Nicolson,1999,m,mixed,20.842474769635807
uc1.$b300255,"Flandrau, Grace,","Under the sun; | tales of love and death, | $c: by Grace Flandrau.",1936,f,mixed,20.84156026501689
inu.32000002526954,"Strong, L. A. G. (Leonard Alfred George),",Trevannion / | $c: by L.A.G. Strong.,1948,m,mixed,20.84114876411988
mdp.39015030848900,"Bailey, Paul,",Trespasses.,1970,m,,20.83567066818393
mdp.39015030747458,"Herbert, A. P. (Alan Patrick),",Topsy turvy.,1947,m,,20.83381559758328
uc1.b3810595,"Coggin, Joan.",'And why not knowing' / | $c: by Joan Coggin.,1929,f,high_female,20.832519563037902
ucm.5320307018,,"Tales, anecdotes, and letters",1800,m,high_male,20.83188667453649
uiuo.ark:/13960/t6543c86j,"Rhodes, Henrietta.",Rosalie,1811,f,high_female,20.830233596191043
mdp.39015027323727,"Moore, William Geoffrey.","Early bird, | $c: by W. Geoffrey Moore.",1963,m,high_male,20.825740615400637
nyp.33433082246376,"Dickens, Charles,",Bleak house,1866,m,,20.825041881473116
uc1.32106014589995,"Rouaud, Jean","The world, more or less / | $c: Jean Rouaud ; translated from the French by Barbara Wright",1998,f,mixed,20.823500013882335
njp.32101064751637,"Wall, D.","Twenty years confinement, or, The Casimirs",1819,u,mixed,20.82333138596623
uiuo.ark:/13960/t7qn6pv8d,"Oliphant,",The house on the moor,1861,f,mixed,20.821321032737522
uc1.$b85964,"Bensusan, S. L. (Samuel Levy),",Right forward folk. | $c: Illustrated by Joan Rickarby.,1949,m,mixed,20.820040968467712
mdp.39015063751930,"Banim, John,",The smuggler;,1831,m,mixed,20.818153429790776
uc2.ark:/13960/t5v69fb7n,"Smart, Hawley,",A false start,1887,m,,20.817912657290897
mdp.39015047612851,"Ward, R. Plumer",De Vere;,1827,m,mixed,20.814361909717704
inu.39000003683104,"Grant, Marcus.",Horror / | Marcus Grant.,1974,m,high_male,20.81382037673015
uc2.ark:/13960/t40r9tv6x,"Somerville, E. Œ.",Dan Russell the fox,1911,f,high_female,20.813098376578328
mdp.39015063623832,"Priestman, Edmund Yerbury,",With a B.-P. scout in Gallipoli;,1917,m,high_male,20.810210876803552
uiuo.ark:/13960/t3611jx79,"Martineau, Harriet,",The hour and the man,1841,f,,20.809056101215248
uiuo.ark:/13960/t9p27fq32,"Norton, Caroline Sheridan,",Old Sir Douglas,1868,f,,20.80608726667459
mdp.39015039248052,"Mackenzie, Henry,",The works of Henry Mackenzie,1815,m,high_female,20.805881129065817
uc1.32106015514182,"Duthie, Niall",Lobster moth,1999,m,mixed,20.804798973629918
mdp.39015011937029,"Zangwill, Israel,",The old maids' club,1893,m,mixed,20.802807474539172
uc1.$b322796,"Bowen, Marjorie,",Dark Rosaleen / | $c: by Marjorie Bowen.,1932,f,mixed,20.801866741432796
uiuo.ark:/13960/t7qn6n524,"Le Fanu, Joseph Sheridan,",In a glass darkly,1872,m,high_male,20.799101478816116
mdp.39015030723327,"Cole, Barry.",The giver.,1971,m,mixed,20.794652803564798
uiuo.ark:/13960/t75t44v3c,"Marryat, Florence,",A broken blossom,1879,f,,20.791941967379753
uiuo.ark:/13960/t0bv84p5k,"Wallace, Ellen.","Lena, or, The silent woman",1852,f,,20.789300440040194
umn.31951002099754j,"Sir, Jones, L. E. (Lawrence Evelyn),","Jesus, discoverer and genius : | a reintroduction for modern youth / | $c: Lawrence Evelyn Jones.",1948,m,high_male,20.786779608169205
uc1.$b253948,"Val Baker, Denys,",One and all; | a selection of stories from Cornwall.,1951,m,high_female,20.786599572142492
uc1.32106018724085,"MacLaverty, Bernard","Matters of life & death, and other stories / | $c: Bernard MacLaverty",2006,m,,20.785987472978217
uc1.b4948469,"Amis, Kingsley.",Ending up.,1974,m,mixed,20.784835384103758
uc2.ark:/13960/t90868h5r,"Richardson, Dorothy M.",Interim,1919,f,high_female,20.781379883624272
wu.89092496744,"García Márquez, Gabriel,",Of love and other demons / | $c: Gabriel García Márquez ; translation from the Spanish by Edith Grossman.,1995,m,mixed,20.776277268863915
uiuo.ark:/13960/t1zc8641b,"Banks, G. Linnaeus",God's providence house,1865,f,mixed,20.7750477826099
inu.32000004529139,"Praed, Campbell,","Moloch, a story of sacrifice",1883,f,mixed,20.77404075866797
mdp.39015003231316,"Rowlands, Peter.,",The fugitive mind : | the early development of an autistic child.,1972,m,high_male,20.773923060943137
uiuo.ark:/13960/t18k7wb3r,"Alexander,",Found wanting,1893,f,mixed,20.768431983385256
uiuo.ark:/13960/t7xk8z69m,"Norris, W. E.",Miss Wentworth's idea,1891,f,,20.76699432368822
uiuo.ark:/13960/t07w6wk9x,"Lever, Charles James,",The fortunes of Glencore,1857,m,high_male,20.760803602797917
nnc1.0315302644,"Scott, Honoria.","Amatory tales of Spain, France, Switzerland, and the Mediterranean",1810,f,,20.756115641215715
dul1.ark:/13960/t6pz5zn09,"Morgan,",Florence Macarthy,1818,f,mixed,20.75593100728533
njp.32101066454966,"Blessington, Marguerite,",The confessions of an elderly lady,1838,f,high_female,20.754884810389303
njp.32101076479086,"Balzac, Honoré de,",Comedy of human life,1887,f,,20.743706990629256
mdp.39015012304658,"Balchin, Nigel,",A sort of traitors.,1949,m,,20.74297567414671
uc2.ark:/13960/t0ft8p04b,"Weyman, Stanley John,",A gentleman of France,1893,m,high_male,20.742584526031944
uiuo.ark:/13960/t6d22k211,"Norris, W. E.",Miss Wentworth's idea,1891,f,,20.735893832223578
uc2.ark:/13960/t5cc18t8p,"Uchard, Mario,",My uncle Barbassou,1888,m,mixed,20.726462511010933
uc2.ark:/13960/t0cv4d948,"Deeping, Warwick,",A woman's war;,1907,m,high_female,20.7255931467372
mdp.39015061425164,"Lessing, Doris May,","The story of General Dann and Mara's daughter, Griot and the snow dog / | $c: Doris Lessing.",2005,f,,20.72517383239552
inu.30000007265501,"Braddon, M. E.",Eleanor's victory,1863,f,high_female,20.71794588472535
uc2.ark:/13960/t6736nw0f,"Lawson, Henry,",Children of the bush,1902,m,,20.713693894460157
uiuo.ark:/13960/t4zg7714b,"Pardoe,",The Hungarian castle,1842,f,,20.71079446607572
nyp.33433074865001,"Goodrich, A. M.",The myrtle and the heather,1857,u,high_female,20.710026923035
uiuo.ark:/13960/t6d22890z,"Anderson,","The three paths, or, Truth, vanity, and profession",1852,f,high_female,20.706791827719492
mdp.39015016452388,"Branfield, John.",In the country.,1966,m,mixed,20.70527337431252
uiuo.ark:/13960/t2v41dm1c,"Ainsworth, William Harrison,","Guy Fawkes, or, The gunpowder treason",1841,m,mixed,20.704219519938164
nyp.33433081998316,"Crosland, Newton,",Mrs. Blake,1862,f,high_female,20.702219277906593
uc2.ark:/13960/t4mk68s26,"Noble, Edward,",The grain carriers,1908,m,,20.69787525604699
uc1.32106016517119,"Pérez-Reverte, Arturo",The fencing master / | $c: Arturo Pérez-Reverte ; translated from the Spanish by Margaret Jull Costa,1999,m,high_male,20.697393217791042
mdp.39015066739841,,Outside of a dog-- : | an anthology of new writing / | $c: introduction by Alan Bissett.,2006,u,,20.694293548553986
uc1.31822006630453,"Raabe, H. E",Cannibal nights : | the reminiscences of a free-lance trader / | $c: by H.E. Raabe,1927,u,mixed,20.691665961268964
mdp.39015059521297,"O'Donnell, Elliott,",Animal ghosts; or Animal hauntings & the hereafter,1913,m,,20.688941760628943
uiuo.ark:/13960/t1jh3z86d,"Griffin, Gerald,","Talis qualis, or, Tales of the jury room",1842,m,,20.68833030397068
uc1.b3339464,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,20.685406445752523
uiuo.ark:/13960/t87h23k1f,"Stuart, Esmè,",A mine of wealth,1896,u,high_female,20.681240047153228
nyp.33433081604534,"Black, William,",Judith Shakespeare;,1884,m,high_female,20.679562229574955
uc1.$b266677,"Houghton, Claude,","Captain of the guard, | $c: by Claude Houghton [pseud.] Based on La marseillaise, by Houston Branch.",1930,m,mixed,20.67610875633206
uc2.ark:/13960/t3jw8844m,"Stephens, Robert Neilson,","Captain Ravenshaw, or, The maid of Cheapside",1901,m,mixed,20.67498917024377
mdp.39015016453568,"Beamish, North Ludlow,",Peace campaigns of a cornet,1829,m,,20.673496577387787
uc1.b3322402,"Hodgetts, E. A. Brayley",A Russian wild flower,1897,f,,20.672902992402708
njp.32101068170883,"Howard, Edward,","Outward bound, or, A merchant's adventures",1838,m,,20.671834625322997
uiuo.ark:/13960/t75t47v24,"Rhys, J.","The modern pedagogue, or, Rustic reminiscences",1868,u,,20.665640273199763
njp.32101068551611,"Hugo, Victor,",By order of the king,1870,m,mixed,20.66492432990944
uc1.$b245312,"Lewisohn, Ludwig,","The defeated, | $c: by Ludwig Lewisohn.",1927,m,,20.659530930269163
