htid,author,title,year,authgender,female_category,urban_generics
nc01.ark:/13960/t5hb0039z,"Braddon, M. E.",Aurora Floyd,1863,f,mixed,75.16813925886852
mdp.39015073749023,,The British essayists;,1823,m,high_male,75.1681287134255
nyp.33433075743066,"Scott, Walter,",Guy Mannering;,1815,m,mixed,75.16324517311035
uc1.32106006836651,"Callison, Brian.",The sextant / | $c: Brian Callison.,1981,m,,75.15676354784793
uc2.ark:/13960/t8df6pd80,"Mathews, Basil,","John Williams, the shipbuilder",1915,m,high_male,75.15462139319419
mdp.39015030719143,"Sutcliffe, Halliwell,",Lonesome heights,1919,m,mixed,75.1503006012024
uc2.ark:/13960/t6h12x79v,"Howitt, William,",Madam Dorrington of the Dene,1851,m,,75.14925476989019
mdp.39015080847554,"Oyeyemi, Helen.",White is for witching / | $c: Helen Oyeyemi.,2009,f,high_female,75.14133727725961
uiuo.ark:/13960/t1jh46p9h,"Russell, William Clark,",The emigrant ship,1893,m,,75.1400708930234
mdp.39015066796650,"Lawson, Mary,",The other side of the bridge / | $c: Mary Lawson,2006,f,high_male,75.13029174278552
uc2.ark:/13960/t6833r171,"Lever, Charles James,",[Charles Lever's novels,1872,m,high_male,75.1274160977017
uc2.ark:/13960/t3pv6qg0p,Bartimeus.,A tall ship on other naval occasions,1918,u,,75.1064007343737
nyp.33433074840475,"Dawson, Warrington,",The scourge,1908,u,,75.09255594104361
uc1.b3834475,"Farnol, Jeffery,",The amateur gentleman,1913,m,high_male,75.07894014277869
uiuo.ark:/13960/t6f197g9r,"Cameron, H. Lovett,",Pure gold,1884,f,high_female,75.07859790718409
uiuo.ark:/13960/t2k64vj35,"Gissing, Algernon,",At society's expense,1894,m,high_female,75.07695387772466
inu.32000009368038,"Trollope, Anthony,",Marion Fay,1883,m,mixed,75.07170571891358
hvd.hn66zt,"Lytton, Edward Bulwer Lytton,",The pilgrims of the Rhine,1834,f,high_female,75.06651463321931
uiuo.ark:/13960/t0ht34k80,"Johnston, Henry.",The Dawsons of Glenara,1877,m,,75.06289052990343
uiuo.ark:/13960/t6155758c,"Smart, Hawley,",Hard lines,1883,m,mixed,75.05957854046649
uc1.$b663097,"Kaczér, Illés,","Fear not, my servant Jacob. | A novel | $c: by Illés Kaczér, translated from the Hungarian by Lawrence Wolfe.",1947,u,high_male,75.05358206761012
inu.32000006737318,"Reeman, Douglas.",Path of the storm / | $c: Douglas Reeman.,1966,m,high_male,75.04740717908858
uc2.ark:/13960/t4dn42010,"Marriott, Charles,","""Now""!",1910,m,,75.03975987276841
nyp.33433074929930,"Blessington, Marguerite,",The honey-moon,1837,f,mixed,75.03520882875812
mdp.39015040132519,"Gould, Andre.",A summer's exile / | $c: Andre Gould.,1996,m,high_male,75.03410641200546
mdp.39015011580019,"Barnes, Julian.",Staring at the sun / | $c: Julian Barnes.,1986,m,,75.03282686175201
mdp.39015063963121,"Voynich, E. L.",Olive Latham,1904,f,,75.03001200480192
uc2.ark:/13960/t4mk66m3m,"Cushing, Paul.",The bull i' th' thorn,1840,m,,75.0291231464845
uc2.ark:/13960/t07w69276,"Thurston, E. Temple",The Antagonists,1914,f,mixed,75.02666963647233
uc1.$b298745,"Phillpotts, Eden,",Lying prophets / | $c: by Eden Phillpotts.,1926,m,high_female,75.02089189394515
njp.32101068163789,,Lavinia Fitz-Aubyn,1816,u,high_female,75.01442585112521
nnc1.cu58325697,"Nordhoff, Charles,",Whaling and fishing;,1860,m,,75.01182878838586
mdp.39015063958063,"Cooper, James Fenimore,",The headsman;,1833,m,,75.00797957229493
uiuo.ark:/13960/t9765vr32,"Gore,",The birthright and other tales,1844,f,,74.99414108272791
nyp.33433075739346,"Samarow, Gregor,",For sceptre and crown,1875,m,high_male,74.99168724221607
inu.30000094670225,,Victorian novels of Oxbridge life / | $c: edited and introduced by Christopher Stray.,2004,u,high_female,74.98750208298617
uiuo.ark:/13960/t3126888n,"Gore,",The manners of the day,1830,f,high_female,74.98643862280225
nyp.33433074951645,"Dallas, Robert Charles,",The knights,1808,m,,74.98594013622446
mdp.39015063554326,"Sullivan, Arabella Jane,",Recollections of a chaperon,1883,f,high_female,74.94709616741125
njp.32101068169539,"Gaspey, Thomas William,","Calthorpe; or, Fallen fortunes",1821,m,mixed,74.9470686327781
uiuo.ark:/13960/t6k07r268,"Smith, J. F.",Stanfield Hall,1888,m,,74.94667255990929
uiuo.ark:/13960/t50g45q3f,"Law, Agnes.",Eyes so blue;,1878,f,,74.93710635716452
uc2.ark:/13960/t43r0vm76,"Henty, G. A.",A search for a secret,1867,m,,74.9356022168449
mdp.39015012296037,"Raven, Simon,",Close of play / | $c: Simon Raven.,1986,m,,74.93339253996447
uc1.b3435477,"Middleton, Stanley,",Distractions / | $c: [by] Stanley Middleton.,1975,m,high_female,74.92400565141071
uc2.ark:/13960/t6zw1d58j,"Bojer, Johan,",Our kingdom,1920,m,,74.92330963117941
uiuo.ark:/13960/t7mp5jb63,"Jenkins, Edward,",Lutchmee and Dilloo,1877,m,,74.90461365604737
njp.32101068178902,"Harding, Anne Raikes,","The refugees, an Irish tale",1822,f,,74.9008933301668
uc1.$b271443,"Wood, Frederick F.",Sport and nature in Sussex Downs.,1928,m,,74.9006126486009
uc2.ark:/13960/t1gh9gv00,"Ouida,",Wanda,1883,f,,74.88996935272023
uiuo.ark:/13960/t1gj0366r,"Payn, James,",Walter's word;,1875,m,,74.88347214793306
nyp.33433075758189,"Trafford-Taunton, Winefride.",The redemption of Damian Gier,1904,u,mixed,74.87672082749474
dul1.ark:/13960/t93783d7n,"Gore,","The Hamiltons, or, Official life in 1830",1850,f,high_female,74.87540265027727
uiuo.ark:/13960/t54f25x38,"Greenough, Richard S.,",Treason at home,1865,f,high_female,74.86179361179362
uc1.b4105092,"Morier, James Justinian,","Ayesha, the maid of Kars",1834,m,mixed,74.85568687290368
uc1.b3324572,"Le Fanu, Joseph Sheridan,",Willing to die,1873,m,mixed,74.84140749364443
njp.32101068165867,"Chamier, Frederick,","Walsingham, the gamester",1837,m,mixed,74.84115347018573
mdp.39015016447255,"Cloete, Stuart,","The writing on the wall, | and other African stories.",1968,m,,74.83731019522777
uc2.ark:/13960/t7fq9w41f,"Bennett, Arnold,",The city of pleasure,1907,m,high_female,74.82844210833699
mdp.39015063748019,"Black, William,",White heather,1885,m,,74.82484184749337
uc1.b4938155,"Grand, Sarah.","The Beth book : | being a study of the life of Elizabeth Caldwell Maclure, a woman of genius / | $c: by Sarah Grand ; with a new introduction by Elaine Showalter.",1980,f,high_female,74.82479640306515
njp.32101064912114,"Marryat, Emilia,","Henry Lyle, or, Life and existence",1856,f,mixed,74.81336453209812
mdp.39015005912830,"Barlow, Jane,",A creel of Irish stories,1897,f,high_female,74.81324194382405
njp.32101068169596,"Galt, John,",Eben Erskine;,1833,m,,74.79553177997106
njp.32101063870081,"Marshall, Emma,","Under Salisbury spire, in the days of George Herbert;",1894,f,mixed,74.79140967237477
uiuo.ark:/13960/t4bp0rg08,"Ouida,",Under two flags,1867,f,high_male,74.78282248811671
uiuo.ark:/13960/t40r9r526,"Werner, E.,",No surrender,1881,f,mixed,74.7762054992558
wu.89087899555,"Beresford, J. D.",The Jervaise comedy,1919,m,,74.76303918090122
uc1.$b800678,"Nicole, Christopher.","King Creole, | $c: by Peter Grange.",1966,m,,74.7606385238172
uc1.b4104349,"Rolfe, Frederick,",In his own image,1901,m,,74.75766058360814
mdp.39015082731475,"Eskapa, Shirley.",In a naked place / | $c: Shirley Eskapa.,2008,f,high_female,74.70709352963685
uiuo.ark:/13960/t71v6361b,"Jennings, Louis John,",The Philadelphian,1891,m,mixed,74.69756595248506
nyp.33433074873302,"Langbridge, Rosamond.",Imperial Richenda;,1908,u,high_female,74.69654528478058
uc1.$b115271,"Marshall, Peter,",Excluded from the cemetery.,1966,m,high_male,74.68688957830634
nyp.33433074947817,"Annesley, Maude.",The wine of life,1908,f,mixed,74.68030690537084
mdp.39015063932985,"Lawless, Emily,",With Essex in Ireland;being extracts from a diary kept in Ireland during the year 1599,1890,f,high_male,74.65988275633227
uc2.ark:/13960/t2s46m773,"Mille, Pierre,",Joffre chaps and some others,1915,m,,74.63413051237953
mdp.39015065590286,"Fane, Violet,",The story of Helen Davenant,1889,f,,74.63288688074874
uiuo.ark:/13960/t02z1vw6b,"Peregrine, Peter.",Matilda Montfort,1809,m,mixed,74.62918623091514
mdp.39015028443581,"Salkey, Andrew",Escape to an autumn pavement.,1960,m,mixed,74.62863370371248
mdp.39015022401213,"Wace,","Wace and Layamon, Arthurian chronicles. | $c: Translated by Eugene Mason. Introd. by Gwyn Jones.",1962,u,high_male,74.6278427316409
uiuo.ark:/13960/t1jh42w5m,"Mathews, William,",The two homes,1859,m,mixed,74.61800668170332
hvd.hwadc1,"Scott, Walter,",The Waverley novels,1829,m,high_male,74.61472971292461
uiuo.ark:/13960/t15m6t781,"Lawrence, George A.","Sans merci; or, Kestrels and falcons",1866,m,mixed,74.61209324988961
nyp.33433075735807,"Auerbach, Berthold,","Christian Gellert, and other sketches",1858,m,,74.59323377208659
uc1.b4948571,"Maugham, Robin,",The dividing line / | $c: [by] Robin Maugham.,1979,m,mixed,74.59108103788161
uiuo.ark:/13960/t48p6974b,"Capes, J. M.",The mosaic-worker's daughter,1868,m,high_female,74.58749476977933
uc1.b4974495,"Ellis, Alice Thomas.",Unexplained laughter / | $c: Alice Thomas Ellis.,1985,f,high_female,74.58710708577517
inu.32000004519569,"Proust, Marcel,",Remembrance of things past / | $c: [Marcel Proust ; translated by C.K. Scott Moncrieff].,1949,m,high_female,74.57451914202385
uc1.$b300999,"Graeme, Bruce,","The coming of the Carew; | a fantasy in crime, | $c: by Bruce Graham [pseud.]",1945,m,high_male,74.56718611537381
uc1.$b242789,"Farrell, M. J.,",Treasure hunt / | $c: M.J. Farrell.,1952,u,high_female,74.56180600165183
uc2.ark:/13960/t21c2719w,"Wylde, Henry,",Severed ties,1889,f,,74.5594215996385
uiuo.ark:/13960/t9571t22d,"Gore,","The heir of Selwood, or, Three epochs of a life",1838,f,,74.54283040713074
njp.32101066122530,"Grey, Elizabeth Caroline.",The duke,1839,f,,74.54262773411709
mdp.39015008776612,"U. Htin Aung,",Burmese folk-tales.,1959,u,high_male,74.54033460327977
mdp.39015009211817,"Ekwensi, Cyprian.",Burning grass;,1962,m,high_female,74.53894058525091
uiuo.ark:/13960/t6pz5v56p,"Peregrine, Peter.",Matilda Montfort,1809,m,mixed,74.52231198020688
inu.39000005786780,"Sturt, George,",The Bettesworth book;,1901,m,high_male,74.4975744975745
mdp.39015062286045,"James, G. P. R.","Morley Ernstein; or, The tenants of the heart",1842,m,mixed,74.49685967083849
umn.31951002071214v,"Hilton, Harold H.",My golfing reminiscences,1907,m,high_male,74.47864945382324
njp.32101072915547,"Bungener, Félix,",France before the revolution;,1854,u,high_male,74.47501762132113
uc2.ark:/13960/t92808c97,"Walpole, Hugh,",The wooden horse,1914,m,mixed,74.47125409591898
inu.39000003535965,"Nolen, Barbara,",Voices of Africa / | $c: edited by Barbara Nolen.,1974,f,,74.46831811113302
mdp.39015061326719,"Cross, Victoria.",Anna Lombard / | $c: by Victoria Cross ; edited by Gail Cunningham.,2003,f,high_female,74.4511392755731
mdp.39015006945003,"Martineau, Harriet,",Illustrations of political economy,1832,f,,74.45012427894761
uiuo.ark:/13960/t0ft8vh63,,"Guards, hussars and infantry",1838,u,high_male,74.44284185548783
uiuo.ark:/13960/t9862sg0c,"Besant, Walter,",Ready-money Mortiboy,1872,m,,74.4349709026932
uiuo.ark:/13960/t2m61wn0n,"Feilden, Phoebe M.","Grantham secrets, a novel",1875,f,high_female,74.43377166554426
nyp.33433075861389,"Yoxall, J. H.",Château Royal,1908,m,mixed,74.42960489705064
mdp.39015059405467,"Phillpotts, Eden,","Peacock house and other mysteries, | $c: by Eden Phillpotts.",1926,m,,74.42802066121854
njp.32101068176625,"Doudney, Sarah,",A woman's glory,1883,f,high_female,74.4221650470986
uiuo.ark:/13960/t4sj1vk59,"Gissing, Algernon,",The scholar of Bygate,1897,m,,74.40760102262755
mdp.39015063869773,"Gleig, G. R.",The Chelsea pensioners,1829,m,,74.40693297540194
mdp.39015063749645,"Crawford, F. Marion",An American politician,1884,m,mixed,74.40050363417845
mdp.39015003941658,"Glanville, Brian.",The comic / | $c: Brian Glanville.,1974,m,,74.37542564249614
mdp.39015037450809,"Hart, Josephine.",Oblivion / | $c: Josephine Hart.,1995,f,,74.36690281420016
uiuo.ark:/13960/t57d3fb9t,"Morier, David R.",Photo the Suliote,1857,m,,74.35718216022485
uc2.ark:/13960/t6g15wj1f,"Castle, Agnes (Sweetman),",Incomparable Bellairs,1907,f,mixed,74.35706776749313
uiuo.ark:/13960/t1wd44n7b,"Douglas, Gertrude,",Brown as a berry,1874,f,mixed,74.34850546902565
mdp.39015080859930,"DiRollo, Elaine.",The peachgrowers' almanac / | $c: Elaine di Rollo.,2008,f,,74.33180452316938
uiuo.ark:/13960/t5w66vw4h,,"Harden Hall, or, The three proposals",1847,m,high_female,74.32993747540553
inu.32000005560844,"Charteris, Hugo.",A share of the world.,1953,m,mixed,74.31840006680305
uc1.32106006760877,"Farrell, M. J.,",Time after time / | $c: Molly Keane.,1983,u,high_female,74.31629013079667
uiuo.ark:/13960/t2m62342r,"Kingsley, Charles,","Alton Locke, tailor and poet",1850,m,,74.3059152011889
uiuo.ark:/13960/t1tf09v6t,,"Macalpine, or, On Scottish ground",1872,u,mixed,74.29420505200595
njp.32101063579070,,The lairds of Fife,1828,u,high_female,74.29060546843456
njp.32101065704148,"Quiller-Couch, Arthur Thomas,",The astonishing history of Troy town,1893,m,,74.28656327500886
uc2.ark:/13960/t9k35pm95,"Penny, F. E.",The Rajah,1911,m,,74.27939924271247
uc2.ark:/13960/t6057gp7z,"Loomis, Laura Hibbard,","Three Middle English romances: King Horn, Havelok, Beves of Hampton",1911,f,,74.26661715558856
mdp.39015029470096,"Day, Lal Behari,",Govinda Sámanta,1874,m,,74.24531326460017
uc1.$b168583,"Boulle, Pierre,","Time out of mind, | and other stories. | $c: Translated from the French by Xan Fielding.",1966,m,high_male,74.2084432717678
mdp.39015003931147,"Godwin, William,",Fleetwood,1832,m,,74.20021895146576
uc2.ark:/13960/t6834182f,"Philips, F. C.",Social vicissitudes,1886,m,,74.19712070874861
uiuo.ark:/13960/t5z60vf41,,Caught napping,1866,u,,74.19498441905327
uc2.ark:/13960/t5cc13k70,"Field, Isobel,",Memories of Vailima,1903,u,high_male,74.19266664063416
uiuo.ark:/13960/t12n5sm4n,"Wills, W. G.",Notice to quit,1861,m,mixed,74.1926098341577
uiuo.ark:/13960/t54f2fn0j,"Vane, Capel.",The desire of the moth,1895,f,high_female,74.1887207562133
uiuo.ark:/13960/t8rb7n92s,"Payn, James,",The burnt million,1890,m,,74.17757767082406
nyp.33433082521190,"Charlesworth, Maria Louisa,",Ministering children,1855,f,,74.17721057207653
mdp.39015058486674,"Strong, L. A. G. (Leonard Alfred George),",English domestic life during the last 200 years; | an anthology selected from the novelists.,1950,m,,74.17370492711197
mdp.39015051149527,"Harriott, Ted,",The last proud rider / | $c: Ted Harriott.,1981,m,,74.16248537029097
nyp.33433074865316,"Buckrose, J. E.,",The wood end;,1906,f,high_female,74.1569065976105
uiuo.ark:/13960/t3st84p72,"Merrick, Leonard,",Violet Moses,1891,m,high_female,74.15254237288136
uiuo.ark:/13960/t17m0xn5j,"Robinson, Emma,","Whitefriars, or, The days of Charles the Second",1844,f,high_male,74.15080966141431
wu.89015991052,"Ainsworth, William Harrison,",The South-Sea bubble,1902,m,mixed,74.14934226787136
uc2.ark:/13960/t9n29rb96,"Horton, Samuel.",Mustard and cress,1921,m,,74.1392309625534
nyp.33433082432323,"Corner, Caroline.",Ceylon,1908,f,high_female,74.13615265600825
uiuo.ark:/13960/t6c25fw5w,"Muir, Alan,",Golden girls,1883,m,mixed,74.13344019234623
nyp.33433074902697,"Macmillan, Malcolm Kingsley.",Dagonet the jester,1886,m,,74.13160124258684
uiuo.ark:/13960/t8w95sr1x,"Wethered, Charles,",Richer than wealth,1884,f,high_female,74.12452920907124
mdp.39015063870102,"Fraser, James Baillie,",The Kuzzilbash,1828,m,,74.10235106550199
uc2.ark:/13960/t6834159g,"Blackmore, R. D.",Kit and Kitty,1890,m,,74.08504963698326
uiuo.ark:/13960/t4bp0kq7q,"Marryat, Florence,",On circumstantial evidence,1889,f,high_female,74.07126035098382
uc1.32106006671884,"Pym, Barbara.",Jane and Prudence / | $c: Barbara Pym.,1953,f,,74.04875825928457
uc1.32106016352715,"Woodrell, Daniel",Woe to live on / | $c: Daniel Woodrell,1994,m,high_male,74.02544799363102
mdp.39015067164361,,"Pather panchali. | Song of the road: a Bengali novel, | $c: by Bibhutibhushan Banerji; translated into English by T. W. Clark and Tarapada Mukherji.",1968,u,,74.01044075860702
uc2.ark:/13960/t3cz3700q,"Pratt, Ambrose,",A daughter of the bush,1912,m,high_female,73.99775196702885
mdp.39015027198657,"Galli de Bibiena, Jean,",The fairy doll (La poupée) | $c: Translated from the French of Jean-Galli de Bibiena by H.B.V. [Vyvyan Beresford Holland] With an introduction by Shane Leslie.,1925,f,high_female,73.99434952240011
uc2.ark:/13960/t10p0xs0f,"Harding, Ellison.",The woman who vowed,1908,m,high_female,73.98937243559561
uc1.b3327633,"Quiller-Couch, Arthur,",The astonishing history of Troy town,1913,m,,73.98807084642353
uc1.$b299114,"Purtscher, Nora van Wyderbruck,","Placidia's daughter, | a novel.",1952,f,high_female,73.98775502654311
mdp.39015063869799,"Gleig, G. R.",The Chelsea pensioners,1829,m,,73.98091292446549
uc2.ark:/13960/t3vt1jm0q,"Baillie, W. W.,",Days and nights of shikar,1921,f,,73.9663835539572
wu.89009785056,"Fox-Davies, Arthur Charles,",The Mauleverer murders,1907,m,,73.9501917016508
uc1.$b808697,"Wilde, Oscar,",The picture of Dorian Gray,1891,m,high_male,73.94446874544356
njp.32101068971843,"Kingsley, Henry,",Stretton,1869,m,,73.9442845890466
uiuo.ark:/13960/t2891v18z,"Nugent, Norman.",The amusements of a man of fashion,1873,m,,73.94227880860504
uiuo.ark:/13960/t58d05r35,"Banks, G. Linnaeus",God's providence house,1865,f,mixed,73.94029018533558
uc1.b3872937,"Hartley, L. P. (Leslie Poles),",Simonetta Perkins / | $c: by L. P. Hartley,1952,m,high_female,73.92622163081245
uiuo.ark:/13960/t2n593s79,"O'Keeffe, Adelaide,",Dudley,1819,f,mixed,73.92324951042059
mdp.39015055858453,"Cooper, Dennis,",My loose thread / | $c: Dennis Cooper.,2002,m,high_male,73.91314086052815
uc2.ark:/13960/t53f4wx3d,"Milit͡syna, E.",The village priest,1918,u,high_male,73.9082233767363
inu.30000055877900,"Wace,",Arthurian chronicles | $c: [by] Wace and Layamon.,1937,u,high_male,73.90644621180411
mdp.39015076168940,"Garrood, Frances.",Dead Ernest / | $c: Frances Garrood.,2007,f,high_female,73.89918998809935
uc1.$b808696,"Cleugh, James.","Captain Thomas Johnstone, 1772-1839: | smuggler's reach.",1955,m,high_male,73.89774644571459
uiuo.ark:/13960/t5bc4gn4t,"Lemon, Mark,",Loved at last,1864,m,mixed,73.89162561576354
uc1.b3325348,"Vachell, Horace Annesley,","The actor; | a chronicle, | $c: by Horace Annesley Vachell.",1928,m,high_female,73.88769071012062
mdp.39015014233855,"Vansittart, Peter.",Parsifal : | a novel / | $c: Peter Vansittart.,1988,m,,73.88731042572802
uc2.ark:/13960/t3nv9g56g,"Smart, Hawley,","Cecile; or, Modern idolaters",1871,m,,73.88134014326556
mdp.39015007028312,L. E. L.,Romance and reality,1831,f,high_female,73.88057732393995
uiuo.ark:/13960/t3tt5933r,"Austin, Alfred,",Jessie's expiation,1867,m,mixed,73.87949433590543
uc1.b4973307,,Anthology of British women writers / | $c: edited by Dale Spender and Janet Todd.,1989,u,high_female,73.87839168980031
hvd.hweccr,"Lytton, Edward Bulwer Lytton,","Godolphin, or, The oath",1833,m,,73.87534507562502
