htid,author,title,year,authgender,female_category,intl_subcountry_intensity
njp.32101076207701,,Tales from  Blackwood,1858,u,mixed,108.71481459716756
uc1.b3435509,"Christopher, John,",The world in winter / | $c: by John Christopher.,1962,m,,108.7145590537485
uc2.ark:/13960/t4vh5cx68,"Harland, Henry,",Mea culpa,1891,m,high_male,108.69839985843927
uiuo.ark:/13960/t4qj82c8k,"Somers, Robert,",The martyr of Glencree,1878,m,high_female,108.68896499395032
njp.32101067644060,"Ferrier, Susan,",The novels of Susan Edmonstone Ferrier,1894,f,high_female,108.65371745309383
mdp.39015063276706,"Taylor, Chad,",Departure lounge / | $c: Chad Taylor.,2006,m,,108.65022983702464
nyp.33433075768519,"Wilde, Oscar,","Lord Arthur Savile's crime, & other stories",1891,m,,108.61694424330196
mdp.49015002262708,"Valenzuela, Luisa,",The Lizard's tail / | $c: Luisa Valenzuela ; translated from the Spanish by Gregory Rabassa.,1994,f,high_male,108.59221942345368
nc01.ark:/13960/t8pc43f12,"La Motte-Fouqué, Friedrich Heinrich Karl,",Undine,1909,m,high_female,108.58065593852665
mdp.39015008236047,"Colegate, Isabel.",Agatha.,1973,f,mixed,108.56103117689334
mdp.39015064001236,,Sketches of character,1808,u,high_female,108.5459023921847
mdp.39015068802886,"Walsh, John,",Sunday at the cross bones : | a novel / | $c: John Walsh.,2007,m,,108.53501950238632
mdp.39015063558327,"Oliphant,",Zaidee,1856,f,high_female,108.52830569647408
uiuo.ark:/13960/t2k64tj09,"Cuthbertson, Catherine.",Forest of Montalbano,1810,f,mixed,108.52539718057731
uiuo.ark:/13960/t31267f8g,"Dering, Edward Henage,",Freville Chase,1890,m,mixed,108.5138400110312
mdp.39015065780473,"Besant, Walter,",Herr Paulus;,1888,m,,108.4973122256744
mdp.39015057576988,,Kin : | new fiction by black and Asian women / | $c: edited by Karen McCarthy.,2003,u,high_female,108.48890454385348
uiuo.ark:/13960/t0bv8186f,"Craik, Georgiana M.",Dorcas,1879,f,high_female,108.46864932247566
mdp.39015067683691,"Fletcher, Susan,",Oystercatchers / | $c: Susan Fletcher.,2007,f,high_female,108.44294011813707
mdp.39015066885149,"Malouf, David,",Every move you make / | $c: David Malouf.,2007,m,mixed,108.42756204797024
mdp.39015035069544,"Moore, William Usborne,",The voices;,1913,m,,108.42441347295926
uc1.32106006598657,,"Arab stories, East and West / | $c: translated with an introd. by R. Y. Ebied and M. J. L. Young.",1977,u,,108.41983852364476
mdp.39015003699934,"Garnett, David,",A net for Venus.,1959,m,mixed,108.41641330222254
nyp.33433074970652,"Chatelain, Clara de,",Truly noble,1870,f,high_male,108.401935524414
uc1.$b106044,"Tilsley, Frank,",Brother Nap.,1954,m,,108.3935150088444
mdp.39015037452037,"Murdoch, Iris.",Jackson's dilemma / | $c: Iris Murdoch.,1995,f,,108.39212228101115
uc2.ark:/13960/t2794d130,"Quiller-Couch, Arthur,",Mortallone and Aunt Trinidad;,1917,m,high_male,108.38742201777048
uc1.b4948511,"Boyd, William,",On the Yankee station and other stories / | $c: by William Boyd.,1981,m,,108.38205437420817
nyp.33433076078918,"Scott, Walter,",The handy volume  Waverly,1877,m,,108.3612975391499
uc1.b2849133,"Haggard, William.","Haggard for your holiday: | three complete novels, | $c: by William Haggard.",1969,m,high_male,108.3590608258642
uc1.32106012743099,"MacAndrew, Amanda,","Party pieces : | a novel set in England and Scotland, 1968-1995 / | $c: Amanda MacAndrew",1996,f,,108.32801723619116
mdp.39015065780994,"Marryat, Frederick,",The novels of Captain Marryat,1896,m,mixed,108.31086357961703
uiuo.ark:/13960/t13n2hn5f,,Dunsany,1818,u,,108.3065626434144
uc1.$b322271,"Loch, Joice NanKivell,",The river of a hundred ways : | life in the war-devastated areas of eastern Poland / | $c: by Joice M. Nankivell and Sydney Loch.,1924,u,,108.28656322218552
uc2.ark:/13960/t4gm86c0w,"Ainsworth, William Harrison,",Beatrice Tyldesley,1878,m,,108.28370330265297
njp.32101064912247,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,,108.26470346671049
uiuo.ark:/13960/t1vd73m79,"Boyle, Frederick,",The golden prime,1882,m,mixed,108.25688073394495
uiuo.ark:/13960/t08w3xf3t,"Marryat, Florence,",Véronique,1869,f,,108.24820856837934
mdp.39015045695924,"Gébler, Carlo,",W9 & other lives / | $c: Carlo Gébler.,1998,m,,108.24771635300148
mdp.39015054028231,"Rushdie, Salman.",Haroun and the sea of stories / | $c: Salman Rushdie.,1990,m,high_male,108.23304960375695
uiuo.ark:/13960/t2s46z17j,,Captain Herbert,1864,u,,108.2101823659838
uc1.b3472662,"Cilento, Diane.",The manipulator / | $c: Diane Cilento.,1967,f,high_male,108.20622011239485
uiuo.ark:/13960/t5m90kk6d,"Eden, Emily,",The semi-attached couple,1860,f,high_female,108.20258853884889
uc1.31158011611125,"Penny, F. E.",The inevitable law,1908,m,,108.19908631882664
mdp.39015063239902,"Miano, Sarah Emily.",Van Rijn / | $c: Sarah Miano.,2006,f,mixed,108.19444086658596
inu.30000092835010,"Fowler, Christopher.",Demonized : | short stories / | $c: by Christopher Fowler.,2003,m,,108.1887315659006
mdp.39015019623761,"Lynch, Malcolm.",The kid from Angel Meadow.,1989,m,high_female,108.18692819680616
mdp.39015033791511,"Zangwill, Israel,",Children of the Ghetto,1892,m,,108.18463511058872
inu.30000092665771,"Brome, Vincent,",Retribution / | $c: Vincent Brome.,2001,m,,108.18169662935009
uc2.ark:/13960/t6xw4dn8n,"Ainsworth, William Harrison,",Beatrice Tyldesley,1878,m,,108.18154372547048
mdp.39015014582327,"(John Innes Mackintosh), Stewart, J. I. M.",An acre of grass; | $c: a novel [by] J. I. M. Stewart.,1966,m,,108.16713367397396
nyp.33433074935119,"Capes, Bernard Edward Joseph,",The extraordinary confessions of Diana Please,1904,m,,108.16657652785292
uiuo.ark:/13960/t41r72r9g,"Blake, Louise Pilkington,",Mrs. Grey's reminiscences,1878,f,high_female,108.16468946266572
mdp.39015001697328,"Hughes, M. V. (Mary Vivian),","A London family, 1870-1900; | a trilogy | $c: by M. V. Hughes.",1946,f,,108.16164817749602
mdp.39015059421894,"Jefferies, Richard,",World's end,1877,m,,108.14464346062864
uc2.ark:/13960/t2b854322,"Symonds, Margaret,",A child of the Alps,1920,f,high_female,108.12536737226333
mdp.49015000711896,"Reid, John Macnair,",Scottish short stories. | $c: Selected with an introduction by J. M. Reid.,1963,m,mixed,108.10810810810813
mdp.39015037389247,,More stories from the Raj and after : | from Kipling to the present day / | $c: selected and introduced by Saros Cowasjee.,1986,u,,108.1070259556961
mdp.39015001751547,"Dahl, Roald.","The best of Roald Dahl : | stories from Over to you, Someone like you, Kiss kiss, Switch bitch / | $c: Roald Dahl ; introduction by James Cameron.",1983,m,mixed,108.10440635516947
mdp.39015008836739,,Territorial song : | contemporary writing from Finland / | $c: selected and translated by Herbert Lomas.,1981,u,high_male,108.10149302439424
uiuo.ark:/13960/t3zs3108n,"Besant, Walter,",All in a garden fair;,1883,m,,108.101151792034
uiuo.ark:/13960/t63495946,"Soltera, Maria.",The fat of the land,1888,f,,108.10008796379708
uiuo.ark:/13960/t42r4c855,"Braddon, M. E.",Dead men's shoes,1876,f,,108.09945149537576
uc1.32106011608509,"McCabe, Pat,",The dead school / | $c: Patrick McCabe,1995,u,mixed,108.0858970236181
uiuo.ark:/13960/t5h99kx2f,"Hatton, Joseph,",Bitter sweets,1865,m,,108.08360790056308
nyp.33433075727382,"Fitzgerald, Percy Hetherington,",Never forgotten,1865,m,mixed,108.08136052295752
hvd.hxcqxf,,The hundred merry tales,1831,u,high_male,108.07695078896174
nyp.33433075722755,"Dudeney, Henry,",The maternity of Harriott Wicken,1899,f,high_female,108.06365236018668
uiuo.ark:/13960/t3126j88z,"Trollope, Frances Milton,",The vicar of Wrexhill,1837,f,high_female,108.06267635228431
uc2.ark:/13960/t6445pd8g,"Reade, Charles,",Foul play,1868,m,high_male,108.06070192473337
uc1.$b302196,"Parry, Edward Abbott, Sir,","Berrington; | or, Two hundred years ago, | $c: by His Honour Sir Edward Abbott Parry.",1928,m,,108.03336070178472
inu.30000005487255,"Gaskell, Elizabeth Cleghorn,",Round the sofa,1913,f,,108.01870073756515
uiuo.ark:/13960/t5bc4bj1c,"Ellis, Sarah Stickney,",Northern roses,1868,f,,108.01271811723184
mdp.39015066824213,"King, Rachael,",The sound of butterflies / | $c: Rachael King.,2007,f,,108.00846786388053
uiuo.ark:/13960/t77s8c83f,"Wilkins, W. H.",The holy estate,1895,m,high_female,107.9854311181068
njp.32101064710609,"Picken, Andrew,",The sectarian; or The church and the meeting-house,1829,m,mixed,107.95011044126684
pst.000065163054,"Bailey, Hilary,",Fifty-first state / | $c: Hilary Bailey.,2008,f,,107.9335129560191
inu.39000000711106,"Robertson, Andrew.",Nuggets in the devil's punch bowl,1894,m,,107.92143319663283
mdp.39015034284680,"Crace, Jim.",Signals of distress / | $c: Jim Crace.,1994,m,,107.91651815769671
mdp.39015051347295,"Blishen, Edward,",A second skin / | $c: Edward Blishen.,1984,m,,107.91535682447332
mdp.39015047752814,"Djoleto, S. A. Amu (Solomon Alexander Amu),",Hurricane of dust / | $c: Amu Djoleto.,1987,m,high_male,107.86821585970968
uiuo.ark:/13960/t4qj81h60,"Reid, Mayne,",Gwen Wynn,1877,m,mixed,107.84134527508682
wu.89011120391,"Martenson, Jan,",Death calls on the witches : | a novel / | $c: by Jan Martenson ; translated from the Swedish by Joan Tate.,1979,u,high_female,107.8248368134862
uc1.b3321924,"Besant, Walter,",The ivory gate,1892,m,mixed,107.79867667831392
mdp.39015063994233,"Galt, John,",The spaewife;,1823,m,,107.78627521428938
pst.000021714726,"Bradley, Marion Zimmer.",The bloody sun : | a Darkover novel / | $c: Marion Zimmer Bradley.,1993,f,high_male,107.77106346945844
uiuo.ark:/13960/t3bz6fw8j,"Bothmer, Marie,",Aut Caesar aut nihil,1883,f,high_female,107.7466096971949
uiuo.ark:/13960/t4gm8qn91,"Majendie, Margaret,",Precautions,1887,f,mixed,107.71606046461528
nyp.33433074915707,"Morier, James Justinian,",Zohrab,1832,m,,107.71470160116448
uva.x000425261,"Delafield, E. M.,",Zella sees herself,1917,f,high_female,107.7064373382316
mdp.39015062863595,"Kertész, Imre,",Fatelessness / | $c: Imre Kertész ; translated from the Hungarian by Tim Wilkinson.,2005,m,,107.7051413365997
mdp.39015029980649,,The day Tito died : | contemporary Slovenian short stories / | $c: by Drago Jancǎr ... [et al.].,1993,u,high_male,107.68978042236296
uiuo.ark:/13960/t0bv81g07,,The Gables,1857,u,mixed,107.6775573419869
uiuo.ark:/13960/t5q81z68z,"Norris, W. E.",A victim of good luck;,1894,f,high_female,107.64851846445777
uc1.$b803946,"Story, Jack Trevor.",One last mad embrace: | a novel.,1970,m,,107.64825149975962
nyp.33433081963831,"Whishaw, Frederick.","Sons of freedom, or The fugitives from Siberia",1897,m,,107.6426264800861
uc1.32106020071673,"Vine, Barbara,",Gallowglass / | $c: Barbara Vine.,1990,f,mixed,107.64080179683856
uiuo.ark:/13960/t6tx4042g,"Russell, William Clark,",My Danish sweetheart,1891,m,mixed,107.63104079216448
uiuo.ark:/13960/t6h13hv7c,"James, G. P. R.",The false heir,1843,m,,107.62975364745276
mdp.39015061380732,"Enquist, Anna.","The Injury : | ten stories / | $c: Anna Enquist, translated by Jeanette K. Ringold.",1999,f,mixed,107.61823845935994
mdp.39015016735337,,The Library of romance;,1837,u,mixed,107.61785087773866
uc2.ark:/13960/t29889052,"Grimshaw, Beatrice Ethel.",The terrible island,1920,f,,107.60080102818544
uc2.ark:/13960/t6ww7d16f,"Smart, Hawley,",The master of Rathkelly,1888,m,mixed,107.56616333820426
njp.32101065863837,"Marriott, Charles,",The grave impertinence,1921,m,,107.56393788443664
uiuo.ark:/13960/t9474p035,"Charlton, Mary.",The homicide,1805,f,high_female,107.5552871914862
inu.39000000614235,"Malouf, David,",Fly away Peter / | $c: David Malouf.,1983,m,,107.54265043750308
mdp.39015025005714,"Sciascia, Leonardo.",The knight and death & other stories / | $c: Leonardo Sciascia; translated by Joseph Farrell and Marie Evans.,1991,m,high_male,107.53004949328304
mdp.39015008718739,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,high_male,107.5281384775418
hvd.32044020392502,"Hatton, Ann Julia,","Guilty or not guilty, or, A lesson for husbands",1822,f,high_female,107.50954147180562
inu.30000110628405,,Ox-tales air : | original stories from remarkable writers.,2009,u,,107.49263476391428
uc2.ark:/13960/t7mp4ws94,"Harte, Bret,",In a hollow of the hills,1895,m,high_male,107.49220681500591
mdp.39015022202744,"Farmer, Philip José.",Timestop! / | $c: Philip Jose Farmer.,1973,m,high_male,107.4914365155576
uiuo.ark:/13960/t3hx1vb37,"Lever, Charles James,",The fortunes of Glencore,1857,m,high_male,107.49028108708504
uiuo.ark:/13960/t7wm1jd68,"Armstrong, F. C.",The pirates of  The Foam,1863,m,,107.47918657021972
mdp.39015000649551,"(Victor Sawdon), Pritchett, V. S.","Blind love, and other stories, | $c: by V. S. Pritchett.",1969,u,,107.4782215182713
mdp.39015030746484,"Cunninghame Graham, R. B.",Scottish stories,1914,m,,107.44985673352436
mdp.39015051353905,"Bracewell, Michael,",The Crypto-Amnesia Club / | $c: Michael Bracewell.,1988,m,high_female,107.44872483645672
hvd.hwadbc,"Scott, Walter,",The Waverley novels,1829,m,,107.4466762569485
uiuo.ark:/13960/t8mc9mw3b,"Helme, Elizabeth,",St. Margaret's cave,1801,f,mixed,107.44264129826524
mdp.39015029404871,,Beyond the gaslight : | science in popular fiction 1895-1905 / | $c: Hilary and Dik Evans ; with ill. from the Mary Evans Picture Library.,1976,u,high_male,107.4321944346601
mdp.39015077135997,"Campbell, Alastair,",All in the mind / | $c: Alastair Campbell.,2008,u,mixed,107.42712046486643
uc2.ark:/13960/t0ks6q21b,"Whyte-Melville, G. J.",The Brookes of Bridlemere,1864,m,mixed,107.412944711364
njp.32101032330431,"Richardson, Samuel,",The history of Sir Charles Grandison,1810,m,mixed,107.39352451690236
nyp.33433074852983,"Hawtrey, Valentina.",Suzanne,1906,u,,107.3597333899954
mdp.39015014854197,"Symonds, John.","Bezill, | a novel.",1962,m,,107.3525045110893
uiuo.ark:/13960/t13n2s72x,"Roche, Regina Maria,",The discarded son;,1807,f,,107.34412738169785
mdp.39015063869989,"Gaspey, Thomas,",The Lollards,1822,m,mixed,107.33739186158284
uc1.b3475721,"Harriott, Ted,",Keep on running / | $c: [by] Ted Harriott.,1980,m,high_male,107.3345259391771
uc2.ark:/13960/t47p8wg3g,"Abbott, J. H. M.",Letters from Queer Street ;,1908,u,,107.3166992449504
njp.32101065845859,"Munro, Neil,",Doom Castle; | a romance.,1923,m,,107.27850017735558
wu.89018081877,"Gibson, Ronald.","Nine days, 17th to 25th September, 1944. | $c: Illustrated by Gordon C. Power.",1956,m,high_male,107.26256983240222
mdp.39015062109155,"Francis, Dick.",Straight / | $c: Dick Francis.,1989,m,,107.25923985131084
mdp.39015064746129,"Charles, Edward.",In the shadow of Lady Jane : | a novel of Tudor England / | $c: Edward Charles.,2006,m,high_female,107.2540778327054
mdp.39015037433326,"Pullinger, Kate.",Where does kissing end? / | $c: Kate Pullinger.,1992,f,high_female,107.24529243047762
mdp.39015065629886,"(John Michael), Cohen, J. M.",Latin American writing today; | $c: edited by J. M. Cohen.,1967,u,,107.24363045719106
uc1.b4097693,"Ford, Ford Madox,",The shifting of the fire,1892,m,,107.19027491869372
mdp.39015018866932,"Kaledin, Sergei.",The humble cemetery with ; Gleb Bogdyshev goes moonlighting / | $c: Sergei Kaledin ; translated from the Russian by Catriona Kelly.,1990,u,,107.18997361477574
uc1.$b243589,"Houghton, Claude,",Birthmark / | $c: by Claude Houghton.,1950,m,,107.18655516568413
wu.89098865884,"Atherton, Gertrude Franklin Horn,",The aristocrats,1901,f,,107.18287672345194
mdp.39015024864301,"Traven, B.",The carreta / | $c: B. Traven.,1981,u,high_male,107.17550514337354
nyp.33433082225610,"Smollett, T.",The works of Tobias Smollett,1895,m,high_male,107.16954418531483
njp.32101033250307,"Kay-Shuttleworth, James,",Scarsdale,1860,m,,107.1654732329875
uc2.ark:/13960/t1fj2pr3z,"Merriman, Henry Seton,",Prisoners and captives,1891,m,mixed,107.14459650319
uiuo.ark:/13960/t0dv1w173,"Crumpe,","Geraldine of Desmond, or, Ireland in the reign of Elizabeth",1829,f,,107.13772423795028
mdp.39015008825781,"Orczy, Emmuska Orczy, Baroness,","Lady Molly of Scotland yard, | $c: by Baroness Orczy.",1926,f,high_female,107.13160382312785
mdp.39015001802647,"Zola, Émile,",The fortune of the Rougons,1886,m,high_male,107.12868668165586
uiuo.ark:/13960/t88g9846q,"Needell, J. H.,",Passing the love of women,1892,f,mixed,107.12622263623663
mdp.39015038414739,"Tal, Ali.",On the walls of my being / | $c: Ali Tal.,1995,m,,107.10128055878928
uc1.b3327570,"Picken, Andrew,",The deer-stalkers of Glenskiach,1840,m,high_male,107.07935994827864
mdp.39015005667848,"Lie, J. L. I.",The commodore's daughters,1892,u,high_female,107.06771410430387
njp.32101064791856,"Williams, Robert Folkestone,",Maids of honour,1845,m,,107.06638115631692
uiuo.ark:/13960/t4wh36w88,,Spoken in anger,1877,u,high_female,107.05983115135206
mdp.39015078784520,"Barker, Susan,",The orientalist and the ghost / | $c: Susan Barker.,2008,f,high_female,107.05916072361876
uc2.ark:/13960/t4mk68s26,"Noble, Edward,",The grain carriers,1908,m,,107.057975462312
inu.30000029988874,"Stewart, Michael,",Birthright / | $c: Michael Stewart.,1990,m,,107.03084249530892
mdp.39015063510492,"Boissard, Violet.","The land of afternoon, | $c: by Violet Boissard.",1930,f,high_female,107.02712344785895
uc1.b4097796,"Caspary, Vera,",The man who loved his wife / | $c: Vera Caspary.,1966,f,,106.97864979287114
uiuo.ark:/13960/t5v69r81k,"Chorley, Henry Fothergill,",Sketches of a sea port town,1834,m,high_female,106.9747539580659
mdp.39015078771519,"Quinn, Anthony.",The rescue man / | $c: Anthony Quinn.,2009,m,,106.9711779532402
uc1.$b188543,"Gascar, Pierre,",The fugitive. | $c: Translated by Merloyd Lawrence.,1964,m,,106.96808645042827
uc1.32106015032573,"Newman, Jenny",Life class / | $c: Jenny Newman,1999,f,high_female,106.96679378662448
mdp.39015002179821,"Lawrence, D. H. (David Herbert),",The plumed serpent; | $c: with an introd. by Richard Aldington.,1950,m,high_female,106.965091348188
uc1.$b244324,"Williamson, Henry,",It was the nightingale.,1962,m,,106.93997144146428
mdp.39015003929885,"Gibbons, Stella,","My American, | a romance | $c: by Stella Gibbons.",1939,f,high_female,106.93807801643295
uc1.$b374284,"Takizawa, Bakin,",A captive of love,1911,u,,106.92816253080704
uc1.32106019365144,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,mixed,106.92532411738873
