htid,author,title,year,authgender,female_category,home
mdp.39015059417710,"James, G. P. R.",The Step-mother,1846,m,mixed,19.781024063615774
uc1.32106019365706,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,mixed,19.78008145797182
uc1.b3327446,"Whiting, Sydney,",The romance of a garret,1867,u,,19.775966550365148
uc1.b3327251,"Woodroofe, Anne Cox,","Michael, the married man; or, The Sequel to the history of Michael Kemp",1827,f,,19.77591417253249
uiuo.ark:/13960/t7sn0tn1b,"Oliphant,",The last of the Mortimers,1862,f,high_female,19.775221647275963
uiuo.ark:/13960/t5m90wb8z,"Whyte-Melville, G. J.",Good for nothing,1861,m,mixed,19.773189880779295
uc2.ark:/13960/t7sn03d3g,"Scott, P. E. S.",Sons of Iscariot,1916,f,,19.77310363577943
nyp.33433062552454,"James, Henry,",The Europeans,1879,m,high_female,19.768054823405375
uiuo.ark:/13960/t4pk0rn7z,"Fenn, George Manville,",The star-gazers,1894,m,high_female,19.76645176985768
uiuo.ark:/13960/t40s0dc4n,"Scott, Walter,",St Ronan's well,1824,m,,19.766194160501495
mdp.39015053239581,"(Herbert George), Wells, H. G.",You can't be too careful : | a sample of life 1901-1951.,1941,m,mixed,19.76488381685687
mdp.39015063974300,"White, Richard Grant,",Mr. Washington Adams in England,1883,m,,19.761283692988698
dul1.ark:/13960/t9p27mq34,"Jones, Hannah Maria,",Emily Moreland,1829,f,high_female,19.760974545394664
mdp.39015030734407,"Coppard, A. E. (Alfred Edgar),","Ninepenny flute; | twenty-one tales, | $c: by A. E. Coppard.",1937,m,mixed,19.753519967516432
uc1.b4508870,"Endō, Shūsaku,","Wonderful fool | $c: [by] Shusaku Endo; a novel, translated from the Japanese by Francis Mathy.",1974,u,mixed,19.747235387045812
uc1.$b301016,"Jones, Timothy.",The small hours of the night.,1950,m,high_female,19.74151772788292
uc2.ark:/13960/t27943x5w,"Enfield, D. E.",A lady of the salons;,1922,u,high_female,19.736517491488627
mdp.39015049549010,"Stamatēs, Alexēs.",The seventh elephant / | $c: Alexis Stamatis ; translated by David Connolly.,2000,u,,19.73640928926997
uc1.b3073045,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,mixed,19.735189637231333
mdp.39015050937476,"Sladen, Douglas Brooke Wheelton,",His German wife;,1915,m,high_female,19.73412748246354
uiuo.ark:/13960/t87h28b78,"Pemberton, T. Edgar",A very old question,1877,m,mixed,19.727756954034326
mdp.39015065780473,"Besant, Walter,",Herr Paulus;,1888,m,,19.72678404103171
uc1.b3476994,"Blond, Anthony.",Family business / | $c: [by] Anthony Blond.,1978,m,,19.71787451970988
uiuo.ark:/13960/t78s5cn8z,"Praed, Campbell,",Mrs. Tregaskiss,1896,f,high_female,19.712201852946976
mdp.39015000550999,"Houghton, Claude,","Six lives and a book, | by Claude Houghton [pseud.]",1943,m,,19.707963809011915
mdp.39015055445939,"Rushdie, Salman.",The Moor's last sigh / | $c: Salman Rushdie.,1995,m,,19.70527302454638
uc1.b3477354,"Hughes, Richard Arthur Warren,",In the lap of Atlas : | stories of Morocco / | $c: Richard Hughes.,1979,m,high_male,19.691499835904168
uiuo.ark:/13960/t5j96st8n,"Tabor, Eliza.",Eglantine,1875,f,,19.68750559304136
uc1.$b244144,"Murry, John Middleton,","The voyage, | $c: by John Middleton Murry.",1924,m,,19.68458349737153
njp.32101066458959,"Gibbon, Charles,",By mead and stream,1884,m,mixed,19.683982606517187
nyp.33433082444211,"Hare, Francis Augustus.",The last of the bushrangers,1895,m,high_male,19.67892283790782
uc2.ark:/13960/t1pg1kb00,"Holl, Henry.",The golden bait,1871,m,,19.67832498097762
mdp.39015030764370,"Mitchell, Julian.","Light blue, dark blue; | an anthology of recent writing from Oxford and Cambridge Universities, | $c: edited by Julian Mitchell & John Fuller for Oxford [and] William Donaldson & Robin McLaren for Cambridge.",1960,m,mixed,19.67797571506291
uiuo.ark:/13960/t9n30c233,"Carter, Mary Elizabeth.",Juliet,1883,m,high_female,19.676588437321122
uc1.$b245312,"Lewisohn, Ludwig,","The defeated, | $c: by Ludwig Lewisohn.",1927,m,,19.67574374311349
mdp.39015069332669,"Kennedy, A. L.",Day / | $c: A.L. Kennedy.,2007,u,high_male,19.66955153422502
uc1.32106014725045,"Lawrence, D. H. (David Herbert),",Short novels.,1956,m,high_female,19.6655346378138
uiuo.ark:/13960/t8cg02x3m,"Eden, Eleanor.",Dumbleton Common,1867,f,high_female,19.66529665099998
mdp.39015018508914,"Gurnah, Abdulrazak,",Dottie / | $c: Abdulrazak Gurnah.,1990,u,high_female,19.665269027903612
uc1.b3324312,"Cross,",Valetta,1851,m,,19.664628696056347
nyp.33433074921531,,"An arm-chair in the smoking-room: or, Fiction, anecdote, humour, and fancy for dreamy half-hours",1870,u,,19.66297658139489
nyp.33433074950068,"Clarke, Marcus Andrew Hislop,",'Twixt shadow and shine,1893,m,mixed,19.660712279519156
njp.32101064906959,"Roche, Regina Maria,",Bridal of Dunamore;,1823,f,high_female,19.656985601258047
uc2.ark:/13960/t2w37nf56,"Lucas, E. V.",A little of everything,1912,m,mixed,19.655053805709795
uc2.ark:/13960/t5s75888c,Thormanby.,Romances of the road,1901,u,,19.65440995823438
mdp.49015002155100,"Lawrence, D. H. (David Herbert),",Short novels.,1956,m,high_female,19.65096856600836
mdp.39015014331220,"(Aleksandr), Tarasov-Rodionov, A.","Chocolate, | a novel | $c: by Alexander Tarasov-Rodionov; translated from the Russian by Charles Malamuth.",1933,u,high_female,19.649631947278525
njp.32101067645471,"Griffin, Gerald,",Tales of the Munster festivals,1827,m,mixed,19.649582446373014
inu.30000035057615,"Barth, John,",The end of the road / | $c: by John Barth.,1962,m,,19.6436412377805
uc2.ark:/13960/t8kd1tf9w,"George, Walter Lionel,","Olga Nazimov, and other stories",1915,m,,19.64134896784711
inu.32000001875014,"Priestley, J. B. (John Boynton),",Out of town / | $c: by J.B. Priestley.,1968,m,mixed,19.639556377079483
uiuo.ark:/13960/t4wh2z484,"Fothergill, Caroline.",Put to the proof,1883,f,high_female,19.639199842886402
mdp.39015050971004,"Vronskaya, Jeanne.",The Americans.,1984,f,high_male,19.637363356679977
uc2.ark:/13960/t6rx95r8s,"Graham, Stephen,",Undiscovered Russia,1912,m,mixed,19.636445242369838
uc1.b3444529,,"Writings beyond the wall : | literature from the German Democratic Republic / | $c: edited by Edward Mackinnon, Gina Kalla, and John Green.",1980,u,,19.635178385595633
uc1.b4949010,"Shadbolt, Maurice.",Strangers and journeys.,1972,m,high_male,19.63300307817441
mdp.39015021828648,,"Lean tales : | James Kelman, Agnes Owens, Alasdair Gray.",1985,u,mixed,19.632008899844035
inu.39000002867070,"Kiefer, Warren,",The Pontius Pilate papers / | $c: [by] Warren Kiefer.,1976,m,,19.63093835885355
uiuo.ark:/13960/t55d9fc6g,"Riddell, J. H.,",Berna Boyle,1884,f,,19.63061721932307
inu.39000000258256,"A. L. O. E.,",Claudia,1870,f,high_female,19.62570967968038
mdp.39015037769836,"Head, Bessie,","The cardinals, with meditations and short stories / | $c: Bessie Head ; edited by M.J. Daymond.",1995,f,,19.61681815209573
hvd.hwkcjs,"Gore,","Cecil, or, The adventures of a coxcomb",1841,f,,19.614573628205758
mdp.39015065739024,"Smith, Horace,","Adam Brown, the merchant",1843,m,,19.613167979240217
uc1.32106009856417,"Cassin-Scott, Jack.",Costumes and settings for historical plays / | $c: [by] Jack Cassin-Scott.,1979,m,high_male,19.611688566385567
njp.32101063883068,"Norris, W. E.",My friend Jim,1886,f,,19.611047556790325
uc1.31822038206421,"Sadleir, Michael,",The anchor,1918,m,mixed,19.607843137254903
uiuo.ark:/13960/t6pz5gj62,"Carey, Rosa Nouchette,",Lover or friend?,1890,f,,19.604767879548305
uiuo.ark:/13960/t9t15kv25,"Ollier, Charles,",Ferrers,1842,m,,19.602398026691933
njp.32101067646719,"Hook, Theodore Edward,",The parson's daughter,1833,m,,19.600431209486608
uc2.ark:/13960/t0gt5np3k,"Douglas, George,",The new border tales,1895,m,,19.594779950621156
mdp.39015063542131,"Collins, Wilkie,",Heart and science;,1883,m,high_female,19.593244249382813
mdp.39015034296015,"Parks, Tim.",Mimi's ghost / | $c: Tim Parks.,1995,m,high_male,19.587039908593812
uiuo.ark:/13960/t9r219r74,"Edwards, Amelia Ann Blanford,",Miss Carew,1865,f,mixed,19.58362206622277
mdp.39015053122043,"Lynn, Jack,",The Hallelujah flight / | $c: Jack Lynn,1989,m,high_male,19.583158483704015
uc2.ark:/13960/t2c825372,"Fordyce, W. Dingwall.",The jewelled lizard,1908,u,high_male,19.581241170958222
mdp.39015066080386,"Littlewood, Joan.",Joan's book : | Joan Littlewood's peculiar history as she tells it.,1994,f,,19.577014138274897
uiuo.ark:/13960/t89g60x7c,"Robinson, A. Mary F.",Arden,1883,f,,19.576708067778913
mdp.39015053616499,"Mortimer, Penelope,",My friend says it's bullet-proof.,1967,f,,19.57477564295609
mdp.39015014582327,"(John Innes Mackintosh), Stewart, J. I. M.",An acre of grass; | $c: a novel [by] J. I. M. Stewart.,1966,m,,19.57310037910005
uva.x030742634,"Deeping, Warwick,",Joan of the tower,1911,m,mixed,19.570565868933123
uc2.ark:/13960/t07w68t7n,"Macquoid, Katharine S.",Doris Barugh,1878,f,,19.56770425672828
mdp.39015002994393,"Codrington, Kenneth de Burgh.",Cricket in the grass / | $c: Kenneth de Burgh Codrington.,1959,m,,19.567254714163603
mdp.39015054068088,"Hrabal, Bohumil,",A close watch on the trains; | $c: translated by Edith Pargeter.,1968,m,,19.56117758289049
mdp.39015001573347,"Firbank, Ronald,",The complete Ronald Firbank. | $c: With a pref. by Anthony Powell.,1961,m,high_female,19.557989438685702
uc2.ark:/13960/t9c53gz59,"Sala, George Augustus,",The strange adventures of Captain Dangerous,1863,m,,19.55740097185239
nyp.33433074865654,"Buckrose, J. E.,",The wolf,1908,f,,19.54913520799251
mdp.39015016452909,"Balchin, Nigel,",In the absence of Mrs. Petersen.,1966,m,high_female,19.546759513774358
mdp.39015073661368,"Rush, Christopher,",Hellfire and herring : | a childhood remembered / | $c: Christopher Rush.,2007,m,mixed,19.54552407498683
uc1.$b800678,"Nicole, Christopher.","King Creole, | $c: by Peter Grange.",1966,m,,19.539712341452226
mdp.39015003928952,"Gerhardie, William Alexander,",Futility;,1922,m,,19.539155071108567
mdp.39015003928887,"Gerhardie, William Alexander,",Works.,1970,m,,19.538882375928097
mdp.39015038901628,"Knox, Ronald Arbuthnott,","The three taps; | a detective story without a moral, | $c: by Ronald A. Knox.",1951,m,,19.536496617744024
uiuo.ark:/13960/t1vd76x25,"Gore,",A life's lessons,1856,f,,19.5364532457153
nyp.33433074950530,"Hine, Muriel.",The hidden valley,1919,f,high_female,19.53217083240724
mdp.39015058130405,"Taylor, Chad,",Electric / | $c: Chad Taylor.,2003,m,,19.530903215496885
uc1.b3447332,"Fabricius, Johan,",The great ordeal; | $c: translated from the Dutch by Roy Edwards.  Illustrated by the author.,1951,m,,19.52838939608456
nyp.33433074817630,"Irving, Washington,","The sketch book of Geoffrey Crayon, gent",1821,m,high_male,19.525089740316307
mdp.39015018508161,"Vázquez Montalbán, Manuel.",The pianist / | $c: Manuel Vázquez Montalbán ; translated by Elisabeth Plaister.,1989,m,,19.52326057045108
uiuo.ark:/13960/t9g450k2g,"Beale, Anne.",Country landlords,1860,f,high_female,19.522670701351945
uiuo.ark:/13960/t7tm7h66t,"Carrington, Edmund Frederick John.",Confessions of an old maid,1828,m,high_female,19.521717911176182
uiuo.ark:/13960/t5s75x520,"Braddon, M. E.",Charlotte's inheritance,1868,f,mixed,19.519812609798947
mdp.39015053746841,"Weldon, Fay.",The Bulgari connection / | $c: Fay Weldon.,2001,f,,19.51736348301292
mdp.39015002712217,"(John Boynton), Priestley, J. B.",Low notes on a high level; | a frolic.,1954,m,mixed,19.513010996975485
uiuo.ark:/13960/t70v8vm6p,"Gaskell, Philip.",A lion among the ladies,1888,m,,19.51219512195122
uc1.32106018148491,"Anderson, Paul",Hunger's brides : | a novel of the Baroque / | $c: Paul Anderson,2005,m,,19.51202515657529
mdp.39015063626538,"Ferrier, Susan,",Novels,1894,f,high_female,19.511469956981855
njp.32101069159133,"Régnier, Mêlanie V. de.",Céline;,1912,u,high_female,19.508388607101054
nyp.33433075742373,"Reid, Grace Stuart.",Americans in exile,1898,f,,19.504900606277328
uc2.ark:/13960/t22b8xs3c,"Ouida,",Held in bondage,1863,f,mixed,19.50078003120125
mdp.39015047753259,"Kirst, Hans Hellmut,","No one will escape, | a novel;",1959,m,,19.50066479539075
mdp.39015053675495,"Forton, Jean.",The harm is done. | $c: Translated from the French by Ann-Yvette and Alan Stewart.,1961,f,,19.500357506554288
uc2.ark:/13960/t26972r4k,"Lever, Charles James,",[Charles Lever's novels,1872,m,,19.49436491014316
uc1.b4097693,"Ford, Ford Madox,",The shifting of the fire,1892,m,,19.48914089430795
mdp.39015057639034,"Beirne, Gerard,",The eskimo in the net / | $c: by Gerard Beirne.,2003,m,,19.48728286799046
uiuo.ark:/13960/t8z89jk5h,"Cockton, Henry,",Stanley Thorn,1841,m,,19.48587274226186
uc2.ark:/13960/t9k35r13g,"Ouida,",Toxin,1895,f,high_female,19.485833798828253
uc1.b4089433,"Brenan, Gerald.",The lighthouse always says yes.,1966,m,mixed,19.485454108507998
mdp.39015064690533,"Self, Will.",The book of Dave : | a revelation of the recent past and the distant future / | $c: Will Self.,2006,m,high_male,19.48248370905474
mdp.39015029219154,,The Amis story anthology : | a personal choice of short stories / | $c: [edited by] Kingsley Amis.,1992,u,mixed,19.480921978907475
uc1.b3470470,"Dibner, Martin.",The admiral: | a novel.,1968,m,high_male,19.470712364954824
uiuo.ark:/13960/t16m3vs0x,"Reynolds, Baillie,",The Ides of March,1892,f,,19.467648308084385
uiuo.ark:/13960/t2p564c04,"Montgomery, Florence,",Seaforth,1878,f,,19.46174377224199
mdp.49015002143510,"Shaw, Bernard,",Works.,1930,m,mixed,19.460471574562533
mdp.39015032979232,"Boullosa, Carmen.",The miracle-worker / | $c: Carmen Boullosa ; translated from the Spanish by Amanda Hopkinson.,1994,f,,19.460458780315747
nyp.33433074955018,"Lathom, Francis,",Men and manners,1800,m,,19.459727210005838
uc1.b4105402,"Reade, William Winwood,",The outcast,1875,m,,19.458694498496374
mdp.39015050245946,"Mills, Magnus.",All quiet on the Orient Express / | $c: Magnus Mills.,1999,m,,19.456973556204122
nyp.33433075752224,"Steele, Anna C.",Gardenhurst,1867,u,,19.456285264517042
mdp.39015064729026,"Yokomori, Rika,",Tokyo tango / | $c: Rika Yokomori,2006,u,,19.453781058501843
uiuo.ark:/13960/t5t72qv0p,"Cresswell, Henry.",A wily widow,1888,m,high_female,19.448158502491797
njp.32101068583473,"Lang, Andrew,",A batch of golfing papers,1892,m,high_male,19.447685725398678
inu.30000011825480,"Greene, Graham,",Brighton Rock : | an entertainment / | $c: Graham Greene.,1943,m,,19.444561863296276
inu.32000001390519,"Shaw, Bernard,",The works of Bernard Shaw,1930,m,mixed,19.441554483642822
pst.000014156694,,The Book of the sleuth : | fourteen classic tales of mystery & suspense / | $c: edited by Alan K. Russell.,1986,u,,19.43533862838337
mdp.39015015335774,"Feinstein, Elaine,",All you need / | $c: Elaine Feinstein.,1989,f,high_female,19.431458388103376
mdp.39015005275469,"Burroway, Janet.",Raw silk / | $c: Janet Burroway.,1977,f,mixed,19.4297372128042
mdp.39015063914819,"Banim, Michael,",Irish tales,1866,m,,19.429308228312035
mdp.39015053035914,"McCall Smith, Alexander,",Morality for beautiful girls / | $c: Alexander McCall Smith.,2001,m,high_male,19.429296788984885
uiuo.ark:/13960/t9183k29r,"Baring-Gould, S.",John Herring;,1883,m,,19.428523848513024
mdp.39015082675227,"Marston, Edward.",Drums of war / | $c: Edward Marston.,2008,m,,19.42822727140262
uiuo.ark:/13960/t1ng5561x,"Yorke, Curtis.",A romance of modern London,1892,f,,19.428038545228475
uc1.32106007797985,"Allbeury, Ted.",The secret whispers / | $c: Ted Allbeury.,1983,m,high_male,19.427175843694492
mdp.39015002757378,"Sansom, William,",A young wife's tale / | $c: by William Sansom.,1974,m,,19.427017267190053
inu.30000066054192,"Praed, Campbell,",The head station;,1885,f,,19.426696598169574
inu.32000006175071,"Doyle, Arthur Conan,",The parasite,1894,m,high_female,19.41464835218172
inu.39000003458853,,The New improved sun : | an anthology of utopian science fiction / | $c: edited by Thomas M. Disch.,1976,u,,19.41451373576847
uc1.b3472744,"Leasor, James.",Passport for a pilgrim.,1968,m,high_male,19.413040995774807
mdp.39015066608921,"Biert, Cla,","Only a game, | and other stories; | $c: translated from the German by Alan Brown.",1969,u,,19.41276389225916
uiuo.ark:/13960/t8tb1p00j,"Middlemass, Jean.",Baiting the trap,1875,f,high_female,19.412198625616337
inu.30000126982374,"Brijs, Stefan,",The angel maker / | $c: Stefan Brijs ; translated from the Dutch by Hester Velmans.,2008,m,high_male,19.408508958030772
mdp.39015055608288,"Marsden, Philip,",The main cages / | $c: Philip Marsden.,2002,m,,19.404620582595197
uc1.$b188443,"Frison-Roche, Roger,","First on the rope, | a novel, | $c: tr. by Janet Adam Smith.",1949,m,high_male,19.393751333320406
mdp.39015050246027,"Teran, Iseult,",Dolce vita : | a novel / | $c: Iseult Teran.,1999,u,mixed,19.390648859587465
mdp.39015010366766,"Summers, Montague,",Victorian ghost stories.,1933,u,mixed,19.383879791228434
njp.32101068169125,"Fullerton, Georgiana,",Ellen Middleton,1844,f,,19.38285005427198
nnc1.cu50224441,"Tieck, Ludwig,",The pictures;,1825,m,mixed,19.379219017473595
nyp.33433075826275,"Girardin, Emile de,",Stories of an old maid,1856,f,,19.374838543012142
nyp.33433075873103,"Quiller-Couch, Arthur Thomas,",The splendid spur,1893,m,,19.37134875564573
nyp.33433082227798,"Smollett, T.",The works of Tobias Smollett,1895,m,,19.370570406326202
njp.32101066105519,"O'Donoghue, Power,",The knave of clubs,1868,f,high_female,19.369607325233314
mdp.39015067672892,"Sansom, C. J.",Sovereign / | $c: C.J. Sansom.,2006,u,high_male,19.36675030233649
mdp.39015038015247,"Beyala, Calixthe.",The sun hath looked upon me / | $c: Calixthe Beyala ; translated from the French by Marjolijn de Jager.,1996,u,high_female,19.362208840784557
uc1.32106008803774,"Burgess, Anthony,",The devil's mode / | $c: Anthony Burgess.,1989,m,high_male,19.360303311418544
inu.32000002548255,"Scott, Paul,",Chinese love pavilion / | $c: Paul Scott.,1967,m,high_male,19.35945456841042
uiuo.ark:/13960/t4th95j1n,"Smith, Horace,","Jane Lomax; or, A mother's crime",1838,m,,19.35767707875055
mdp.39015040532163,,"Russian women's shorter fiction : | an anthology, 1835-1860 / | $c: translated with an introduction by Joe Andrew",1996,u,,19.355920976226628
uc1.$b792387,"Hon., Benson, Theodora,",The man from the tunnel and other stories / | $c: by Theodora Benson.,1950,m,mixed,19.354760666287635
uc1.32106013102709,,"Russian women's shorter fiction : | an anthology, 1835-1860 / | $c: translated with an introduction by Joe Andrew",1996,u,,19.354422485537945
mdp.49015002277755,"Sheppard-Jones, Elisabeth.",Stories of Wales / | $c: told for children by Elisabeth Sheppard-Jones ; with illustrations by Paul Hogarth.,1976,f,,19.345421290515468
