htid,author,title,year,authgender,female_category,intensity
uc1.b3475531,"Hocking, Mary.",A time of war: | a novel.,1968,f,mixed,176.28689432859875
uiuo.ark:/13960/t7rn3hh5k,"Black, Clementina.",Orlando,1880,f,high_female,176.2760205193211
uiuo.ark:/13960/t43r1f081,"Murray, David Christie,",A rising star,1894,m,mixed,176.26792724941913
uc2.ark:/13960/t5w66cf5c,"Perrin, Alice,",The woman in the bazaar,1914,f,,176.25351130042046
uiuo.ark:/13960/t19k4zt0k,"Scott, Walter,",Tales of my landlord,1816,m,mixed,176.17877509388472
mdp.39015053616499,"Mortimer, Penelope,",My friend says it's bullet-proof.,1967,f,,176.1729807866048
mdp.39015031238366,"Hanley, James,",Aria & finale / | $c: James Hanley.,1932,m,mixed,176.1583011583012
uc2.ark:/13960/t2r49jd7b,"Gibbon, Perceval,",The second-class passenger and other stories,1913,m,mixed,176.12244533052015
uc1.b2832376,"Target, G. W. (George William)",The scientists : | a novel / | $c: by G.W. Target.,1966,m,,176.11251564762773
inu.32000009545106,"Cowper, Richard,",Kuldesak / | $c: Richard Cowper.,1972,m,high_male,176.10844728585812
uc1.b4095360,"Forester, C. S. (Cecil Scott),","Payment deferred, | $c: by C.S. Forester.",1934,m,,176.09918822569333
uc2.ark:/13960/t2k64b10s,"White, Stewart Edward,",Rules of the game,1911,m,high_male,176.09509134932867
uiuo.ark:/13960/t8pc3mt5r,"Smart, Hawley,","Courtship, in seventeen hundred and twenty, in eighteen hundred and sixty",1876,m,mixed,176.09324556622366
mdp.39015002735911,"Elliott, Sumner Locke.",The man who got away / | $c: Sumner Locke Elliott.,1973,m,mixed,176.07497137579014
mdp.39015054068088,"Hrabal, Bohumil,",A close watch on the trains; | $c: translated by Edith Pargeter.,1968,m,,176.05059824601443
mdp.39015058486674,"Strong, L. A. G. (Leonard Alfred George),",English domestic life during the last 200 years; | an anthology selected from the novelists.,1950,m,,176.03892636034576
uc1.$b252080,"Jay, Simon.",Death of a skin diver / | $c: by Simon Jay.,1964,m,,176.00750965374522
mdp.39015054264240,"Atxaga, Bernardo.",Two brothers : | the fourth song / | $c: Bernardo Atxaga ; translated from the Spanish by Margaret Jull Costa.,2001,m,,176.00741083835103
mdp.39015056208153,"Josipovici, Gabriel,",Goldberg : | variations / | $c: Gabriel Josipovici.,2002,m,,175.98799140764515
uc2.ark:/13960/t5v69fb3q,"Marsh-Caldwell, Anne,",Tales of the woods and fields,1836,f,,175.98077088162074
mdp.39015013951606,"Naipaul, V. S. (Vidiadhar Surajprasad),",The suffrage of Elvira.,1958,m,,175.92546706972595
uc2.ark:/13960/t17m08s21,"Marryat, Frederick,",The king's own,1830,m,,175.92278764989751
mdp.39076005036558,"Freeman, R. Austin (Richard Austin),",The famous cases of Dr. Thorndyke; | thirty-seven of his criminal investigations as set down | $c: by R. Austin Freeman.,1929,m,high_male,175.9227075072178
mdp.39015002609223,"Moravia, Alberto,","More Roman tales, | $c: by Alberto Moravia [pseud.] Selected and translated by Angus Davidson.",1963,m,high_female,175.91079496299145
uiuo.ark:/13960/t4xh06m7c,"Meteyard, Eliza,",The Lady Herbert's gentlewomen,1862,f,high_female,175.81765802406372
mdp.39015003341230,"Findley, Timothy.",The last of the crazy people.,1967,m,mixed,175.813135752857
njp.32101065704585,"Riddell, J. H.,",Mortomley's estate,1874,f,,175.78453401812877
uiuo.ark:/13960/t64467t7c,"Nugent, George Nugent Grenville,",Legends of the library at Lilies,1832,m,high_female,175.78180374812166
uc1.b3327570,"Picken, Andrew,",The deer-stalkers of Glenskiach,1840,m,high_male,175.77177953774043
uc1.$b115268,"Meyer, Gordon.",Death in the campo; | three novellas.,1963,m,mixed,175.77082832002844
mdp.39015000549199,"Pohl, Frederik.",Digits and dastards | $c: [by] Frederick Pohl.,1968,m,,175.76479474739253
mdp.39015068383564,"Dale, W. V. Y.",I rest my claims.,1948,u,mixed,175.7444924166943
njp.32101067708097,"Bennett, William,",The king of the Peak,1823,m,,175.7291068230205
njp.32101068170883,"Howard, Edward,","Outward bound, or, A merchant's adventures",1838,m,,175.7105943152455
uc2.ark:/13960/t2z31q14h,"Brunner, Ethel Houston.",Celia once again,1919,f,,175.66788187922305
mdp.39015005899391,"Murdoch, Iris.",A word child / | $c: Iris Murdoch.,1975,f,mixed,175.66688353936243
mdp.39015011604223,"Mittelhölzer, Edgar.",Corentyne thunder; | $c: introduction by Louis James.,1970,m,mixed,175.62707272642348
uiuo.ark:/13960/t3xs61z24,"Crowberry, Daniel.","North of the Tweed, or, Lorance Langton: his life, incidents, and adventures in Scotland",1867,m,,175.61338038871347
njp.32101067633915,"Haggard, H. Rider",Beatrice,1890,m,,175.6102978433945
mdp.39015060619270,"Vallvey, Angela,",Happy creatures / | $c: Ángela Vallvey ; translated by Margaret Jull Costa.,2004,f,,175.5826548796255
mdp.39015054153674,"Humphreys, Emyr.",Ghosts and strangers / | $c: Emyr Humphreys.,2001,m,,175.58206657687128
uiuo.ark:/13960/t5s75w58g,"Kettle, Rosa Mackenzie,",The earl's cedars,1860,f,,175.57349737280535
njp.32101073017129,"Juan Manuel,","Count Lucanor, or, The fifty pleasant stories of Patronio",1868,m,high_male,175.55933203185344
wu.89004872149,"Craik, Dinah Maria Mulock,",Agatha's husband;,1904,f,high_female,175.5505004035968
nyp.33433074850946,"Hamilton, Rowan.",The story of Sylvia,1893,m,,175.4864875404594
mdp.39015040177266,"Granelli, Roger,",Dark edge / | $c: Roger Granelli.,1997,m,mixed,175.46016383732496
mdp.39015078783464,"Griffiths, Elly.",The crossing places / | $c: Elly Griffiths.,2009,f,high_female,175.40013155009865
mdp.39015050246241,"Preece, Siân,",From the life and other stories.,2000,u,high_female,175.3857600935391
inu.32000009266737,"Roberts, Morley,",The great jester;,1896,m,,175.384109468915
uc2.ark:/13960/t7br8s493,"Trollope, Frances Milton,",Father Eustace,1847,f,high_female,175.37518240357713
pst.000017893404,,Charmed lives : | classic English short stories / | $c: selected by T.S. Dorsch.,1988,u,,175.3646029878577
wu.89072682958,Ólafur Gunnarsson.,Potter's Field : | translated from the Icelandic by Olafur Gunnarsson and Jill Burrows / | $c: Ólafur Gunnarsson.,1999,u,,175.34607778510218
uiuo.ark:/13960/t18k7wh30,"Marryat, Florence,",The risen dead,1891,f,,175.3215817055741
uc1.b3473215,"Roland, Nicholas.",The Great One.,1967,m,,175.31633164187556
uiuo.ark:/13960/t7jq1mj0x,"Tabor, Eliza.",Hagar,1870,f,high_female,175.30501301506916
uc1.$b395374,,Stories of Africa / | $c: chosen by E. C. Parnwell.,1930,u,,175.30096560808124
uiuo.ark:/13960/t2891qf8p,"Lytton, Rosina Bulwer Lytton,","Miriam Sedley; or, The tares and the wheat",1851,f,,175.2999003196645
coo.31924026460893,Achilles Tatius.,"The loves of Clitophon and Leucippe, | $c: translated from the Greek of Achilles Tatius by William Burton; reprinted for the first time from a copy now unique printed by Thomas Creede in 1597.",1923,u,mixed,175.29387502577848
mdp.39015030083482,"Mason, Eugene.","Aucassin & Nicolette, and other mediaeval romances and legends",1915,m,high_male,175.2777165144111
uiuo.ark:/13960/t3805nm1d,,Forman,1819,u,,175.25629294166913
uiuo.ark:/13960/t59c7824j,"Besant, Walter",With harp and crown,1875,m,mixed,175.2497308664847
uiuo.ark:/13960/t89g6990n,"Strickland, Agnes,",How will it end?,1865,f,high_female,175.2488907118088
uiuo.ark:/13960/t5s75n27r,"Baldwin, Alfred,",Richard Dare,1894,f,,175.23834021961062
uiuo.ark:/13960/t6tx3q24v,"Fraser, James Baillie,",The highland smugglers,1832,m,mixed,175.2208512813025
mdp.39015049985610,"Lock, Samuel,",The whites of gold / | $c: Samuel Lock.,2001,m,,175.21070597831013
uiuo.ark:/13960/t3st7xz0d,"Dawe, Carlton,",The confessions of a currency girl,1894,m,mixed,175.21064650759902
mdp.39015000604408,"Gissing, George,",The unclassed ...,1930,m,,175.1978469983213
mdp.39015064701926,"Kay, Jackie,",Wish I was here / | $c: Jackie Kay.,2006,u,,175.1700680272109
uc1.$b300923,"Hopkins, Gerard,",Something attempted / | $c: Gerard Hopkins.,1929,m,high_female,175.14951084889898
njp.32101068605839,"Wells, H. G.",Select conversations with an uncle,1895,m,high_male,175.13134851138352
uc2.ark:/13960/t15m63w00,"Randall, F. J.",Love and the ironmonger,1908,u,,175.12923329629456
uc1.b3435487,"Raphael, Frederic,",Orchestra & beginners.,1967,m,mixed,175.10705802805182
mdp.39015003756957,"Gibbons, Stella,","Enbury heath, | $c: by Stella Gibbons.",1935,f,,175.0956226094348
mdp.39015000550437,"Houghton, Claude,","All change, humanity! | $c: By Claude Houghton [pseud.] ...",1942,m,,175.07672897130016
uiuo.ark:/13960/t3cz3tf31,,"Piso and the praefect, or, The ancients off their stilts",1837,u,high_male,175.06828904891978
mdp.39015000612864,"Middleton, Osman Edward.",A walk on the beach | $c: [by] O. E. Middleton.,1964,m,,175.06637450291583
uiuo.ark:/13960/t8sb4g06s,"Garvice, Charles,",Maurice Durant,1875,m,,175.06594150463346
mdp.39015062402501,"Dagerman, Stig,",The games of night. | $c: Translated by Naomi Walford.,1959,u,,175.06404782237405
uc2.ark:/13960/t1pg1p98n,"Lever, Charles James,",The Martins of Cro' Martin,1872,m,,175.06091646755456
wu.89005036728,"Gould, Nathaniel,",The silken rein,1903,m,,175.02500357193884
njp.32101069186276,,Chantilly,1832,f,,175.02209437329958
uc1.b3327539,"Normanby, Constantine Henry Phipps,",Yes and no,1828,m,mixed,175.02023671487018
inu.30000054085273,"Malet, Lucas,",Mrs. Lorimer,1882,f,high_female,174.99433841846297
uc1.b3321934,"Chatterton, Georgiana,",Life and its realities,1857,f,high_female,174.98960999190672
uc2.ark:/13960/t42r3rm9r,"De Fonblanque, Albany,",Pious frauds,1880,m,high_male,174.97147204260176
mdp.39015049645107,"Craig, Amanda,",In a dark wood / | $c: Amanda Craig,2000,f,,174.95880824174893
uc1.$b63287,"Béhaine, René,",Day of glory. | $c: Translated from the French by Bernard Miall.,1949,u,mixed,174.9570632895138
nyp.33433074873096,"Lander, Harry.",Weighed in the balance,1897,m,,174.92022219595796
uiuo.ark:/13960/t8mc9hw33,"Phillpotts, Eden,",Some every-day folks,1894,m,,174.873131257715
mdp.39015024687801,"Barham, Marie.",Onak and the talking box / | $c: Marie Barham.,1957,f,high_female,174.8251748251748
uc1.b3321920,"Besant, Walter,",The chaplain of the fleet,1881,m,mixed,174.80143914194554
mdp.39015016441019,"Hall, Radclyffe.",The master of the house.,1952,f,,174.79451060561155
mdp.39015069302852,"Moggach, Deborah.",In the dark / | $c: Deborah Moggach.,2007,f,mixed,174.79409847721752
inu.30000079547562,"Shah, Amina.",Arabian fairy tales / | $c: retold by Amina Shah.,1989,f,,174.77027266893327
inu.30000055910305,,12 American crime stories / | $c: selected and introduced by Rosemary Herbert.,1998,u,,174.7340374181839
nyp.33433034411227,"Tautphoeus, Jemima Montgomery,",The initials,1868,f,mixed,174.71882618221065
umn.319510020466342,"Onions, Oliver,",Good boy seldom : | a romance of advertisement / | $c: by Oliver Onions.,1929,m,mixed,174.71440913890757
uiuo.ark:/13960/t5x642g45,"North, William,","The impostor, or, Born without a conscience",1847,m,,174.70839114125687
uc1.b3739050,"Noone, Peter.",John Dum : | a frolic / | $c: Peter Noone.,1979,m,high_male,174.70405735112507
uc1.$b268541,"Conquest, Joan.","The naked truth: | shocking revelations about the slums, | $c: by an ex-nursing sister (Joan Conquest).",1933,f,high_female,174.69922916216413
uc2.ark:/13960/t3nv9pk89,"Merriman, Henry Seton,",Suspense,1890,m,,174.6881368838324
uiuo.ark:/13960/t83j3v84f,,The Golden calf,1849,u,mixed,174.68422467078747
mdp.39015030931136,,Charles' wain.,1933,u,mixed,174.67516548173572
uiuo.ark:/13960/t9z03nd29,"Chalcraft, Harriette Amiel.",Lucy Aylmer,1857,f,high_female,174.65180646211684
njp.32101065835504,"St. John, Percy B.",The fireside,1847,m,high_female,174.65144990815745
nyp.33433074902317,"Montgomery, Florence,",Peggy,1876,f,high_female,174.62842950832396
inu.30000107354841,"Güntekin, Reşat Nuri,","Afternoon sun, | $c: translated by Sir Wyndham Deedes.",1951,u,high_male,174.61630364856168
uc1.$b244872,"Sansom, William,",A touch of the sun / | $c: by William Sansom.,1952,m,,174.6158451406905
uc1.b3905643,"Vijayan, O. V.,",After the hanging and other stories / | $c: O. V. Vijayan ; translated from the Malayalam by the author.,1989,u,,174.59855559376737
uc1.32106016143775,"Davey, Janet,",English correspondence / | $c: Janet Davey,2003,f,high_female,174.59855559376737
njp.32101067644557,"Flamank, James.",The curate of Steinhollt,1837,m,high_male,174.56850247081573
inu.30000110609967,"Helton, Peter.",Rainstone fall / | $c: Peter Helton.,2008,m,high_male,174.5512248338788
mdp.39015019120941,"Lady, (Ethel Stefana), Drower, E. S.","Folk-tales of Iraq, | $c: set down and translated from the vernacular by E. S. Stevens.  With an introduction by Sir Arnold Wilson.",1931,f,,174.55107163545085
njp.32101067644094,"Fetherstonhaugh,",Kilcorran,1877,f,mixed,174.55104878553888
njp.32101064710856,"Philips, F. C.",The fatal phryne,1889,m,high_female,174.54545454545456
uiuo.ark:/13960/t9q24jg3b,"Russell, William Clark,",The death ship,1888,m,,174.54060520484006
mdp.39015002753351,"Hon., Sackville-West, Edward,",Simpson : | a life.,1931,m,,174.46834308963903
dul1.ark:/13960/t3514tw13,"Le Sage, Alain René,","The life and adventures of Guzman D'Alfarache, or The Spanish rogue",1823,m,,174.4639823699555
mdp.39015068100760,"Sedley, Charles,",Asmodeus;,1808,m,high_male,174.4524132583834
uc1.b3321858,"Disraeli, Benjamin,",Venetia,1837,m,,174.44520704644248
mdp.39015047564508,"Darko, Amma,",The housemaid / | $c: Amma Darko.,1998,f,mixed,174.44520704644242
pst.000068121075,"Dick, Philip K.",Eye in the sky / | $c: Philip K. Dick.,1957,m,high_male,174.40920326179864
nyp.33433074865001,"Goodrich, A. M.",The myrtle and the heather,1857,u,high_female,174.40022672029477
njp.32101005842180,"Zola, Émile,",Fat and thin,1888,m,mixed,174.3739973495152
nyp.33433044731895,"Cole, Alfred W.","Lorimer Littlegood, esq",1858,m,mixed,174.37044160328117
hvd.hn5cxg,"Martineau, Harriet,",A tale of the tyne,1833,f,,174.35750453807202
uc2.ark:/13960/t6tx3bd58,"Trollope, Frances Milton,",The abbess,1833,f,high_female,174.31478699583346
uiuo.ark:/13960/t5v703b5g,"Tabor, Eliza.",The blue ribbon,1873,f,high_female,174.303218569333
uc1.$b703801,"Hougron, Jean.",The fugitive. | $c: Translated from the French by Mervyn Savill.,1955,f,high_male,174.29884328949453
njp.32101067630606,"Forrester,",The light of other days,1894,f,high_female,174.27884615384616
mdp.39015066704928,"Postgate, Raymond,",Verdict of twelve.,1954,m,mixed,174.25650557620816
uc2.ark:/13960/t5r78jq1z,"Soutar, Andrew,",The chosen of the gods,1910,m,,174.25501982350684
mdp.39015039777936,"Ouida,",Puck,1877,f,mixed,174.23913783893278
uiuo.ark:/13960/t73v07t79,"Yates, Edmund Hodgson,",Dr. Wainwright's patient,1871,m,,174.22513371779013
inu.32000001298621,"Lytton, Edward Bulwer Lytton,",A strange story,1862,m,,174.21883821845103
uc2.ark:/13960/t6vx0c40v,"Howitt, William,","Tallangetta, the squatter's home",1857,m,,174.20380676238133
uiuo.ark:/13960/t3st7w32r,"Lyall, Edna,",Knight-errant,1887,f,mixed,174.2003303799369
mdp.39015047453298,"Humphreys, Emyr.",The gift of a daughter / | $c: Emyr Humphreys.,1998,m,high_female,174.19808811162406
uiuo.ark:/13960/t6sx6xd8k,"Opie, Amelia Alderson,",Adeline Mowbray,1805,f,high_female,174.1703051559182
uc1.$b251002,"Turpin, Allan.",Ladies: | an episode of the revolution.,1966,m,high_female,174.16164171992835
uiuo.ark:/13960/t2k65429g,"Payn, James,",Under one roof,1879,m,,174.140182847192
uc1.$b312483,"Shanks, Edward,","Elizabeth goes home, | $c: by Edward Shanks, with illustrations by Michael Rivett.",1942,m,high_female,174.11491584445733
uiuo.ark:/13960/t49p3jr5m,Lady.,Julia de Vienne,1811,m,high_female,174.1051997187531
mdp.39015061135110,"Shafak, Elif,",The flea palace / | $c: by Elif Shafak ; translated by Müge Göçek.,2004,u,,174.09970484171907
hvd.hnnzq8,,Young hearts,1834,f,high_female,174.02056190323543
mdp.39015050982472,"Williamson, Henry,",Collected nature stories.,1970,m,high_male,174.0179702224837
mdp.39015038919323," Clarke, Arthur C.   (Arthur Charles),",2061 : | Odyssey three / | $c: Arthur C. Clarke.,1988,m,high_male,174.01312634449116
mdp.39015009147615,"Zweig, Stefan,","Kaleidoscope two. | $c: [Translated from the German by B. W. Huebsch, and Eden and Cedar Paul.",1959,u,mixed,174.0038280842179
njp.32101067302917,"Neal, John,","Seventy-six, or, Love and battle",1840,f,mixed,174.00273561001862
mdp.39015025285746,"Cug̲ẖtāʼī, ʻIṣmat,",The quilt & other stories / | $c: Ismat Chughtai ; translated by Tahira Naqvi and Syeda S. Hameed.,1990,u,,173.9421738906355
uiuo.ark:/13960/t1gj04q5d,"Sturgis, Julian,",John Maidment,1885,m,,173.9171308373875
nyp.33433074947817,"Annesley, Maude.",The wine of life,1908,f,mixed,173.91304347826085
uiuo.ark:/13960/t0ms4br6q,"Holstein, Anthony Frederick,","The inhabitants of Earth, or, The follies of woman",1811,m,high_female,173.90094602114635
njp.32101065704601,"Riddell, J. H.,",Mortomley's estate,1874,f,,173.89821839570368
uiuo.ark:/13960/t6sx6xb4r,"Riddell, J. H.,",Phemie Keller,1866,f,,173.8871224165342
uva.x030765296,"Caine, William,",Hoffman's chance,1912,m,mixed,173.8781947694336
mdp.39015062983096,"Kraemmer, Elias.",Dry fish and wet;,1922,m,mixed,173.87461814828333
mdp.39015049478863,"Lessing, Doris May,",The diaries of Jane Somers / | $c: by Doris Lessing.,1984,f,high_female,173.87190744536937
uc2.ark:/13960/t8v98589w,"Whyte-Melville, G. J.",The Brookes of Bridlemere,1864,m,mixed,173.8602494756596
mdp.39015060606335,"Parks, Tim.",Rapids / | $c: Tim Parks.,2005,m,,173.85589042838515
mdp.39015008780564,,Everyday matters : | new short stories by women.,1982,u,high_female,173.84585667374927
inu.30000054510130,"Braddon, M. E.",Milly Darrell,1873,f,,173.7819881889764
uc1.b3322035,"Erroll, Henry.",By woman's favour,1890,m,mixed,173.74281169705125
mdp.39015080900411,"Duggan, A. J.,",Scars beneath the skin / | $c: A.J. Duggan.,2009,u,high_male,173.74065865529184
uc1.$b312014,"Romains, Jules,",The adventuress : | a novel / | $c: by Jules Romains ; translated by Arnold Pomerans.,1958,m,,173.71985015185714
mdp.39015055899911,"Unsworth, Tania.",The seahorse / | $c: Tania Unsworth.,2002,f,high_female,173.7028925307756
mdp.39015065767900,"Eliot, George,",The works of George Eliot,1878,f,,173.70239615413504
inu.32000009126857,"Oppenheim, E. Phillips",As a man lives,1898,m,,173.6823061150645
mdp.39015013763522,"Druon, Maurice,",The curtain falls : | a modern trilogy,1959,m,mixed,173.6660174997642
uiuo.ark:/13960/t7mp5mt66,"Payn, James,",Halves,1876,m,,173.6546587685955
mdp.39015003976340,"Huxley, Aldous,","Antic hay, | $c: by Aldous Huxley.",1923,m,mixed,173.639372727766
uc1.b2843736,"Daniel, Yury,",The man from M.I.S.P. | $c: [by] Y. Daniel (N. Arzhak): translated by M.V. Nesterov.,1966,u,high_female,173.62546506821002
