htid,author,title,year,authgender,female_category,shops
uc1.$b119540,"Alexander, Joan.",Where have all the flowers gone?,1969,f,high_female,3.1555031975765737
hvd.hwadvc,"Scott, Walter,",The Waverley novels,1829,m,,3.1539025601804034
pst.000031149693,"Foster, Alan Dean,",Greenthieves / | $c: Alan Dean Foster.,1996,m,high_male,3.151492231571649
uc2.ark:/13960/t3fx7513k,"Cournos, John,",The wall,1921,m,,3.1507226970186286
mdp.39015063963832,"Quin, Shirland.","I sing of Honolulu, | $c: by Shirland Quin.",1935,u,mixed,3.148862473431473
uc2.ark:/13960/t0tq5sq1s,"Bowden, H. Park.",The witch of Atlas,1889,u,,3.148267665716939
uc1.b3290602,"Ward, R. Plumer",Pictures of the world at home and abroad,1839,m,,3.1471612605429904
uc1.$b245446,"White, Stanley,","Flamingo Lake, | $c: by James Dillon White [pseud.]",1954,m,high_male,3.145775223874337
nyp.33433004007963,"Jones, W. Braunston.",Sin chong (the faithful heart);,1902,u,high_male,3.1447925380362656
uc2.ark:/13960/t74t6hj59,"Delafield, E. M.,",War-workers,1918,f,high_female,3.1444233651618854
mdp.39015079245232,"Nhá̂t Hạnh, Thích.","The essential Thich Nhat Hanh : | Thich Nhat Hanh / | $c: Robert Ellsberg, editor.",2008,u,high_male,3.1430726678400807
njp.32101067522928,"Erckmann, Émile,",The outbreak of the great French Revolution related by a peasant of Lorraine,1871,m,mixed,3.1413941507240914
uc2.ark:/13960/t4rj4bq28,"Caffyn, Kathleen Mannington Hunt.",He for God only,1903,f,high_female,3.1413744141336717
mdp.39015063869997,"Gaspey, Thomas,",The Lollards,1822,m,mixed,3.141098127905516
mdp.39015048876091,"Lasdun, James.",The silver age.,1985,m,mixed,3.1404076249097135
uc2.ark:/13960/t7cr5r38x,"Dennis, Geoffrey Pomeroy,",Mary Lee,1922,m,,3.137123675872382
mdp.39015003964148,"Murdoch, Iris.",The Flight from the enchanter.,1962,f,mixed,3.136295564493998
uiuo.ark:/13960/t5z614h53,"Gunning,",The exile of Erin,1808,f,,3.1357792411414236
uc1.b3578833,"Housman, Laurence,","Uncle Tom Pudd; | a biographical romance, | $c: by Laurence Housman.",1927,m,high_female,3.1338629561729268
uiuo.ark:/13960/t41r72s9x,"Beste, John Richard Digby,",Pope,1840,m,,3.1329793066716793
nyp.33433074878988,"Lucas, William,","The duellists, or, Men of honour",1805,m,high_male,3.1323414252153485
mdp.39015011425348,"Braddon, M. E.","Only a clod, in three vols",1865,f,,3.1318999671150505
nyp.33433075743066,"Scott, Walter,",Guy Mannering;,1815,m,mixed,3.1318018822129314
uiuo.ark:/13960/t79s2b480,"Oliphant,",In trust;,1882,f,,3.131556696833996
mdp.39015008005897,"Niwa, Fumio,",The Buddha tree; | a novel;,1966,m,mixed,3.1313115498426516
uc1.b3326174,"Godwin, Henry,","Stonehenge, or, The Romans in Britain",1842,m,,3.1302333588969056
mdp.39015048880812,"Linklater, Eric,",White-maa's saga.,1952,m,,3.1289111389236544
mdp.39015068635419,"Pitcairn, Frank.",Reporter in Spain / | $c: Frank Pitcairn ; with introd. by Ralph Bates.,1936,m,high_male,3.1287153494775044
mdp.39015002713603,"Renault, Mary.",Return to night.,1947,f,high_female,3.1286957718805337
uc1.$b236237,"Frankau, Gilbert,","Men, maids and Mustard-Pot; | a collection of tales, | $c: by Gilbert Frankau.",1923,m,,3.1281672693602274
uc2.ark:/13960/t3xs5m788,"Webb, Edward Meryon.",Runaway Jo,1920,m,,3.1252929962183953
mdp.39015060668970,"Ihimaera, Witi,",Band of angels / | $c: Witi Ihimaera.,2005,u,,3.125065105523032
uiuo.ark:/13960/t4gm8vn5r,"Trollope, Frances Milton,","Hargrave, or, The adventures of a man of fashion",1843,f,,3.125048828887951
uc2.ark:/13960/t8nc64844,"Courtilz de Sandras, Gatien,",Memoirs of Monsieur d'Artagnan,1898,m,high_male,3.1250244142532364
njp.32101063580300,"Hume, Fergus,",The harlequin opal,1893,m,high_male,3.125
mdp.39015058209993,"Brandmark, Wendy.",The angry gods / | $c: Wendy Brandmark.,2003,f,high_female,3.1237309842876333
umn.31951002040920v,"Webb, Mary,",The house in Dormer forest / | $c: with an introduction by H.R.L. Sheppard.,1929,f,,3.1236334103829573
mdp.39015040053897,"McEwan, Ian.",Enduring love / | $c: Ian McEwan.,1997,m,,3.1233407252397165
inu.32000007004163,"Ford, Donald,",Wise man make answer.,1955,m,high_male,3.1228205315040545
mdp.39015063940103,"Le Fanu, Joseph Sheridan,",Morley Court,1873,m,,3.1210823913733283
mdp.39015061135110,"Shafak, Elif,",The flea palace / | $c: by Elif Shafak ; translated by Müge Göçek.,2004,u,,3.120066395012886
mdp.39015049549069,"Houghton, Gordon.",The apprentice / | $c: Gordon Houghton.,1999,m,high_female,3.1197354464341425
uc1.31158004733423,"Pu, Songling,",Strange stories from the lodge of leisures,1913,u,high_male,3.119540803593711
mdp.39015020609031,"pseud. York, Catherine,",If hopes were dupes.,1966,f,high_male,3.119297534195299
mdp.39015030224540,"Benzoni, Juliette.",Marianne and the rebels; | $c: translated [from the French] by Anne Carter.,1973,f,high_female,3.1188986545071202
uiuo.ark:/13960/t7kp8hv29,"MacDonald, George,",The seaboard parish,1868,m,,3.118665211289568
uc2.ark:/13960/t01z45s71,"Gilbreath, Olive.",Russia in travail,1918,f,,3.1182275994324824
dul1.ark:/13960/t3ws9fc67,"Wood, Henry,",A life's secret,1867,f,,3.1179359264167124
uiuo.ark:/13960/t1bk1x14z,"Braddon, M. E.",Lost for love,1874,f,high_female,3.1174985191882034
nyp.33433082539341,"Hamilton, Grace.",Behind the clouds: a story of village lives,1879,f,,3.1166240728043384
mdp.39015011404855,"Norris, Kathleen Thompson,","Josselyn's wife, | $c: by Kathleen Norris.",1929,f,high_female,3.1153294980165738
njp.32101064790452,"Scargill, William Pitt,",Rank and talent,1829,m,,3.115022194533136
uiuo.ark:/13960/t1mg87p68,"Russell, William Clark,",The Golden Hope,1887,m,,3.113955190184813
nyp.33433068179898,"Lang, Andrew,",The book of dreams and ghosts,1899,m,mixed,3.1135512127281975
uiuo.ark:/13960/t7tm7sn6z,"Oliphant,","The Athelings, or, The three gifts",1857,f,high_female,3.1133250311332503
uiuo.ark:/13960/t5x643q4q,"Mathers, Helen,", Cherry ripe!,1878,f,,3.1122591889452553
uva.x002014735,"Vance, Louis Joseph,",The private war,1907,m,high_male,3.1118072339145497
uiuo.ark:/13960/t4dn4n43s,"Harding, Anne Raikes,",Decision,1819,f,,3.109404393588408
uiuo.ark:/13960/t1wd4h05d,,The second wife,1857,u,high_female,3.109356052361556
mdp.39015014498854,"Masefield, John,",Lost endeavour,1910,m,high_male,3.1090982578686095
inu.39000004569351,"(David Herbert), Lawrence, D. H.","Love among the haystacks | & other pieces | $c: by D. H. Lawrence, with a reminiscence by David Garnett.",1930,m,,3.1090660365626164
mdp.39015065763099,"Smith, Horace,",The Tor hill,1826,m,,3.109017705855835
uva.x030564017,"Rabelais, François,",The works of François Rabelais,1897,m,high_male,3.1082929255253013
mdp.39015082737639,"El-Youssef, Samir,",A treaty of love : | a novel / | $c: by Samir El-Youssef.,2008,m,high_female,3.107858219508026
mdp.39015046878099,"Conway, Simon,",Damaged / | $c: Simon Conway.,1998,m,high_male,3.1077326604056212
uc1.$b805688,"Anderson, Henry L. N. (Henry Lee Norman),",No use cryin' / | $c: Henry L. Anderson.,1961,m,mixed,3.1074558223363926
uc1.b3310869,"Finn, F. E. S. (Frederick Edward Simpson)",Contact: short stories of the 1960s; | $c: collected by F. E. S. Finn.,1969,m,mixed,3.1039834454216244
mdp.39015032248943,"Zahavi, Helen.",True romance / | $c: Helen Zahavi.,1994,f,high_male,3.1038068190635815
nyp.33433074873120,"Laing, Janet.",The wizard's aunt,1903,f,,3.1022662054630907
uiuo.ark:/13960/t0ft8vh63,,"Guards, hussars and infantry",1838,u,high_male,3.1017850773119933
uiuo.ark:/13960/t19k4w526,"Braddon, M. E.",Charlotte's inheritance,1868,f,mixed,3.1007271205097595
mdp.39015016447834,"Gaspey, Thomas,","The witch-finder; or, The wisdom of our ancestors",1824,m,,3.1007271205097595
njp.32101066121896,"Gore,",The debutante;,1846,f,high_female,3.100342587855958
mdp.39015059421944,"Graham, Stephen,","Midsummer music, | $c: by Stephen Graham.",1926,m,,3.1001663755954905
uiuo.ark:/13960/t75t47v24,"Rhys, J.","The modern pedagogue, or, Rustic reminiscences",1868,u,,3.0998460409799646
uc1.$b164875,"Bacchelli, Riccardo,",Love town. | $c: Translated by Orlo Williams.,1930,m,mixed,3.0985013581764287
nyp.33433074916218,"Lamb, Charles,",Tales from Shakespear,1809,f,,3.0972217920525287
inu.30000053300863,"Halldór Laxness,",Paradise reclaimed. | $c: Translated by Magnus Magnusson.,1962,u,high_male,3.097125867195243
uc1.b2848202,"Lyall, Gavin.",Midnight plus one / | $c: by Gavin Lyall.,1965,m,high_male,3.096166945321692
uc1.b4105130,"Surtees, Robert Smith,",Hawbuck Grange,1847,m,high_male,3.0954641132527136
uiuo.ark:/13960/t6737599r,"Gore,",Preferment;,1840,f,mixed,3.0949212342545884
uiuo.ark:/13960/t88g96s10,"Lee, Holme,",Against wind and tide,1859,f,high_female,3.094777562862669
mdp.39015063556255,"Opie, Amelia Alderson,",New tales,1818,f,,3.093389426794939
uiuo.ark:/13960/t5k93v851,"Viles, Edward.",Black Bess;,1866,m,high_male,3.093287758893686
mdp.39015003480566,"Güntekin, Reşat Nuri,",The autobiography of a Turkish girl. | $c: Translated from the Turkish by Sir Wyndham Deedes.,1949,u,high_male,3.093178921841555
inu.30000011907551,"(Pelham Grenville), Wodehouse, P. G.",Money in the bank : | [a novel] / | $c: by P. G. Wodehouse.,1946,m,mixed,3.0908079371947825
uiuo.ark:/13960/t0pr89j9v,,The Master of Wingbourne,1866,u,,3.09028260634435
mdp.39015073480686,"Henty, G. A.",The young buglers,1880,m,high_male,3.089996137504828
uc1.b4948649,"Street, Pamela,",Light of evening : | a novel / | $c: by Pamela Street.,1981,f,high_female,3.089614261659432
nyp.33433074850227,"Hayes, Margaret E.",In His courts,1884,f,high_female,3.089184764140743
uiuo.ark:/13960/t4nk3vs0f,"Lennox, William Pitt,","Philip Courtenay, or, Scenes at home and abroad",1855,m,,3.088850793062441
uc2.ark:/13960/t78s4pv3k,"Raymond, Adolphus.",Amongst the aristocracy of the Ghetto (les nouveaux riches),1921,m,high_female,3.08839766208297
uiuo.ark:/13960/t4rj5246n,"Mitford, Mary Russell,","Atherton, and other tales",1854,f,,3.086467383755922
inu.30000115723995,"Christensen, Lars Saabye,",The model / | $c: Lars Saabye Christensen ; translated from the Norwegian by Don Bartlett.,2007,m,mixed,3.086038760646834
uiuo.ark:/13960/t5m90vz2q,"Pottinger, Henry,","Blue and green, or, The gift of God",1879,m,,3.086038760646834
njp.32101064790460,"Scargill, William Pitt,",Rank and talent,1829,m,,3.0858959127308636
uiuo.ark:/13960/t86h58z2r,"De Merle, William Henry,",Glenlonely,1837,m,,3.0857530780386955
dul1.ark:/13960/t3vt27q8k,"Riddell, J. H.,",Did he deserve it?,1897,f,high_male,3.085181871471323
uc1.b4104679,"Conrad, Joseph,",The works of Joseph Conrad.,1923,m,,3.0836977236143404
mdp.39015001044968,"Gombrowicz, Witold.","Possessed, or, The secret of Myslotch / | $c: Witold Gombrowicz ; English version by J.A. Underwood.",1980,m,mixed,3.082645732076984
inu.39000005845891,"Mohanti, Prafulla.",Indian village tales / | $c: [by] Prafulla Mohanti ; illustrated by the author.,1975,u,,3.0813792253412626
nyp.33433074854112,"Franklin, Miles,",Some everyday folk and dawn,1909,f,,3.080857094443674
uc1.31158009513150,"Shaw, Gertrude.",West Indian fairy tales,1914,f,mixed,3.0807147258163896
uc1.32106005244287,"Farrell, M. J.,",Good behaviour / | $c: Molly Keane.,1981,u,mixed,3.079987269385953
uiuo.ark:/13960/t7fr08z44,,Happiness;,1821,u,high_female,3.0774438751173276
mdp.39015041859375,"Barfoot, Joan.",Gaining ground / | $c: Joan Barfoot.,1980,f,,3.077112437688473
uiuo.ark:/13960/t1ng57g58,,Out of the meshes,1868,u,,3.0766390794695875
mdp.39015080851309,"Knox, Malcolm,",Jamaica / | $c: Malcolm Knox.,2008,m,high_male,3.07540902940091
uc1.$b391277,"Clark, William,",Special relationship.,1968,m,high_male,3.074888919637778
mdp.39015064001541,"Defoe, Daniel,",The novels and miscellaneous works,1840,m,high_male,3.0743453565856322
uc2.ark:/13960/t1gh9d91g,"Provost, Maxime.",My Austrian love,1917,u,,3.072951877573597
uc1.b3327209,"Roberts, Morley,",The degradation of Geoffrey Alwith,1895,m,,3.071913494915983
njp.32101067631075,"Brooks, Shirley,",Aspen court;,1855,m,mixed,3.071315956510166
uc1.$b245031,"MacDonald, Philip.","Patrol, | $c: by Philip MacDonald.",1927,m,high_male,3.071205909000169
nyp.33433067303671,"Grattan, Thomas Colley,","High-ways and by-ways, or, Tales of the roadside",1825,m,mixed,3.0708758137820906
uiuo.ark:/13960/t61555t25,"Lee, Holme,",Basil Godfrey's caprice,1868,f,high_female,3.070404372255826
uiuo.ark:/13960/t84j0zr25,"Eliot, George,",Adam Bede,1899,f,mixed,3.068331748028597
njp.32101068165859,"Chamier, Frederick,","Walsingham, the gamester",1837,m,mixed,3.067437615987485
uiuo.ark:/13960/t3hx1mc5r,"Boddington,",The gossip's week,1836,f,high_female,3.066355942597817
uc1.32106019522462,"Jansson, Tove",Fair play : | a novel / | $c: Tove Jansson ; translated from the Swedish by Thomas Teal ; introduced by Ali Smith,2007,f,high_female,3.0659798871719404
uc2.ark:/13960/t2m61dn2t,"Esmond, Henry.",A life's hazard,1878,m,mixed,3.0656979061283303
mdp.39015000683204,"Lambrick, H. T.",The terrorist; | $c: translated and edited from the Sindhi [MSS.] by H. T. Lambrick.,1972,u,high_male,3.0645705004443626
inu.30000107354841,"Güntekin, Reşat Nuri,","Afternoon sun, | $c: translated by Sir Wyndham Deedes.",1951,u,high_male,3.063443923658977
dul1.ark:/13960/t8tb1mk9p,"Betham-Edwards, Matilda,",The lord of the harvest,1899,f,,3.0623181748583677
uc1.$b313869,"Matters, Leonard.","The mystery of Jack the Ripper; | the world's greatest crime problem, | $c: by Leonard Matters; with 10 illustrations and 5 diagrams.",1929,m,,3.0622243998040175
dul1.ark:/13960/t5cc1m03n,"Macquoid, Katharine S.",In the sweet spring-time,1880,f,high_female,3.0620837479905076
uc1.b3321189,"Boyd, Archibald.",The crown ward,1856,m,mixed,3.0603501040519037
njp.32101063603953,"Eiloart, Elizabeth,","Ernie Elton, the lazy boy",1866,f,,3.0598818885591017
uc1.32106013189789,"Byatt, A. S. (Antonia Susan),",The virgin in the garden / | $c: by A. S. Byatt.,1978,f,mixed,3.059694642474681
mdp.39015014432119,"Freeling, Nicolas.",Not as far as Velma / | $c: Nicolas Freeling.,1989,m,,3.0595074193054916
uc1.$b251001,"West, Paul,",Tenement of clay / | $c: Paul West.,1965,m,high_male,3.059320219047328
nyp.33433075873103,"Quiller-Couch, Arthur Thomas,",The splendid spur,1893,m,,3.0586340140493258
uc2.ark:/13960/t71v5d269,"Smedley, Frank E.","The fortunes of the Colville family, or, A cloud and its silver lining",1886,m,mixed,3.058328440007829
mdp.39015012064146,"Aldiss, Brian Wilson,",The eighty-minute hour; | a space opera / | $c: Brian W. Aldiss.,1975,m,,3.0581974983944464
uiuo.ark:/13960/t1gj0366r,"Payn, James,",Walter's word;,1875,m,,3.0564682509360432
uc2.ark:/13960/t1bk1cf94,"Grier, Sydney C.,",England hath need of thee,1916,m,,3.0563748338096186
mdp.39015063547536,"Corelli, Marie,",The silver domino;,1893,f,high_male,3.0549275982159223
njp.32101068165867,"Chamier, Frederick,","Walsingham, the gamester",1837,m,mixed,3.0547409579667644
uiuo.ark:/13960/t61554s3s,"Moberly, A.",Lady Valeria,1886,m,,3.0546943014677805
nyp.33433081593570,"Oakstone, Arthur.",A knight errant in Turkey,1908,m,,3.0543366489854513
uc2.ark:/13960/t2k64ct0h,"Young, Stuart.",Merely a negress,1904,u,mixed,3.053932447014272
uc1.b4082854,"Webb, Mary Gladys Meredith,",Collected works.,1928,f,,3.0516336412092606
mdp.39015016434675,"Graves, Charles,","Seven pilots, | $c: by Charles Graves; with 17 illustrations.",1943,m,high_male,3.0513853289393387
uc2.ark:/13960/t6154jc0j,"Ferrier, Susan,",Marriage;,1881,f,high_female,3.050330452465684
uc2.ark:/13960/t9k360s05,"Ferris, Lynn.",John Heathlyn of the Otway,1916,m,,3.0495242742132227
mdp.39015018614969,"Schmidt, Michael,",The love of strangers / | $c: Michael Schmidt.,1989,m,,3.0490128820794267
mdp.39015040554423,"Zayyāt, Laṭīfah.",The owner of the house / | $c: Latifa Zayyat ; translated from the Arabic by Sophie Bennett.,1997,u,high_female,3.0488734412634533
uiuo.ark:/13960/t11n8pr8z,"Braddon, M. E.",Mount Royal,1882,f,,3.048780487804878
uc1.b3486106,"Cunninghame Graham, R. B.",A hatchment,1913,m,,3.0481299722620174
uiuo.ark:/13960/t00z7jd1k,"Tennyson, Mary H.",Friend Perditus A novel,1890,f,mixed,3.045901739209893
uiuo.ark:/13960/t05x2z259,"Riddell, J. H.,",Phemie Keller,1866,f,,3.0453451898772728
uc1.$b301784,"Lake, Elizabeth.",The lovers disturbed.,1949,f,high_female,3.0452215398670255
uc2.ark:/13960/t01z44t2n,"Baring, Maurice,",Orpheus in Mayfair,1909,m,mixed,3.0438620521717956
uiuo.ark:/13960/t6834cj82,"Oliphant,",Merkland,1851,f,high_female,3.0435378083484244
uiuo.ark:/13960/t0ms43c1g,,Excitement,1849,u,high_male,3.0428432327166504
inu.30000094670282,,Victorian novels of Oxbridge life / | $c: edited and introduced by Christopher Stray.,2004,u,,3.042704355631285
inu.32000011206358,"Adams, Anthony,",Loneliness and parting.,1968,m,mixed,3.04228780042592
uiuo.ark:/13960/t3gx4tt8b,"Martineau, Harriet,",Forest and game-law tales,1845,f,,3.042241523554555
mdp.39015063942372,"Lyell, William Darling,",The house in Queen Anne square;,1920,m,mixed,3.0412931578507183
mdp.39015029918318,"Ballif, Noël,",Dancers of God;,1955,u,high_male,3.0404840450599737
nyp.33433074951611,"Cuthbertson, Catherine.",Romance of the Pyrenees,1803,f,high_female,3.0404378230465188
mdp.39015014119625,"Ruyslinck, Ward,",The deadbeats: | a novel | $c: [by] Ward Ruyslinck; translated from the Flemish by R. B. Powell.,1968,m,high_male,3.040160520475481
mdp.39015079152578,"McLean, Russel D.",The good son / | $c: Russel D. McLean.,2008,m,mixed,3.040160520475481
uc1.32106006539883,,Saturday night reader / | $c: edited by Emma Tennant.,1979,u,mixed,3.03988326848249
uc1.b3322571,"Griffin, Gerald,",The collegians,1829,m,,3.03988326848249
mdp.39015003700039,"Garnett, David,","Beany-eye, | $c: by David Garnett.",1935,m,,3.038774766014343
nyp.33433074870167,"Hood, Thomas,",Tylney Hall,1834,m,,3.0353619669145546
nyp.33433074897038,"Merrick, Leonard,",The man who was good,1892,m,high_female,3.03485531327294
nyp.33433074964952,"O'Keeffe, Adelaide,","Zenobia, queen of Palmyra;",1814,f,high_female,3.0347632126003368
mdp.39015058094593,"De Falbe, John,",The bequest / | $c: John De Falbe.,2003,m,,3.0340035952942603
mdp.39015030747342,"Herbert, A. P. (Alan Patrick),","Honeybubble & co., | $c: by A. P. Herbert.",1928,m,,3.033796492931254
uiuo.ark:/13960/t0sq9hm6r,"Payn, James,",A stumble on the threshold,1892,m,,3.0332903617198754
mdp.39015013254654,"Storey, David,",Pasmore. -,1972,m,high_male,3.032738411148346
mdp.39015064795258,"Hall, S. C.,",The playfellow and other stories,1867,f,high_female,3.0324165327349366
uc2.ark:/13960/t92808h53,"Fittis, Robert S.",Gilderoy,1866,m,mixed,3.0319752105706783
hvd.hn5cy1,"Budden, Maria Elizabeth,",Always happy,1837,f,high_female,3.0291097446460484
mdp.39015059168735,"Ghosh, Amitav.",The hungry tide / | $c: Amitav Ghosh.,2004,u,mixed,3.027257425862466
uc1.$b686215,"Bennett, M. R.","Challenge! | Christ or compromise,",1938,u,high_male,3.0267259904960806
nyp.33433074902929,"Maitland, Agnes C.",Elsie,1875,f,high_female,3.0266801858381633
uiuo.ark:/13960/t0sq9gh3j,"St. Aubyn, Alan.",To his own master,1893,f,mixed,3.026359592046727
