htid,author,title,year,authgender,female_category,gb_england_intensity
uc1.$b282836,"Nivelle, Robert.",And yet France smiled. | $c: Foreword by Jacques Soustelle. Translated by Leigh Waller.,1944,m,high_male,20.20882452004042
inu.39000005702753,,The story of the Volsungs & Niblungs : | with certain songs from the Elder Edda / | $c: translated from the Icelandic by Eiríkr Magnússon and William Morris.,1980,u,mixed,20.197259905072883
uc1.b3123787,"Kelty, Mary Ann,",The favourite of nature,1821,f,high_female,20.194802168611066
uc1.$b253951,,Twentieth century short stories / | $c: edited for the London Association for the Teaching of English by Douglas R. Barnes and R.F. Egford.,1958,u,high_female,20.194488458073135
uc1.b4505377,"Tantri, K'tut.",Revolt in paradise.,1960,u,high_male,20.174614769209363
dul1.ark:/13960/t2h713c5c,"Griffith, George Chetwynd.",Olga Romanoff,1897,m,,20.171593017939273
uiuo.ark:/13960/t6b28444n,,Amat,1881,u,,20.143421158649584
uiuo.ark:/13960/t5w672s7g,,The privateer,1848,u,mixed,20.14156643839558
uiuo.ark:/13960/t11n8c67k,"Bird, Frederick Spencer.",Stonedell Lodge,1879,m,,20.141493995317106
uc2.ark:/13960/t6vx0864f,"Glossop, Bertram Robert Mitford.",Sporting trips of a subaltern,1906,m,high_male,20.127377546472676
uc2.ark:/13960/t55d92s2c,"Hugo, Victor,",Ninety-three,1889,m,mixed,20.124773596297043
mdp.39015026094832,"Young, Miriam.",Among the women of the Punjab,1916,f,,20.123558650111686
mdp.39015029074617,"Fuller, John,",The worm and the star / | $c: John Fuller.,1993,m,mixed,20.12256471233879
wu.89005371356,"Lawson, Henry,",While the billy boils,1915,m,,20.119252295423784
mdp.39015059246838,"Forster, Margaret,",Is there anything you want? / | $c: Margaret Forster.,2005,f,high_female,20.112806610992084
uiuo.ark:/13960/t08w4053f,"Oliphant,",The laird of Norlaw,1858,f,,20.107575529080584
uc2.ark:/13960/t2z31q14h,"Brunner, Ethel Houston.",Celia once again,1919,f,,20.10656479340505
inu.39000002745425,"Fraser, George MacDonald,","Flashman and the redskins : | from the Flashman papers, 1849-50 and 1875-76 / | $c: edited and arranged by George MacDonald Fraser.",1993,m,mixed,20.10585968915406
njp.32101067173045,"Scott, Walter,",Novels and tales of the author of Waverley,1819,m,,20.10267829529288
mdp.39015008032321,"Azorín,",The syrens and other stories;,1931,u,,20.10140039756103
uc1.b3325602,"Manning, Anne,",Claude the colporteur,1854,f,,20.096751503667655
uiuo.ark:/13960/t49p3jr5m,Lady.,Julia de Vienne,1811,m,high_female,20.08906150600998
njp.32101068597242,"Crane, Stephen,",The open boat and other stories,1898,m,high_male,20.08861310447195
inu.30000093786220,"Lash, Jennifer.",The climate of belief.,1962,f,,20.083423451259073
nyp.33433074868245,"Hogg, James,",The brownie of Bodsbeck;,1818,m,,20.08166543945378
mdp.39015020169515,"Kuhn, Isobel.",Precious things of the lasting hills / | $c: Isobel Kuhn.,1950,f,,20.080321285140563
uiuo.ark:/13960/t9j39d90p,"Smith, Julia Bernard.",The old school,1813,f,,20.069696582678027
mdp.39015034207178,"Leitch, Maurice,",Gilchrist : | a novel / | $c: Maurice Leitch.,1994,m,high_male,20.05397862580112
uc1.b3810764,"Birtles, Dora,",The overlanders : | a novel / | $c: by Dora Birtles.,1946,f,mixed,20.05001952238743
hvd.hnp67w,"St. John, James Augustus,","Margaret Ravenscroft, or, Second love",1835,m,,20.042242881149495
mdp.39015059585300,"McGill, Robert,",The mysteries / | $c: Robert McGill.,2004,m,,20.038695411829742
njp.32101066121292,"Campbell, R. W.",Private Spud Tamson,1915,u,high_male,20.02402883460152
mdp.39015037470591,"Dé, Shobha,",Snapshots / | $c: Shobha Dé.,1995,u,high_female,20.02024268983083
umn.31951002049311b,"Scott-Moncrieff, George,",Death's bright shadow.,1948,m,high_male,20.01664542092898
hvd.hxkel8,"Brunton, Mary,",Self-control,1811,f,high_female,20.00026667022227
mdp.39015019476244,,The Peter Owen anthology : | forty years of independent publishing / | $c: selected and with an introduction by Peter Owen ; foreword by D.J. Enright.,1991,u,mixed,19.99840012798976
uiuo.ark:/13960/t6vx0vt4j,"Lauder, Thomas Dick,",The wolfe of Badenoch,1827,m,,19.99333555481506
uiuo.ark:/13960/t0qr5ds1j,Author of Rare pale Margaret.,Pomegranate seed,1886,u,high_female,19.98680870625387
uc1.b4974527,"Legge, Gordon,",The shoe / | $c: Gordon Legge.,1989,m,high_male,19.982301390197257
uiuo.ark:/13960/t79s2115g,,Alexena;,1817,u,mixed,19.981834695731155
uc1.b3917861,"Powell, Patricia,",Me dying trial / | $c: Patricia Powell.,1993,f,high_female,19.981217655403917
umn.31951002040911w,"West, Anthony,",On a dark night.,1949,m,,19.97469871496105
mdp.39015020000231,"Lees, Michael,",Special operations executed in Serbia and Italy / | $c: Michael Lees.,1986,m,high_male,19.966615818351713
mdp.39015030753753,"Johnson, Pamela Hansford,",The holiday friend.,1972,f,,19.963645151461023
uc1.32106015014043,"McCabe, John",Paper,1999,m,high_male,19.957202887142017
uc1.$b244775,"Strong, L. A. G. (Leonard Alfred George),",Travellers : | thirty-one selected short stories / | $c: by L. A. G. Strong ; with a preface by Frank Swinnerton.,1946,m,,19.938117989351568
uiuo.ark:/13960/t3bz6g13b,"Carey, Rosa Nouchette,",The search for Basil Lyndhurst,1889,f,,19.933720379737373
uc1.$b300607,"Hamilton, Harry,","Banjo on my knee; | a novel, | $c: by Harry Hamilton.",1936,m,,19.926272790674503
inu.30000048048791,"Maitland, Sara,",Angel and me : | short stories for Holy Week / | $c: Sara Maitland.,1995,f,,19.92461852657446
njp.32101063606550,"Crawfurd, Archibald.",Tales of my grandmother,1825,m,high_male,19.921736036997512
mdp.39015005667848,"Lie, J. L. I.",The commodore's daughters,1892,u,high_female,19.919574717079794
mdp.39015031309894,"Stevenson, Robert Louis,",The Stevenson reader;,1898,m,high_male,19.91858279283429
inu.32000002974469,"Mansfield, Katherine,",Collected stories of Katherine Mansfield.,1945,f,high_female,19.904586401957076
uiuo.ark:/13960/t55d96d7h,"Gifford, George,",Trials of an heiress,1869,f,high_female,19.903544361938295
mdp.39015080878112,"Howe, Katherine.",The lost book of Salem / | $c: Katherine Howe.,2009,f,mixed,19.896264990806554
uc1.$b300858,"Heslop, Harold,","Goaf, | $c: by Harold Heslop.",1934,m,,19.89038189533239
uc2.ark:/13960/t9h41nk9h,"Macaulay, Rose,",Mystery at Geneva;,1922,f,high_male,19.88826411614746
uiuo.ark:/13960/t1wd4df8f,"Martineau, Harriet,",Poor laws and paupers illustrated,1833,f,,19.88305816162717
mdp.39015013392520,,The State of the art : | the mood of contemporary Australia in short stories.,1983,u,mixed,19.8819733762302
mdp.39015031010583,,Short stories of the First World War. / | $c: Edited by George Bruce.,1971,u,high_male,19.879868792865967
uc2.ark:/13960/t5k932t65,"Brown, Charles Brockden,",Arthur Mervyn,1821,m,,19.872484888631284
mdp.39015064702064,"Tóibín, Colm,",The use of reason / | $c: Colm Tóibín.,2006,m,high_male,19.863603257630935
uc1.$b318494,"pseud. [i.e. Roger Crétin.]. Vercel, Roger,",Jealous waters.,1934,m,high_male,19.86294567484358
mdp.39015036753906,"Roscoe, Thomas,",The Italian novelists,1836,m,high_male,19.85853160343458
mdp.39015053602143,"Troyat, Henri,",The web / | $c: Henri Troyat ; translated from the French by Anthea Bell.,1984,m,mixed,19.857592692405888
mdp.39015008152061,"Haggard, H. Rider (Henry Rider),","She, | a history of adventure, | $c: by H. Rider Haggard. With illustrations.",1927,m,mixed,19.85354194824334
uc1.$b787390,"O'Donnell, Peadar.","The Knife, | $c: by Peadar O'Donnell.",1930,u,high_male,19.85284081744072
mdp.39015019867145,"Booth, Martin.",A very private gentleman / | $c: Martin Booth.,1991,m,,19.845721089961515
mdp.39015038139229,"Dudint͡sev, Vladimir,",A New Year's tale / | $c: Vladimir Dudintsev; Trans. by Max Howard. Decorations by William McLaren.,1960,m,high_male,19.8425821813612
mdp.39015028406018,"Beeding, Francis.","The seven sleepers, | $c: by Francis Beeding.",1928,m,,19.835884158436514
njp.32101067645919,"Hofland,",The Godmother's tales,1842,f,high_female,19.82985980289119
wu.89042484659,"Breeze, David John.","The Roman fort at Bearsden, 1973 excavations : | an interim report / | $c: by David J. Breeze.",1974,m,high_male,19.825535289452816
mdp.39015034434301,"Jordan, Neil,",Sunrise with sea monster / | $c: Neil Jordan,1994,m,high_male,19.81949018172948
mdp.39015055899960,"Stephen, Ian,",Mackerel & creamola : | stories and recipes / | $c: Ian Stephen.,2001,m,high_male,19.816606316092887
uiuo.ark:/13960/t1tf09v6t,,"Macalpine, or, On Scottish ground",1872,u,mixed,19.811788013868252
mdp.39015031237038,"Green, F. L. (Frederick Lawrence),",A flask for the journey.,1946,m,high_female,19.81155251250109
uiuo.ark:/13960/t2w388f8g,"Lloyd, Jessie Sale,",Scamp;,1887,f,,19.8009999504975
uc1.b4109143,"Dacre, Charlotte,","Zofloya; or, The moor, | $c: by Charlotte Dacre (better known as Rosa Matilda) with an introduction by the Rev. Montague Summers.",1928,f,high_female,19.786307874950538
mdp.39015059377088,"Garnett, Richard,","The twilight of the gods, and other tales",1888,m,high_male,19.7751285383355
mdp.39015068050759,"Fielding, Henry,",Works;,1893,m,mixed,19.761818087264025
njp.32101072790536,"C.,","A winter in Paris; or, Memoirs of Madame de C****",1811,u,,19.7606142728094
uc1.b3325206,"Taylor, Meadows,",Tippoo Sultaun,1840,m,,19.758940920766648
mdp.39015022048485,"Leland, Mary.",Approaching priests.,1991,f,high_female,19.7529238442482
uiuo.ark:/13960/t5db8dp09,"Gifford, George,",Trials of an heiress,1869,f,high_female,19.74951037672191
nyp.33433073356804,"Turgenev, Ivan Sergeevich,",Fathers and sons,1883,m,,19.748990332869234
uiuo.ark:/13960/t6h13d823,"Godwin, William,",Things as they are;,1816,m,mixed,19.745285813012146
nyp.33433040405478,"Balzac, Honoré de,",La grande Bretèche and other stories,1896,f,mixed,19.74496092143151
uiuo.ark:/13960/t41r7ct36,"Duchess,",Under-currents,1888,f,,19.744895944398372
mdp.39015004805001,"Theroux, Paul.",The consul's file / | $c: Paul Theroux.,1977,m,mixed,19.7427797833935
mdp.39015019807349,"O'Faoláin, Seán,",Stories of Sean O'Faolain.,1970,m,,19.7369258782932
uc1.$b395224,"La Guma, Alex.","A walk in the night, | and other stories.",1967,m,high_male,19.72308784663327
mdp.39015061139369,,The Mammoth book of classic chillers / | $c: edited by Tim Haydock.,1986,u,mixed,19.718309859154928
mdp.39015050023525,,Borderline : | the Mainstream book of Scottish gay writing / | $c: edited by Joseph Mills ; introduction by Toni Davidson.,2001,u,high_male,19.70521005753921
nyp.33433074873443,"Latto, William Duncan.",Tammas Bodkin,1864,m,,19.7035460753351
njp.32101066458959,"Gibbon, Charles,",By mead and stream,1884,m,mixed,19.68398260651719
nyp.33433075816573,"Enault, Louis,",The captain's dog,1880,m,high_female,19.67471143756558
nyp.33433074863303,"Grant, David,",Scotch stories,1887,m,mixed,19.66350821565953
njp.32101073017129,"Juan Manuel,","Count Lucanor, or, The fifty pleasant stories of Patronio",1868,m,high_male,19.662645187567588
njp.32101067643989,"Fenn, George Manville,",The Mynns' mystery,1891,m,,19.657736957637574
mdp.39015059433345,,Fitzgeorge,1832,m,mixed,19.65514160636112
mdp.39015034316854,"Dilke, Caroline,",The sly servant / | $c: [by] Caroline Dilke.,1975,f,high_female,19.65280052407468
uc1.$b33501,"Todd, W. Hogarth.","Tiger, tiger, with a foreword | $c: by Ian Hay.",1927,u,high_male,19.644918105247648
mdp.39015050483109,"Tulloch, Jonathan.",The bonny lad / | $c: Jonathan Tulloch.,2001,m,,19.63402183303228
mdp.39015030201027,"Urquhart, Fred,",The collected stories of Fred Urquhart.,1967,m,high_female,19.633416074158216
nyp.33433034410120,"Broughton, Rhoda,",Red as a rose is she,1870,f,,19.61471936091678
mdp.39015002762105,"Mais, Roger.",The hills were joyful together / | $c: Roger Mais ; introduction by Daphne Morris.,1981,m,high_male,19.59873406695508
mdp.39015000514953,"Sartre, Jean-Paul,","The diary of Antoine Roquentin, | $c: translated from the French ""La Nausée,"" by Lloyd Alexander.",1949,u,high_male,19.59738266067132
mdp.39015031236485,"Hough, S. B. (Stanley Bennett),",No man Friday / | $c: Rex Gordon ; introd. by Alan Brien.,1977,m,high_male,19.59727597863897
mdp.39015010683467,"Benedictus, David.",Local hero / | $c: David Benedictus ; based on a screenplay by Bill Forsyth.,1983,m,,19.591708788840563
mdp.39015058691331,,Tales from  Blackwood.,1858,u,mixed,19.588090441011865
uc1.b3322575,"Griffin, Gerald,",The rivals,1830,m,,19.57713390759593
mdp.39015000635477,"Lessing, Doris May,","African stories, | $c: by Doris Lessing.",1964,f,,19.57599837591717
uc1.$b244812,"Shohet, Jacqueline.",Jacob's ladder.,1951,f,high_female,19.571320591728757
nyp.33433074951850,"Cunningham, Allan,",Paul Jones : a romance,1826,m,high_male,19.56790507787137
mdp.39015063970274,"Fuller, Roy,","Savage gold, | a story of adventure. | $c: With illus. by Robert Medley.",1957,m,high_male,19.56787607011822
uc1.$b120260,"Brown, Robin.",When the woods became the trees.,1965,u,high_male,19.55134801399465
mdp.39015047637833,"Jackowska, Nicki.",The islanders : | a novel / | $c: Nicki Jackowska.,1987,f,high_female,19.542939502387902
mdp.39015043116709,"Aira, César,",The hare / | $c: César Aira ; translated by Nick Caistor.,1998,u,high_male,19.54157758006299
mdp.39015051554213,,The mammoth book of travel in dangerous places / | $c: edited by John Keay ; with a foreword by Wilfred Thesiger.,2002,u,high_male,19.54131949641604
mdp.39015003928952,"Gerhardie, William Alexander,",Futility;,1922,m,,19.539155071108567
uc1.b4974495,"Ellis, Alice Thomas.",Unexplained laughter / | $c: Alice Thomas Ellis.,1985,f,high_female,19.534718522464928
uc1.b3579200,"Lever, Charles James,",Luttrell of Arran,1865,m,mixed,19.52858727251959
