htid,author,title,year,authgender,female_category,gb_suba1_intensity
njp.32101066122787,"Birmingham, George A.,",The great-grandmother,1922,m,,39.50728768360306
mdp.39015042002991,,Celtic fairy tales ; More Celtic fairy tales / | $c: selected and edited by Joseph Jacobs ; illustrated by John D. Batten.,1994,u,high_male,39.50439935356436
mdp.39015018978919,"Haggard, Stephen,",NYA / | $c: Stephen Haggard ; introduced by Frank Kermode.,1988,m,high_female,39.50175124430517
mdp.39015080823209,"James, Eloisa.",Duchess by night / | $c: Eloisa James.,2009,f,high_female,39.48333239325399
mdp.39015063914017,"Doyle, Arthur Conan, Sir,","The tragedy of the Korosko, | $c: by Arthur Conan Doyle.",1927,m,mixed,39.47746195808212
nyp.33433074873476,"Lavenu, L. S.","Erlesmere: or, Contrasts of character",1862,u,mixed,39.47697042449827
uc1.b4104679,"Conrad, Joseph,",The works of Joseph Conrad.,1923,m,,39.47133086226356
uc1.b3324287,"Duros, Edward.",Otterbourne;,1832,m,high_male,39.45097394591928
uc1.$b795586,"Roberts, Lynette,",The Endeavour; | Captain Cook's first voyage to Australia.,1954,f,high_male,39.42898738272404
uc2.ark:/13960/t9s182s6t,"Castle, Agnes (Sweetman)",Little hours in great days,1919,f,high_female,39.427512518235226
mdp.39015048903010,"Malory, Thomas,",La mort d'Arthure,1858,m,high_male,39.426409335156265
uc2.ark:/13960/t23b5z64t,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,mixed,39.40600630496101
uiuo.ark:/13960/t07w6wp8s,,"Life's masquerade, a novel",1867,u,high_male,39.40512850450239
uc1.b3123862,"Hume, Fergus,",The island of fantasy,1892,m,,39.39842678006168
mdp.39015063946639,"Quiller-Couch, Arthur,","Nicky-Nan, reservist",1915,m,mixed,39.39690787512244
uiuo.ark:/13960/t7dr34b5q,"Chamier, Frederick,",The spitfire,1840,m,high_male,39.393939393939405
mdp.39015062286060,"James, G. P. R.","Morley Ernstein; or, The tenants of the heart",1842,m,mixed,39.384698482001205
wu.89004700464,"Hookham, Albert E.",Amid the strife,1912,m,,39.380737896576335
mdp.39015014741485,"Isherwood, Christopher,","The world in the evening, | a novel.",1954,m,,39.37403012499325
uc2.ark:/13960/t3rv0jp0n,"Hall, S. C.,",The buccaneer,1832,f,,39.373695746328394
mdp.39015007057113,"White, Patrick,",The Twyborn affair : | a novel / | $c: by Patrick White.,1979,m,high_female,39.37216094399163
uiuo.ark:/13960/t6pz5tw8n,"Russell, William Clark,","Jilted! or, My uncle's scheme",1875,m,,39.371185916364354
uc2.ark:/13960/t5m90528p,"Lever, Charles James,",[Charles Lever's novels,1872,m,,39.358339793666886
uiuo.ark:/13960/t6c25m129,"Hatton, Ann Julia (Kemble)","Cambrian pictures, or, Every one has errors",1810,f,mixed,39.3478521205071
inu.30000120967363,"Hobson, Mary.",Oh Lily / | $c: Mary Hobson.,1981,f,high_female,39.33773761729009
uc1.b3324312,"Cross,",Valetta,1851,m,,39.3292573921127
uc1.32106017817005,"Cannon, Michael,",A conspiracy of hope / | $c: Michael Cannon,1996,m,mixed,39.32088463252448
mdp.39015002716416,"Eliot, George,",The works of George Eliot,1878,f,,39.3190278997783
uc1.b4937286,,Short stories from the Second World War / | $c: chosen by Dan Davin.,1982,u,,39.31758350712844
hvd.hwkday,"Johnstone, C. I.",Clan-Albin,1815,f,,39.31348821209626
nyp.33433074855267,"Fullom, S. W.","The man of the world, or, Vanities of the day",1857,m,high_female,39.30449755750623
uiuo.ark:/13960/t87h23k1f,"Stuart, Esmè,",A mine of wealth,1896,u,high_female,39.29435608959113
mdp.39015065780564,"Besant, Walter,",Herr Paulus;,1888,m,,39.28694200265187
mdp.39015062006625,"Sherwood, Mary Martha,",The Fairchild family,1902,f,high_female,39.27990862888946
mdp.39015054090512,"Treece, Henry,","Red queen, white queen.",1958,m,high_female,39.25042895111639
njp.32101066120252,"Blessington, Marguerite,",The memoirs of a femme de chambre,1846,f,high_female,39.24587540944015
nyp.33433074895438,"Manning, Anne,",A noble purpose nobly won,1862,f,,39.23774147560066
wu.89003729613,"Goodbody, Ernest.","How I won the war / | $c: [by] Ernest Goodbody, as told to Patrick Ryan.",1963,m,high_male,39.22278542119237
uiuo.ark:/13960/t9t15mg34,"Power, Marguerite A.,",Sweethearts and wives,1861,f,,39.21973371865002
uiuo.ark:/13960/t43r17f7w,"Eyre, Mary.",A family history,1861,f,high_female,39.21667847383868
nyp.33433006640308,"Agnew, Charles,",Holmdale rectory,1865,f,high_female,39.212802980173024
mdp.39015032752019,"Stroud, Mike.",Shadows on the wasteland / | $c: Mike Stroud.,1993,m,mixed,39.20943967260118
wu.89087910576,"Towers, Frances,","Tea with Mr. Rochester, and other stories.",1949,f,high_female,39.20879358598218
mdp.39015051332560,"Bargate, Verity.",Tit for tat / | $c: Verity Bargate.,1981,u,,39.20632756034365
uiuo.ark:/13960/t4mk6x70x,"Lee, Holme,",Annis Warleigh's fortunes,1863,f,high_female,39.20486721166272
mdp.39015030763281,"Middleton, Stanley,",Cold gradations.,1972,m,,39.19127648292874
nyp.33433074875745,"MacDonald, George,",The portent,1864,m,high_female,39.18252871666907
mdp.39015010908419,"Hartley, L. P. (Leslie Poles),",My sisters' keeper | $c: [by] L. P. Hartley.,1970,m,,39.182243529167714
uiuo.ark:/13960/t9j393d7p,"Crumpe,","Geraldine of Desmond, or, Ireland in the reign of Elizabeth",1829,f,,39.17925066884577
uiuo.ark:/13960/t17m0z22w,"Williams, F.,","The secret marriage, or, Contrasts in life",1855,u,,39.17523080740151
uiuo.ark:/13960/t3jw8pr16,"Crommelin, May.",Bay Ronald,1893,f,mixed,39.17033499962696
uc2.ark:/13960/t2v40mp0w,"Lytton, Edward Bulwer Lytton,",The disowned,1829,m,high_male,39.16145533758397
nyp.33433074878020,"Le Gallienne, Richard,",The book-bills of Narcissus,1895,m,,39.14003746260728
uiuo.ark:/13960/t2f76rp04,"Harding, Anne Raikes,",Realities,1825,f,high_female,39.13639032026612
uiuo.ark:/13960/t39z9t711,"Tabor, Eliza.",A double wedding,1888,f,,39.12927075395927
uc1.32106013421943,"Magrs, Paul",Marked for life / | $c: Paul Magrs,1995,m,,39.12588177079138
uiuo.ark:/13960/t17m0xg0w,"Strange, Calthorpe.",Two worlds of fashion,1872,u,,39.11138923654568
nyp.33433074864269,"Graham, George,",Carstone rectory,1860,m,,39.10068426197459
inu.32000009470826,"De Polnay, Peter,",Death and to-morrow.,1942,m,,39.08576533650981
nyp.33433074909924,"Defoe, Daniel,",Memoirs of a cavalier,1809,m,high_male,39.08387399359026
uc2.ark:/13960/t01z46j1d,"Reid, Forrest,",Following darkness,1912,m,,39.08241291418861
mdp.39015060123810,"McDonald, Paul,","Kiss me softly, Amy Turtle / | $c: Paul McDonald.",2004,m,,39.079510054599666
uiuo.ark:/13960/t75t4542w,"MacDonald, George,",What's mine's mine,1886,m,mixed,39.0669509872544
uc1.$b245268,"Lehmann, Rosamond,","The gipsy's baby, | and other stories, | $c: by Rosamond Lehmann.",1946,f,high_female,39.066860140640706
uiuo.ark:/13960/t4zg7bd7z,"De Merle, William Henry,",Glenlonely,1837,m,,39.06419549459612
uiuo.ark:/13960/t3tt55r9h,"Montgomery, Fanny Charlotte Wyndham,",The Bucklyn Shaig,1865,f,,39.0625
mdp.39015013523181,"Bergman, Margareta,",Karin : | a novel.,1985,f,high_female,39.05515455715793
uc1.b3862830,"Stevenson, Robert Louis,",The ebb-tide,1894,m,high_male,39.05428545678493
inu.30000117470645,"Clare, Jai.",The cusp of something : | stories / | $c: Jai Clare.,2007,u,,39.05334687182691
uiuo.ark:/13960/t7zk5qn87,"Gissing, Algernon,",Between two opinions,1893,m,,39.04804965267787
inu.32000009148380,"Lawrence, D. H. (David Herbert),",Complete short stories.,1955,m,high_female,39.04389314467324
mdp.39015041290811,"MacLean, Rory,",The oatmeal ark : | from the Western Isles to a promised sea / | $c: Rory Maclean.,1997,m,,39.0422632499681
uc2.ark:/13960/t9b56vg7c,"Raven-Hill, L.",Our battalion,1902,u,high_male,39.03635958063796
uc1.$b281550,"Parry, A. F.","H.M.A.S. Yarra, the story of a gallant ship, | $c: by A.F. Parry ...",1944,u,,39.027218697382935
mdp.39015000613938,"Smith, Herbert.",A morning to remember.,1962,m,high_male,39.02673331231894
mdp.39015053245026,,Nineteenth century short stories / | $c: edited with an introduction by Peter Keating.,1981,u,mixed,39.025428614508584
uiuo.ark:/13960/t1tf0629q,"Tennyson, Mary H.",Friend Perditus A novel,1890,f,mixed,39.01008020472491
uc2.ark:/13960/t6251hx4d,"White, Edmund,",The pilgrimage of Premnáth,1918,m,,38.99341289846393
uiuo.ark:/13960/t7kp8hv29,"MacDonald, George,",The seaboard parish,1868,m,,38.9833151411196
uc1.$b807770,"Lauchlan, Agnes.",A dog at all things; | an anthology.,1953,f,,38.97116134060795
mdp.39015055894680,"Byatt, A. S. (Antonia Susan),",A whistling woman / | $c: A. S. Byatt.,2002,f,mixed,38.96576652327949
uc2.ark:/13960/t07w69q48,"Rougemont, Louis de,",The adventures of Louis de Rougemont,1899,m,high_male,38.956612073303354
uiuo.ark:/13960/t85h7wt97,"Hawker, Edward,","Arthur Montague, or, An only son at sea",1850,m,,38.94780993468751
uiuo.ark:/13960/t04x5jz3v,"Beale, Anne.",Restitution,1889,f,,38.94442074810378
mdp.39015008919477,"Packe, Michael St. John.",First Airborne.,1948,m,,38.93289999322906
njp.32101063693590,"Normanby, Constantine Henry Phipps,",Yes and no,1828,m,mixed,38.92998164729436
uc2.ark:/13960/t10p1525q,"Samson, John,",In the dictator's grip;,1901,m,high_male,38.920728206824755
uiuo.ark:/13960/t4nk3qb7b,"Ouida,",Puck,1870,f,,38.91287164832491
njp.32101065864504,"Marsh-Caldwell, Anne,","Mount Sorel, or, The heiress of the De Veres",1845,f,,38.9096874605645
njp.32101068973112,"Lawrence, George A.",Barren honour,1862,m,,38.89362593307307
mdp.39015040376280,"Reed, Jeremy",Dorian / | $c: Jeremy Reed,1997,m,high_male,38.89257007864942
mdp.39015032509047,"Gee, Maggie,",Lost children / | $c: Maggie Gee.,1994,f,high_female,38.88767119413432
mdp.39015064876421,"Swann, David,",The last days of Johnny North : | stories / | $c: David Swann.,2006,m,,38.88282991132818
uc1.32106014295098,"Reed, Jeremy",Dorian / | $c: Jeremy Reed,1997,m,high_male,38.87017362010884
mdp.39015005879245,,The Penguin book of Canadian short stories / | $c: edited by Wayne Grady.,1980,u,mixed,38.86136209074128
mdp.39015003686774,"Freemantle, Brian.",Face me when you walk away.,1974,m,high_male,38.854805725971374
inu.30000025878756,"Burmeister, Jon.",The Plekhanov original / | $c: by Jon Burmeister.,1989,m,,38.8485782673534
mdp.39015063928504,"Disraeli, Benjamin,",Lothair,1870,m,,38.84807026433579
nyp.33433074873328,"Knowles, James Sheridan,",George Lovell,1852,m,,38.84713651780245
nyp.33433075766505,"Webb-Peploe,","Marco Griffi, the Italian patriot",1859,f,,38.84447897287019
mdp.39015050556532,"Higgins, Aidan,",Balcony of Europe. -,1972,m,mixed,38.84260628090741
mdp.39076006608165,"Huxley, Aldous,",Collected works.,1970,m,high_female,38.833760845349666
mdp.39015049705992,"Rivas, Manuel,",Butterfly's tongue / | $c: Manuel Rivas.,2000,m,,38.822889975929805
njp.32101067179281,"Trollope, Frances Milton,",The attractive man,1846,f,high_female,38.82279273638071
mdp.39015069302548,"Rhodes, Dan,",Gold / | $c: Dan Rhodes.,2007,m,high_female,38.81234232485931
uc1.$b312410,"Rodker, John,",Memoirs of other fronts.,1932,m,high_female,38.80696307794656
uc1.32106002044300,"White, Patrick,",A fringe of leaves / | $c: Patrick White.,1976,m,high_female,38.80044057274458
mdp.39015005712370,"Taylor, Elizabeth,","The blush, | and other stories.",1968,f,high_female,38.79828770223608
mdp.39015018517113,"McEwan, Ian.",The innocent / | $c: Ian McEwan.,1990,m,mixed,38.79088802040401
nyp.33433067294722,"Kennedy, Grace,",The works of Grace Kennedy,1827,f,mixed,38.7854609929078
uc1.$b184029,"Collins, Douglas.",A tear for Somalia / | $c: Douglas Collins ; illustrated by Bruno di Sopra.,1960,m,high_male,38.777296446891725
mdp.39015058209936,"Beck, Heather,",Home is where / | $c: Heather Beck.,2003,f,high_female,38.76414173318785
mdp.39015063972924,"A. L. O. E.,",The golden fleece,1871,f,,38.76094189088795
mdp.39015007036653,"Newby, Eric.",A short walk in the Hindu Kush.,1958,m,high_male,38.75968992248063
uc1.$b243598,"Onions, Oliver,",Bells rung backwards / | $c: Oliver Onions.,1953,m,high_female,38.75814914930832
uc2.ark:/13960/t7gq6tz6z,"Buckley, William,",Croppies lie down,1903,m,,38.73993271485371
uc2.ark:/13960/t17m08s21,"Marryat, Frederick,",The king's own,1830,m,,38.73529269355542
mdp.39015054134492,"Curtin, Michael,",Sing! / | $c: Michael Curtin.,2001,m,,38.733886098166195
mdp.39015053270073,,Best Irish short stories / | $c: edited by David Marcus.,1976,u,,38.73312874296101
hvd.hn2tj4,"Lathom, Francis,",Human beings,1807,m,,38.703434929850026
njp.32101063691529,"Fullerton, Georgiana,",Lady-bird,1852,f,high_female,38.69897724131576
mdp.39015013281921,"Lessing, Doris May,",The fifth child / | $c: Doris Lessing.,1988,f,,38.6946988262608
uc1.b3322032,"Hollis, Margery.",Anthony Fairfax,1885,f,mixed,38.68787033454827
mdp.39015000595374,"Omotoso, Kole,",The edifice. -,1971,u,,38.68471953578339
uc1.$b174537,"Irwin, Anthony (Anthony Stuart),",Burmese outpost / | $c: by Anthony Irwin.,1946,m,high_male,38.66366903899302
mdp.39015008801758,"Emecheta, Buchi.",The rape of Shavi.,1983,f,,38.6571114216896
mdp.39015080843686,"Haylett, Jon.",Black mongoose / | $c: by Jon Haylett.,2009,m,,38.65583132000878
uiuo.ark:/13960/t8gf15b2q,"Ouida,",Puck,1870,f,,38.65070392594525
uiuo.ark:/13960/t40s04d2t,"Downes, Joseph.",The mountain Decameron,1836,m,mixed,38.64780975615647
uiuo.ark:/13960/t94751j3v,"Payn, James,",The talk of the town,1885,m,,38.6330909984898
uc1.$b244596,"Royde-Smith, Naomi Gwladys.",Miss Bendix / | $c: by Naomi Royde Smith ; illus. by H. Wessenborn.,1947,f,high_female,38.63116891478607
mdp.39015084093916,"Mina, Denise.",Still midnight / | $c: Denise Mina.,2009,f,high_male,38.6234598895369
wu.89002047405,"Leasor, James.","Boarding party / | $c: James Leasor ; with a foreword by Admiral of the Fleet, the Earl Mountbatten of Burma.",1978,m,high_male,38.62111581920904
mdp.39015063245172,"Fourgs, Tom.",Spookfish / | $c: Tom Fourgs.,2005,m,mixed,38.619837355313535
mdp.39015035917627,"Jecchinis, Chris.","Beyond Olympus; | the thrilling story of the ""train-busters"" in Nazi-occupied Greece. | $c: With a foreword by C. M. Woodhouse.",1960,m,,38.61556064073227
njp.32101068169414,"Fullerton, Georgiana,",Mrs. Gerald's niece,1869,f,high_female,38.60746854822605
uiuo.ark:/13960/t3cz3t94q,"Christian, Sydney.","Sarah, a survival",1894,u,,38.60485414079022
mdp.39015031309894,"Stevenson, Robert Louis,",The Stevenson reader;,1898,m,high_male,38.59225416111644
njp.32101064790833,"Smythies, Gordon,",The matchmaker;,1842,f,,38.590966626532065
nyp.33433082290853,"Young, Charles.",The last of the Vikings,1895,m,high_male,38.56041131105398
uc1.b3472656,"Freeman, Gillian.",The leather boys / | $c: by Eliot George [i.e. G. Freeman],1961,f,,38.559960738949066
uc2.ark:/13960/t11n8692f,"Kennedy, Edward B.",The black police of Queensland,1902,m,high_male,38.55850511641703
mdp.39015031224572,"Benson, Stella,","Mundos; | an unfinished novel, | $c: by Stella Benson.",1935,f,,38.55808500090494
nyp.33433074951884,"Davies, Florence H.",Silver thorns;,1898,f,high_female,38.55710736012338
uc1.b4937384,,The water house / | $c: Antonio Olinto ; translated by Dorothy Heapy.,1982,u,high_female,38.548823328255665
uiuo.ark:/13960/t18k7w02s,"Murray, David Christie,",Joseph's coat,1881,m,,38.54307188282906
mdp.39015065815691,"Yonge, Charlotte M.",Nuttie's father,1885,f,mixed,38.53246360058349
uc2.ark:/13960/t88g8sg5j,"Hall, Stephen King,",The diary of a U-boat commander,1920,m,high_female,38.51540616246496
uc2.ark:/13960/t4cn71435,"Tennyson, Alfred Browning Stanley,",A portentous history,1911,m,,38.51506902075437
mdp.39015059585151,"Flint, James,",The book of ash / | $c: James Flint.,2004,m,,38.512812916604965
mdp.39015047764389,"Ouida,",Chandos,1877,f,high_male,38.50974296497015
uiuo.ark:/13960/t7cr6dj61,"Page, Hamilton.",The lady resident,1880,m,,38.50083665279649
uc2.ark:/13960/t6251m596,"Chamier, Frederick,",Arethusa;,1837,m,high_male,38.50034517550847
mdp.39015054265841,"Smith, Iain Crichton,","The red door : | the complete English stories, 1949-76 / | $c: Iain Crichton Smith ; edited with an introduction by Kevin MacNeil.",2001,u,mixed,38.49551425954892
uc2.ark:/13960/t4bp00s25,"De Fonblanque, Albany,",Pious frauds,1880,m,high_male,38.48853268129231
mdp.39076006275007,"Queen, Ellery.",Rogues' gallery; | the great criminals of modern fiction.,1947,m,high_male,38.48774143315962
uc1.b3472716,"Masterton, Graham.",Solitaire / | $c: Graham Masterton.,1982,m,,38.47750970509465
uiuo.ark:/13960/t9c548f6z,"Wallace, Ellen.",Constance D'Oyley,1844,f,high_female,38.47140292382663
uc1.$b299887,"Cornwall, Rosalind.","Dark interval, | $c: by Rosalind Cornwall.",1935,f,high_female,38.46893633391037
nyp.33433074880380,"Marryat, Frederick,",The privateer's-man one hundred years ago,1846,m,,38.44729872127131
mdp.39015030709813,"Newby, P. H. (Percy Howard),",Mariner dances : | a novel / | $c: by P.H. Newby.,1948,m,high_female,38.441824705279345
uiuo.ark:/13960/t6j10c47g,,Chums,1882,u,,38.43197540353574
inu.30000118957434,"Sava, George,",No crown of laurels.,1950,m,high_male,38.42045092490208
uiuo.ark:/13960/t8bg39x97,Oliphant,"John, a love story",1870,f,high_female,38.420264702375434
njp.32101068169588,"Galt, John,",Eben Erskine;,1833,m,,38.39508542906509
uc1.b3339479,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,mixed,38.39178819856637
uiuo.ark:/13960/t0ks7bv00,"Veley, Margaret,",Mitchelhurst Place,1884,f,,38.38858278384969
uiuo.ark:/13960/t71v5tb4w,"Coleridge, Christabel R.",An English squire,1881,f,mixed,38.38436709412894
uiuo.ark:/13960/t6xw4ws68,"Conway, Hugh,",Bound together,1884,m,,38.37618674186176
mdp.39015008568647,"(Herbert George), Wells, H. G.",The holy terror.,1939,m,high_male,38.37436592356306
uc1.b3472630,,The Penguin book of Canadian short stories / | $c: edited by Wayne Grady.,1980,u,mixed,38.37316282703875
uc1.b3321871,"Griffith, Cecil.",Valentine Forde,1870,m,,38.370040672243114
uiuo.ark:/13960/t2v41d165,,Will is the cause of woe,1878,f,,38.3475322844765
uc2.ark:/13960/t7np1xs3t,"Miller, George Noyes,",The strike of a sex;,1891,m,,38.34489490012898
mdp.39015000655343,"Lessing, Doris May,",The habit of loving.,1957,f,mixed,38.341458070876925
mdp.39015059168495,"Hill, Susan,",The various haunts of men : | a Simon Serrailler crime novel / | $c: Susan Hill.,2004,f,high_female,38.333759263991816
