htid,author,title,year,authgender,female_category,intl_subcity_intensity
uc1.b3588958,"Couteaux, André.",Portrait of the boy as a young wolf; | $c: translated from the French by Barbara Wright.,1968,u,high_female,28.162072728552825
mdp.39015030026838,"Kielland, Alexander Lange,",Tales of two countries,1891,m,mixed,28.159948507522728
uc1.b3750786,"Aimard, Gustave,",Collected novels,1885,m,high_male,28.159178202543337
uiuo.ark:/13960/t4wh37d6f,"Wallace, Ellen.",Margaret Capel,1846,f,high_female,28.157349896480337
uc2.ark:/13960/t1bk1951v,"Jacob, Violet.",Tales of my own country,1922,f,,28.156927945080575
uiuo.ark:/13960/t4bp0r84h,"Whyte-Melville, G. J.",Cerise,1866,m,,28.15672030521884
uc1.b3868726,"Dillon, Eilís,",Death in the quadrangle.,1956,u,,28.15394577550044
njp.32101064912007,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,,28.146951562767697
mdp.39015007043337,"Dick, Philip K.","Flow my tears, the policeman said / | $c: Philip K. Dick.",1976,m,mixed,28.13762676000856
njp.32101057193193,"Le Sage, Alain René,","The life and adventures of Guzman D'Alfarache, or The Spanish rogue",1823,m,,28.136933074294895
uc1.$b245454,"White, Stanley,",Brave Captain Kelso | $c: [by] Dillon White [pseud.],1959,m,high_male,28.13662164807203
uc1.b3122363,"Stern, G. B. (Gladys Bronwyn),",Dogs in an omnibus / | $c: by G. B. Stern. With frontispiece and illustrations in the text by K. F. Barker.,1942,f,,28.136590356823127
mdp.39015063975521,"Yonge, Charlotte M.",The Carbonels,1895,f,high_female,28.13391744704795
uc1.32106011975924,"Corrigan, Simon,",Sweets from strangers / | $c: Simon Corrigan,1994,m,mixed,28.13090246614245
nyp.33433074970835,,Artist and craftsman,1860,u,mixed,28.12881625708366
uc2.ark:/13960/t7rn33b3d,"Lever, Charles James,",[Charles Lever's novels,1872,m,mixed,28.12538809382921
mdp.39015030715430,"Vansittart, Peter.",Landlord: | a novel.,1970,m,,28.12412112121496
uc1.$b244771,"Stuart, Francis,",The chariot.,1953,m,,28.1239183108342
uc1.$b119575,"Blackstock, Charity.","Mr. Christopoulos, | $c: by Charity Blackstock.",1963,f,,28.1224338279132
uiuo.ark:/13960/t6pz5tw8n,"Russell, William Clark,","Jilted! or, My uncle's scheme",1875,m,,28.12227565454596
uiuo.ark:/13960/t2n58wn84,"Dickens, Mary Angela.",Cross currents,1891,f,high_female,28.11979030670657
uc1.32106018775210,"D'Aguiar, Fred,",Bloodlines / | $c: Fred D'Aguiar,2001,m,high_female,28.116740707417197
mdp.39015059177553,"Harwood, John,",The ghost writer / | $c: John Harwood.,2004,m,high_female,28.113798408446637
mdp.39015003681361,"Galsworthy, John,","The little man and other satires, | $c: by John Galsworthy.",1927,m,mixed,28.10743285446596
uc1.b3139717,"Vaughan Williams, Ursula.",Metamorphoses: | a novel.,1966,f,high_female,28.10743285446596
nyp.33433074866421,"Knight, Arthur Lee.",Leaves from a middy's log,1896,m,high_male,28.106924658648797
uiuo.ark:/13960/t8rb7q577,"Shelley, Mary Wollstonecraft,",Lodore,1835,f,high_female,28.10172825628776
mdp.39015024367099,"Warner, Rex,",The aerodrome; | a novel.,1946,m,high_male,28.09975412715139
uiuo.ark:/13960/t9z03sv4r,"Yonge, Charlotte M.",Chantry house,1886,f,,28.093137011881744
mdp.39015011585638,"Lamming, George,",Season of adventure.,1960,m,mixed,28.091259954076897
ncs1.ark:/13960/t7vm4kg7w,"Paludan-Müller, Frederik,",The fountain of youth,1867,m,mixed,28.09101488823789
mdp.39015053230317,"Wakefield, Tom.","Trixie Trash, star ascending / | $c: Tom Wakefield.",1977,m,high_female,28.088031194237004
mdp.39015028106451,"(Alan Alexander), Milne, A. A.",Once a week. | $c: by A. A. Milne ...,1928,m,,28.084816144757173
mdp.39015078793406,"Lambert, Charles,",The scent of cinnamon : | & other stories / | $c: Charles Lambert.,2008,m,,28.077327038465935
uc1.32106013945446,"MacKenna, John",The last fine summer / | $c: John MacKenna,1997,m,mixed,28.075486438319377
mdp.39015031877155,"Sobott-Mogwe, Gaele,",Colour me blue / | $c: Gaele Sobott-Mogwe.,1995,u,,28.071488724618696
mdp.39015033593578,"Simenon, Georges,",The watchmaker of Everton / | $c: Georges Simenon ; [translated by Norman Denny].,1975,m,high_male,28.069387525964185
uc1.$b299671,"Bowen, Marjorie,","Fond fancy and other stories, | $c: by Marjorie Bowen [pseud.]",1928,f,,28.06874290307353
uiuo.ark:/13960/t3qv4413t,"Payn, James,",By proxy,1878,m,,28.06766859738204
mdp.39015042048168,"Hird, Laura.",Nail and other stories / | $c: Laura Hird.,1997,f,high_female,28.06126216603406
mdp.39015065985817,"Talbot, Daniel,",A treasury of mountaineering stories.,1955,m,,28.06047374292499
uc1.32106001599833,"Bunin, Ivan Alekseevich,","Fifteen tales,",1924,m,mixed,28.059673572464103
uc1.b3325320,"Walker, E. O.",A romance of Ceylon,1899,f,,28.05442558563613
uiuo.ark:/13960/t5db8n927,"Prior, Herman L.",Overmatched,1876,m,mixed,28.053301272417592
mdp.39015050547648,"Feinstein, Elaine,",Dark inheritance / | $c: Elaine Feinstein.,2000,f,high_female,28.052975830146615
uc1.b3327582,"[Pisani, Marianna",Vandeleur;,1836,f,high_female,28.050028050028057
mdp.39015061196625,"Astley, Neil.",The sheep who changed the world / | $c: Neil Astley.,2005,m,,28.049966340040392
uiuo.ark:/13960/t83j44b8z,"Turner, Edward.","The intriguers, or, Pevensel",1873,m,,28.046914839367673
mdp.39015030386992,"Tagore, Rabindranath,",Hungry stones,1916,m,mixed,28.04409934622193
uiuo.ark:/13960/t46q2mk6q,"Trollope, Frances Milton,",Young love;,1844,f,high_female,28.039408113585097
njp.32101068600442,"MacDonald, George,",Home again,1893,m,mixed,28.03337620790871
mdp.39015049645107,"Craig, Amanda,",In a dark wood / | $c: Amanda Craig,2000,f,,28.027381902804432
inu.30000084024185,"Chamot, A. E. (Alfred Edward),","Selected Russian short stories, chosen and translated by A.E. Chamot.",1951,m,,28.02489185266093
njp.32101068573482,"Prevost, Marcel,",Léa,1902,u,high_female,28.023070155430283
uc1.$b437190,"Abramov, Fedor,","The dodgers, | $c: by Fyodor Abramov. Translated by David Floyd.",1963,u,,28.021015761821364
uiuo.ark:/13960/t0sq9kb7g,"Gissing, George,",A life's morning,1888,m,,28.016282404126635
mdp.39015072137790,"Leader, Barbara (Blackburn)","Round-the-clock nurse, | $c: by Jane Grant.",1968,f,,28.007488317929216
mdp.39015019578965,"Mason, Anita,",The racket / | $c: Anita Mason.,1990,f,high_male,28.004144613402783
mdp.39015015385530,"Masefield, John,","Dead Ned, | the autobiography of a corpse who recovered life within the coast of Dead Ned and came to what fortune you shall hear, | $c: by John Masefield.",1938,m,high_male,28.003099009623735
inu.32000006900049,"Collins, Mortimer,",You play me false,1878,m,high_female,27.98828797795384
uc1.32106007791715,,More stories from the Raj and after : | from Kipling to the present day / | $c: selected and introduced by Saros Cowasjee.,1986,u,mixed,27.98684618229432
mdp.39015002133513,"Conrad, Joseph,",The works of Joseph Conrad.,1925,m,high_male,27.985727279087666
uc1.b5032759,"Stead, Christina,",The little hotel : | a novel / | $c: Christina Stead.,1973,f,,27.980245946361872
uiug.30112041406049,"Bindloss, Harold,",The impostor / | $c: by Harold Bindloss.,1908,m,,27.976571877227975
uiuo.ark:/13960/t5v701778,"Pardoe,",The Mardens ; and The Daventrys,1835,f,,27.97349511338007
uc1.$b252099,"Mackenzie, Kenneth Theodore,",The deserter | $c: [by] Kenneth Mackenzie.,1965,m,high_male,27.973388793617204
uiuo.ark:/13960/t9z03hv5x,"Grey,",Aline,1848,f,,27.96469457310146
njp.32101035558061,"Radcliffe, Ann Ward,",The romance of the forest,1820,f,,27.963865822076865
uc1.$b784246,"Heinemann, Margot,",The adventurers.,1960,f,,27.954207108169776
mdp.39015000630858,"Lawrence, D. H. (David Herbert),",Works.,1954,m,high_male,27.950853083328475
coo.31924013236355,"Waugh, Alec,","The loom of youth, | $c: by Alec Waugh; with a preface by Thomas Seccombe.",1929,m,high_male,27.949207979876572
nyp.33433075746887,"Sharp, William,",The mountain lovers,1895,m,high_male,27.947752412332314
uc1.$b119562,"Duncan, Jane,",My friends the hungry generation.,1968,f,,27.946419967235233
nyp.33433074868989,,Hyde Nugent,1827,u,mixed,27.94466955428252
mdp.39015028725896,"Lang, Andrew,",The red fairy book,1890,m,,27.94400294434372
uc1.b4938185,"(Ray Coryton), Hutchinson, R. C.",The unforgotten prisoner / | $c: R. C. Hutchinson.,1983,u,high_male,27.936406579930782
uc2.ark:/13960/t8x92777n,,A book for the household,1866,u,mixed,27.93247324592797
uiuo.ark:/13960/t6xw4sj8v,"Fenn, George Manville,",King of the castle,1892,m,mixed,27.93247324592797
uc1.$b614308,"Ammers-Küller, Jo van.","Tantalus, | $c: by Jo van Ammers-Kuller ... Translated from the Dutch by G.J. Renier and Irene Clephane.",1930,f,mixed,27.92868275719164
uiuo.ark:/13960/t9183kc4c,"Burrard, W. Dutton",A great platonic friendship,1887,u,high_female,27.920092694707748
njp.32101068973104,"Lawrence, George A.",Barren honour,1862,m,,27.920075748379418
uc1.b3579175,"Le Fanu, Joseph Sheridan,",The Wyvern mystery,1869,m,,27.915286410838576
uc2.ark:/13960/t73t9gj85,"Ellwood, Thomas,",The History of Thomas Ellwood,1886,m,high_male,27.896272360605817
nyp.33433074931365,"Goff, Elijer.",Elijer Goff's complete works,1889,u,high_male,27.894761908001716
uiuo.ark:/13960/t1zc8jp9h,"Savage, M. W.","Reuben Medlicott, or, The coming man",1852,m,,27.894356464517116
uc1.b3962037,"Turgenev, Ivan Sergeevich,",Smoke,1901,m,,27.894341087151624
mdp.39015033190698,"Clavel, Bernard,",Lord of the river; | $c: translated by Elizabeth Walter.,1973,m,high_male,27.894280676237063
mdp.39015066882187,"Collison, Claire.",Treading water / | $c: Claire Collison.,2005,f,high_female,27.887376314321717
uc1.b3047254,"Richardson, Dorothy M.",Backwater,1917,f,high_female,27.879313549346385
uc1.b4104366,"Kemble, Adelaide.",A week in a French country-house,1867,f,high_female,27.878449958182323
mdp.39015031223848,"Bentley, Phyllis Eleanor,","Inheritance, | $c: by Phyllis Bentley.",1932,f,,27.87438515538897
uc1.b5076483,"Hermary-Vieille, Catherine.",The grand vizier of the night / | $c: Catherine Hermary-Vieille ; translated by Charles Penwarden.,1988,f,,27.87068004459309
mdp.39015059376148,,The New British novelist;,1830,u,,27.86978379479264
mdp.39015077135542,"Blake, Victoria.",Jumping the cracks / | $c: Victoria Blake.,2008,f,,27.86823896616796
uc1.$b236180,"Day Lewis, C. (Cecil),",Child of misfortune; | $c: a novel by C. Day Lewis.,1939,u,,27.86757329171776
uc1.$b243645,"Moore, Doris Langley,","All done by kindness, | a novel.",1951,f,mixed,27.864127548043847
mdp.39015033437545,"Sutherland, Elizabeth.",Hannah hereafter / | $c: Elizabeth Sutherland.,1976,f,high_female,27.856378377585887
uc2.ark:/13960/t2p55k875,"Smart, Hawley,",The master of Rathkelly,1888,m,mixed,27.85088635445823
mdp.39015031227906,"Davidson, John,","The Great Men ; and, A practical novelist",1891,m,mixed,27.847748762673888
njp.32101064906959,"Roche, Regina Maria,",Bridal of Dunamore;,1823,f,high_female,27.847396268448904
njp.32101063693673,"Paget, Francis Edward,",The curate of Cumberworth ; and The vicar of Roost,1859,m,mixed,27.84671204042688
uiuo.ark:/13960/t6057tb45,"Allen, Grant,",In all shades,1886,m,,27.839643652561243
mdp.39015066580104,"Saint Pierre, Michel de,",The new artistocrats. | $c: Translated by Anthony and Llewela Burgess.,1962,m,high_male,27.836788513662
mdp.39015031237988,"Hanley, James,",What Farrar saw | $c: [by] James Hanley.,1946,m,mixed,27.83437433893361
mdp.39015040179536,"Tinniswood, Peter.",Dolly's war / | $c: Peter Tinniswood.,1997,m,,27.83106543282276
mdp.39076006301159,"Mann, Thomas,",Buddenbrooks; translated by H.T. Lowe-Porter.,1930,m,,27.829653227873596
mdp.39015065780564,"Besant, Walter,",Herr Paulus;,1888,m,,27.82825058521174
uiuo.ark:/13960/t9571c66r,"Zola, Émile,",Piping hot!,1888,m,high_female,27.82415136338342
inu.30000007685427,"Waugh, Alec,",The loom of youth,1918,m,high_male,27.823732892164237
uc1.b3327075,"Massie, W.",Fitzwiggins,1840,u,,27.82324058919804
mdp.39015002749052,"Ross Williamson, Hugh,",A wicked pack of cards.,1961,m,high_male,27.82050862435768
mdp.39015063512332,"Dougall, L.",Beggars all,1893,u,,27.8199291856348
nyp.33433075766380,"Pinsent, Ellen Frances Parker,","Job Hildred, artist and carpenter",1897,f,high_female,27.819894006203835
mdp.39015010908401,"Hartley, L. P. (Leslie Poles),","Poor Clare, | $c: by L. P. Hartley.",1968,m,,27.81868761250205
mdp.39015048477502,"Cleator, Margaret.",The God who answers by fire / | $c: Margaret Cleator.,1986,f,high_male,27.81219185355617
uiuo.ark:/13960/t0ns18m5s,"Maillard, Annette Marie.",Miles Tremenhere,1853,f,high_female,27.80803188654323
mdp.39015063926052,"Rawson, Marion Nicholl,",The priceless thing,1914,u,high_female,27.80441579517792
uiuo.ark:/13960/t51g1801g,"Moore, Frank Frankfort,",A gray eye or so,1893,m,mixed,27.8015893241897
uiuo.ark:/13960/t0xp7p672,"Brookfield, Arthur Montagu,",The autobiography of Thomas Allen,1882,m,mixed,27.79064381658175
uc2.ark:/13960/t71v5ds95,"Steuart, John A.",In the day of battle,1895,m,high_male,27.785316429522226
uc1.$b243678,"Mortimer, John,",Rumming Park : | a comedy / | $c: John Mortimer,1948,m,,27.78510995957267
uiuo.ark:/13960/t98632q82,"Moore, George,",Grasville Abbey,1801,m,mixed,27.78485262451087
uc2.ark:/13960/t21c26g3d,"Quiller-Couch, Arthur Thomas,",Dead man's rock,1887,m,mixed,27.782544390785997
nyp.33433066630538,"Surtees, Robert Smith,","Ask mamma; or, The richest commoner in England",1872,m,,27.77882406116991
mdp.39015059436116,"Thompson, Sylvia,",The battle of the horizons / | $c: by Sylvia Thompson.,1928,f,,27.773920288848775
uc1.$b163917,"Hughes, T. Rowland (Thomas Rowland),","Out of their night : | the Welsh novel""Chwalfa"" / | $c: translated into English by Richard Ruck.",1954,m,,27.770063871146903
uc1.$b395388,"Wesker, Arnold,",Six Sundays in January.,1971,m,high_female,27.766435279706
uiuo.ark:/13960/t6251xm88,"Clarke, Charles.",The flying scud,1867,m,,27.76492364645997
njp.32101067645919,"Hofland,",The Godmother's tales,1842,f,high_female,27.76180372404767
uc1.32106018258431,"Endō, Shūsaku,",The sea and poison : | a novel / | $c: translated from the Japanese by Michael Gallagher,1995,u,,27.759945868105554
uc2.ark:/13960/t3pv6jb2s,"Sampson, George,",A day with Felix Mendelssohn Bartholdy,1910,m,high_male,27.75464890369137
mdp.39015047768547,"Fleetwood, Hugh.",The man who went down with his ship / | $c: by Hugh Fleetwood.,1988,m,high_female,27.749514383498287
mdp.39015012187459,"Banville, John.",Mefisto / | $c: John Banville.,1986,m,,27.74617796398546
mdp.39015008515531,"Mackenzie, Compton, Sir,","The heavenly ladder, | $c: by Compton Mackenzie.",1924,m,,27.745960828394782
uiuo.ark:/13960/t8kd29d3q,"Ham, J. Panton",The bridal bar,1872,u,,27.745298162864906
nnc1.cu58447903,"Kingston, William Henry Giles,",Afar in the forest,1892,m,,27.743648686140062
mdp.39015019487167,"(Audrey Lillian), Barker, A. L.",Any excuse for a party / | $c: A.L. Barker.,1991,u,,27.741449688899447
nyp.33433082225628,"Smollett, T.",The works of Tobias Smollett,1895,m,mixed,27.74043488466381
mdp.39015047752814,"Djoleto, S. A. Amu (Solomon Alexander Amu),",Hurricane of dust / | $c: Amu Djoleto.,1987,m,high_male,27.7375412210682
uc1.b4973399,"Dame. Macaulay, Rose,",Dangerous ages / | $c: Rose Macaulay.,1985,f,high_female,27.73022111837188
mdp.39015065767926,"Eliot, George,",The works of George Eliot,1878,f,,27.726665490383887
uc1.b4156524,"Agnar Þórðarson,",Called home / | $c: by Agnar Thordarson ; translated by Robert Kellog.,1995,u,,27.72310166061379
uc1.b4974565,"Rawlinson, Jane.",The lion and the lizard / | $c: Jane Rawlinson.,1986,f,high_female,27.722472844577737
uc1.$b312410,"Rodker, John,",Memoirs of other fronts.,1932,m,high_female,27.7192593413904
mdp.39015019834830,"Fairbairns, Zoë,",Daddy's girls / | $c: Zoë Fairbairns.,1991,u,,27.71618625277162
uiuo.ark:/13960/t48p6d63n,"Gilliat, Edward,",Asylum Christi,1877,m,,27.70274949788766
mdp.39015010783804,"Porter, Anna Maria,",Don Sebastian,1809,f,,27.700282938604307
mdp.39015030062197,"Leroux, Etienne.",To a dubious salvation: | a trilogy of fantastical novels. -,1972,m,high_male,27.697729375504597
uc1.b3327179,"Roberts, Morley,",The reputation of George Saxon,1892,m,high_male,27.69571639586411
mdp.39015000590714,"Jerome, Jerome K.",Three men in a boat,1889,m,high_male,27.693508389874243
mdp.39015004704550,,The Inner landscape.,1969,u,,27.69273373436514
uiuo.ark:/13960/t0ks7bz5r,"Warren, Samuel,",Now and then,1848,m,high_male,27.6879134971292
uiuo.ark:/13960/t0ft93q3m,"Braddon, M. E.","Lucius Davoren, or, Publican and sinners",1873,f,,27.685492801771872
mdp.39015037449280,"Naipaul, Shiva,",A man of mystery and other stories / | $c: Shiva Naipaul.,1995,u,high_female,27.684447632350537
uc1.$b244835,"Strachey, Isobel.",A summer in Buenos Aires; | a novel / | $c: by Isobel Strachey.,1947,f,,27.682938082495156
uc2.ark:/13960/t2j67b19z,"Romer, Mabel.",A Peke's pilgrimage,1920,f,high_female,27.68038383465584
uc1.b3476955,"Baldwin, Michael,",Underneath and other situations.,1968,m,high_male,27.67942611323192
mdp.39015012419829,"Wilson, Angus.",The collected stories of Angus Wilson.,1987,m,,27.67808541457158
mdp.39015018944440,"Salaman, Nicholas.",Forces of nature / | $c: Nicholas Salaman.,1989,m,,27.676830882529902
mdp.39015011877555,"Kuznet͡sov, Ėduard.",Russian novel / | $c: Edward Kuznetsov ; translated by Jennifer Bradshaw.,1986,u,mixed,27.67535911010329
uc1.b3815024,"Arnott, Kathleen.","Ayo, an African schoolgirl.",1951,f,high_female,27.672085783465928
mdp.39015070702983,"Docx, Edward.",Self help : | a novel / | $c: Edward Docx.,2007,m,,27.669077829163207
uiuo.ark:/13960/t6vx0mz10,"Black, William,",In far Lochaber,1888,m,high_female,27.66798418972332
uiuo.ark:/13960/t17m0xt0c,"Trollope, Thomas Adolphus,",The dream numbers,1868,m,,27.667753960857407
njp.32101007059759,"James, G. P. R.",Forest days;,1843,m,,27.66573962170741
uc2.ark:/13960/t57d2s689,"Hubback,",The old vicarage,1856,f,high_female,27.665068240501657
mdp.39015066648877,"Mauriac, François,",The river of fire | (Le fleuve de feu) | $c: Translated by Gerard Hopkins.,1954,m,,27.65932926126542
uiuo.ark:/13960/t6b28hx8f,"Walford, Lucy Bethia,",The baby's grandmother,1884,f,mixed,27.656301315402832
mdp.39015069302852,"Moggach, Deborah.",In the dark / | $c: Deborah Moggach.,2007,f,mixed,27.651043826904463
uc1.$b322928,"Armstrong, Martin Donisthorpe,",Selected stories.,1951,m,,27.64853939440165
njp.32101064918962,"Craik, Georgiana M.",Patience Holt,1891,f,,27.64620233333947
inu.30000044427619,,Wonder tales / | $c: edited and introduced by Marina Warner ; with illustrations by Sophie Herxheimer. ,1994,u,high_female,27.644789585453807
uc2.ark:/13960/t6f18vg3x,"A. L. O. E.,",Beyond the black waters,1890,f,mixed,27.640384055862672
nyp.33433067303671,"Grattan, Thomas Colley,","High-ways and by-ways, or, Tales of the roadside",1825,m,mixed,27.637882324038813
uc2.ark:/13960/t7qn63c7m,"Sidgwick, Cecily Ullman,",Karen,1918,u,,27.636851767771475
mdp.39015009131411,"Ėrenburg, Ilʹi͡a,",The thaw.,1961,u,,27.634063589050776
nyp.33433074930144,"Brontë, Charlotte,",Villette,1853,f,,27.63387996172501
nyp.33433074848536,"Burrow, Charles Kennett,",The yeoman,1904,m,,27.63130627000392
uc1.$b300858,"Heslop, Harold,","Goaf, | $c: by Harold Heslop.",1934,m,,27.62553041018387
mdp.39015049615217,,Necrologue : | the Diva book of the dead and the undead / | $c: edited by Helen Sandler.,2003,u,high_female,27.62303761336956
nyp.33433074957402,,College recollections,1825,u,mixed,27.619892137052812
uc1.32106013451924,"Gavron, Jeremy,",Moon / | $c: Jeremy Gavron,1996,m,high_male,27.61398892191739
uiuo.ark:/13960/t4kk9pn1q,"Everett-Green, Evelyn,",Torwood's trust,1884,f,mixed,27.61025939112112
mdp.39015006945029,"Martineau, Harriet,",Illustrations of political economy,1832,f,,27.600927391160344
mdp.39015082663785,"Irvine, Susan.",Muse / | $c: A.S. Irvine.,2008,f,,27.59917053303695
uc1.$b251262,"Lehmann, John,",English stories from New writing.,1951,m,,27.594561852200833
mdp.39015028873076,"Vaughan, Tom.",No second prize / | $c: Tom Vaughan.,1993,m,mixed,27.592867243817473
uc2.ark:/13960/t05x2601c,"Rowe, Richard,",The boys of Axleford,1880,m,high_male,27.590646770744716
inu.39000003330797,"Fothergill, Jessie,",Probation,1879,f,mixed,27.590012415505587
mdp.49015000563040,"Rickert, Edith,",Early English romances in verse,1908,f,high_male,27.58710221832757
mdp.39015053659192,"Edgeworth, Maria,",Tales of fashionable life,1809,f,,27.583467572875524
mdp.39015063025392,"(Charles Edward), Montague, C. E.","Rough justice; | a novel,",1926,u,,27.57859900717044
mdp.39015064002879,"Bray,",The novels and romances of Anna Eliza Bray,1815,f,mixed,27.573662798291405
njp.32101067299923,"Grey,",The gambler's wife,1844,f,,27.57339602652851
nyp.33433074940713,"Blagden, Isa,",The cost of a secret,1863,u,high_female,27.572377490913645
mdp.39015066084446,"Huelle, Paweł,",Who was David Weiser? / | $c: Pawel Huelle ; translated by Antonia Lloyd-Jones.,1991,u,high_male,27.562085974699897
uc1.32106014860313,"Oakley, Ann.",Overheads / | $c: Ann oakley,1999,f,mixed,27.555529312194313
