htid,author,title,year,authgender,female_category,gb_greater_london_intensity
mdp.39015008870134,"Macqueen-Pope, W. (Walter),",Twenty shillings in the pound.,1949,m,high_male,158.32299770737023
mdp.39015039762805,"Sharp, Margery,",The gipsy in the parlour.,1953,f,high_female,158.21921545092476
mdp.39015054151454,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,high_female,158.03639775785862
mdp.39015062319531,"Sala, George Augustus,",The seven sons of Mammon,1862,m,mixed,157.85542134712688
uc1.32106019365086,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,high_female,157.4346183290939
nyp.33433074926571,"Bennett, Arnold,",Teresa of Watling street,1904,m,,157.09740038824071
hvd.hwkcjs,"Gore,","Cecil, or, The adventures of a coxcomb",1841,f,,156.9165890256461
uc1.b4949065,"Wilson, A. N.,","Scandal, or, Priscilla's kindness / | $c: A.N. Wilson.",1983,m,,156.57002412270722
mdp.39015000604796,"Gissing, George,",Eve's ransom.,1929,m,mixed,156.19013939233196
hvd.32044004468302,"Croker, Marianne Nicholson,",The adventures of Barney Mahoney,1832,f,,156.1176968670618
uiuo.ark:/13960/t1cj8rk2q,"Ouida,",Syrlin,1890,f,,155.8869093725794
njp.32101013498363,"Dunn, Henry Treffry,",Recollections of Dante Gabriel Rossetti and his circle (Cheyne Walk life),1904,m,high_male,155.79435145607798
mdp.39015059177504,"Isalāma, Saiẏada Manajurula.",Burrow / | $c: Manzu Islam.,2004,u,,155.65829519317893
mdp.39015056303624,"Neate, Patrick.",The London pigeon wars / | $c: Patrick Neate.,2003,m,mixed,155.65283857966784
uc2.ark:/13960/t2w37nf56,"Lucas, E. V.",A little of everything,1912,m,mixed,155.60250929520254
uc2.ark:/13960/t9q242h30,"Makino, Yoshio,",My idealed John Bullesses,1912,m,high_male,155.5607645918128
mdp.39015018653595,"(Herbert George), Wells, H. G.","Tono-Bungay, | $c: by H.G. Wells.",1925,m,high_female,155.50084229622914
uc2.ark:/13960/t5r78880b,"Goldring, Douglas,",Polly,1917,m,high_female,155.27755863606197
uc1.32106005506826,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,155.16676035225782
pst.000065163054,"Bailey, Hilary,",Fifty-first state / | $c: Hilary Bailey.,2008,f,,155.10445565531631
mdp.39015030742780,"Douglas, Robin,","16 to 21, | by Robin Douglas.",1925,m,,154.9753912702873
mdp.39015015448262,"Higgins, Aidan,",Helsingør Station & other departures : | fictions and autobiographies 1956-1989 / | $c: Aidan Higgins.,1989,m,mixed,154.77480266212658
uiuo.ark:/13960/t76t0zs2q,"Collins, Mortimer,",Sweet Anne Page,1868,m,mixed,154.64242883292306
inu.39000002644297,"Story, Jack Trevor.",Morag's flying fortress / | $c: Jack Trevor Story.,1976,m,,154.54874550973238
mdp.39015005315372,"Wilson, A. N.,",Who was Oswald Fish? / | $c: A.N. Wilson.,1981,m,high_female,154.4321218813513
mdp.39015064962650,"Deloney, Thomas,",The gentle craft / | $c: edited by Simon Barker.,2007,m,,154.3384539402607
uc1.b4091143,"Hopkins, Kenneth.",The girl who died / | $c: Kenneth Hopkins.,1955,m,mixed,153.81040377997368
mdp.39015054159945,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,153.80656631226827
mdp.39015017751713,"Taylor, Alistair.",Yesterday : | the Beatles remembered / | $c: Alistair Taylor with Martin Roberts.,1988,u,high_male,153.766331776803
mdp.39015029174045,"Powell, Neil.",Unreal city / | $c: Neil Powell.,1992,m,high_male,153.74537092741886
mdp.39015053493808,"Fowler, Christopher.",The devil in me / | $c: Christopher Fowler.,2001,m,,153.3146188728136
mdp.39015062319515,"Sala, George Augustus,",The seven sons of Mammon,1862,m,mixed,153.19468732386224
mdp.39015030716776,"(Henry Major), Tomlinson, H. M.",London river.,1928,m,,153.05544008162954
uc1.$b105769,"Mackenzie, Compton, Sir,",Carnival.,1951,m,high_female,152.91587089078254
mdp.39015066797344,"Sutton, William.",The worms of Euston Square / | $c: William Sutton.,2006,m,mixed,152.79750749065903
mdp.39015005162063,"Sharp, Margery,",The faithful servants / | $c: Margery Sharp.,1975,f,,152.34043776318245
mdp.39015016455787,"Brahms, Caryl,",You were there | $c: [by] Caryl Brahms [pseud.] & S. J. Simon [pseud.],1950,f,mixed,152.0840264245996
uiuo.ark:/13960/t2q530s7d,"Hamilton, Rowan.",Betwixt two lovers,1891,m,mixed,151.952590791673
uc2.ark:/13960/t04x5ms7c,"Norway, Arthur H.",The government official,1887,f,high_male,151.64676609590555
nnc1.cu58499598,"Sala, George Augustus,",Margaret Forster,1897,m,high_female,151.293009327136
uc1.b3127428,"Disraeli, Benjamin,",Novels and tales by the Earl of Beaconsfield,1881,m,,151.09475014422682
mdp.39015029969188,"Dickens, Monica,",One of the family / | $c: Monica Dickens.,1993,f,,150.91475522685752
uc1.$b245052,"Thirkell, Angela Mackail,","Coronation summer, | by Angela Thirkell.",1937,f,mixed,150.43193327375633
uiuo.ark:/13960/t5n87vx0x,"Riddell, J. H.,",A struggle for fame,1883,f,,150.1644983823188
inu.32000009218043,"Greene, Graham,",It's a battlefield / | $c: Graham Greene.,1934,m,mixed,150.1103752759382
uc2.ark:/13960/t45q4zm6r,"Tomlinson, H. M.",London river,1921,m,mixed,150.05439471808532
njp.32101066459676,"Gore,",The dowager,1840,f,,149.6079240610813
uc1.$b783870,"Greenwall, Harry J. (Harry James),",Such is life / | $c: Harry J. Greenwall.,1948,m,mixed,149.54061124226376
mdp.39015031222725,"Calthrop, Dion Clayton,",The sentimental cynic.,1933,m,,149.43559325930525
mdp.39015005248748,"Thompson, Grace E","The Cyprian; | the life of a Covent garden lady, | $c: by Grace E. Thompson ... With coloured frontispiece and sixteen other illustrations.",1932,f,,149.3326285185675
uiuo.ark:/13960/t0cv54b6r,"Riddell, J. H.,",The head of the firm,1892,f,mixed,149.18977256495307
uc1.$b396589,"Kops, Bernard,",The passionate past of Gloria Gaye.,1971,m,high_female,149.06993324259514
mdp.39015063964228,"Thomson, Basil,","Mr. Pepper, | investigator, | $c: by Basil Thomson.",1925,m,mixed,148.87844901740226
nyp.33433074868278,"Hocking, Joseph,",Fields of fair renown,1896,m,mixed,148.8292310699939
inu.39000003271397,"Dawson, W. J.",London idylls,1895,u,,148.73468514258198
mdp.39015066189088,"Thackeray, William Makepeace,",Works,1883,m,,148.49287387290846
njp.32101067300960,"Gibbs, Philip,",Helen of Lancaster Gate,1912,m,high_female,148.4731455453886
mdp.39015031325395,"Jenkins, Elizabeth,",Dr. Gully.,1972,f,high_female,148.30280284012295
uva.x030581138,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,,148.2341794397665
mdp.39015019670390,"Louvish, Simon.",The last trump of Avram Blok / | $c: Simon Louvish.,1990,m,,148.21845794392522
uc1.32106018134871,"Hunt, Chris",Duval's gold / | $c: Chris Hunt,1997,m,high_male,148.19797567871518
uc2.ark:/13960/t3610z158,"Courlander, Alphonse,",Mightier than the sword,1912,m,,148.16947200867
njp.32101075689032,"Defoe, Daniel,",Romances and narratives,1899,m,high_female,148.14971587000915
dul1.ark:/13960/t3vt27q8k,"Riddell, J. H.,",Did he deserve it?,1897,f,high_male,148.0887298306235
mdp.39015039630242,"Farnol, Jeffery,",Portrait of a gentleman in colours; | the romance of Mr. Lewis Berger.,1935,m,high_male,147.63119044423567
uc1.b3334259,"Lethbridge, Mabel.","Fortune grass, | $c: by Mabel Lethbridge.",1934,f,,147.62770479926732
mdp.39015067689664,"Guo, Xiaolu,",A concise Chinese-English dictionary for lovers / | $c: Xiaolu Guo.,2007,u,,147.6208214339914
mdp.39015013962207,"Woolf, Virginia,",Mrs. Dalloway | $c: [by Virginia Woolf],1925,f,high_female,147.39918025368175
mdp.39015056678488,"Vakil, Ardashir,",One day / | $c: Ardashir Vakil.,2003,u,,147.36056705838462
uiuo.ark:/13960/t88g8zb4b,"Craik, Dinah Maria Mulock,",Mistress and maid,1863,f,high_female,147.30762499270756
uiuo.ark:/13960/t8hd8hf4s,"Yates, Edmund Hodgson,",Dr. Wainwright's patient,1871,m,,147.1656282252208
mdp.39015005183457,"Church, Richard,","Green tide | [by] Richard Church, illustrated by C. F. Tunnicliffe, A. R. A.",1945,m,high_male,147.06591446067793
mdp.39015050141392,"Adams, Herbert,",The Sloane square mystery / | $c: by Herbert Adams.,1926,u,,146.62756598240466
uc1.$b684798,"Baring, Maurice,","C,",1924,m,,146.29021318473795
uc1.b4027911,"Hume, Martin Andrew Sharp,",True stories of the past,1910,m,,146.26909334057714
inu.30000047607704,"Wilson, Colin,",Ritual in the dark / | $c: by Colin Wilson.,1960,m,high_male,146.1577701482785
mdp.39015003929737,"Gibbs, Philip,","The long alert, | a novel by Philip Gibbs.",1941,m,,146.04158238028043
uc2.ark:/13960/t2w37sp12,"Bell, May.",What of the night?,1918,f,high_female,145.90187383779144
uc2.ark:/13960/t4gm87x4d,"Belloc, Hilaire,",Mr. Clutterbuck's election,1908,m,high_male,145.86147941798876
uiuo.ark:/13960/t3805gj3d,"Gore,",The diary of a désennuyée,1836,f,,145.70837992612925
mdp.39015077129032,"Fache, Abdulaziz Anako.",The preordained / | $c: Abdulaziz Anako Fache.,2008,u,,145.62563011089955
mdp.39015070528545,"Hare, Kenneth,","Roads and vagabonds, | $c: written by Kenneth Hare, illustrated by Cecil Aldin.",1930,m,high_male,145.46500847213787
inu.30000048164234,"Miss. Read,",The year at Thrush Green / | $c: Miss Read ; illustrated by John S. Goodall.,1995,m,,145.45454545454547
njp.32101068177532,"Edgar, John G.",Runnymede and Lincoln Fair,1866,m,high_male,145.21066774451904
uc2.ark:/13960/t43r0vm76,"Henty, G. A.",A search for a secret,1867,m,,145.187729295137
mdp.39015014583184,"Baring, Maurice,","Cat's cradle, | $c: by Maurice Baring ; illustrated by Daphne Baring.",1926,m,high_female,144.9765807061936
uiuo.ark:/13960/t41r7dx2g,"Riddell, J. H.,",The head of the firm,1892,f,mixed,144.9763991908294
inu.39000001956304,"Riddell, J. H.,",The mystery in palace gardens,1881,f,mixed,144.88524887059936
mdp.39015016924485,"Moorcock, Michael,",The condition of muzak : | a Jerry Cornelius novel / | $c: Michael Moorcock ; illustrated by Richard Glyn Jones.,1977,m,,144.58338918784352
uc1.$b243981,"Neame, Alan.","Maud Noakes, guerrilla; | a novel.",1965,m,high_female,144.5767475105184
uc1.32106014497330,"Craig, Amanda,",A vicious circle / | $c: Amanda Craig,1996,f,,144.4106366829884
mdp.39015054182749,"Redfern, Elizabeth.",The music of the spheres / | $c: Elizabeth Redfern.,2001,f,high_male,144.19690642175374
uiuo.ark:/13960/t76t14c4r,"Harrison, F. Bayford.",The ideal artist;,1893,m,,144.1845562319769
inu.30000029791955,"Sinclair, Iain,","Downriver, (or the vessels of wrath) : | a narrative in twelve tales / | $c: Iain Sinclair.",1991,m,,144.11005848590344
uc1.b4948960,"Moore, Brian,",The temptation of Eileen Hughes / | $c: Brian Moore.,1981,m,high_female,143.8498110447397
uiuo.ark:/13960/t7xk8mq77,"Chorley, Henry Fothergill,",A prodigy,1866,m,,143.73305678365446
uiuo.ark:/13960/t1bk1n75t,"Besant, Walter,",The chaplain of the fleet,1881,m,mixed,143.73220138627693
uc1.b3325305,"Wingfield, Lewis Strange,",Lady Grizel,1878,m,mixed,143.55101960552963
uva.x030825961,"Hardy, Robina F.",The story of a coral necklace,1893,f,high_female,143.206132592031
uc1.$b752378,"Jaques, E. T.",Rambles with an American,1910,u,high_male,143.10800160391577
mdp.39015079238781,"Barrington, James.",Timebomb / | $c: James Barrington.,2008,m,high_male,142.61738923742917
uc1.b3401748,"Disraeli, Benjamin,",Endymion,1880,m,,142.5110446059569
uc1.32106005534992,"Ackroyd, Peter,",Hawksmoor / | $c: by Peter Ackroyd.,1985,m,high_male,142.22489939679912
uc2.ark:/13960/t3319tq2m,"Laffan, May.",A singer's story,1885,f,high_female,142.18683349921798
uc1.32106005850737,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,142.133846240878
uiuo.ark:/13960/t66406j9p,"Harwood, John Berwick.",Plain John Orpington,1866,m,,141.89020765823636
mdp.39015031225116,"Bennett, Arnold,","Teresa of Watling street; | a fantasia on modern themes, | $c: by Arnold Bennet.",1928,m,,141.77030403413715
uiuo.ark:/13960/t08w3pk27,"Black, William,",A princess of Thule,1874,m,,141.75274645946263
mdp.39015053541333,"Jacob, Alaric,",Eminent nonentities / | $c: by Alaric Jacob ; illustrated by Philippe Jullian.,1970,u,,141.62013433681315
mdp.39015054151363,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,141.47873574601735
mdp.39015056909156,"Gray, John MacLachlan.",The fiend in human / | $c: John MacLachlan Gray.,2002,m,mixed,141.4548699474502
uiuo.ark:/13960/t4hm5ts3b,"McCarthy, Justin,",The riddle ring,1896,m,mixed,141.38848282968678
mdp.39015016452115,"Bowen, John,","The birdcage, | a novel.",1962,m,,141.3381742738589
inu.32000005542370,"Baring, Maurice,",Darby and Joan / | $c: by Maurice Baring.,1935,m,high_female,140.91643180594698
mdp.39015063933264,"Lawler, O'Dermid W.",East London visions,1910,u,mixed,140.89817626163398
inu.39000003998387,"Parker, Robert B.,",The Judas goat / | $c: Robert B. Parker.,1982,m,high_female,140.74380038857527
mdp.39015063959798,"Wedmore, Frederick,",Renunciations,1893,m,,140.69194858348789
uc1.$b681866,"Edes, Mary Elisabeth.",The age of extravagance;,1955,f,,140.6602330319531
mdp.39015030746633,"Goldsmith, Oliver,",The vicar of Wakefield,1885,m,,140.65533499742463
mdp.39015060120980,"Sinclair, Iain.","White Chappell, scarlet tracings / | $c: Iain Sinclair.",2004,m,high_male,140.64293915040184
mdp.39015059449325,"Dilnot, Frank,",The adventures of a newspaper man,1913,m,,140.485312899106
nyp.33433074870571,"Hind, C. Lewis",The enchanted stone,1898,m,high_male,140.4443147411812
mdp.39015050979924,"Waten, Judah L.",Scenes of revolutionary life / | $c: Judah Waten.,1982,m,mixed,140.35087719298247
nyp.33433006524338,"Jenkins, Edward,",The devil's chain,1876,m,mixed,140.32555528826882
uiuo.ark:/13960/t00z7gb1v,"Cole, Alfred Whaley,",Hope,1853,m,mixed,140.0115742901413
mdp.39015063239969,"Knight, Margaret,",Ginger Lily / | $c: Margaret Knight.,2004,f,mixed,139.97094942559093
njp.32101067643922,"Fendall, Percy.",Spiders and flies,1886,m,high_female,139.8849397115612
uc1.b4948381,"Lom, Herbert.",Enter a spy : | the double life of Christopher Marlowe / | $c: by Herbert Lom.,1978,m,high_male,139.80539089587293
inu.30000114410685,"Donleavy, J. P. (James Patrick),",Schultz / | $c: J.P. Donleavy.,1980,m,,139.79616816770385
uiuo.ark:/13960/t23b6q56t,"Malet, Marian Dora,","Violet, or The danseuse",1836,f,mixed,139.6505081523726
mdp.39015046013309,"Smith, Rupert.",I must confess / | $c: Rupert Smith.,1998,m,,139.5320444060731
uc1.$b440744,"Canning, Albert Stratford George,",Dickens & Thackeray studied in three novels,1911,m,,139.51641464278433
mdp.39015059375629,"Burke, Thomas,","The Winsome Wench; | the story of a London inn, 1825-1900.",1938,m,mixed,139.36796627295217
uc1.$b101909,"Heppenstall, Rayner,",Saturnine / | $c: by Rayner Heppenstall.,1943,u,mixed,139.24577597220824
mdp.39015013417376,"Selvon, Samuel.",Moses migrating / | $c: Sam Selvon.,1983,m,,139.2452392310568
mdp.39015064789327,"Ayers, Jane.",Bradford old and new / | $c: [compiled by] Jane & John Ayers.,1976,f,high_male,139.21113689095128
mdp.39015078813428,"Gregory, Susanna,",The Westminster poisoner / | $c: Susanna Gregory.,2008,f,high_male,139.19255997290057
inu.30000027155435,"Ableman, Paul.",Straight up : | the autobiography of Arthur Daley / | $c: Paul Ableman [and Leon Griffiths],1991,m,high_male,139.11283948275317
mdp.39015063170768,"Black, William,",Shandon bells,1883,m,,139.0359123441771
uc1.$b396590,"Kops, Bernard,",Settle down Simon Katz / | $c: Bernard Kops.,1977,m,mixed,138.91474644478498
uc1.$b395388,"Wesker, Arnold,",Six Sundays in January.,1971,m,high_female,138.83217639853
mdp.39015066796494,"Faber, Michel.",The apple : | new crimson petal stories / | $c: Michel Faber.,2006,m,,138.74737138769052
mdp.39015037452037,"Murdoch, Iris.",Jackson's dilemma / | $c: Iris Murdoch.,1995,f,,138.70517342739564
mdp.39015063101748,"Flusfeder, D. L.,",Man kills woman / | $c: D.L. Flusfeder.,1993,u,mixed,138.70208473436452
mdp.39015005188258,"Wilson, A. N.,",The sweets of Pimlico / | $c: A. N. Wilson.,1977,m,high_female,138.6805535901282
uc2.ark:/13960/t3125st0s,"Harris, Edwin.",William d'Albini,1901,u,high_male,138.22973782426394
uiuo.ark:/13960/t8bg3636s,"Jeaffreson, John Cordy,",Cutting for partners,1890,m,,138.125480591234
mdp.39015046342658,"Brooke-Rose, Christine,",Next / | $c: Christine Brooke-Rose.,1998,f,mixed,137.7714096770638
mdp.39015064746129,"Charles, Edward.",In the shadow of Lady Jane : | a novel of Tudor England / | $c: Edward Charles.,2006,m,high_female,137.74254665824606
uc1.$b783616,"McFee, William,",Race / | $c: by William McFee.,1924,m,high_female,137.54563227737503
mdp.39015063739745,"Kennard, Nina H.,",Mrs. Siddons,1887,f,high_female,137.5368018395547
njp.32101068581584,"Collins, Wilkie,",The woman in white,1860,m,high_female,137.21992433301315
mdp.39015063536141,"Collins, Mortimer,",[Works,1883,m,mixed,137.19831011837536
mdp.39015082722524,"Rimington, Stella.",Dead line / | $c: Stella Rimington.,2008,f,mixed,136.90417602476802
uc1.32106005184848,"Fraser, Antonia,",A splash of red / | $c: Antonia Fraser.,1981,f,high_female,136.87728791978356
mdp.39015008801824,"Moorcock, Michael,",A cure for cancer; | $c: illustrated by Malcolm Dean.,1971,m,,136.7606835093085
mdp.39015049549614,"Rendell, Ruth,",Grasshopper / | $c: Barbara Vine.,2000,f,mixed,136.7396928767474
uc1.$b299111,"Pryce, Richard,",Romance and Jane Weston.,1924,u,high_female,136.66352497643732
uc1.32106015431940,"Keates, Jonathan,",Smile please / | $c: Jonathan Keates,2000,m,,136.51995092194176
njp.32101066121896,"Gore,",The debutante;,1846,f,high_female,136.41507386566212
mdp.39015062063501,"Haddon, Mark.",The curious incident of the dog in the night-time / | $c: Mark Haddon.,2003,m,high_female,136.2992040126486
mdp.39015053381318,"Parsons, Tony.",One for my baby / | $c: Tony Parsons.,2001,m,,136.08798764862243
uiuo.ark:/13960/t0ht2wt6w,"Bishop, M. C.",Elizabeth Eden,1878,u,high_female,135.93692526667627
mdp.39015043790263,"Planer, Nigel.",The right man / | $c: Nigel Planer.,1998,m,high_female,135.75052711640848
